Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/29/2012,5708.167,3130.812,369.135,2761.677,411.155,411.155,0.0,342.707,108.589,82.779,151.339,0.0,147.442,80.887,,,,16.624,4032.116,553.541,,,0.0,1122.51,1004.425,641.03,363.395,,,118.085,1676.051,,404.646,395.578,9.068,,,0.0,0.0,,,,542.758,134.338,,270.391,947.404,20.83,0.0,20.83,20.83,,452.505,,133.004,185.163,473.335,1420.739,0,2995.214,0.707,2994.507,-1509.088,2790.855,10.447,4287.428,0,4287.428,5708.167,
07/29/2012,5891.881,3278.1,499.618,2778.482,445.312,445.312,0.0,387.185,87.117,82.339,217.729,0.0,103.254,34.074,,,,19.249,4213.851,574.056,,,0.0,1103.974,987.968,641.03,346.938,,,116.006,1678.03,,427.415,417.25,10.165,,,0.0,,,,,594.545,68.172,,321.363,1021.96,20.237,0.0,20.237,20.237,,396.019,,143.165,184.682,416.256,1438.216,0,3041.692,0.713,3040.979,-1509.087,2909.901,11.159,4453.665,0,4453.665,5891.881,
10/28/2012,6075.144,3434.772,525.388,2909.384,444.944,444.944,0.0,428.983,107.241,71.327,250.415,0.0,116.128,33.451,,,,32.746,4424.827,566.54,,,0.0,1083.777,972.278,641.03,331.248,,,111.499,1650.317,,400.589,390.265,10.324,,,0.0,0.0,,,,590.77,2.19,,321.767,991.359,19.627,0.0,19.627,19.627,,341.312,,172.058,167.064,360.939,1352.298,0,3115.714,0.719,3114.995,-1522.709,3118.981,10.86,4722.846,0,4722.846,6075.144,
01/27/2013,6412.245,3727.883,732.786,2995.097,454.252,454.252,0.0,412.467,157.989,67.352,187.126,0.0,180.656,34.436,0.0,,3.527,42.484,4775.258,576.144,1288.782,-712.638,0.0,1060.843,953.362,641.03,312.332,75.207,10.03,18.717,1636.987,,359.601,356.428,3.173,0.0,0.0,2.408,0.0,2.408,2.408,,614.214,236.152,0.0,340.609,976.223,18.998,0.0,18.998,18.998,,589.321,0.0,192.95,160.219,608.319,1584.542,0,3194.343,0.72,3193.623,-1622.709,3246.088,9.981,4827.703,0,4827.703,6412.245,
04/28/2013,6279.527,3713.351,561.423,3151.928,346.998,346.998,0.0,377.597,136.533,57.722,183.342,0.0,168.67,39.298,,,,23.036,4606.616,588.023,,,0.0,1084.888,977.763,641.03,336.733,,,107.125,1672.911,,334.664,328.259,6.405,,,0.0,0.0,,,,590.913,170.068,,321.344,925.577,18.333,0.0,18.333,18.333,,510.681,,192.487,148.126,529.014,1454.591,0,3273.955,0.725,3273.23,-1737.025,3277.713,10.293,4824.936,0,4824.936,6279.527,
07/28/2013,5569.592,2935.893,591.321,2344.572,418.123,418.123,0.0,378.28,119.491,64.937,193.852,0.0,190.312,37.651,,7.547,,36.678,3922.608,578.948,,,0.0,1068.036,963.55,641.03,322.52,,,104.486,1646.984,,316.847,310.271,6.576,,,0.0,0.0,,,,618.944,104.011,,351.692,935.791,17.685,0.0,17.685,17.685,,443.943,,197.039,142.893,461.628,1397.419,0,3105.227,0.726,3104.501,-2269.766,3330.815,5.897,4172.173,0,4172.173,5569.592,
10/27/2013,5711.373,3032.954,562.084,2470.87,447.631,447.631,0.0,380.319,138.205,77.834,164.28,0.0,188.937,33.331,,7.547,,40.823,4049.841,595.418,,,0.0,1066.114,963.768,643.179,320.589,,,102.346,1661.532,,341.632,333.283,8.349,,,0.0,0.0,,,,644.295,38.255,,361.637,985.927,17.015,0.0,17.015,17.015,,387.784,,204.364,145.165,404.799,1390.726,0,3408.621,0.732,3407.889,-2499.99,3406.154,5.862,4320.647,0,4320.647,5711.373,
01/26/2014,7250.894,4671.81,1151.587,3520.223,426.357,426.357,0.0,387.765,126.896,94.844,166.025,0.0,138.779,,0.0,,,70.285,5624.711,582.74,1282.82,-700.08,0.0,1043.443,939.191,643.179,296.012,,,104.252,1626.183,,326.769,324.391,2.378,0.0,0.0,2.917,0.0,2.917,2.917,,615.81,172.199,0.0,347.002,945.496,1373.875,1356.375,17.5,17.5,,475.125,0.0,157.953,144.973,1849.0,2794.496,0,3484.074,0.732,3483.342,-2537.295,3504.742,4.877,4456.398,0,4456.398,7250.894,
04/27/2014,6864.663,4347.817,509.165,3838.652,396.438,396.438,0.0,393.28,143.773,83.767,165.74,0.0,136.263,,,,,71.067,5273.798,570.802,,,0.0,1020.063,920.709,643.179,277.53,,,99.354,1590.865,,313.505,309.008,4.497,,,0.0,0.0,,,,584.44,106.169,,318.772,897.945,1379.959,1363.276,16.683,16.683,,419.774,,175.236,138.369,1799.733,2697.678,0,3492.883,0.743,3492.14,-2926.789,3594.527,6.364,4166.985,0,4166.985,6864.663,
07/27/2014,6933.719,4386.054,515.092,3870.962,469.625,469.625,0.0,387.434,126.191,85.895,175.348,0.0,134.473,,,,,67.776,5377.586,556.911,,,0.0,999.222,903.792,643.179,260.613,,,95.43,1556.133,,267.437,261.627,5.81,,,0.0,0.0,,,,601.292,40.063,,335.588,868.729,1386.091,1370.249,15.842,15.842,,374.113,,192.702,141.348,1760.204,2628.933,0,3683.486,0.744,3682.742,-3058.149,3675.071,4.378,4304.786,0,4304.786,6933.719,
10/26/2014,6885.869,4240.797,394.683,3846.114,563.4,563.4,0.0,408.081,128.588,78.849,200.644,0.0,128.831,,,,,67.333,5341.109,566.601,,,0.0,978.159,884.48,643.179,241.301,,,93.679,1544.76,,333.609,328.097,5.512,,,0.0,0.0,,,,600.298,0.0,,359.469,933.907,1392.236,1377.259,14.977,14.977,,355.133,,210.388,144.745,1747.369,2681.276,0,3783.851,0.752,3783.099,-3390.985,3801.966,9.761,4204.593,0,4204.593,6885.869,
01/25/2015,7201.0,4623.0,497.0,4126.0,474.0,474.0,0.0,483.0,157.0,92.0,234.0,0.0,133.0,,0.0,,,70.0,5713.0,557.0,1179.0,-622.0,0.0,931.0,840.0,618.0,222.0,,,91.0,1488.0,,296.0,293.0,3.0,0.0,0.0,3.5,0.0,3.5,3.5,,596.5,108.0,0.0,300.5,896.0,1398.0,1384.0,14.0,14.0,,489.0,0.0,232.0,149.0,1887.0,2783.0,0,3856.0,1.0,3855.0,-3395.0,3949.0,8.0,4418.0,0,4418.0,7201.0,
04/26/2015,7291.0,4792.0,464.0,4328.0,455.0,455.0,0.0,438.0,151.0,73.0,214.0,0.0,147.0,,,,,89.0,5832.0,547.0,,,0.0,912.0,823.0,618.0,205.0,,,89.0,1459.0,,226.0,222.0,4.0,,,0.0,0.0,,,,657.0,42.0,,280.0,883.0,1404.0,1391.0,13.0,13.0,,448.0,,254.0,152.0,1852.0,2735.0,0,3987.0,1.0,3986.0,-3476.0,4037.0,8.0,4556.0,0,4556.0,7291.0,
07/26/2015,6979.0,4505.0,435.0,4070.0,514.0,514.0,0.0,441.0,139.0,107.0,195.0,0.0,148.0,,,,,89.0,5608.0,497.0,,,0.0,874.0,808.0,618.0,190.0,,,66.0,1371.0,,280.0,277.0,3.0,,,0.0,0.0,,,,656.0,1.0,,335.0,936.0,1411.0,1399.0,12.0,12.0,,447.0,,292.0,154.0,1858.0,2794.0,0,3939.0,1.0,3938.0,-3765.0,4010.0,1.0,4185.0,0,4185.0,6979.0,
10/25/2015,7174.0,4728.0,471.0,4257.0,536.0,536.0,0.0,425.0,117.0,91.0,217.0,0.0,145.0,,,,,93.0,5834.0,477.0,,,0.0,863.0,790.0,618.0,172.0,,,73.0,1340.0,,302.0,295.0,7.0,,,0.0,0.0,,,,553.0,1.0,,324.0,855.0,1417.0,1406.0,11.0,11.0,,437.0,,325.0,111.0,1854.0,2709.0,0,4171.0,1.0,4170.0,-3912.0,4204.0,2.0,4465.0,0,4465.0,7174.0,
01/31/2016,7370.0,5037.0,596.0,4441.0,505.0,505.0,0.0,418.0,105.0,103.0,210.0,0.0,93.0,,,,,93.0,6053.0,466.0,1100.0,-634.0,0.0,851.0,784.0,618.0,166.0,,,67.0,1317.0,,298.0,296.0,2.0,0.0,0.0,1417.0,1413.0,4.0,4.0,,636.0,44.0,7.0,314.0,2351.0,97.0,87.0,10.0,10.0,,453.0,0.0,301.0,101.0,550.0,2901.0,0,4171.0,1.0,4170.0,-4048.0,4350.0,-4.0,4469.0,0,4469.0,7370.0,
05/01/2016,7108.0,4754.0,547.0,4207.0,523.0,523.0,0.0,394.0,124.0,105.0,165.0,0.0,119.0,,,,,119.0,5790.0,479.0,,,0.0,839.0,773.0,618.0,155.0,,,66.0,1318.0,,329.0,320.0,9.0,,,1421.0,1421.0,,,,627.0,1.0,8.0,277.0,2377.0,88.0,79.0,9.0,9.0,,447.0,,333.0,105.0,535.0,2912.0,0,4219.0,1.0,4218.0,-4508.0,4484.0,1.0,4196.0,0,4196.0,7108.0,
07/31/2016,7461.0,4879.0,426.0,4453.0,644.0,644.0,0.0,521.0,133.0,143.0,245.0,0.0,112.0,,,,,112.0,6156.0,485.0,,,0.0,820.0,756.0,618.0,138.0,,,64.0,1305.0,,429.0,423.0,6.0,,,1428.0,1428.0,,,,550.0,1.0,12.0,299.0,2407.0,80.0,72.0,8.0,8.0,,494.0,,372.0,109.0,574.0,2981.0,0,4409.0,1.0,4408.0,-4608.0,4675.0,4.0,4480.0,0,4480.0,7461.0,
10/30/2016,9612.0,6671.0,1940.0,4731.0,833.0,833.0,0.0,679.0,203.0,203.0,273.0,0.0,124.0,,,,,124.0,8307.0,503.0,,,0.0,802.0,738.0,618.0,120.0,,,64.0,1305.0,,532.0,523.0,9.0,,,1015.0,1011.0,4.0,4.0,,494.0,2.0,9.0,324.0,2041.0,2034.0,2027.0,7.0,7.0,,213.0,,88.0,114.0,2247.0,4288.0,0,4582.0,1.0,4581.0,-4783.0,5529.0,-4.0,5324.0,0,5324.0,9612.0,
01/29/2017,9841.0,6798.0,1766.0,5032.0,826.0,826.0,0.0,794.0,252.0,176.0,366.0,0.0,118.0,,,,,118.0,8536.0,521.0,1191.0,-670.0,0.0,784.0,722.0,618.0,104.0,,,62.0,1305.0,,489.0,485.0,4.0,0.0,0.0,800.0,796.0,4.0,4.0,,499.0,4.0,2.0,414.0,1788.0,2020.0,2014.0,6.0,6.0,,271.0,0.0,141.0,124.0,2291.0,4079.0,0,4709.0,1.0,4708.0,-5039.0,6108.0,-16.0,5762.0,0,5762.0,9841.0,
04/30/2017,9410.0,6206.0,1989.0,4217.0,976.0,976.0,0.0,821.0,375.0,137.0,309.0,0.0,113.0,,,,,113.0,8116.0,539.0,,,0.0,755.0,708.0,618.0,90.0,,,47.0,1294.0,,358.0,348.0,10.0,,,220.0,215.0,5.0,5.0,,405.0,5.0,,359.0,983.0,1995.0,1991.0,4.0,4.0,,300.0,,159.0,136.0,2295.0,3278.0,0,4937.0,1.0,4936.0,-5297.0,6506.0,-14.0,6132.0,0,6132.0,9410.0,
07/30/2017,9402.0,5877.0,1988.0,3889.0,1213.0,1213.0,0.0,855.0,294.0,209.0,352.0,0.0,125.0,,,,,125.0,8070.0,578.0,,,0.0,754.0,694.0,618.0,76.0,,,60.0,1332.0,,443.0,431.0,12.0,,,89.0,84.0,5.0,5.0,,500.0,6.0,,426.0,1032.0,1989.0,1986.0,3.0,3.0,,408.0,,252.0,150.0,2397.0,3429.0,0,5049.0,1.0,5048.0,-6070.0,7006.0,-12.0,5973.0,0,5973.0,9402.0,
10/29/2017,9830.0,6320.0,2802.0,3518.0,1167.0,1167.0,0.0,857.0,219.0,235.0,403.0,0.0,135.0,,,,,135.0,8479.0,600.0,,,0.0,751.0,681.0,618.0,63.0,,,70.0,1351.0,,522.0,511.0,11.0,,,28.0,23.0,5.0,5.0,,477.0,10.0,,412.0,1027.0,1987.0,1986.0,1.0,1.0,,464.0,,295.0,159.0,2451.0,3478.0,0,5220.0,1.0,5219.0,-6614.0,7760.0,-14.0,6352.0,0,6352.0,9830.0,
01/28/2018,11241.0,7108.0,4002.0,3106.0,1265.0,1265.0,0.0,796.0,227.0,192.0,377.0,0.0,86.0,,,,,86.0,9255.0,997.0,1737.0,-740.0,0.0,989.0,670.0,618.0,52.0,,,319.0,1986.0,,629.0,596.0,33.0,0.0,0.0,15.0,15.0,,,,509.0,15.0,0.0,456.0,1153.0,1985.0,1985.0,,,,632.0,0.0,18.0,599.0,2617.0,3770.0,0,5352.0,1.0,5351.0,-6650.0,8787.0,-18.0,7471.0,0,7471.0,11241.0,
04/29/2018,11460.0,7300.0,765.0,6535.0,1220.0,1220.0,0.0,797.0,214.0,254.0,329.0,0.0,131.0,,,,,131.0,9448.0,1066.0,,,0.0,946.0,673.0,618.0,55.0,,,273.0,2012.0,,661.0,623.0,38.0,,,14.0,14.0,,,,431.0,18.0,,375.0,1106.0,1986.0,1986.0,,,,651.0,,19.0,614.0,2637.0,3743.0,0,5547.0,1.0,5546.0,-7755.0,9948.0,-23.0,7717.0,0,7717.0,11460.0,
07/29/2018,12882.0,7943.0,718.0,7225.0,1662.0,1662.0,0.0,1090.0,421.0,266.0,403.0,0.0,136.0,,,,,136.0,10831.0,1162.0,,,0.0,889.0,669.0,618.0,51.0,,,220.0,2051.0,,839.0,800.0,39.0,,,14.0,14.0,,,,609.0,27.0,,532.0,1462.0,1987.0,1987.0,,,,638.0,,21.0,590.0,2625.0,4087.0,0,5682.0,1.0,5681.0,-7821.0,10957.0,-23.0,8795.0,0,8795.0,12882.0,
10/28/2018,13657.0,7591.0,721.0,6870.0,2219.0,2219.0,0.0,1417.0,634.0,259.0,524.0,0.0,159.0,,,,,159.0,11386.0,1292.0,,,0.0,979.0,667.0,618.0,49.0,,,312.0,2271.0,,942.0,902.0,40.0,,,3.0,3.0,,,,663.0,40.0,,583.0,1608.0,1987.0,1987.0,,,,587.0,,23.0,524.0,2574.0,4182.0,0,5892.0,1.0,5891.0,-8489.0,12096.0,-24.0,9475.0,0,9475.0,13657.0,
01/27/2019,13292.0,7422.0,782.0,6640.0,1424.0,1424.0,0.0,1575.0,613.0,238.0,724.0,0.0,136.0,,,,560.0,136.0,10557.0,1404.0,2171.0,-767.0,0.0,1331.0,663.0,618.0,45.0,,,108.0,2735.0,,602.0,511.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,727.0,46.0,0.0,635.0,1329.0,1988.0,1988.0,0.0,0.0,,633.0,0.0,19.0,568.0,2621.0,3950.0,0,6052.0,1.0,6051.0,-9263.0,12565.0,-12.0,9342.0,0,9342.0,13292.0,
04/28/2019,14021.0,7802.0,2772.0,5030.0,1242.0,1242.0,0.0,1426.0,484.0,189.0,753.0,0.0,159.0,,,,601.0,159.0,10629.0,2009.0,,,0.0,1383.0,672.0,618.0,54.0,,,110.0,3392.0,,475.0,368.0,107.0,,,80.0,0.0,80.0,,80.0,628.0,49.0,,543.0,1183.0,2474.0,1988.0,486.0,,486.0,660.0,,21.0,590.0,3134.0,4317.0,0,6318.0,1.0,6317.0,-9474.0,12862.0,-2.0,9704.0,0,9704.0,14021.0,
07/28/2019,14775.0,8475.0,7105.0,1370.0,1561.0,1561.0,0.0,1204.0,362.0,203.0,639.0,0.0,151.0,,,,588.0,151.0,11391.0,2019.0,,,0.0,1365.0,667.0,618.0,49.0,,,110.0,3384.0,,474.0,437.0,37.0,,,84.0,0.0,84.0,,84.0,759.0,54.0,,632.0,1317.0,2472.0,1989.0,483.0,,483.0,650.0,,23.0,573.0,3122.0,4439.0,0,6544.0,1.0,6543.0,-9524.0,13317.0,-1.0,10336.0,0,10336.0,14775.0,
10/27/2019,15810.0,9769.0,9765.0,4.0,1455.0,1455.0,0.0,1047.0,255.0,265.0,527.0,0.0,149.0,,,,569.0,149.0,12420.0,2044.0,,,0.0,1346.0,661.0,618.0,43.0,,,116.0,3390.0,,643.0,591.0,52.0,,,89.0,0.0,89.0,,89.0,743.0,57.0,,624.0,1475.0,2459.0,1990.0,469.0,,469.0,662.0,,25.0,580.0,3121.0,4596.0,0,6825.0,1.0,6824.0,-9726.0,14118.0,-3.0,11214.0,0,11214.0,15810.0,
01/26/2020,17315.0,10897.0,10896.0,1.0,1657.0,1657.0,0.0,979.0,249.0,265.0,465.0,0.0,157.0,,,,548.0,157.0,13690.0,2292.0,3303.0,-1011.0,0.0,1333.0,667.0,618.0,49.0,,,118.0,3625.0,,748.0,687.0,61.0,0.0,0.0,91.0,0.0,91.0,,91.0,945.0,60.0,,804.0,1784.0,2552.0,1991.0,561.0,,561.0,775.0,0.0,29.0,686.0,3327.0,5111.0,0,7046.0,1.0,7045.0,-9814.0,14971.0,1.0,12204.0,0,12204.0,17315.0,
04/26/2020,23254.0,16354.0,15494.0,860.0,1907.0,1907.0,0.0,1128.0,341.0,287.0,500.0,0.0,195.0,,,,533.0,195.0,19584.0,2310.0,,,0.0,1360.0,708.0,628.0,80.0,,,119.0,3670.0,,835.0,761.0,74.0,,,100.0,0.0,100.0,,100.0,968.0,67.0,,794.0,1903.0,7478.0,6959.0,519.0,,519.0,774.0,,32.0,675.0,8252.0,10155.0,0,7355.0,1.0,7354.0,-10036.0,15790.0,-10.0,13099.0,0,13099.0,23254.0,
07/26/2020,25180.0,10981.0,3274.0,7707.0,2084.0,2084.0,0.0,1401.0,320.0,516.0,565.0,0.0,215.0,,,,630.0,215.0,14681.0,2665.0,,,0.0,7834.0,7047.0,4193.0,2854.0,,,157.0,10499.0,,945.0,893.0,52.0,,,124.0,0.0,124.0,,124.0,1341.0,120.0,,1119.0,2410.0,7571.0,6960.0,611.0,,611.0,1285.0,,274.0,891.0,8856.0,11266.0,0,7829.0,1.0,7828.0,-10232.0,16313.0,4.0,13914.0,0,13914.0,25180.0,
