Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,1806.699951,,-1143.800049,,662.899902,,-527.599976,,,,135.300003,-39.900001,,55.200001,,0.0,-15.3,95.400002,-11.3,,84.099998,0.0,,,84.100002,0.0,84.099998,-30.299999,,53.799999,53.799999,,16.494501,3.3,3.3,,16.494501,3.3,3.3,3.3,
12/31/1993,2101.100098,,-1307.0,,794.100098,,-565.400024,,,,228.699997,-55.700001,,54.700001,,0.0,1.0,172.999996,-55.299999,,117.699997,0.0,,,117.699997,0.0,117.699997,-30.299999,,87.399998,87.399998,,16.5426,5.3,5.3,,16.5426,5.3,5.3,5.3,
03/31/1994,1305.800049,,-792.599976,,513.200073,,-440.600006,,,,72.599998,-25.0,,52.0,,0.0,-27.0,47.599998,-13.0,,34.599998,-25.4,,,59.999998,0.0,60.0,-30.1,,29.9,29.9,,17.333099,1.7,0.2,,17.333099,1.7,0.2,0.2,
06/30/1994,1441.5,,-893.400024,,548.099976,,-470.399994,,,,77.699997,-46.700002,,50.900002,,0.0,-4.2,30.999995,-8.3,,22.700001,-27.200001,,,49.899996,0.0,49.900002,-30.0,,19.900002,19.900002,,17.2245,1.2,-0.4,,17.2245,1.2,-0.4,-0.4,
09/30/1994,1481.900024,,-932.599976,,549.300049,,-486.299988,,,,63.0,-20.0,,50.200001,,0.0,-30.200001,43.0,-12.2,,30.799999,-12.1,,,42.900001,0.0,42.900002,-30.0,,12.900002,12.900002,,17.180299,0.8,0.1,,17.180299,0.8,0.1,0.1,
12/31/1994,1749.0,,-1196.800049,,552.199951,,-611.099976,,,,-58.900002,-48.099998,,50.599998,,0.0,-2.5,-107.0,31.0,,-76.0,-35.799999,,,-40.200001,0.0,-40.200001,-30.0,,-70.200001,-70.200001,,17.093401,-4.8,-4.8,-4.8,17.093401,-4.8,-4.8,-4.8,
03/31/1995,1464.900024,,-923.5,,541.400024,,-428.200012,,,,113.199997,-64.8,,50.5,,0.0,14.3,48.399997,-16.299999,,32.099998,-12.5,,,44.599998,0.0,44.599998,-29.9,,14.699999,14.699999,,17.1821,0.9,0.2,0.2,17.1821,0.9,0.2,0.2,
06/30/1995,1519.800049,,-972.799988,,547.000061,,-458.299988,,,,88.699997,-28.099998,,51.099998,,0.0,-23.0,60.599998,-20.799999,,39.799999,0.0,,,39.799999,0.0,39.799999,-30.0,,9.799999,9.799999,,17.214999,0.6,0.6,0.6,17.214999,0.6,0.6,0.6,
09/30/1995,1491.699951,,-1024.300049,,467.399902,,-465.600006,,,,1.8,-50.6,,49.5,,0.0,1.1,-48.8,16.6,,-32.200001,0.0,,,-32.2,0.0,-32.200001,-30.200001,,-62.400002,-62.400002,,17.138699,-3.6,-3.6,-3.6,17.138699,-3.6,-3.6,-3.6,
12/31/1995,1865.900024,,-1729.5,,136.400024,,-902.200012,,,,-765.799988,-75.5,,51.0,,0.0,24.5,-841.299988,174.300003,,-667.0,9.8,,,-676.799985,0.0,-676.799988,-30.200001,,-706.999989,-706.999989,,17.139999,-41.2,-40.6,-40.6,17.139999,-41.2,-40.6,-40.6,
03/31/1996,1423.099976,,-984.200012,,438.899963,,-418.0,,,,20.9,-41.2,,50.5,,0.0,-9.3,-20.3,6.9,,-13.4,0.0,,,-13.4,0.0,-13.4,-30.200001,,-43.6,-43.6,,17.1437,-2.5,-2.5,-2.5,17.1437,-2.5,-2.5,-2.5,
06/30/1996,1505.0,,-1013.099976,,491.900024,,-428.0,,,,63.900002,-55.900003,,68.300003,,0.0,-12.4,7.999998,-2.7,,5.3,0.0,,,5.299998,0.0,5.3,-30.200001,,-24.900001,-24.900001,,17.2702,-1.4,-1.4,-1.4,17.2702,-1.4,-1.4,-1.4,
09/30/1996,1630.900024,,-1100.900024,,530.0,,-434.299988,,,,95.699997,-74.199997,,66.699997,,0.0,7.5,21.5,-7.3,,14.2,0.0,,,14.2,0.0,14.2,-30.200001,,-16.000001,-16.000001,,17.297,-0.9,-0.9,-0.9,17.297,-0.9,-0.9,-0.9,
12/31/1996,1811.5,,-1153.900024,,657.599976,,-510.700012,,,,146.899994,-62.399997,,64.199997,,0.0,-1.8,84.499997,-28.799999,,55.700001,12.1,,,43.599997,0.0,43.599998,-30.200001,,13.399998,13.399998,,17.4028,0.8,1.5,1.5,17.4028,0.8,1.5,1.5,
03/31/1997,1530.699951,,-1015.0,,515.699951,,-409.100006,,,,106.599998,-76.000002,,60.400002,,0.0,15.6,30.599997,-11.3,,19.299999,0.0,,,19.299996,0.0,19.299999,-30.1,,-10.800001,-10.800001,,17.4849,-0.6,-0.6,-0.6,17.4849,-0.6,-0.6,-0.6,
06/30/1997,1585.300049,,-1046.900024,,538.400024,,-409.200012,,,,129.199997,-62.7,,59.5,,0.0,3.2,66.499997,-24.6,,41.900002,0.0,,,41.899997,0.0,41.900002,-27.799999,,14.100002,14.100002,,17.590601,0.8,0.8,0.8,17.590601,0.8,0.8,0.8,
09/30/1997,1621.400024,,-1046.400024,,575.0,,-414.5,,,,160.5,-79.700001,,59.5,,0.0,20.200001,80.799999,-29.9,,50.900002,0.0,,,50.9,0.0,50.900002,-26.6,,24.300001,24.300001,,17.3132,1.4,1.4,1.4,22.1883,1.3,1.3,1.3,
12/31/1997,1898.599976,,-1294.099976,,604.5,,-496.700012,,,,107.800003,-1044.500011,,53.799999,,0.0,990.700012,-936.700008,-29.0,,-965.700012,0.0,,,-965.700008,0.0,-965.700012,-26.6,,-992.300013,-992.300013,,20.8703,-47.5,-47.5,2.5,20.8703,-47.5,-47.5,2.5,
03/31/1998,1649.699951,,-1090.5,,559.199951,,-403.100006,,,,156.100006,-58.1,,46.5,,0.0,11.6,98.000006,-35.299999,,62.700001,0.0,,,62.700006,0.0,62.700001,-26.700001,,36.0,36.0,,24.8586,1.4,1.4,1.4,26.283301,1.4,1.4,1.4,
06/30/1998,1728.5,,-1145.599976,,582.900024,,-398.600006,,,,184.300003,-43.499998,,42.599998,,0.0,0.9,140.800005,-50.700001,,90.099998,0.0,,,90.100004,0.0,90.099998,-26.6,,63.499998,63.499998,,25.1134,2.5,2.5,2.5,26.647299,2.4,2.4,2.4,
09/30/1998,1792.300049,,-1186.400024,,605.900024,,-408.0,,,,197.899994,-50.300001,,42.700001,,0.0,7.6,147.599993,-53.799999,,93.800003,0.0,,,93.799994,0.0,93.800003,-26.6,,67.200003,67.200003,,25.487601,2.6,2.6,2.6,27.173999,2.5,5.0,2.5,
12/31/1998,2058.3,,-1346.0,,712.3,0.0,-445.4,362.1,,83.3,266.9,-53.3,39.9,39.9,,,13.4,213.6,-77.9,,135.7,,,,135.7,,135.7,-26.6,0.0,109.1,109.1,,25.5971,4.3,4.3,4.3,27.2851,4.0,4.0,4.0,
03/31/1999,1822.800049,,-1154.199951,,668.600098,,-415.399994,,,,253.199997,-83.5,,34.200001,,0.0,49.299999,169.699997,-59.799999,,109.900002,0.0,,,109.899998,0.0,109.900002,-22.799999,,87.100002,87.100002,,26.270401,3.3,3.3,3.3,27.782999,3.1,3.1,3.1,
06/30/1999,1896.5,,-1232.400024,,664.099976,,-429.899994,,,,234.199997,-51.700001,,34.700001,,0.0,17.0,182.499996,-64.5,,118.0,0.0,,,117.999996,0.0,118.0,-12.0,,106.0,106.0,,27.4146,3.9,3.9,3.9,28.5828,3.7,3.7,3.7,
09/30/1999,1865.4,,-1195.2,,670.2,,-441.0,,,,229.2,-33.1,,34.1,,,-1.0,196.1,-45.6,,150.5,12.1,,,138.4,,138.4,-1.9,,136.5,136.5,,30.2183,4.5,4.9,4.9,31.4541,4.3,4.7,4.7,
12/31/1999,1959.9,,-1278.1,,681.8,,-437.7,,,,244.1,-22.1,,24.8,,,-2.7,222.0,-77.6,,144.4,,,,144.4,,144.4,,,144.4,144.4,,31.0127,4.7,4.7,4.7,31.708,4.6,4.6,4.6,
03/31/2000,1668.699951,,-1129.400024,,539.299927,,-363.600006,,,,175.699997,-14.3,,20.5,,0.0,-6.2,161.399997,-54.900002,,106.5,0.0,,,106.499995,0.0,106.5,0.0,0.0,106.5,106.5,,31.116101,3.4,3.4,3.4,31.707999,3.4,3.4,3.4,
06/30/2000,1597.099976,,-1116.300049,,480.799927,,-400.700012,,,,80.099998,5.199999,,18.700001,,0.0,-23.9,85.299997,-29.0,,56.299999,19.799999,,,36.499998,0.0,36.5,0.0,0.0,36.5,36.5,,31.251501,1.2,1.8,1.8,31.7021,1.2,1.8,1.8,
09/30/2000,1690.900024,,-1216.199951,,474.700073,,-397.600006,,,,77.099998,-12.1,,18.5,,0.0,-6.4,64.999999,-22.1,,42.900002,0.0,,,42.899998,0.0,42.900002,0.0,0.0,42.900002,42.900002,,31.374399,1.4,1.4,1.4,31.551599,1.4,1.4,1.4,
12/31/2000,1928.3,,-1334.0,,594.3,0.0,-500.4,404.6,,95.8,93.9,-26.6,,22.1,,0.0,4.5,67.3,-28.2,,39.1,0.0,,,39.1,0.0,39.1,0.0,0.0,39.1,39.1,,31.504,1.2,1.2,1.2,31.6986,1.2,1.2,1.2,
03/31/2001,1623.800049,,-1196.199951,,427.600098,,-321.299988,,,,106.300003,-2.9,,15.9,,0.0,-13.0,103.400003,-34.099998,,69.300003,0.0,,,69.300005,0.0,69.300003,0.0,0.0,69.300003,69.300003,,31.630899,2.2,2.2,2.2,31.902899,2.2,2.2,2.2,
06/30/2001,1461.400024,,-1064.0,,397.400024,,-351.600006,,,,45.799999,-1.900001,,17.6,,0.0,-15.7,43.899999,-14.6,,29.299999,17.200001,,,12.099998,0.0,12.1,0.0,0.0,12.1,12.1,,31.765799,0.4,0.9,0.9,31.9396,0.4,0.9,0.9,
09/30/2001,1376.0,,-996.099976,,379.900024,,-336.100006,,,,43.799999,-12.6,,16.5,,0.0,-3.9,31.199999,-10.3,,20.9,0.0,,,20.899999,0.0,20.9,0.0,0.0,20.9,20.9,,31.876099,0.7,0.7,0.7,32.0155,0.7,0.7,0.7,
12/31/2001,1556.9,,-1278.5,,278.4,0.0,-478.8,371.9,,106.9,-200.4,-24.6,,20.0,,0.0,4.6,-225.0,55.6,,-169.4,0.0,,,-169.4,0.0,-169.4,0.0,0.0,-169.4,-169.4,,32.01,-5.3,-5.3,-5.3,32.01,-5.3,-5.3,-5.3,
03/31/2002,1362.5,,-973.200012,,389.299988,,-310.5,,,,78.800003,-29.9,,17.5,,0.0,12.4,48.900003,-16.200001,,32.700001,0.0,,,32.700003,0.0,32.700001,0.0,0.0,32.700001,32.700001,,32.146899,1.0,1.0,1.0,32.330701,1.0,1.0,1.0,
06/30/2002,1359.800049,,-955.299988,,404.500061,,-307.5,,,,97.0,-34.1,,18.1,,0.0,16.0,62.9,-20.700001,,42.200001,0.0,,,42.199999,0.0,42.200001,0.0,0.0,42.200001,42.200001,,32.2832,1.3,1.3,1.3,32.426199,1.3,1.3,1.3,
09/30/2002,1332.300049,,-929.299988,,403.000061,,-306.799988,,,,96.199997,-8.1,,17.6,,0.0,-9.5,88.099997,-29.1,,59.0,0.0,,,58.999996,0.0,59.0,0.0,0.0,59.0,59.0,,32.407501,1.8,1.8,1.8,32.466901,1.8,1.8,1.8,
12/31/2002,1552.8,,-1061.1,,491.7,0.0,-340.5,259.8,,80.7,151.2,-18.3,,13.3,,0.0,5.0,132.9,-43.8,,89.1,0.0,,,89.1,0.0,89.1,0.0,0.0,89.1,89.1,,32.5726,2.7,2.7,2.7,32.674,2.7,2.7,2.7,
03/31/2003,1398.900024,,-1011.799988,,387.100037,,-310.5,,,,76.599998,-19.1,,15.7,,0.0,3.4,57.499999,-19.0,,38.5,0.0,,,38.499999,0.0,38.5,0.0,0.0,38.5,38.5,,32.720801,1.2,1.2,1.2,32.882401,1.2,1.2,1.2,
06/30/2003,1425.0,,-1032.899048,,392.100952,,-306.100006,,,,86.000999,-7.799999,,18.4,,0.0,-10.6,78.201,-25.700001,,52.500999,0.0,,,52.500999,0.0,52.500999,0.0,0.0,52.500999,52.500999,,32.878299,1.6,1.6,1.6,33.114899,1.6,1.6,1.6,
09/30/2003,1449.699951,,-1024.599976,,425.099976,,-319.200012,,,,105.900002,-21.900001,,17.200001,,0.0,4.7,84.000001,-27.799999,,56.200001,0.0,,,56.200002,0.0,56.200001,0.0,0.0,56.200001,56.200001,,33.003299,1.7,1.7,1.7,33.3979,1.7,1.7,1.7,
12/31/2003,1637.599976,,-1126.901001,,510.698975,,-351.5,,,,159.199997,1.6,,18.299999,,0.0,-19.9,160.799997,-49.299999,,111.5,0.0,,,111.499998,0.0,111.5,0.0,0.0,111.5,111.5,,33.1371,3.4,3.4,3.3,33.784201,3.3,3.3,3.2,
03/31/2004,1462.900024,,-1071.400024,,391.5,,-332.700012,,,,58.799999,-16.4,,17.0,,0.0,-0.6,42.399999,-13.5,,28.9,0.0,,,28.899999,0.0,28.9,0.0,0.0,28.9,28.9,,33.272199,0.9,0.9,0.9,33.8048,0.9,0.9,0.9,
06/30/2004,1388.099976,,-1021.0,,367.099976,,-344.200012,,,,22.9,5.799999,,18.200001,,0.0,-24.0,28.699999,-9.3,,19.4,0.0,,,19.399999,0.0,19.4,0.0,0.0,19.4,19.4,,33.441101,0.6,0.6,0.6,33.8767,0.6,0.6,0.6,
09/30/2004,1445.699951,,-1104.699951,,341.0,,-379.0,,,,-38.0,-19.200001,,16.200001,,0.0,3.0,-57.200001,82.400002,,25.200001,0.0,,,25.200001,0.0,25.200001,0.0,0.0,25.200001,25.200001,,33.557599,0.8,0.8,0.6,33.7362,0.7,0.7,0.5,
12/31/2004,1524.0,,-1261.2,,262.8,,-341.3,,,,-78.5,-11.4,,17.6,,0.0,-6.2,-89.9,55.0,,-34.9,0.0,,,-34.9,0.0,-34.9,0.0,0.0,-34.9,-34.9,,33.6873,-1.0,-1.0,0.6,33.6873,-1.0,-1.0,0.6,
03/31/2005,1366.6,,-1106.3,,260.3,,-326.5,,,,-66.2,-12.1,12.6,12.6,,0.0,-0.5,-78.3,32.8,,-45.5,0.0,,,-45.5,0.0,-45.5,0.0,0.0,-45.5,-45.5,,33.8248,-1.3,-1.3,-1.3,33.8248,-1.3,-1.3,-1.3,
06/30/2005,1435.5,,-1158.1,,277.4,,-334.0,,,,-56.6,16.8,15.2,15.2,,0.0,-32.0,-39.8,12.7,,-27.1,0.0,,,-27.1,0.0,-27.1,0.0,0.0,-27.1,-27.1,,34.0047,-0.8,-0.8,-0.8,34.0047,-0.8,-0.8,-0.8,
09/30/2005,1387.1,,-1141.1,,246.0,,-322.2,261.0,,61.2,-76.2,-3.8,,17.1,,,-13.3,-80.0,-1548.2,,-1628.2,,,,-1628.2,,-1628.2,0.0,,-1628.2,-1628.2,,34.0914,-47.8,-47.8,-47.8,34.0914,-47.8,-47.8,-47.8,
12/31/2005,1569.5,,-1191.8,,377.7,,-341.1,,,,36.6,-9.4,,19.8,,0.0,-10.4,27.2,-58.3,,-31.1,0.0,,,-31.1,0.0,-31.1,0.0,0.0,-31.1,-31.1,,34.1656,-0.9,-0.9,-0.9,34.1656,-0.9,-0.9,-0.9,
03/31/2006,1387.8,,-1185.9,,201.9,,-370.7,,,,-168.8,133.6,19.8,19.8,,0.0,-153.4,-35.2,7.3,,-27.9,0.0,,,-27.9,0.0,-27.9,0.0,0.0,-27.9,-27.9,,34.2458,-0.8,-0.8,-0.9,34.2458,-0.8,-0.8,-0.9,
06/30/2006,1407.3,,-1244.4,,162.9,,-346.6,,,,-183.7,-19.8,19.1,19.1,,0.0,0.7,-203.5,8.9,,-194.6,0.0,,,-194.6,0.0,-194.6,0.0,0.0,-194.6,-194.6,,34.3414,-5.7,-5.7,-3.0,34.3414,-5.7,-5.7,-3.0,
09/30/2006,1410.099976,,-1151.400024,,258.699951,,-301.600006,,,,-42.900002,-18.6,19.0,19.0,,0.0,-0.4,-61.500002,-16.0,,-77.5,0.0,,,-77.500002,0.0,-77.5,0.0,0.0,-77.5,-77.5,,34.418201,-2.3,-2.3,-1.6,34.418201,-2.3,-2.3,-1.6,
12/31/2006,1552.0,,-1165.9,,386.1,,-317.5,,,,68.6,-19.3,19.3,19.3,,0.0,0.0,49.3,-28.0,,21.3,0.0,,,21.3,0.0,21.3,0.0,0.0,21.3,21.3,,34.4935,0.6,0.6,0.6,34.5627,0.6,0.6,0.6,
03/31/2007,1348.0,,-1090.599976,,257.400024,,-287.0,,,,-29.6,6.6,18.9,18.9,,0.0,-25.5,-23.0,26.6,,3.6,0.0,,,3.6,0.0,3.6,0.0,0.0,3.6,3.6,,34.642099,0.1,0.1,-0.9,34.833801,0.1,0.1,-0.9,
06/30/2007,1375.699951,,-1076.300049,,299.399902,,-296.899994,,,,2.5,-27.400001,18.700001,18.700001,,0.0,8.7,-24.900001,-40.599998,,-65.5,0.0,,,-65.499999,0.0,-65.5,0.0,0.0,-65.5,-65.5,,34.895801,-1.9,-1.9,-0.3,34.895801,-1.9,-1.9,-0.3,
09/30/2007,1393.099976,,-1084.0,,309.099976,,-265.5,,,,43.599998,-37.799999,18.5,18.5,,0.0,19.299999,5.799999,-36.799999,,-31.0,0.0,,,-31.0,0.0,-31.0,0.0,0.0,-31.0,-31.0,,35.076501,-0.9,-0.9,-0.9,35.076501,-0.9,-0.9,-0.9,
12/31/2007,1535.7,,-1114.6,,421.1,,-351.7,,,,69.4,-23.8,20.2,20.2,,0.0,3.6,45.6,-31.8,,13.8,0.0,,,13.8,0.0,13.8,0.0,0.0,13.8,13.8,19.98,35.2502,0.4,0.4,1.0,35.2936,0.4,0.4,1.0,
03/31/2008,1301.3,,-1008.1,,293.2,,-265.2,,,,28.0,-27.9,21.6,21.6,,0.0,6.3,0.1,-23.8,,-23.7,0.0,,,-23.7,0.0,-23.7,0.0,0.0,-23.7,-23.7,,35.4798,-0.7,-0.7,-0.7,35.4798,-0.7,-0.7,-0.7,
06/30/2008,1340.0,,-1036.2,,303.8,,-281.2,251.0,,30.2,22.6,-33.0,,21.2,,1.4,10.4,-10.4,-3.6,,-14.0,,,,-14.0,,-14.0,,0.0,-14.0,-14.0,,35.8167,-0.4,-0.4,-0.4,35.8167,-0.4,-0.4,-0.4,
09/30/2008,1312.4,,-1020.4,,292.0,,-254.1,,,,37.9,-27.6,21.5,21.5,,0.0,6.1,10.3,-45.0,,-34.7,0.0,,,-34.7,0.0,-34.7,0.0,0.0,-34.7,-34.7,,36.0944,-1.0,-1.0,-1.1,36.0944,-1.0,-1.0,-1.1,
12/31/2008,1279.5,,-1041.8,,237.7,,-285.5,255.1,,30.4,-47.8,-29.5,,20.8,,,8.7,-77.3,19.3,,-58.0,,,,-58.0,,-58.0,0.0,0.0,-58.0,-58.0,0.0,36.5201,-1.6,-1.6,-1.6,36.5201,-1.6,-1.6,-1.6,
03/31/2009,1072.7,1072.7,-858.2,858.2,214.5,0.0,-199.5,172.1,27.4,0.0,15.0,-28.5,,21.8,,-7.0,13.7,-13.5,-12.8,0.0,-26.3,-4.2,-4.2,0.0,-22.1,-2.3,-24.4,0.0,0.0,-24.4,-28.6,0.0,37.005,-0.66,-0.77,-0.77,37.005,-0.66,-0.77,-0.77,
06/30/2009,1101.2,1101.2,-840.6,840.6,260.6,0.0,-192.9,167.8,25.1,0.0,67.7,-18.2,,21.2,,12.6,-15.6,49.5,-13.5,,36.0,-4.6,-4.6,0.0,40.6,-2.5,38.1,0.0,0.0,38.1,32.915,-0.585,37.032,1.03,0.91,0.88883,37.032,1.02,0.9,0.8842,
09/30/2009,1106.4,1106.4,-808.6,808.6,297.8,0.0,-186.2,161.9,24.3,0.0,111.6,-28.8,,25.4,,0.4,3.0,82.8,-28.4,,54.4,-8.7,-8.7,0.0,63.1,-2.0,61.1,0.0,0.0,61.1,55.455,3.055,40.569,1.51,1.3,1.36693,41.403,1.48,1.27,1.34379,
12/31/2009,1158.6,1158.6,-818.5,818.5,340.1,0.0,-206.0,180.9,25.1,0.0,134.1,-36.1,,26.8,,6.5,2.8,98.0,12.6,,110.6,-0.8,-0.8,0.0,111.4,3.1,114.5,0.0,0.0,114.5,113.895,0.195,42.285,2.71,2.69,2.693508,43.307,2.64,2.62,2.624503,
03/31/2010,977.4,977.4,-742.2,742.2,235.2,0.0,-176.7,155.9,20.8,0.0,58.5,-63.4,,26.5,,-15.0,51.9,-4.9,-11.2,,-16.1,-5.7,-5.7,0.0,-10.4,-1.2,-11.6,0.0,0.0,-11.6,-17.3,0.0,42.398,-0.27,-0.4,-0.4,42.398,-0.27,-0.4,-0.4,
06/30/2010,1037.0,1037.0,-749.0,749.0,288.0,0.0,-181.5,160.4,21.1,0.0,106.5,-32.8,,25.3,,53.9,-46.4,73.7,-13.3,,60.4,-61.0,-61.0,0.0,121.4,-1.2,120.2,0.0,0.0,120.2,16.95,-42.25,42.59,2.82,1.39,0.397981,43.329,2.77,1.36,0.384902,
09/30/2010,960.6,960.6,-723.2,723.2,237.4,0.0,-161.3,142.4,18.9,0.0,76.1,-25.2,,25.0,,-0.5,0.7,50.9,-28.2,,22.7,-6.5,-6.5,0.0,29.2,-0.9,28.3,0.0,0.0,28.3,21.8,0.0,42.62,0.66,0.51,0.51,43.292,0.65,0.5,0.5,
12/31/2010,1044.6,1044.6,-733.5,733.5,311.1,0.0,-176.5,158.4,18.1,0.0,134.6,-31.4,,25.0,,5.0,1.4,103.2,-6.1,,97.1,-4.0,-4.0,0.0,101.1,-1.9,99.2,0.0,0.0,99.2,95.2,0.0,42.642,2.33,2.24,2.24,43.326,2.29,2.2,2.2,
