Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2000,10.617,-17.594,2.15,16.535999,,,16.535999,9.525,,,,9.525,,-0.201,-0.201,0.0,,,-0.201,,,0,0,0,,,,,0.0,-2.243,0,-2.25,0.007,0.007,0.0,0.0,,8.173,0.075,3.257,
06/30/2000,7.387,0.608,2.176,6.055,,,6.055,-1.452,,,,-1.452,,-0.306,-0.306,0.0,,,-0.306,,,0,0,0,,,,,0.0,-7.424,0,-7.424,0.0,0.0,0.0,0.0,,-0.343,0.0,3.319,
09/30/2000,2.966,-136.548004,10.715,139.912003,,,139.912003,-11.113,,,,-11.113,,19.247,-0.364,0.0,,,-0.364,,,0,0,0,,,,,19.611,-3.156,0,-3.156,0.0,0.0,0.0,0.0,,19.056999,0.0,3.341,
12/31/2000,14.099,-3.306,12.583,3.095,,,3.095,1.727,,,,1.727,,-0.663,-0.663,0.0,,,-0.663,,,0,0,0,,,,,0.0,-3.155,0,12.83,0.0,0.0,0.0,-15.985,,10.281,0.0,3.288,
03/31/2001,25.226,-14.238,12.399,7.672,,-0.035,7.707,19.393,26.715,-0.174,0.864,-8.012,,-1.24,-1.24,0.0,,,-1.24,,,0,0,0,,,,,0.0,-4.127,0,-4.127,0.0,0.0,0.0,0.0,,19.859,2.786,2.861,
06/30/2001,14.146,2.731,11.83,6.931,,,6.931,-7.346,,,,-7.346,,-0.76,-0.76,0.0,,,-0.76,,,0,0,0,,,,,0.0,-25.384001,0,-25.384001,0.0,0.0,0.0,0.0,,-11.998,0.0,2.097,
09/30/2001,28.610001,-32.993,12.394,41.25,,,41.25,7.959,,,,7.959,,-2.928,-2.928,0.0,,,-2.928,,,0,0,0,,,,,0.0,-3.43,0,-3.43,0.0,0.0,0.0,0.0,,22.252001,0.0,1.664,
12/31/2001,12.504,7.958,12.064,-24.259001,,,-24.259001,16.740999,,,,16.740999,,-1.618,-1.618,0.0,,,-1.618,,,0,0,0,,,,,0.0,-4.837997,0,-101.075996,96.237999,96.237999,0.0,0.0,,6.048,0.842,0.443,
03/31/2002,29.148001,5.376,0.785,6.297,,,6.297,16.690001,,,,16.690001,,-0.08,-0.08,0.0,,,-0.08,,,0,0,0,,,,,0.0,-6.73,0,0.0,-6.73,0.0,-6.73,0.0,,22.337999,3.293,0.02,
06/30/2002,34.882999,22.000999,0.691,-2.305,,,-2.305,14.496,,,,14.496,,-0.747,-0.747,0.0,,,-0.747,,,0,0,0,,,,,0.0,0.004,0,0.0,0.004,0.004,0.0,0.0,,34.139999,0.887,0.114,
09/30/2002,19.183001,-18.308001,0.692,40.441002,,,40.441002,-3.642,,,,-3.642,,-15.584,-1.394,0.0,,,-1.394,,,0,0,0,,,,,-14.19,-118.889,0,-118.889,0.0,0.0,0.0,0.0,,-115.290001,23.299,0.296,
12/31/2002,26.424,21.743999,0.974,-17.855,,,-17.855,21.561001,,,,21.561001,,-5.863,-0.863,0.0,,,-0.863,,,0,0,0,,,,,-5.0,-0.204,0,-0.204,0.0,0.0,0.0,0.0,,20.357,6.499,0.0,
03/31/2003,65.139,16.358999,1.352,35.019001,,,35.019001,12.409,,,,12.409,,-25.424999,-0.425,0.0,,,-0.425,,,0,0,0,,,,,-24.999999,-0.133,0,-0.134,0.001,0.001,0.0,0.0,,39.581001,8.053,0.027,
06/30/2003,73.983002,45.167999,1.365,11.176,,,11.176,16.274,,,,16.274,,-1.884,-1.884,0.0,,,-1.884,,,0,0,0,,,,,0.0,-0.108,0,-0.143,0.035,0.035,0.0,0.0,,71.990997,31.830999,0.164,
09/30/2003,28.886999,39.924,1.578,-25.806999,,,-25.806999,13.192,,,,13.192,,-1.873,-1.873,0.0,,,-1.873,,,0,0,0,,,,,0.0,-0.058,0,-0.151,0.093,0.093,0.0,0.0,,26.955999,43.007,0.096,
12/31/2003,50.25,-31.660999,1.977,60.660999,,,60.660999,19.273001,,,,19.273001,,-15.977,-7.977,0.0,,,-7.977,,,0,0,0,,,,,-8.0,-0.13,0,-0.156,0.026,0.026,0.0,0.0,,34.143002,1.86,0.091,
03/31/2004,66.960999,41.174,1.827,-2.96,,6.959,-9.919,26.92,-14.952,-17.344,,59.216,,-12.435,-2.185,0.109,,,-2.294,,,0,0,0,,,,,-10.250001,-0.031,0,-0.189,0.158,0.158,0.0,0.0,,54.494999,5.999,0.091,
06/30/2004,-51.813,31.548,2.262,17.910999,,1.754,16.156999,-103.533997,-23.201,-31.17,,-49.162996,,-0.233,-0.233,0.111,,,-0.344,,,0,0,0,,,,,0.0,-0.335,0,-0.409,0.074,0.074,0.0,0.0,,-52.381001,40.708,0.11,
