Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/30/1989,285.424011,,,-194.934998,,90.489014,,-74.486,,,,16.003,-2.788,,2.788,,,,13.215,-5.02,8.195,0.593,,,7.602,,7.602,0.0,,7.602,7.602,,156.408005,0.04875,0.0525,,156.408005,0.04875,0.0525,0.0525,
03/31/1990,301.240997,,,-207.742004,,93.498993,,-76.526001,,,,16.973,-3.025,,3.025,,,,13.947999,-5.3,8.648,0.893,,,7.754999,,7.755,0.0,,7.755,7.755,,154.584,0.05,0.05625,,154.584,0.05,0.05625,0.05625,
06/30/1990,344.641998,,,-242.386002,,102.255997,,-77.945999,,,,24.309999,-54.776999,,3.295,,,51.481998,-30.466999,11.595,-18.872,15.204,,,-34.075999,,-34.076,0.0,,-34.076,-34.076,,154.751999,-0.22,-0.1225,,154.751999,-0.22,-0.1225,-0.1225,
09/28/1990,333.53299,,,-227.169998,,106.362992,,-79.974998,,,,26.388,-2.426,,3.913,,,-1.487,23.962,-9.335,14.627,0.0,,,14.627,,14.627,0.0,,14.627,14.627,,154.728,0.09375,0.09375,0.09375,154.728,0.09375,0.09375,0.09375,
12/28/1990,316.134003,,,-212.240005,,103.893997,,-82.211998,,,,21.681999,-1.344,,1.344,,,,20.337999,-7.93,12.408,0.0,,,12.407999,,12.408,0.0,,12.408,12.408,,154.255997,0.08,0.08,,154.255997,0.08,0.08,0.08,
03/29/1991,359.923004,,,-239.509003,,120.414001,,-92.764,,,,27.65,-1.414,,1.414,,,,26.236,-10.23,16.006001,0.0,,,16.006,,16.006001,0.0,,16.006001,16.006001,,158.440002,0.10125,0.10125,,158.440002,0.10125,0.10125,0.10125,
06/28/1991,363.188995,,,-247.548004,,115.640991,,-89.082001,,,,26.559,-1.472,,1.472,,,,25.087,-9.07,16.017,0.0,,,16.017,,16.017,0.0,,16.017,16.017,,156.944,0.1025,0.1025,,156.944,0.1025,0.1025,0.1025,
09/27/1991,338.656006,,,-224.225006,,114.431,,-89.935997,,,,24.495001,-3.404,,3.404,,,,21.091001,-8.02,13.071,0.0,,,13.071001,0.0,13.071,0.0,,13.071,13.071,,152.992008,0.08375,0.08375,0.08375,152.992008,0.08375,0.08375,0.08375,
01/03/1992,304.243988,,,-206.393005,,97.850983,,-84.056,,,,13.795,-1.469,,1.469,,,,12.326,-4.68,7.646,0.0,,,7.646,,7.646,0.0,,7.646,7.646,,154.376007,0.05,0.05,,154.376007,0.05,0.05,0.05,
04/03/1992,314.802002,,,-213.488998,,101.313004,,-88.425003,,,,12.888,-0.335,,0.335,,,,12.553,-4.77,7.783,0.0,,,7.783,,7.783,0.0,,7.783,7.783,,153.511993,0.05125,0.05125,,153.511993,0.05125,0.05125,0.05125,
