Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2009,,0.003,,0.003,,,,,,0.000728,,0.000728,,0.000204,,0.000204,
06/30/2009,,0.004,,0.004,,,,,,0.000905,,0.000905,,0.000259,,0.000259,
09/30/2009,,0.026,,0.026,,,,,,0.005758,,0.005758,,0.001937,,0.001937,
12/31/2009,,0.105,,0.105,,0.065,,0.065,,0.022456,,0.022456,,0.006549,,0.006549,
03/31/2010,,0.014,,0.014,,,,,,0.002976,,0.002976,,0.000937,,0.000937,
06/30/2010,,1.595,,1.595,,0.334,,0.334,,0.325306,,0.325306,,0.098393,,0.098393,
09/30/2010,,1.2,,1.2,,0.075,,0.075,,0.230804,,0.230804,,0.081235,,0.081235,
12/31/2010,,0.028,,0.028,,0.091,,0.091,,0.005138,,0.005138,,0.001553,,0.001553,
03/31/2011,1.249,0.069,,1.318,,,,,0.220357,0.012173,,0.23253,0.07343,0.004057,,0.077487,
06/30/2011,,1.397,,1.397,,,,,,0.236057,,0.236057,,0.073984,,0.073984,
09/30/2011,1.185,0.222,,1.407,,0.273,,0.273,0.210756,0.039483,,0.25024,0.07897,0.014794,,0.093764,
12/31/2011,,0.02,,0.02,,0.114,,0.114,,0.003351,,0.003351,,0.001077,,0.001077,
03/31/2012,1.241,0.102,,1.343,,,,,0.199496,0.016397,,0.215893,0.070886,0.005826,,0.076712,
06/30/2012,,0.058,,0.058,,0.029,,0.029,,0.008887,,0.008887,,0.002897,,0.002897,
09/30/2012,1.242,0.039,,1.281,,0.012,,0.012,0.182208,0.005722,,0.187929,0.078023,0.00245,,0.080473,
12/31/2012,1.24,0.008,,1.248,,0.025,,0.025,0.175814,0.001134,,0.176948,0.061953,0.0004,,0.062353,
03/31/2013,1.259,,,1.259,,,,,0.180104,0.0,,0.180104,0.073151,0.0,,0.073151,
06/30/2013,1.125,0.047,,1.172,,,,,0.165849,0.006929,,0.172778,0.057187,0.002389,,0.059576,
09/30/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12/31/2013,,0.091,,0.091,,,,,,0.012693,,0.012693,,0.004872,,0.004872,
03/31/2014,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
06/30/2014,0.0,0.016,0.0,0.016,,,,,0.0,0.002183,0.0,0.002183,0.0,0.000809,0.0,0.000809,
09/30/2014,0.0,0.047,0.0,0.047,,,,,0.0,0.006385,0.0,0.006385,0.0,0.002839,0.0,0.002839,
12/31/2014,,0.0,,,,,,,,0.0,,,,0.0,,,
03/31/2015,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
09/30/2015,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
03/31/2016,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
09/30/2016,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
09/30/2017,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
09/30/2018,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,
