Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,2290.300049,48.5,48.5,0.0,346.899994,,362.799988,,,,,16.6,,,,,774.799988,1194.0,2156.5,-962.5,0.0,321.5,,,,,321.5,1515.5,,226.699997,226.699997,,,,30.799999,,,,,231.000004,,,,231.000004,488.5,427.399994,,,,186.899994,,,186.899994,614.299988,1102.799988,117.400002,517.799988,,,-1.4,,553.699988,1187.499977,0.0,1187.499977,2290.299965,
12/31/1992,2451.699951,97.400002,97.400002,0.0,287.299988,,329.5,,,,,82.900002,,,,,797.099976,1215.800049,2189.0,-973.200012,0.0,438.799988,,,,,438.799988,1654.600037,,253.699997,253.699997,,,,41.400002,,,,,270.400001,,,,270.400001,565.5,403.100006,,,,648.0,,,648.0,1051.100006,1616.600006,116.300003,519.700012,,,-1.2,,200.300006,835.100021,0.0,835.100021,2451.700027,
03/31/1993,2107.899902,27.799999,27.799999,0.0,249.300003,,247.0,,,,,61.900002,,,,,586.0,704.200012,1181.5,-477.299988,0.0,817.700012,,,,,817.700012,1521.900024,,119.099998,119.099998,,,,138.600006,,,,,198.099983,,,,198.099983,455.799988,383.799988,,,,453.899994,,,453.899994,837.699982,1293.499969,116.300003,521.799988,,,-1.3,,177.600003,814.399994,0.0,814.399994,2107.899963,
06/30/1993,2196.199951,104.099998,104.099998,0.0,313.100006,,317.200012,,,,,65.599998,,,,,800.0,776.799988,1271.5,-494.700012,0.0,619.400024,,,,,619.400024,1396.200012,,149.600006,149.600006,,,,76.400002,,,,,248.200005,,,,248.200005,474.200012,385.299988,,,,475.200012,,,475.200012,860.5,1334.700012,116.300003,520.900024,,,-3.7,,228.000003,861.500031,0.0,861.500031,2196.200043,
09/30/1993,2200.100098,92.800003,92.800003,0.0,329.0,,321.100006,,,,,65.099998,,,,,808.0,794.099976,1305.599976,-511.5,0.0,598.0,,,,,598.0,1392.099976,,144.600006,144.600006,,,,72.5,,,,,218.600006,,,,218.600006,435.700012,416.299988,,,,490.0,,,490.0,906.299988,1342.0,114.900002,522.5,,,-3.9,,224.599997,858.099998,0.0,858.099998,2200.099998,
12/31/1993,2359.899902,33.400002,33.400002,0.0,320.600006,,340.600006,,,,,99.199997,,,,,793.799988,836.0,1361.699951,-525.700012,0.0,730.099976,,,,,730.099976,1566.099976,,181.399994,181.399994,,,,39.099998,,,,,248.900002,,,,248.900002,469.399994,486.5,,,,504.899994,,,504.899994,991.399994,1460.799988,113.800003,522.599976,,,-5.1,,267.800012,899.099991,0.0,899.099991,2359.899979,
03/31/1994,2378.100098,26.1,26.1,0.0,348.600006,,337.0,,,,,101.699997,,,,,813.400024,834.900024,1381.800049,-546.900024,0.0,729.799988,,,,,729.799988,1564.700012,,192.0,192.0,,,,91.900002,,,,,238.300011,,,,238.300011,522.200012,460.100006,,,,505.799988,,,505.799988,965.899994,1488.100006,113.800003,523.900024,,,-6.0,,258.300003,890.000031,0.0,890.000031,2378.100037,
06/30/1994,2396.100098,31.700001,31.700001,0.0,362.0,,336.399994,,,,,97.900002,,,,,828.0,838.299988,1406.300049,-568.0,0.0,729.799988,,,,,729.799988,1568.099976,,193.199997,193.199997,,,,95.099998,,,,,265.100029,,,,265.100029,553.400024,433.899994,,,,506.5,,,506.5,940.399994,1493.800018,113.800003,530.299988,,,-5.8,,264.000012,902.300003,0.0,902.300003,2396.100021,
09/30/1994,2483.399902,35.200001,35.200001,0.0,396.399994,,338.700012,,,,,110.599998,,,,,880.900024,860.900024,1451.5,-590.599976,0.0,741.599976,,,,,741.599976,1602.5,,212.800003,212.800003,,,,153.199997,,,,,263.900024,,,,263.900024,629.900024,428.0,,,,505.100006,,,505.100006,933.100006,1563.000031,110.0,530.900024,,,-5.9,,285.4,920.400024,0.0,920.400024,2483.400055,
12/31/1994,2468.899902,35.799999,35.799999,0.0,384.5,,358.799988,,,,,99.699997,,,,,878.799988,873.299988,1464.099976,-590.799988,0.0,716.799988,,,,,716.799988,1590.099976,,239.100006,239.100006,,,,125.599998,,,,,273.299996,,,,273.299996,638.0,427.100006,,,,481.200012,,,481.200012,908.300018,1546.300018,110.0,531.5,,,-7.0,,288.100006,922.600006,0.0,922.600006,2468.900024,
03/31/1995,2510.800049,40.400002,40.400002,0.0,403.399994,,376.399994,,,,,100.599998,,,,,920.799988,877.799988,1495.0,-617.200012,0.0,712.200012,,,,,712.200012,1590.0,,232.600006,232.600006,,,,176.399994,,,,,268.400024,,,,268.400024,677.400024,419.700012,,,,489.100006,,,489.100006,908.800018,1586.200043,110.0,532.299988,,,-3.5,,285.799988,924.599976,0.0,924.599976,2510.800018,
06/30/1995,2454.600098,42.700001,42.700001,0.0,391.600006,,387.299988,,,,,98.300003,,,,,919.900024,822.200012,1441.800049,-619.599976,0.0,712.5,,,,,712.5,1534.700012,,205.899994,205.899994,,,,149.800003,,,,,273.300003,,,,273.300003,629.0,389.200012,,,,478.0,,,478.0,867.200012,1496.200012,110.0,537.299988,,,-3.7,,314.800006,958.399994,0.0,958.399994,2454.600006,
09/30/1995,2489.699951,53.900002,53.900002,0.0,415.5,,392.700012,,,,,97.800003,,,,,959.900024,831.5,1469.400024,-637.900024,0.0,698.299988,,,,,698.299988,1529.799988,,209.899994,209.899994,,,,160.600006,,,,,286.299988,,,,286.299988,656.799988,385.5,,,,573.900024,,,573.900024,959.400024,1616.200012,0.0,572.200012,,,-27.0,,328.299988,873.5,0.0,873.5,2489.700012,
12/31/1995,2489.600098,60.299999,60.299999,0.0,399.0,,355.299988,,,,,100.599998,,,,,915.200012,859.200012,1512.699951,-653.5,0.0,715.200012,,,,,715.200012,1574.400024,,235.899994,235.899994,,,,91.599998,,,,,270.299996,,,,270.299996,597.799988,422.299988,,,,468.700012,,,468.700012,891.0,1488.799988,122.199997,581.400024,,,-28.299999,,325.500011,1000.800033,0.0,1000.800033,2489.600021,
03/31/1996,2470.600098,29.1,29.1,0.0,389.200012,,401.700012,,,,,106.400002,,,,,926.400024,872.599976,1549.599976,-677.0,0.0,671.599976,,,,,671.599976,1544.199951,,202.699997,202.699997,,,,188.399994,,,,,264.199997,,,,264.199997,655.299988,348.0,,,,576.0,,,576.0,924.0,1579.299988,0.0,592.0,,,-29.0,,328.299988,891.299988,0.0,891.299988,2470.599976,
06/30/1996,2642.399902,38.700001,38.700001,0.0,409.700012,,420.399994,,,,,101.599998,,,,,970.400024,892.599976,1577.400024,-684.799988,0.0,779.400024,,,,,779.400024,1672.0,,222.5,222.5,,,,270.399994,,,,,278.899994,,,,278.899994,771.799988,356.100006,,,,418.799988,,,418.799988,774.899994,1546.699982,122.400002,623.599976,,,-30.299999,,380.000011,1095.699989,0.0,1095.699989,2642.399971,
09/30/1996,2672.100098,49.799999,49.799999,0.0,407.100006,,419.899994,,,,,101.300003,,,,,978.099976,906.099976,1612.099976,-706.0,0.0,787.900024,,,,,787.900024,1694.0,,218.699997,218.699997,,,,233.600006,,,,,272.400009,,,,272.400009,724.700012,381.600006,,,,413.899994,,,413.899994,795.5,1520.200012,122.5,629.900024,,,-31.1,,430.6,1151.900024,0.0,1151.900024,2672.100037,
12/31/1996,3579.800049,137.100006,137.100006,0.0,527.5,,646.400024,,,,,96.900002,,,,,1407.900024,1142.0,2182.699951,-1040.699951,0.0,1029.900024,,,,,1029.900024,2171.900024,,306.700012,306.700012,,,,192.699997,,,,,354.800003,,,,354.800003,854.200012,881.400024,,,,495.799988,,,495.799988,1377.200012,2231.400024,122.599998,796.700012,,,-32.200001,,461.300007,1348.400016,0.0,1348.400016,3579.80004,
03/31/1997,2569.600098,113.099998,113.099998,0.0,369.100006,,343.399994,,,,,95.5,,,,,921.099976,881.299988,1550.5,-669.200012,0.0,767.200012,,,,,767.200012,1648.5,,214.300003,214.300003,,,,51.099998,,,,,263.000023,,,,263.000023,528.400024,394.299988,,,,404.799988,,,404.799988,799.099976,1327.5,122.800003,636.5,,,-34.0,,516.799988,1242.099991,0.0,1242.099991,2569.599991,
06/30/1997,2617.399902,174.899994,174.899994,0.0,367.5,,350.0,,,,,94.5,,,,,986.900024,874.599976,1551.0,-676.400024,0.0,755.900024,,,,,755.900024,1630.5,,227.199997,227.199997,,,,41.599998,,,,,245.29998,,,,245.29998,514.099976,391.799988,,,,422.899994,,,422.899994,814.699982,1328.799957,122.900002,643.5,,,-34.799999,,557.000011,1288.600014,0.0,1288.600014,2617.399971,
09/30/1997,2626.7,236.9,236.9,0.0,352.7,,357.1,,,,,93.5,,,,,1040.2,830.2,1425.1,-594.9,0.0,756.3,,,,,756.3,1586.5,,214.8,214.8,,,,42.4,,,,,243.4,,,,243.4,500.6,390.9,,,,409.5,,,409.5,800.4,1301.0,123.0,647.1,,,-34.9,,590.5,1325.7,0.0,1325.7,2626.7,
12/31/1997,3493.899902,47.0,47.0,0.0,532.599976,,652.599976,161.399994,375.299988,173.399994,,169.100006,,,,,1401.300049,1065.099976,2015.400024,-950.299988,0.0,1027.5,597.299988,,,,430.200012,2092.599976,,327.600006,327.600006,,,,196.0,,,,,411.300018,,,,411.300018,934.900024,564.299988,,,,449.0,,,449.0,1013.299988,1948.200012,123.099998,870.400024,,,-35.099998,,587.30001,1545.700034,0.0,1545.700034,3493.900046,
03/31/1998,3946.100098,60.5,60.5,0.0,598.599976,,671.200012,167.199997,399.100006,104.900002,,166.399994,,,,,1496.699951,1061.400024,2028.900024,-967.5,0.0,1388.0,585.700012,,,,802.299988,2449.400024,,338.100006,338.100006,,,,509.899994,,,,,378.800049,,,,378.800049,1226.800049,692.299988,,,,576.700012,,,576.700012,1269.0,2495.800049,0.0,892.299988,,,-56.5,,614.5,1450.299988,0.0,1450.299988,3946.100037,
06/30/1998,4050.899902,57.099998,57.099998,0.0,641.400024,,744.900024,191.0,333.700012,220.199997,,164.600006,,,,,1608.0,1188.400024,2181.899902,-993.5,0.0,1254.5,817.900024,,,,436.599976,2442.900024,,353.700012,353.700012,,,,156.199997,,,,,433.500015,,,,433.500015,943.400024,993.400024,,,,485.799988,,,485.799988,1479.200012,2422.600037,123.300003,918.400024,,,-65.400002,,651.999977,1628.300003,0.0,1628.300003,4050.90004,
09/30/1998,4096.7,43.1,43.1,0.0,639.8,,762.6,193.5,338.4,230.7,,180.3,,,,,1625.8,1206.9,2231.5,-1024.6,0.0,1264.0,825.7,,,,438.3,2470.9,,369.3,369.3,,,,85.9,,,,,479.4,,,,479.4,934.6,995.0,,,,482.1,,,482.1,1477.1,2411.7,123.4,923.6,,,-65.4,,703.4,1685.0,0.0,1685.0,4096.7,
12/31/1998,5213.0,53.5,53.5,0.0,777.200012,,967.700012,229.0,587.299988,289.799988,-138.399994,217.399994,,,,,2015.800049,1562.5,3002.899902,-1440.400024,0.0,1634.699951,883.400024,,,,751.299927,3197.199951,,456.0,456.0,,,,152.0,,,,,662.199951,,,,662.199951,1270.199951,1572.699951,,,,863.799988,,,863.799988,2436.499939,3706.69989,268.899994,1441.199951,,,-65.599998,,-138.200005,1506.299942,0.0,1506.299942,5212.999832,
03/31/1999,4263.2,33.4,33.4,,667.7,,782.3,202.6,407.0,238.0,-40.3,192.3,,,,,1675.7,1251.9,,,,1335.6,914.0,790.1,123.9,,421.6,2587.5,,353.1,353.1,,,,190.8,,,,,502.7,,,,502.7,1046.6,1115.6,,,,480.9,,,480.9,1596.5,2643.1,,927.2,,,-66.3,765.6,-6.4,1620.1,,1620.1,4263.2,
06/30/1999,4293.9,96.9,96.9,,678.4,,739.7,218.4,383.0,230.8,-11.9,187.9,,,,,1702.9,1264.4,,,,1326.6,908.4,797.6,110.8,,418.2,2591.0,,330.2,330.2,,,,41.1,,,,,477.4,,,,477.4,848.7,1313.7,,,,472.6,,,472.6,1786.3,2635.0,,930.6,,,-65.9,806.7,-12.5,1658.9,,1658.9,4293.9,
09/30/1999,5444.600098,65.199997,65.199997,0.0,864.099976,,982.799988,291.799988,533.200012,314.399994,-156.600006,232.699997,,,,,2144.800049,1569.5,3125.0,-1555.5,0.0,1730.300049,1140.199951,,,,590.100098,3299.800049,,450.700012,450.700012,,,,285.0,,,,,748.600037,,,,748.600037,1484.300049,1527.300049,,,,897.799988,,,897.799988,2425.100037,3909.400085,270.700012,1456.599976,,,-65.0,,-127.100006,1535.199982,0.0,1535.199982,5444.600067,
12/31/1999,5125.5,66.400002,66.400002,0.0,660.5,,810.700012,198.600006,603.299988,145.899994,-137.100006,155.5,,,,,1693.099976,968.700012,2091.5,-1122.800049,0.0,2463.699951,742.099976,,,,1721.599975,3432.399963,,338.200012,338.200012,,,,243.600006,,,,,707.399933,,,,707.399933,1289.199951,1597.300049,,,,674.5,,,674.5,2271.800049,3561.0,271.299988,1456.099976,,,-65.199997,,-97.699997,1564.49997,0.0,1564.49997,5125.49997,
03/31/2000,5574.8,76.8,76.8,,917.3,,1003.6,226.6,667.7,271.1,23.6,190.5,,,,,2188.2,1552.2,,,,1834.4,1157.2,1046.0,111.2,,677.2,3386.6,,451.5,451.5,,,,425.6,,,,,801.3,,,,801.3,1678.4,1788.4,,,,830.0,,,830.0,2618.4,4296.8,,1456.9,,,-139.3,3.6,-43.2,1278.0,,1278.0,5574.8,
06/30/2000,5694.7,81.5,81.5,,972.8,,1024.0,229.4,604.9,346.7,7.8,190.3,,,,,2268.6,1542.5,,,,1883.6,1143.3,1036.5,106.8,,740.3,3426.1,,475.4,475.4,,,,605.5,,,,,836.1,,,,836.1,1917.0,1787.8,,,,880.4,,,880.4,2668.2,4585.2,,1460.2,,,-358.3,56.2,-48.6,1109.5,,1109.5,5694.7,
09/30/2000,5864.4,90.2,90.2,,1030.4,,1047.9,225.3,611.8,351.9,-11.7,196.5,,,,,2365.0,1519.4,,,,1980.0,1196.3,1034.8,161.5,,783.7,3499.4,,451.9,451.9,,,,935.8,,,,,778.5,,,,778.5,2166.2,1588.2,,,,950.1,,,950.1,2538.3,4704.5,,1473.8,,,-358.6,108.1,-63.4,1159.9,,1159.9,5864.4,
12/31/2000,5138.899902,77.5,77.5,0.0,633.299988,,809.599976,162.800003,563.900024,170.699997,-87.800003,1213.199951,,,,,2733.600098,897.0,1858.199951,-961.200012,0.0,1508.300049,783.799988,681.700012,102.099976,,724.500061,2405.300049,,366.299988,366.299988,,,,934.799988,,,,,574.700073,,,,574.700073,1875.800049,1425.9,,,,608.700012,,,608.700012,2034.600012,3910.400061,124.5,1489.300049,,,-360.0,,99.200012,1353.000061,0.0,1353.000061,5263.400122,
03/31/2001,5278.2,357.7,357.7,,852.6,,926.8,204.5,667.0,181.7,21.8,192.6,,,,,2329.7,1039.2,,,152.5,1756.8,868.5,765.9,102.6,,888.3,2948.5,,370.4,370.4,,,,181.9,,,,,938.4,,,,938.4,1490.7,1590.1,,,,800.4,,,800.4,2390.5,3881.2,,1520.5,,,-360.2,302.1,-65.4,1397.0,,1397.0,5278.2,
06/30/2001,5298.5,292.3,292.3,,865.4,,935.0,222.2,654.9,176.8,13.5,197.2,,,,,2289.9,1055.9,,,157.9,1794.8,865.6,761.3,104.3,,929.2,3008.6,,360.6,360.6,,,,179.9,,,,,927.3,,,,927.3,1467.8,1585.4,,,,763.1,,,763.1,2348.5,3816.3,,1548.1,,,-360.5,356.7,-62.1,1482.2,,1482.2,5298.5,
09/30/2001,4859.6,84.3,84.3,,683.8,,905.8,205.5,628.8,154.7,1.4,473.0,,,,,2146.9,949.5,,,163.1,1600.1,895.1,763.5,131.6,,705.0,2712.7,,413.3,413.3,,,,20.3,,,,,698.9,,,,698.9,1132.5,1585.4,,,,642.7,,,642.7,2228.1,3360.6,,1548.1,,,-403.4,416.1,-61.8,1499.0,,1499.0,4859.6,
12/31/2001,4638.1,85.8,85.8,,570.4,,841.5,217.1,538.9,172.0,2.1,423.6,,,,,1921.3,955.5,1923.2,-967.7,,1761.3,886.1,747.3,138.8,,875.2,2716.8,,396.6,396.6,,,,119.2,117.6,1.6,1.6,,642.8,,,,642.8,1158.6,1432.2,1429.0,3.2,3.2,685.9,,,685.9,2118.1,3276.7,,1549.2,,,-410.8,333.7,-110.7,1361.4,,1361.4,4638.1,
03/31/2002,5270.7,103.9,103.9,,533.6,,867.1,184.0,591.1,176.2,0.8,1052.7,,,,,2557.3,941.4,,,174.0,1598.0,884.9,740.1,144.8,,713.1,2713.4,,341.1,341.1,,,,156.0,,,,,1272.1,,,,1272.1,1769.2,1430.7,,,,697.4,,,697.4,2128.1,3897.3,,1543.4,,,-412.5,356.0,-113.5,1373.4,,1373.4,5270.7,
06/30/2002,4408.3,148.7,148.7,0.0,584.2,,873.4,222.2,558.1,178.3,1.4,123.3,,,,,1729.6,930.9,,,174.9,1572.9,883.0,732.1,150.9,,689.9,2678.7,,325.5,325.5,,,,235.7,,,,,683.9,,,,683.9,1245.1,1438.0,,,,691.6,,,691.6,2129.6,3374.7,,1509.4,,,-412.7,22.1,-85.2,1033.6,0.0,1033.6,4408.3,
09/30/2002,4440.4,346.3,346.3,0.0,511.3,,821.1,215.7,539.3,168.8,17.9,132.2,,,,,1810.9,918.5,,,180.8,1530.2,844.5,696.0,148.5,,685.7,2629.5,,274.4,274.4,,,,287.5,,,,,719.3,,,,719.3,1281.2,1451.8,,,,686.3,,,686.3,2138.1,3419.3,,1473.3,,,-412.8,47.8,-87.2,1021.1,0.0,1021.1,4440.4,
12/31/2002,5998.3,149.9,149.9,0.0,716.0,,962.6,249.8,557.4,248.4,12.4,205.8,,,,,2034.3,1222.4,2206.4,-984.0,0.0,2741.6,1659.0,1194.2,464.8,,1082.6,3964.0,,435.8,435.8,,,,383.1,,,,,744.0,,,,744.0,1562.9,2254.4,,,,1248.1,,,1248.1,3502.5,5065.4,0.0,1680.3,,,-412.8,36.1,-370.7,932.9,0.0,932.9,5998.3,
03/31/2003,5726.3,185.8,185.8,0.0,699.1,,931.0,219.7,567.7,246.2,21.4,155.0,,,,,1970.9,1198.4,,,0.0,2557.0,1649.5,1193.9,455.6,,907.5,3755.4,,404.6,404.6,,,,3.6,,,,,885.2,,,,885.2,1293.4,2257.6,,,,1234.0,,,1234.0,3491.6,4785.0,0.0,1687.9,,,-413.1,42.0,-375.5,941.3,0.0,941.3,5726.3,
06/30/2003,5788.7,267.8,267.8,0.0,656.4,,950.9,240.4,595.4,220.3,23.6,175.1,,,,,2050.2,1157.2,,,0.0,2581.3,1658.6,1185.6,473.0,,922.7,3738.5,,408.6,408.6,,,,3.5,,,,,872.4,,,,872.4,1284.5,2258.8,,,,1242.9,,,1242.9,3501.7,4786.2,0.0,1688.7,,,-413.1,32.8,-305.9,1002.5,0.0,1002.5,5788.7,
09/30/2003,5864.3,325.9,325.9,0.0,633.3,,950.5,238.9,624.4,199.7,30.5,173.5,,,,,2083.2,1151.4,,,0.0,2629.7,1725.2,1258.6,466.6,,904.5,3781.1,,378.5,378.5,,,,67.3,,,,,915.8,,,,915.8,1361.6,2207.6,,,,1251.6,,,1251.6,3459.2,4820.8,0.0,1689.1,,,-413.1,43.3,-275.8,1043.5,0.0,1043.5,5864.3,
12/31/2003,5951.5,378.399994,378.399994,0.0,608.5,608.5,964.200012,241.600006,644.599976,185.199997,-107.199997,197.0,,,,,2148.100098,1175.900024,2264.600098,-1088.699951,,2627.5,1744.199951,1259.5,484.699951,,883.300049,3803.400024,,414.5,414.5,,,,78.300003,75.900003,2.4,2.4,,954.600021,,,,954.600021,1447.400024,2136.600098,2127.200098,9.4,9.4,1174.0,,,1174.0,3310.600098,4758.000122,0.0,1692.099976,,,-413.5,52.5,-137.600006,1193.49997,0.0,1193.49997,5951.500092,
03/31/2004,5938.9,329.5,329.5,0.0,702.2,,993.9,250.6,670.7,178.2,24.0,144.7,,,,,2170.3,1155.9,,,0.0,2612.7,1767.3,1267.6,499.7,,845.4,3768.6,,425.9,425.9,,,,12.3,,,,,947.0,,,,947.0,1385.2,2140.7,,,,1162.9,,,1162.9,3303.6,4688.8,0.0,1712.6,,,-413.7,64.6,-113.4,1250.1,0.0,1250.1,5938.9,
06/30/2004,5934.5,356.4,356.4,0.0,652.5,,1037.7,255.8,708.9,171.4,16.6,139.7,,,,,2186.3,1141.6,,,0.0,2606.6,1751.8,1257.0,494.8,,854.8,3748.2,,419.0,419.0,,,,65.4,,,,,960.1,,,,960.1,1444.5,2069.9,,,,1164.9,,,1164.9,3234.8,4679.3,0.0,1722.2,,,-413.8,80.5,-133.7,1255.2,0.0,1255.2,5934.5,
09/30/2004,5995.0,345.5,345.5,0.0,683.5,,1084.1,257.6,757.4,176.2,-107.1,172.0,,,,,2285.1,1124.4,,,0.0,2585.5,1745.6,1258.6,487.0,,839.9,3709.9,,428.4,428.4,,,,3.3,,,,,1056.0,,,,1056.0,1487.7,2030.6,,,,1180.0,,,1180.0,3210.6,4698.3,0.0,1732.0,,,-414.1,107.4,-128.6,1296.7,0.0,1296.7,5995.0,
