Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (L),Underwriting Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,1970.537964,1481.386963,,,365.365993,123.785004,,,-1460.212036,,1460.212036,,-469.106995,,,,41.219002,,-19.805,0.0,21.414001,4.671,26.084999,0.0,,,26.085001,0.126,26.211,-3.381,,22.83,22.83,,168.877304,0.135,0.135,,168.877304,0.135,0.135,0.135,
06/30/1990,1966.003052,1441.021973,,,391.935986,133.044998,,,-1432.772949,,1432.772949,,-472.920013,,,,60.310001,,-17.584,48.851002,91.577003,-25.125,66.452003,0.0,,,66.452003,1.605,68.056999,-3.338,,64.718999,64.718999,,168.858704,0.385,0.385,,168.858704,0.385,0.385,0.385,
09/30/1990,2006.899048,1480.974976,,,385.557001,140.367004,,,-1479.050049,,1479.050049,,-468.07901,,,,59.77,,-17.775999,-2.104,39.890001,-2.372,37.518002,0.0,,,37.518001,0.571,38.089001,-0.222,,37.867001,37.867001,,176.430298,0.215,0.215,,176.430298,0.215,0.215,0.215,
12/31/1990,2499.376953,1925.18103,,,407.504013,166.692001,,,-1986.024048,,1986.024048,,-461.049988,,,,52.303001,,-17.128,0.0,35.175001,14.153,49.327999,0.0,,,49.328001,9.782,59.110001,-2.201,,56.909001,56.909001,,175.992004,0.335,0.335,,175.992004,0.335,0.335,0.335,
03/31/1991,2128.804932,1536.355957,,,447.225,145.223999,,,-1599.21106,,1599.21106,,-473.376007,,,,56.217999,,-18.99,0.0,37.227999,-0.079,37.148998,0.0,,,37.148999,2.2,39.348999,,,39.348999,39.348999,,175.077499,0.2225,0.2225,,175.077499,0.2225,0.2225,0.2225,
06/30/1991,2232.079102,1584.921021,,,491.428997,155.729004,,,-1614.530029,,1614.530029,,-503.312988,,,,114.236,,-17.882,0.0,96.354,-18.238001,78.115997,0.0,,,78.115999,0.301,78.417,,,78.417,78.417,,178.491241,0.4375,0.4375,,178.491241,0.4375,0.4375,0.4375,
09/30/1991,2237.833008,1599.436035,,,485.92701,152.470001,,,-1673.067993,,1673.067993,,-458.458008,,,,106.306999,,-17.889999,0.0,88.417,-15.654,72.763,0.0,,,72.763,1.869,74.632004,,,74.632004,74.632004,,185.172562,0.4025,0.4025,,185.172562,0.4025,0.4025,0.4025,
12/31/1991,2705.330078,2009.44397,,,537.885986,158.0,,,-2000.009033,,2000.009033,,-580.120972,,,,125.199997,,-16.440001,-135.0,-26.240004,43.609001,17.368999,0.0,,,17.368998,-1.359,16.01,,,16.01,16.01,,185.052002,0.0875,0.0875,,185.052002,0.0875,0.0875,0.0875,
03/31/1992,1924.892944,1254.901001,,,533.182991,136.809006,,,-1360.637939,,1360.637939,,-420.763,,,,143.492004,,-14.558,0.0,128.934005,-28.518,100.416,0.0,,,100.416005,0.0,100.416,,,100.416,100.416,,186.518799,0.5425,0.5425,,186.518799,0.5425,0.5425,0.5425,
06/30/1992,1943.392944,1301.953979,,,511.442986,129.996002,,,-1442.649048,,1442.649048,,-421.394012,,,,79.349998,,-13.325,0.0,66.024999,2.82,68.845001,0.0,,,68.844999,0.0,68.845001,,,68.845001,68.845001,,187.41925,0.37,0.37,,187.41925,0.37,0.37,0.37,
09/30/1992,2137.61499,1377.824951,,,600.334976,159.455002,,,-1499.224976,,1499.224976,,-478.785004,,,,159.604996,,-10.935,0.0,148.669995,-35.039001,113.630997,0.0,,,113.630994,0.0,113.630997,,,113.630997,113.630997,,188.231995,0.61,0.61,,188.231995,0.61,0.61,0.61,
12/31/1992,2028.202026,1364.212036,,,519.282974,144.707001,,,-1397.93103,,1397.93103,,-534.224976,,,,96.045998,,-14.976,0.0,81.069998,-4.791,76.278999,0.0,,,76.278998,0.0,76.278999,,,76.278999,76.278999,,188.231996,0.41,0.41,0.41,188.231996,0.41,0.41,0.41,
03/31/1993,1939.006958,1266.828979,,,521.200015,150.977997,,,-1386.795044,,1386.795044,,-463.927002,,,,88.285004,,-11.132,0.0,77.153004,-8.143,69.010002,96.431007,,,-27.421003,0.0,-27.421,,,-27.421,-27.421,,200.307999,-0.14,0.3425,,200.307999,-0.14,0.3425,0.3425,
06/30/1993,1901.910034,1181.964966,,,569.529003,150.416,,,-1232.378052,,1232.378052,,-486.75,,,,182.781998,,-10.771,0.0,172.010998,-44.794998,127.216003,0.0,,,127.216,0.0,127.216003,,,127.216003,127.216003,,207.733994,0.615,0.615,,207.733994,0.615,0.615,0.615,
09/30/1993,2327.358887,1485.459961,,,683.345978,158.552994,,,-1500.94397,,1500.94397,,-552.31897,,,,274.096008,,-10.858,0.0,263.238008,-75.728996,187.509003,0.0,,,187.509012,0.0,187.509003,,,187.509003,187.509003,,206.412003,0.91,0.91,,206.412003,0.91,0.91,0.91,
12/31/1993,2219.980957,1422.542969,,,640.866017,156.572006,,,-1508.161987,,1508.161987,,-526.35199,,,,185.466995,,-11.54,-98.5,75.426995,-43.879002,31.548,0.0,,,31.547993,0.0,31.548,,,31.548,31.548,,206.733994,0.155,0.155,0.155,206.733994,0.155,0.155,0.155,
03/31/1994,1962.124023,1279.833984,,,539.936005,142.354004,,,-1342.759033,,1342.759033,,-470.515015,,,,148.850006,,-11.278,44.712002,182.284008,-31.299,150.985001,0.0,,,150.985008,0.0,150.985001,,,150.985001,150.985001,,208.528,0.73,0.73,,208.528,0.73,0.73,0.73,
06/30/1994,1534.708984,967.702026,,,421.281998,145.725006,,,-1107.68103,,1107.68103,,-383.915985,,,,43.112,,-11.452,9.722,41.382,5.42,46.801998,0.0,,,46.802,0.0,46.801998,,,46.801998,46.801998,,207.908005,0.225,0.225,,207.908005,0.225,0.225,0.225,
09/30/1994,1556.708984,975.491028,,,435.905014,145.313004,,,-1102.69397,,1102.69397,,-387.947998,,,,66.067001,,-12.148,4.993,58.912002,-0.53,58.382,0.0,,,58.382002,0.0,58.382,,,58.382,58.382,,209.156006,0.28,0.28,,209.156006,0.28,0.28,0.28,
01/01/1995,1062.813965,401.621002,,,483.407997,177.785004,,,-642.109009,,642.109009,,-316.427002,,,,104.278,,-14.642,4.067,93.703,0.026,93.728996,0.0,,,93.729,0.0,93.728996,,,93.728996,93.728996,,209.367996,0.45,0.45,0.45,209.367996,0.45,0.45,0.45,
03/31/1995,1478.623047,739.716003,,,574.246971,164.660004,,,-887.130981,,887.130981,,-403.161011,,,,188.330994,,-13.973,5.107,179.464994,-44.652,134.813004,0.0,,,134.812994,0.0,134.813004,,,134.813004,134.813004,,208.457993,0.65,0.65,0.515,208.457993,0.65,0.65,0.515,
06/30/1995,1642.499023,785.172974,,,646.019009,211.307007,,,-1017.150024,,1017.150024,,-454.036987,,,,171.311996,,-19.974001,3.692,155.029995,-37.118,117.912003,0.0,,,117.911995,0.0,117.912003,,,117.912003,117.912003,,208.018005,0.565,0.565,0.375,208.018005,0.565,0.565,0.375,
09/30/1995,1663.802002,800.34198,,,635.749496,227.697998,,,-987.906006,,987.906006,,-457.653015,,,,218.242996,,-19.493,4.656,203.405996,-49.081001,154.324997,0.0,,,154.324995,0.0,154.324997,,,154.324997,154.324997,,209.841995,0.74,0.74,0.54,209.841995,0.74,0.74,0.54,
12/31/1995,1781.776001,928.60199,,,645.275979,207.897995,,,-1220.956055,,1220.956055,,-506.17099,,,,54.648998,,-19.076,53.101002,88.674,-13.538,75.136002,0.0,,,75.136,0.0,75.136002,,,75.136002,75.136002,,209.0,0.36,0.36,0.045,209.0,0.36,0.36,0.045,
03/31/1996,1125.996948,359.707001,,,541.365013,224.925003,,,-649.669983,0.0,649.669983,,-319.367004,,,,156.960007,,-18.493999,0.0,138.466007,-45.047001,93.418999,-46.605,,,140.024006,0.0,140.024002,,,140.024002,140.024002,,209.063995,0.67,0.447,0.447,209.063995,0.67,0.447,0.447,
06/30/1996,1145.024048,376.923004,,,527.906008,240.195007,,,-630.70697,0.0,630.70697,,-371.806,,,,142.511002,,-18.653,0.0,123.858002,-38.528,85.330002,-26.113001,,,111.443003,0.0,111.443001,,,111.443001,111.443001,,209.188004,0.535,0.41,0.41,209.188004,0.535,0.41,0.41,
09/30/1996,1207.374023,411.528992,,,519.284976,276.559998,,,-700.504028,0.0,700.504028,,-369.488007,,,,137.382004,,-23.528999,0.0,113.853004,-30.896999,82.956001,-36.354,,,119.310005,0.0,119.309998,,,119.309998,119.309998,,209.270004,0.57,0.395,0.395,209.270004,0.57,0.395,0.395,
12/31/1996,1253.796875,371.009949,,,591.910074,290.877014,,,-729.000122,0.0,729.000122,,-374.286987,,,,150.509964,,-24.045002,1.416,127.880962,-33.197006,94.684006,-48.097008,,,142.780964,0.0,142.780975,,,142.780975,142.780975,,207.556,0.69,0.455,0.38,210.694,0.68,0.45,0.375,
03/31/1997,1198.071,357.011,,,571.47,269.59,,,-704.322,0.0,704.322,0.0,-357.383,,,,136.366,,-22.335,0.0,114.031,-31.011,83.02,-48.322,,,131.342,0.0,131.342,-0.02,0.0,131.322,131.322,,205.990522,0.635,0.4,0.4,209.02337,0.63,0.395,0.395,
06/30/1997,1128.071,273.402,,,560.351,294.318,,,-714.876,0.0,714.876,0.0,-479.577,,,,-66.382,,-23.2,0.0,-89.582,41.624,-47.958,-40.197,,,-7.761,0.0,-7.761,-0.1,0.0,-7.861,-7.861,,210.803282,-0.035,-0.23,-0.23,211.199852,-0.035,-0.225,-0.225,
09/30/1997,1267.025024,353.131989,,,605.43597,308.457001,,,-730.356995,0.0,730.356995,,-338.799988,,,,197.867996,,-24.482,0.0,173.385996,-48.499001,124.887001,-46.367001,,,171.253996,0.0,171.253998,-0.036,,171.217998,171.217998,,204.186005,0.84,0.61,0.61,207.679993,0.825,0.6,0.6,
12/31/1997,1304.505005,345.188995,,,636.077008,323.239014,,,-1042.177979,0.0,1042.177979,,-403.580994,,,,-141.253998,,-22.507,0.807,-162.953998,25.235001,-137.718994,-776.872009,,,639.153012,0.0,639.153015,-0.026,,639.127015,639.127015,,202.074006,3.165,-0.68,-0.825,205.710006,3.105,-0.67,-0.81,
03/31/1998,1448.019,347.589,,,682.282,418.148,,,-784.637,0.0,784.637,0.0,-473.601,,,,189.781,,-23.368,0.0,166.413,-44.37,122.043,0.0,,,122.043,0.0,122.043,-0.026,0.0,122.017,122.017,,200.430568,0.61,0.61,0.61,204.102474,0.6,0.6,0.6,
06/30/1998,1507.452,373.976,,,684.26,449.216,,,-795.903,0.0,795.903,0.0,-471.273,,,,240.276,,-27.672,0.041,212.645,-63.966,148.679,0.0,,,148.679,0.0,148.679,-0.051,0.0,148.628,148.628,,200.608448,0.74,0.74,0.74,203.93453,0.73,0.73,0.73,
09/30/1998,1418.328979,386.532013,,,622.854971,408.941986,,,-766.143005,0.0,766.143005,,-471.824005,,,,180.362,,-32.537998,-0.738,147.086001,-33.637001,113.448997,0.0,,,113.449,0.0,113.448997,-0.026,,113.422997,113.422997,,200.850006,0.56,0.56,0.65,203.863998,0.555,0.555,0.64,
12/31/1998,1711.42395,512.531982,,,711.042994,487.848999,,,-982.182007,0.0,982.182007,,-547.051025,,,,182.190994,,-33.472,22.535999,171.254993,-45.650002,125.605003,0.0,,,125.604992,0.0,125.605003,-0.023,,125.582003,125.582003,,200.960007,0.63,0.63,0.7,203.294006,0.62,0.62,0.69,
03/31/1999,1673.752,439.063,,,711.465,523.224,,,-891.234,0.0,891.234,,-546.535,,,,252.883,,-33.104,1.606,221.385,-59.423,145.062,0.0,,,161.962,0.0,145.062,-0.024,,145.038,145.038,,201.186,0.72,0.72,0.775,203.63,0.71,0.71,0.76,
06/30/1999,1677.215,434.316,,,696.789,546.11,,,-906.225,0.0,906.225,,-537.758,,,,233.232,,-32.632,1.113,201.713,-53.363,148.35,0.0,,,148.35,0.0,148.35,-0.023,,148.327,148.327,,199.12,0.74,0.74,0.76,201.922,0.73,0.73,0.75,
09/30/1999,1640.887,413.402,,,702.454,525.028,,,-886.341,0.0,886.341,,-534.422,,,,220.12,,-33.269,-3.661,183.19,-50.873,132.317,0.0,,,132.317,0.0,132.317,-0.021,,132.296,132.296,,196.395,0.67,0.67,0.8,198.99,0.66,0.66,0.79,
12/31/1999,1806.049,594.734,,,699.756,511.559,,,-1121.224,0.0,1121.224,,-659.596,,,,25.229,,-34.692,-9.961,-19.424,54.049,34.625,0.0,,,34.625,0.0,34.625,-0.021,,34.604,34.604,,194.655,0.18,0.18,0.0,197.115,0.18,0.18,0.0,
03/31/2000,1668.188,389.598,,,710.171,568.419,,,-865.991,0.0,865.991,,-535.91,,,,266.287,,-36.339,1.037,230.985,-60.993,169.992,0.0,,,169.992,0.228,170.22,-0.021,0.0,170.199,170.199,,193.818,0.88,0.88,0.88,195.795,0.87,0.87,0.87,
06/30/2000,1696.303,481.099,,,663.436,551.768,,,-876.992,0.0,876.992,,-553.661,,,,265.65,,-35.381,-3.64,226.629,-62.783,163.846,0.0,,,163.846,-0.238,163.608,-0.021,0.0,163.587,163.587,,190.655,0.86,0.86,0.92,194.043,0.84,0.84,0.9,
09/30/2000,1714.471,456.869,,,673.054,584.548,,,-893.459,0.0,893.459,,-597.871,,,,223.141,,-34.409,1.626,190.358,-51.754,138.604,0.0,,,138.604,0.02,138.624,-0.019,0.0,138.605,138.605,,190.172,0.73,0.73,1.21,195.619,0.71,0.71,1.187,
12/31/2000,1772.926,485.545,,,672.162,615.219,,,-920.718,0.0,920.718,,-577.176,,,,275.032,,-33.409,-53.302,188.321,-39.368,148.953,0.0,,,148.953,-0.01,148.943,-0.017,0.0,148.926,148.926,,190.406,0.78,0.78,1.173,195.562,0.76,0.76,1.14,
