Date,Revenue,Net Premiums Earned,Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (L),Underwriting Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2001,1697.9,506.981,506.981,0.0,653.083,537.836,,,-906.658,0.0,906.658,,-536.614,,,,254.628,0.895,-34.447,0.0,221.076,-56.575,164.501,4.297,,,160.204,0.0,160.204,-0.019,0.0,160.185,160.185,,189.137,0.85,0.87,0.94,193.701,0.83,0.85,0.92,
06/30/2001,1598.949,449.552,449.552,0.0,655.505,493.892,,,-855.017,0.0,855.017,,-508.206,,,,235.726,0.043,-32.04,0.0,203.729,-50.724,153.005,11.269,,,141.736,0.0,141.736,-0.037,0.0,141.699,141.699,,190.655096,0.76,0.82,0.82,194.043413,0.74,0.8,0.8,
09/30/2001,1608.857,440.691,,,648.58,519.586,,,-903.132,0.0,903.132,,-526.921,,,,178.804,0.405,-29.565,0.0,149.644,-30.593,119.051,0.0,,,119.051,0.0,119.051,-0.017,0.0,119.034,119.034,,189.728,0.63,0.63,0.76,194.785,0.61,0.61,0.74,
12/31/2001,1456.427,306.778,,,607.992,541.657,,,-744.933,0.0,744.933,,-482.861,,,,228.633,,-24.967,-13.923,189.743,-20.47,169.273,0.0,,,169.273,-0.053,169.22,-0.019,0.0,169.201,169.201,,188.601,0.9,0.9,1.056,192.848,0.88,0.88,1.03,
03/31/2002,1125.951,77.12,,,551.455,497.376,,,-603.396,0.0,603.396,,-402.233,,,,120.322,,-24.806,0.0,95.516,-9.911,85.605,0.0,,,85.605,0.0,85.605,-0.015,0.0,85.59,85.59,,186.848,0.46,0.46,0.82,190.01,0.45,0.45,0.81,
06/30/2002,1157.479,76.999,,,576.347,504.133,,,-648.326,0.0,648.326,,-436.571,,,,72.582,,-24.649,-1.0,46.933,0.0,48.548,0.0,,,46.933,0.0,48.548,-0.015,0.0,48.533,48.533,,185.893,0.26,0.26,0.63,188.528,0.26,0.26,0.62,
09/30/2002,1163.43,61.993,,,615.558,485.879,,,-941.617,0.0,941.617,0.0,-438.835,,,,-217.022,,-23.688,0.0,-240.71,104.321,-136.389,0.0,,,-136.389,0.0,-136.389,-0.016,0.0,-136.405,-136.405,,181.296,-0.75,-0.75,0.33,183.897,-0.75,-0.75,0.33,
12/31/2002,1189.249,99.831,,,617.024,472.394,,,-666.166,0.0,666.166,0.0,-455.546,,,,67.537,,-23.47,0.353,60.818,8.236,51.041,0.0,,,69.054,0.0,51.041,-0.014,0.0,51.027,51.027,,181.980425,0.28,0.28,0.28,184.240863,0.28,0.28,0.28,
03/31/2003,1099.327,68.297,,,563.211,467.819,,,-613.029,0.0,323.729,289.3,-422.014,,,,64.284,,-23.335,-5.5,35.449,0.0,41.589,0.0,,,35.449,0.0,41.589,-0.014,0.0,41.575,41.575,,177.01,0.23,0.23,0.59,178.328,0.23,0.23,0.59,
06/30/2003,1213.153,65.988,,,657.529,489.636,,,-593.189,0.0,593.189,,-409.319,,,,210.645,,-22.966,0.0,187.679,-44.977,142.702,0.0,,,142.702,0.0,142.702,-0.016,0.0,142.686,142.686,,177.219,0.81,0.81,0.87,179.212,0.8,0.8,0.86,
09/30/2003,1268.849,69.5,,,683.352,515.997,,,-595.452,0.0,595.452,0.0,-424.338,,,,249.059,,-26.621,-43.75,178.688,-45.375,133.313,0.0,,,133.313,0.0,133.313,-0.016,0.0,133.297,133.297,,177.483,0.75,0.75,0.88,179.857,0.74,0.74,0.87,
12/31/2003,1324.272,77.166,,,715.243,531.863,,,-626.853,0.0,626.853,,-385.723,,,,311.696,,-22.179,0.0,289.517,-196.196,449.551,255.219,,,-161.898,0.0,194.332,-0.011,0.0,194.321,194.321,,177.751,1.09,2.53,2.43,180.396,1.08,2.49,2.4,
03/31/2004,1259.03,75.563,75.563,0.0,657.44,526.027,,,-583.326,,583.326,,-444.263,,,,231.441,,-22.812,0.0,208.629,-53.67,154.959,24.502,,,130.457,,130.457,-0.013,0.0,130.444,130.444,,178.274958,0.73,0.87,0.87,181.214395,0.72,0.86,0.86,
06/30/2004,1358.719,74.025,74.025,0.0,672.774,611.92,,,-583.294,,583.294,,-491.188,,,,284.237,,-24.662,0.0,259.575,-72.572,187.003,,,,187.003,,187.003,-0.027,0.0,186.976,186.976,,177.354689,1.05,1.05,1.05,180.301429,1.04,1.04,1.04,
09/30/2004,1295.747,70.573,70.573,0.0,636.326,588.848,,,-556.109,0.0,556.109,0.0,-507.144,,,,232.494,,-24.417,110.311,318.388,-118.711,199.677,0.0,,,199.677,0.0,199.677,-0.014,0.0,199.663,199.663,,175.173,1.14,1.14,1.02,177.695,1.12,1.12,1.0,
12/31/2004,1481.837,78.743,,,814.387,588.707,,,-580.923,0.0,159.932,420.991,-500.439,,,,400.475,,-28.569,-122.87,249.036,-59.164,189.872,0.0,,,189.872,0.0,189.872,-0.014,0.0,189.858,189.858,,173.994,1.09,1.09,1.09,176.707,1.07,1.07,1.07,
03/31/2005,1313.0,70.0,70.0,0.0,671.0,572.0,,,-573.0,,573.0,,-480.0,,,,260.0,,-22.0,0.0,238.0,-59.0,179.0,,,,179.0,,179.0,-0.012,0.0,178.988,178.988,,173.943679,1.03,1.03,0.99,176.544131,1.01,1.01,0.98,
06/30/2005,1375.0,73.0,73.0,0.0,695.0,607.0,,,-590.0,,590.0,,-525.0,,,,260.0,,-22.0,0.0,238.0,-40.0,198.0,,,,198.0,,198.0,-0.024,0.0,197.976,197.976,,172.75806,1.15,1.15,1.18,175.353027,1.13,1.13,1.16,
09/30/2005,1395.0,83.0,83.0,0.0,675.0,637.0,,,-589.0,,589.0,,-482.0,,,,324.0,,-21.0,0.0,303.0,-74.0,229.0,,,,229.0,,229.0,-0.036,0.0,228.964,228.964,,173.471175,1.33,1.33,1.32,176.296287,1.3,1.3,1.29,
12/31/2005,1388.423,82.361,,,658.837,647.1,,,-586.508,0.0,586.508,0.0,-481.9,,,,320.0,,-22.437,-1.7,295.863,-70.576,225.31,0.0,,,225.287,0.0,225.31,0.0,0.0,225.31,225.31,,173.220352,1.29,1.29,1.34,176.603149,1.28,1.28,1.31,
03/31/2006,1422.0,78.0,78.0,0.0,677.0,667.0,,,-582.0,,582.0,,-503.0,,,,337.0,,-22.0,0.0,315.0,-94.0,221.0,,,,221.0,,221.0,,0.0,221.0,221.0,,174.577421,1.27,1.27,1.27,177.929653,1.24,1.24,1.25,
06/30/2006,2496.0,454.0,454.0,0.0,1063.0,979.0,,,-1179.0,,1179.0,,-717.0,,,,570.0,,-65.0,0.0,505.0,-156.0,349.0,,,,349.0,,349.0,,0.0,349.0,349.0,,279.117917,1.25,1.25,1.25,282.620341,1.23,1.23,1.23,
09/30/2006,2487.0,426.0,426.0,0.0,1098.0,963.0,,,-1201.0,,1201.0,,-728.0,,,,527.0,,-67.0,0.0,460.0,-96.0,364.0,,,,364.0,,364.0,,0.0,364.0,364.0,,277.571615,1.31,1.31,1.31,281.348962,1.29,1.29,1.29,
12/31/2006,2618.0,448.0,,,1140.0,1030.0,,,-1208.0,0.0,560.0,648.0,-822.0,,,,588.0,,-70.0,0.0,518.0,-145.0,373.0,-9.0,,,382.0,0.0,382.0,0.0,,382.0,382.0,,275.884056,1.38,1.35,1.33,280.418102,1.37,1.33,1.31,
03/31/2007,2628.0,459.0,459.0,0.0,1116.0,1053.0,,,-1194.0,,589.0,605.0,-815.0,,,,619.0,,-61.0,0.0,558.0,-170.0,388.0,-8.0,,,396.0,,396.0,,0.0,396.0,396.0,,274.889645,1.44,1.41,1.35,279.476814,1.42,1.39,1.33,
06/30/2007,2671.0,489.0,489.0,0.0,1140.0,1042.0,,,-1257.0,,651.0,606.0,-816.0,,,,598.0,,-73.0,0.0,525.0,-155.0,370.0,-6.0,,,376.0,,376.0,,0.0,376.0,376.0,,270.566521,1.39,1.37,1.38,274.403573,1.37,1.35,1.36,
09/30/2007,2601.0,491.0,491.0,0.0,997.0,1113.0,,,-1234.0,,623.0,611.0,-850.0,,,,517.0,,-69.0,0.0,448.0,-125.0,323.0,-7.0,,,330.0,,330.0,,0.0,330.0,330.0,,269.395799,1.22,1.2,1.35,272.487687,1.21,1.19,1.34,
12/31/2007,2582.5,508.2,507.7,0.5,948.0,1126.3,,,-1314.9,0.0,696.2,618.7,-844.8,,,,422.8,,-80.3,0.0,342.5,-103.2,239.3,126.8,,,112.5,0.0,112.5,,0.0,112.5,112.5,,266.446119,0.45,0.91,1.27,269.382569,0.43,0.9,1.26,
03/31/2008,2594.0,509.0,509.0,0.0,1030.0,1055.0,,,-1291.0,,679.0,612.0,-809.0,,,,494.0,,-76.0,0.0,418.0,-125.0,293.0,4.0,,,289.0,,289.0,0.0,0.0,289.0,289.0,,260.951566,1.11,1.13,1.24,262.764649,1.1,1.12,1.23,
06/30/2008,2493.0,503.0,503.0,0.0,957.0,1033.0,,,-1268.0,,655.0,613.0,-805.0,,,,420.0,,-65.0,-175.0,180.0,-68.0,112.0,-13.0,,,125.0,0.0,125.0,0.0,0.0,125.0,125.0,,257.785473,0.48,0.43,1.25,259.61702,0.48,0.43,1.24,
09/30/2008,2270.0,514.0,514.0,0.0,861.0,895.0,,,-1438.0,,813.0,625.0,-642.0,,,,190.0,,-69.0,0.0,121.0,8.0,129.0,-19.0,,,148.0,,148.0,,0.0,148.0,148.0,,255.865067,0.58,0.51,0.51,257.645254,0.58,0.51,0.51,
12/31/2008,2152.4,510.5,510.5,0.0,770.9,871.0,,,-1594.4,,941.4,653.0,-1072.0,,,,-514.0,,-72.2,-205.6,-791.8,288.7,-503.1,2.4,,,-505.5,,-505.5,,0.0,-505.5,-505.5,,255.432685,-1.98,-1.969599,-0.5,257.568519,-1.98,-1.97,-0.5,
03/31/2009,2132.0,509.0,509.0,0.0,817.0,806.0,701.0,105.0,-1548.0,,921.0,627.0,-643.0,643.0,643.0,-604.0,-663.0,,,0.0,-663.0,76.0,-587.0,-8.0,-8.0,0.0,-579.0,0.0,-579.0,0.0,0.0,-579.0,-101.2,485.8,255.558961,-2.27,-2.3,-0.395995,257.789383,-2.27,-2.3,-0.415516,
06/30/2009,1883.0,542.0,542.0,0.0,528.0,813.0,691.0,122.0,-1182.0,,575.0,607.0,-694.0,694.0,694.0,1.0,8.0,,-61.0,0.0,-53.0,46.0,-7.0,154.0,154.0,0.0,-161.0,0.0,-161.0,,0.0,-161.0,-363.55,-356.55,260.085214,-0.62,-0.03,-1.397811,262.413772,-0.62,-0.03,-1.397811,
09/30/2009,2082.0,491.0,491.0,0.0,705.0,886.0,766.0,120.0,-1191.0,,577.0,614.0,-762.0,762.0,762.0,1.0,130.0,,-68.0,0.0,62.0,19.0,81.0,-72.0,-72.0,0.0,153.0,0.0,153.0,-16.0,0.0,137.0,-233.4,-298.4,301.803107,0.45,0.215372,-0.773352,310.039883,0.44,0.207772,-0.773352,
12/31/2009,2402.4,523.8,523.8,0.0,981.5,897.1,765.3,131.8,-1378.8,,763.9,614.9,-694.6,694.6,694.6,-127.8,201.2,,-68.1,0.0,133.1,-34.9,98.2,-4.1,-4.1,0.0,102.3,0.0,102.3,-18.2,0.0,84.1,102.815,22.815,301.929354,0.28,0.264963,0.340527,311.553182,0.27,,0.07323,
03/31/2010,2527.0,532.0,532.0,0.0,1080.0,915.0,788.0,127.0,-1397.0,,779.0,618.0,-714.0,714.0,714.0,0.0,416.0,,-68.0,0.0,348.0,-93.0,255.0,-28.0,-28.0,0.0,283.0,0.0,283.0,-18.0,0.0,265.0,205.3,-31.7,302.221901,0.88,0.79,0.679302,312.088531,0.85,0.76,0.658426,
06/30/2010,2605.0,551.0,551.0,0.0,1125.0,929.0,793.0,136.0,-1452.0,,839.0,613.0,-754.0,754.0,754.0,0.0,399.0,,-69.0,0.0,330.0,-78.0,252.0,-3.0,-3.0,0.0,255.0,0.0,255.0,-149.0,0.0,106.0,128.3,25.3,304.483369,0.35,0.34,0.421369,314.611633,0.33,0.32,0.400417,
09/30/2010,2613.0,538.0,538.0,0.0,1175.0,900.0,769.0,131.0,-1547.0,,925.0,622.0,-689.0,689.0,689.0,0.0,377.0,,-74.0,0.0,303.0,-55.0,248.0,2.0,2.0,0.0,246.0,0.0,246.0,0.0,0.0,246.0,241.3,-6.7,316.726409,0.78,0.78301,0.761856,325.683769,0.75,0.756141,0.735569,
