Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,56.972,,,-9.692,,47.28,,-36.667999,,,,10.612,-1.89,,1.35,,0.0,,0.54,8.722,-2.325,6.397,0.0,,,6.397,0.0,6.397,0.0,,6.397,6.397,,852.911957,0.0075,0.0075,0.0075,852.911957,0.0075,0.0075,0.0075,
06/30/1990,71.650002,,,-16.563999,,55.086002,,-41.671001,,,,13.415,3.423,,0.838,,0.0,,-4.261,16.838,-5.692,11.146,0.0,,,11.146,0.0,11.146,0.0,,11.146,11.146,,943.104034,0.01125,0.01125,0.01125,943.104034,0.01125,0.01125,0.01125,
09/30/1990,78.844002,,,-16.035999,,62.808002,,-47.188,,,,15.62,6.611,,0.018,,0.0,,-6.629,22.231,-7.917,14.314,0.0,,,14.314,0.0,14.314,0.0,,14.314,14.314,,1038.624023,0.01375,0.01375,0.01375,1038.624023,0.01375,0.01375,0.01375,
12/31/1990,91.213997,,,-18.249001,,72.964996,,-102.848999,,,,-29.884001,6.364,,0.366,,0.0,,-6.73,-23.520001,-4.472,-27.992001,0.0,,,-27.992001,0.0,-27.992001,0.0,,-27.992001,-27.992001,,949.632019,-0.029583,-0.029583,-0.029583,949.632019,-0.029583,-0.029583,-0.029583,
03/31/1991,139.537003,,,-22.003,,117.534002,,-65.500999,,,,52.033001,4.863,,0.896,,0.0,,-5.759,56.896001,-20.025,36.870998,0.0,,,36.871001,0.0,36.870998,0.0,,36.870998,36.870998,,1132.920044,0.0325,0.0325,0.0325,1132.920044,0.0325,0.0325,0.0325,
07/02/1991,153.854004,,,-26.851999,,127.002005,,-71.068001,,,,55.933998,-123.1,,0.239,,0.0,,122.861,-67.166002,18.787001,-48.379002,0.0,,,-48.379001,0.0,-48.379002,0.0,,-48.379002,-48.379002,,1025.256042,-0.0475,-0.047499,-0.0475,1025.256042,-0.0475,-0.0475,-0.0475,
10/02/1991,178.619995,,,-31.995001,,146.624994,,-82.207001,,,,64.417999,11.746,,0.15,,0.0,,-11.896,76.163999,-26.764999,49.398998,0.0,,,49.399,0.0,49.398998,0.0,,49.398998,49.398998,,1173.767944,0.0425,0.0425,0.0425,1173.767944,0.0425,0.0425,0.0425,
12/31/1991,210.031998,,,-31.809999,,178.221998,,-95.858002,,,,82.363998,9.664,,0.058,,0.0,,-9.722,92.027999,-32.067001,59.960999,0.0,,,59.960997,0.0,59.960999,0.0,,59.960999,59.960999,,1168.008057,0.05125,0.05125,0.05125,1168.008057,0.05125,0.05125,0.05125,
03/31/1992,218.848999,,,-35.933998,,182.915001,,-98.397003,,,,84.517998,11.558,,0.049,,0.0,,-11.607,96.075998,-32.827999,63.248001,0.0,,,63.247999,0.0,63.248001,0.0,,63.248001,63.248001,,1183.51196,0.05375,0.05375,0.05375,1183.51196,0.05375,0.05375,0.05375,
06/30/1992,257.563995,,,-44.122002,,213.441993,,-116.560997,,,,96.880997,16.666,,0.014,,0.0,,-16.68,113.546997,-41.907001,71.639999,0.0,,,71.639996,0.0,71.639999,0.0,,71.639999,71.639999,,1177.008056,0.06125,0.06125,0.06125,1177.008056,0.06125,0.06125,0.06125,
