Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,,,,2.694444,,
12/31/1980,,,,,,,,,,,2.972222,,
03/31/1981,,,,,,,,,,,3.097222,,
06/30/1981,,,,,,,,,,,3.375,,
09/30/1981,,,,,,,,,,,3.5,,
12/31/1981,,,,,,,,,,,3.180556,,
03/31/1982,,,,,,,,,,,3.138889,,
06/30/1982,,,,,,,,,,,3.25,,
09/30/1982,,,,,,,,,,,4.458333,,
12/31/1982,,,,,,,,,,,4.104167,,
03/31/1983,,,,,,,,,,,4.5625,,
06/30/1983,,,,,,,,,,,5.708333,,
09/30/1983,,,,,,,,,,,6.25,,
12/31/1983,,,,,,,,,,,7.083333,,
03/31/1984,,,,,,,,,,,6.770833,,
06/30/1984,,,,,,,,,,,6.583333,,
09/30/1984,,,,,,,,,,,6.84375,,
12/31/1984,,,,,,,,,,,6.1875,,
03/31/1985,,,,,,,,,,,7.59375,,
06/30/1985,,,,,,,,,,,8.65625,,
09/30/1985,,,,,,,,,,,8.0625,,
12/31/1985,,,,,,,,,,,10.59375,,
03/31/1986,,,,,,,,,,,11.625,,
06/30/1986,,,,,,,,,,,11.875,,
09/30/1986,,,,,,,,,,,12.15625,,
12/31/1986,,,,,,,,,,,10.34375,,
03/31/1987,,,,,,,,,,,11.5,,
06/30/1987,,,,,,,,,,,12.25,,
09/30/1987,,,,,,,,,,,12.5,,
12/31/1987,,,,,,,,,,,8.625,,
03/31/1988,,,,,,,,,,,10.125,,
06/30/1988,,,,,,,,,,,10.875,,
09/30/1988,,,,,,,,,,,12.25,,
12/31/1988,,,,,,,,,,,14.65625,,
03/31/1989,,,,,,,,,,,16.75,,
06/30/1989,,1642.355975,1642.355975,1642.355975,4.349524,,,,,,19.25,1569.360004,
09/30/1989,,1850.362048,2002.38097,1639.8841,5.222166,,,,,,24.375,1959.324203,
12/31/1989,,1878.188554,2064.800717,1756.627563,5.156341,,,,,,23.75,1924.747498,
03/31/1990,16.85,1710.437406,1907.968554,1625.773129,4.513825,1.403046,12.05555,1.486775,8.400035,9.766788,21.0625,1689.625076,
06/30/1990,21.055133,1874.796461,2184.968376,1677.186499,5.621607,1.804223,14.854348,1.873322,10.547533,12.190601,27.6875,2171.853001,
09/30/1990,18.363636,2092.36395,2305.262135,1893.19602,4.96541,1.642078,12.116583,1.669891,9.199335,10.649157,25.25,1940.894098,
12/31/1990,18.272425,2131.002322,2326.80659,2023.229018,5.261132,1.775118,12.699017,1.792793,9.772389,11.267404,27.5,2096.109057,
03/31/1991,20.006669,2184.277481,2330.815338,1979.081581,5.686327,1.916149,15.99338,1.934426,10.115393,11.657659,30.0,2280.576117,
06/30/1991,19.468882,2364.535961,2501.411714,2265.89483,5.344767,1.9276,16.60408,1.93954,9.885492,11.396807,29.875,2258.904056,
09/30/1991,20.603964,2409.717879,2492.87905,2284.671331,5.59381,2.069637,21.251994,2.093803,10.69368,12.284696,32.75,2484.088435,
12/31/1991,26.860955,2555.305844,2923.597157,2367.1978,6.518791,2.368886,26.684682,2.391608,12.1245,13.988841,38.25,2890.262502,
03/31/1992,20.18134,2667.304099,2899.307658,2534.877029,5.640179,2.033555,19.336078,2.054472,10.668976,12.371736,34.5,2605.363935,
06/30/1992,19.622307,2441.931805,2624.737156,2316.112903,5.28176,1.905596,18.32142,1.924903,10.381699,12.098909,33.25,2506.204385,
09/30/1992,21.467309,2572.533193,2712.887941,2457.165447,5.410053,1.991639,17.44876,2.023153,11.13689,13.245333,35.625,2693.623812,
12/31/1992,17.270195,2557.309935,2790.415131,2235.047604,4.747617,1.728571,15.686566,1.764486,10.221832,12.207405,31.0,2351.133902,
03/31/1993,17.200557,2381.0356,2482.758298,2278.735518,6.071085,1.798167,16.552145,1.764082,10.518854,12.707103,30.875,2239.47444,
06/30/1993,16.020115,2044.828225,2295.967627,1861.159439,6.339268,1.645741,14.695258,1.629364,9.946395,12.272465,27.875,2015.457902,
09/30/1993,15.098315,1898.42304,2088.016431,1772.358392,5.794696,1.602826,13.996664,1.623138,9.697353,11.856279,26.875,1952.503804,
12/31/1993,15.337838,2027.772694,2099.830053,1926.505049,5.869919,1.702226,14.608609,1.762857,10.050061,12.22094,28.375,2074.272334,
03/31/1994,,2133.758619,2464.321097,1961.270548,6.127119,1.819215,14.70453,1.881951,11.303355,14.374348,30.625,2205.341201,
06/30/1994,,2880.236654,3636.262417,2082.890334,9.735642,3.013556,23.584952,3.096409,18.4015,23.37389,51.0,3635.013891,
