Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2003,11428,348,280,68,7536,,,,0.0,0.0,0.0,0.0,0.0,1488,,,,,,,9372,230,382.0,-152.0,0.0,1826,1343,,,,,,483,2056,,8773,8773.0,,,,0.0,,,,,,440,,,,440,9213,448,,,,,601,,,,601,1049,10262,0.0,1032,,,-18,275.0,-140,1149,17.0,1166,11428,
12/31/2003,10958,425,364,61,6980,,,,0.0,0.0,0.0,0.0,0.0,1502,,,,,,,8907,249,410.0,-161.0,0.0,1802,1345,,,,,,457,2051,,8210,8210.0,,,,0.0,,,,,,464,,,,464,8674,370,,,,,571,,,,571,941,9615,0.0,1100,,,-17,367.0,-126,1324,19.0,1343,10958,
03/31/2004,12867,277,211,66,8797,,,,0.0,0.0,0.0,0.0,0.0,1616,,,,,,,10690,242,416.0,-174.0,0.0,1935,1416,,,,,,519,2177,,10142,10142.0,,,,0.0,,,,,,390,,,,390,10532,300,,,,,667,,,,667,967,11499,0.0,995,,,-17,485.0,-114,1349,19.0,1368,12867,
06/30/2004,12681,448,383,65,8474,,,,0.0,0.0,0.0,0.0,0.0,1576,,,,,,,10498,238,416.0,-178.0,0.0,1945,1430,,,,,,515,2183,,9810,9810.0,,,,0.0,,,,,,424,,,,424,10234,450,,,,,604,,,,604,1054,11288,0.0,973,,,-17,552.0,-133,1375,18.0,1393,12681,
09/30/2004,11635,338,270,68,7590,,,,0.0,0.0,0.0,0.0,0.0,1480,,,,,,,9408,236,418.0,-182.0,0.0,1991,1435,,,,,,556,2227,,8822,8822.0,,,,0.0,,,,,,403,,,,403,9225,450,,,,,610,,,,610,1060,10285,0.0,888,,,-17,597.0,-136,1332,18.0,1350,11635,
12/31/2004,11653,425,351,74,7316,,,,0.0,0.0,0.0,0.0,0.0,1505,,,,,,,9246,249,458.0,-209.0,0.0,2158,1551,,,,,,607,2407,,8562,8562.0,,,,0.0,,,,,,498,,,,498,9060,450,,,,,699,,,,699,1149,10209,0.0,977,,,-16,675.0,-212,1424,20.0,1444,11653,
03/31/2005,13536,273,200,73,9018,9018.0,,,0.0,0.0,0.0,0.0,0.0,1827,,,,,,,11118,243,457.0,-214.0,0.0,2175,1571,1571.0,0.0,,,144.0,460,2418,,10365,10365.0,,,,0.0,,,,,,399,,,,399,10764,450,,,,,815,,,,815,1265,12029,0.0,1011,,,-15,710.0,-222,1484,23.0,1507,13536,
06/30/2005,12868,223,156,67,8526,8526.0,,,0.0,0.0,0.0,0.0,0.0,1765,,,,,,,10514,223,415.0,-192.0,0.0,2131,1557,1557.0,0.0,,,132.0,442,2354,,9807,9807.0,,,,0.0,,,,,,445,,,,445,10252,450,,,,,733,,,,733,1183,11435,0.0,871,,,-12,795.0,-243,1411,22.0,1433,12868,
09/30/2005,12278,250,185,65,7967,7967.0,,,,,,,,2143,,,,,,,10360,217,410.0,-193.0,,1701,1565,,,,,136.0,0,1918,,9230,9230.0,,,,,,,,,,474,,,,474,9704,600,,,,,683,,,,683,1283,10987,,722,,,-11,810.0,-253,1268,23.0,1291,12278,
12/31/2005,12194,258,193,65,8026,8026.0,,,0.0,0.0,0.0,0.0,0.0,1563,,,,,,,9847,212,402.0,-190.0,0.0,2135,1584,,,,,,551,2347,,9148,9148.0,,,,0.0,,,,,,520,,,,520,9668,600,,,,,645,,,,645,1245,10913,0.0,557,,,-10,948.0,-239,1256,25.0,1281,12194,
03/31/2006,13997,214,158,56,9653,9653.0,,,0.0,0.0,0.0,0.0,0.0,1718,,,,,,,11585,215,,,0.0,2197,1607,,,,,146.0,444,2412,,10890,10890.0,,,,,,,,,,430,,,,430,11320,600,,,,,675,,,,675,1275,12595,0.0,567,,,-8,1050.0,-238,1371,31.0,1402,13997,
06/30/2006,15274,266,210,56,10721,10721.0,,,0.0,0.0,0.0,0.0,0.0,1810,,,,,,,12797,226,,,0.0,2251,1595,,,,,,656,2477,,12052,12052.0,,,,0.0,,,,,,485,,,,485,12537,600,,,,,670,,,,670,1270,13807,0.0,576,,,-7,1086.0,-217,1438,29.0,1467,15274,
09/30/2006,14422,211,154,57,9438,9438.0,,,,,,,,2035,,,,,,,11684,158,,,,2580,1603,,,,,173.0,804,2738,,11056,11056.0,,,,,,,,,,539,,,,539,11595,635,,,,,684,,,,684,1319,12914,,559,,,-6,1138.0,-208,1483,25.0,1508,14422,
12/31/2006,13378,346,288,58,8756,8756.0,,,0.0,0.0,0.0,0.0,0.0,1772,,,,,,,10874,167,369.0,-202.0,0.0,2337,1656,,,,,,681,2504,,10062,10062.0,,,,0.0,,,,,,484,,,,484,10546,800,,,,,536,,,,536,1336,11882,0.0,388,,,-6,1250.0,-178,1454,42.0,1496,13378,
03/31/2007,14846,308,253,55,10025,10025.0,,,0.0,0.0,0.0,0.0,0.0,1939,,,,,,,12272,181,362.0,-181.0,0.0,2393,1651,1651.0,0.0,,,194.0,548,2574,,11447,11447.0,,,,,,,,,,968,,,,968,12415,1200,,,,,34,,,,34,1234,13649,,0,,,-5,1331.0,-179,1147,50.0,1197,14846,
06/30/2007,15019,189,142,47,10289,10289.0,,,0.0,0.0,0.0,0.0,0.0,1790,,,,,,,12268,238,458.0,-220.0,0.0,2513,1728,,,,,184.0,601,2751,,11522,11522.0,,,,0.0,,,,,,450,,,,450,11972,1200,,,,,579,,,,579,1779,13751,0.0,33,,,-5,1373.0,-174,1227,41.0,1268,15019,
09/30/2007,13392,258,210,48,8604,8604.0,,,0.0,0.0,0.0,0.0,0.0,1690,,,,,,,10552,279,491.0,-212.0,0.0,2561,1727,,,,,195.0,639,2840,,9811,9811.0,,,,0.0,,,,,,454,,,,454,10265,1200,,,,,590,,,,590,1790,12055,0.0,50,,,-5,1404.0,-152,1297,40.0,1337,13392,
12/31/2007,12969,240,200,40,8241,8241.0,,,0.0,0.0,0.0,0.0,0.0,1520,,,,,,,10001,315,526.0,-211.0,0.0,2653,1726,1648.0,78.0,,,193.0,734,2968,,9265,9265.0,,,,0.0,,,,,,457,,,,457,9722,1250,,,,,602,,,,602,1852,11574,0.0,41,,,-4,1463.0,-153,1347,48.0,1395,12969,
03/31/2008,15226,233,195,38,10091,10091.0,,,0.0,0.0,0.0,0.0,0.0,1792,,,,,,,12116,345,572.0,-227.0,0.0,2765,1728,1654.0,74.0,,,260.0,777,3110,,11280,11280.0,,,,0.0,,,,,,373,,,,373,11653,1415,,,,,721,,,,721,2136,13789,0.0,0,,,-4,1574.0,-75,1495,,1495,15284,
06/30/2008,16222,242,205,37,11013,11013.0,,,0.0,0.0,0.0,0.0,0.0,1767,,,,,,,13022,344,615.0,-271.0,0.0,2856,1739,1667.0,72.0,,,247.0,870,3200,,12216,12216.0,,,,0.0,,,,,,403,,,,403,12619,1460,,,,,648,,,,648,2108,14727,0.0,18,,,-4,1576.0,-148,1442,53.0,1495,16222,
09/30/2008,14961,191,156,35,9937,9937.0,,,0.0,0.0,0.0,0.0,0.0,1699,,,,,,,11827,313,567.0,-254.0,0.0,2821,1729,1663.0,66.0,,,237.0,855,3134,,11157,11157.0,,,,0.0,,,,,,323,,,,323,11480,1370,,,,,661,,,,661,2031,13511,0.0,36,,,-4,1575.0,-203,1404,46.0,1450,14961,
12/31/2008,16402,196,176,20,9131,9131.0,,,0.0,0.0,0.0,0.0,0.0,1854,,,,,,,11181,312,548.0,-236.0,0.0,4909,3957,3275.0,682.0,,,273.0,679,5221,,10314,10314.0,,,,785.0,,,,,,510,,,,510,11609,1865,,,,,1033,,,,1033,2898,14507,0.0,886,,,-4,1593.0,-630,1845,50.0,1895,16402,
03/31/2009,17103,164,147,17,9688,9688.0,,,0.0,0.0,0.0,0.0,0.0,1803,,49.0,,64.0,,1803.0,11655,305,539.0,-234.0,,5143,3924,3272.0,652.0,,134.0,293.0,679,5448,,10902,10795.0,107.0,,,174.0,104.0,,,,70.0,345,,71.0,,0,11421,2480,2480.0,,,,1122,,244.0,,807,3602,15023,,893,,,-4,1744.0,-606,2027,53.0,2080,17103,
06/30/2009,17867,103,103,0,10382,10382.0,,,0.0,0.0,0.0,0.0,0.0,1952,,42.0,,61.0,,1952.0,12437,336,612.0,-276.0,,5094,3904,3267.0,637.0,,138.0,295.0,654,5430,,11690,11599.0,91.0,,,106.0,1.0,,,,105.0,342,,29.0,,0,12138,2390,2390.0,,,,1181,,241.0,,911,3571,15709,,907,,,-4,1787.0,-576,2114,44.0,2158,17867,
09/30/2009,16376,203,203,0,8980,8980.0,,,0.0,0.0,0.0,0.0,0.0,1815,,38.0,,27.0,,1815.0,10998,353,640.0,-287.0,,5025,3868,3271.0,597.0,,148.0,308.0,636,5378,,10177,10152.0,25.0,,,231.0,91.0,,,,140.0,307,,37.0,,0,10715,2375,2375.0,,,,1085,,222.0,,826,3460,14175,,903,,,-4,1823.0,-567,2155,46.0,2201,16376,
12/31/2009,15625,221,221,0,816,816.0,0.0,,0.0,0.0,0.0,0.0,0.0,9938,,35.0,,3.0,,9857.0,10975,352,609.0,-257.0,0.0,4298,3849,3277.0,572.0,,69.0,156.0,186,4650,,46,9705.0,46.0,,-9705.0,209.0,209.0,0.0,0.0,,,10243,0.0,23.0,26.0,9937,10498,2165,2165.0,0.0,0.0,,733,0.0,187.0,,497,2898,13396,0.0,918,,,-3,1859.0,-594,2180,49.0,2229,15625,
03/31/2010,17615,196,196,0,10528,10528.0,0.0,,0.0,0.0,0.0,0.0,0.0,1675,,38.0,,88.0,,1675.0,12399,352,611.0,-259.0,0.0,4864,3823,3272.0,551.0,,95.0,172.0,648,5216,,11576,11494.0,82.0,,,193.0,83.0,,,,110.0,275,,24.0,,0,12044,2204,2204.0,,,,968,,179.0,,765,3172,15216,0.0,927,,,-3,2019.0,-594,2349,50.0,2399,17615,
06/30/2010,17020,139,139,0,9687,9687.0,0.0,,0.0,0.0,0.0,0.0,0.0,1977,,59.0,,91.0,,1977.0,11803,346,599.0,-253.0,0.0,4871,3799,3271.0,528.0,,121.0,151.0,650,5217,,11068,10975.0,93.0,,,193.0,193.0,,,,,268,,24.0,,0,11529,2154,2154.0,,,,908,,171.0,,713,3062,14591,0.0,951,,,-3,2063.0,-610,2401,28.0,2429,17020,
09/30/2010,15752,141,141,0,8632,8632.0,0.0,,0.0,0.0,0.0,0.0,0.0,1760,,64.0,,53.0,,1760.0,10533,356,633.0,-277.0,0.0,4863,3782,3275.0,507.0,,144.0,169.0,651,5219,,9826,9763.0,63.0,,,110.0,110.0,,,,,257,,16.0,,0,10193,2202,2202.0,,,,859,,155.0,,688,3061,13254,0.0,962,,,-3,2083.0,-572,2470,28.0,2498,15752,
12/31/2010,15850,316,316,0,839,839.0,0.0,,0.0,0.0,0.0,0.0,0.0,9945,,47.0,,7.0,,9909.0,11100,381,753.0,-372.0,0.0,7663,3786,3294.0,492.0,,182.0,161.0,186,8044,,57,,57.0,,0.0,110.0,110.0,,,,,10142,0.0,12.0,83.0,9835,10309,2157,2157.0,,,,776,0.0,167.0,,514,2933,13242,0.0,985,,,-3,2136.0,-541,2577,31.0,2608,15850,
03/31/2011,17238,432,432,0,992,992.0,0.0,,0.0,0.0,0.0,0.0,0.0,10880,,52.0,,7.0,,10853.0,12304,386,,,0.0,4548,3789,3312.0,477.0,,202.0,193.0,305,4934,,29,,29.0,,,145.0,145.0,,,,,11184,,11.0,65.0,10827,11358,2432,2432.0,,,,779,,156.0,,547,3211,14569,0.0,1017,,,-3,2125.0,-509,2630,39.0,2669,17238,
06/30/2011,17941,317,317,0,1049,1049.0,0.0,,0.0,0.0,0.0,0.0,0.0,11615,,50.0,,9.0,,11583.0,12981,391,,,0.0,4569,3778,3317.0,461.0,,231.0,186.0,315,4960,,50,,50.0,,,114.0,114.0,,,,,11919,,14.0,111.0,11574,12083,2307,2307.0,,,,812,,150.0,,537,3119,15202,0.0,1033,,,-3,2165.0,-488,2707,32.0,2739,17941,
09/30/2011,16615,363,363,0,911,911.0,0.0,,0.0,0.0,0.0,0.0,0.0,10426,,52.0,,5.0,,10405.0,11700,387,,,0.0,4528,3737,3297.0,440.0,,261.0,186.0,287,4915,,38,,38.0,,,114.0,114.0,,,,,10668,,11.0,124.0,10364,10820,2285,2285.0,,,,793,,128.0,,530,3078,13898,0.0,1050,,,-3,2180.0,-539,2688,29.0,2717,16615,
12/31/2011,15728,436,436,0,910,910.0,0.0,,0.0,0.0,0.0,0.0,0.0,9641,,52.0,,22.0,,9597.0,10987,406,792.0,-386.0,0.0,4335,3715,3295.0,420.0,,145.0,170.0,231,4741,,15,,15.0,,0.0,15.0,15.0,,,,,9966,,11.0,32.0,9620,9996,2354,2354.0,,,,861,,270.0,,548,3215,13211,0.0,1073,,,-3,2160.0,-744,2486,31.0,2517,15728,
03/31/2012,17091,464,464,0,1009,1009.0,0.0,,0.0,0.0,0.0,0.0,0.0,10744,,47.0,,24.0,,10693.0,12217,426,,,0.0,4448,3714,3308.0,406.0,,170.0,187.0,306,4874,,62,,62.0,,,17.0,17.0,,,,,11012,,3.0,47.0,10702,11091,2435,2435.0,,,,861,,261.0,,550,3296,14387,0.0,1072,,,-3,2319.0,-713,2675,29.0,2704,17091,
06/30/2012,17608,407,407,0,1022,1022.0,,,0.0,0.0,0.0,0.0,0.0,11297,,34.0,,19.0,,11271.0,12726,428,,,,4454,3689,3298.0,391.0,,209.0,177.0,326,4882,,80,,80.0,,,14.0,14.0,,,,,11555,,3.0,38.0,11259,11649,2397,2397.0,,,,851,,249.0,,561,3248,14897,0.0,1091,,,-3,2343.0,-744,2687,24.0,2711,17608,
09/30/2012,17003,424,424,0,908,908.0,0.0,,0.0,0.0,0.0,0.0,0.0,10784,,34.0,,14.0,,10742.0,12116,446,,,,4441,3683,3304.0,379.0,,241.0,175.0,294,4887,,58,,58.0,,,15.0,0.0,,,,15.0,11013,,2.0,75.0,10714,11086,2364,2364.0,,,,855,,223.0,,555,3219,14305,,1116,,,-3,2278.0,-717,2674,24.0,2698,17003,
12/31/2012,15112,500,500,0,933,933.0,0.0,,0.0,0.0,0.0,0.0,0.0,9465,,31.0,,18.0,,9452.0,10898,468,881.0,-413.0,0.0,3746,3212,2827.0,385.0,,136.0,174.0,175,4214,,19,,19.0,,0.0,15.0,0.0,,,,15.0,10160,0.0,0.0,18.0,9598,10194,2338,2338.0,,,,855,0.0,282.0,,555,3193,13387,0.0,1125,,,-3,1427.0,-850,1699,26.0,1725,15112,
03/31/2013,15802,531,531,0,1051,1051.0,0.0,,0.0,0.0,0.0,0.0,0.0,10013,,31.0,,15.0,,9997.0,11595,447,,,0.0,3760,3182,2813.0,369.0,,181.0,183.0,168,4207,,34,,34.0,,,15.0,0.0,,,,15.0,10622,,14.0,15.0,10144,10671,2387,2387.0,,,,851,,269.0,,553,3238,13909,0.0,1155,,,-3,1599.0,-886,1865,28.0,1893,15802,
06/30/2013,15938,503,503,0,1044,1044.0,0.0,,0.0,0.0,0.0,0.0,0.0,10127,,43.0,,15.0,,10117.0,11674,452,,,0.0,3812,3202,2829.0,373.0,,213.0,177.0,162,4264,,34,,34.0,,,17.0,0.0,,,,17.0,10714,,14.0,18.0,10268,10765,2326,2326.0,,,,847,,256.0,,559,3173,13938,0.0,1207,,,-3,1653.0,-880,1977,23.0,2000,15938,
09/30/2013,15323,623,623,0,985,985.0,0.0,,0.0,0.0,0.0,0.0,0.0,9406,,17.0,,6.0,,9392.0,11014,472,,,0.0,3837,3207,2846.0,361.0,,253.0,184.0,170,4309,,33,,33.0,,,17.0,0.0,,,,17.0,10085,,2.0,36.0,9578,10135,2315,2315.0,,,,826,,229.0,,559,3141,13276,0.0,1258,,,-3,1577.0,-808,2024,23.0,2047,15323,
12/31/2013,14800,796,796,0,1041,1041.0,0.0,,0.0,0.0,0.0,0.0,0.0,8624,,23.0,,7.0,,8609.0,10461,481,949.0,-468.0,0.0,3858,3191,2838.0,353.0,,278.0,176.0,183,4339,,21,,21.0,,0.0,15.0,0.0,,,,15.0,9438,0.0,2.0,56.0,8827,9474,2311,2311.0,,,,772,0.0,136.0,,578,3083,12557,0.0,1316,,,-3,1595.0,-693,2215,28.0,2243,14800,
03/31/2014,15828,734,734,0,1185,1185.0,0.0,,0.0,0.0,0.0,0.0,0.0,9526,,24.0,,6.0,,9510.0,11445,482,,,0.0,3901,3174,2835.0,339.0,,316.0,196.0,185,4383,,53,,53.0,,,15.0,0.0,,,,15.0,10208,,2.0,78.0,9801,10276,2307,2307.0,,,,773,,130.0,,563,3080,13356,0.0,1378,,,-3,1752.0,-685,2442,30.0,2472,15828,
06/30/2014,16551,708,708,0,1175,1175.0,0.0,,0.0,0.0,0.0,0.0,0.0,10189,,28.0,,10.0,,10178.0,12072,496,,,0.0,3983,3230,2870.0,360.0,,359.0,190.0,166,4479,,73,,73.0,,,15.0,0.0,,,,15.0,10896,,2.0,103.0,10450,10984,2302,2302.0,,,,803,,126.0,,572,3105,14089,0.0,1443,,,-3,1664.0,-660,2444,18.0,2462,16551,
09/30/2014,15208,656,656,0,1021,1021.0,0.0,,0.0,0.0,0.0,0.0,0.0,9147,,25.0,74.0,12.0,,9065.0,10824,481,,,0.0,3903,3134,2803.0,331.0,,384.0,177.0,171,4384,,43,,43.0,,,165.0,0.0,,,,165.0,9797,,5.0,110.0,9297,10005,2148,2148.0,,,,782,,122.0,,545,2930,12935,0.0,1475,,,-3,1521.0,-735,2258,15.0,2273,15208,
12/31/2014,15421,635,635,0,1044,1044.0,0.0,,0.0,0.0,0.0,0.0,0.0,9160,,26.0,,19.0,30.0,9118.0,10839,483,980.0,-497.0,0.0,4099,3387,2937.0,450.0,,314.0,169.0,184,4582,,219,131.0,33.0,55.0,0.0,167.0,0.0,,,,167.0,9825,0.0,21.0,147.0,9185,10211,2130,2130.0,,,,1014,0.0,284.0,92.0,470,3144,13355,0.0,1524,,,-3,1530.0,-1066,1985,81.0,2066,15421,
03/31/2015,16105,503,503,0,1150,1150.0,0.0,,0.0,0.0,0.0,0.0,0.0,9675,89.0,17.0,,6.0,28.0,9523.0,11328,462,,,0.0,4315,3307,2889.0,418.0,,606.0,167.0,212,4777,,107,,49.0,58.0,,168.0,0.0,,,,168.0,10273,,24.0,185.0,9824,10548,2137,2137.0,,,,1048,,277.0,90.0,472,3185,13733,0.0,1584,,,-3,1669.0,-952,2298,74.0,2372,16105,
06/30/2015,18319,483,483,0,1226,1226.0,0.0,,0.0,0.0,0.0,0.0,0.0,11237,78.0,63.0,,6.0,36.0,11085.0,12946,516,,,0.0,4857,3772,3097.0,675.0,,677.0,168.0,171,5373,,100,,35.0,65.0,,468.0,0.0,,,,468.0,11927,,15.0,211.0,11463,12495,2052,2052.0,,,,1231,,294.0,113.0,598,3283,15778,0.0,1650,,,-3,1618.0,-872,2393,148.0,2541,18319,
09/30/2015,17813,466,466,0,1100,1100.0,0.0,,0.0,0.0,0.0,0.0,0.0,10768,86.0,25.0,0.0,51.0,49.0,10614.0,12334,531,,,0.0,4948,3815,3150.0,665.0,,700.0,171.0,186,5479,,79,,21.0,58.0,,323.0,0.0,,,,323.0,11479,,50.0,160.0,10919,11881,2248,2248.0,,,,1146,,285.0,109.0,542,3394,15275,0.0,1673,,,-3,1677.0,-954,2393,145.0,2538,17813,
12/31/2015,18839,532,532,0,1258,1258.0,0.0,,0.0,0.0,0.0,0.0,0.0,10713,86.0,,,,66.0,10456.0,12503,563,1091.0,-528.0,0.0,5773,4852,3737.0,1115.0,23.0,623.0,,275,6336,,225,180.0,45.0,,0.0,988.0,0.0,,,,988.0,11588,0.0,27.0,240.0,10530,12801,2278,2219.0,59.0,59.0,,1347,0.0,279.0,102.0,699,3625,16426,0.0,1672,0.055379,1671.944621,-3,1597.0,-1037,2229,184.0,2413,18839,
03/31/2016,33029,954,954,0,2268,2268.0,0.0,,0.0,0.0,0.0,0.0,0.0,12357,142.0,,,,,12215.0,15579,790,,,0.0,16660,15563,10477.0,5086.0,,749.0,,348,17450,,136,,136.0,,,1144.0,0.0,,,,1144.0,13976,,33.0,1234.0,12817,15256,2767,2767.0,,,,3649,,1210.0,102.0,1070,6416,21672,0.0,10436,0.042224,10435.957776,-3,1771.0,-1053,11151,206.0,11357,33029,
06/30/2016,32409,949,949,0,2187,2187.0,0.0,,0.0,0.0,0.0,0.0,0.0,12094,129.0,,,0.0,0.0,11965.0,15230,794,,,0.0,16385,15240,10527.0,4713.0,,815.0,,330,17179,,129,,129.0,,,528.0,0.0,,,,528.0,13760,,54.0,1156.0,12468,14417,3281,3281.0,,,,3471,,1160.0,100.0,1001,6752,21169,0.0,10495,0.04217,10494.95783,-3,1739.0,-1181,11050,190.0,11240,32409,
09/30/2016,31801,767,767,0,2043,2043.0,0.0,,0.0,0.0,0.0,0.0,0.0,11923,126.0,,0.0,,72.0,11698.0,14733,811,,,0.0,16257,15072,10483.0,4589.0,17.0,857.0,,311,17068,,79,,79.0,,,519.0,0.0,,,,519.0,13619,,51.0,1137.0,12265,14217,3267,3267.0,,,,3363,,1089.0,104.0,982,6630,20847,0.0,10536,0.04181,10535.95819,-3,1455.0,-1221,10767,187.0,10954,31801,
