Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Source: Bloomberg
05/30/2014,-34.927,43.739,15.222,0.569,0.0,-0.441,1.01,-94.457,-32.066,-4.596,,-57.795,0.0,-21.595,-22.177,0.017,0.017,0.0,-22.194,-22.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582,57.1,0.0,57.1,-5.0,168.0,-105.9,0.0,0.0,0.0,0.0,0.449,1.027,,
08/29/2014,6.65,22.84,15.277,-31.633,0.0,-9.354,-22.279,0.166,32.185,-71.986,,39.967,0.0,69.357,-4.324,23.724,23.724,0.0,-28.048,-28.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.681,-95.754,-24.154,-71.6,-5.0,93.0,-159.6,0.0,0.0,0.0,0.0,-0.136,-19.883,,
11/28/2014,-48.773,11.261,15.082,-3.367,0.0,-5.921,2.554,-71.749,-84.1,18.791,,-6.44,0.0,-8.629,-19.951,0.07,0.07,0.0,-20.021,-20.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.322,45.735,0.0,46.8,0.0,86.2,-39.4,0.0,0.0,0.0,-1.065,-2.009,-13.676,,
02/28/2015,209.769,-12.733,14.272,29.398,,-5.641,35.039,178.832,70.74,37.466,,70.626,0.0,-58.216,-58.216,0.387,0.387,0.0,-58.603,-20.903,-37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.419,-13.919,-65.4,-85.0,237.5,-217.9,0.0,0.0,0.0,-57.1,-3.238,11.896,,
05/29/2015,-96.077,72.764,13.993,-52.06,,6.951,-59.011,-130.774,-23.034,-3.473,,-104.267,0.0,107.206,-16.183,0.009,0.009,0.0,-16.192,-13.392,-2.8,0.0,0.0,0.0,101.8,105.0,-3.2,0.0,21.589,-11.3,0.0,-11.3,,94.15,-105.45,0.0,0.0,0.0,0.0,-0.35,-0.521,,
08/28/2015,30.55,24.48,14.121,3.238,,1.125,2.113,-11.289,19.603,-46.393,,15.501,0.0,-15.818,-18.297,0.046,0.046,0.0,-18.343,-18.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.479,-22.724,-20.724,-2.0,0.0,97.05,-99.05,0.0,0.0,0.0,0.0,-1.313,-9.305,,
11/27/2015,-24.433,6.55,13.933,-1.654,,1.66,-3.314,-43.262,-83.384,15.591,,24.531,0.0,-24.504,-23.185,0.264,0.264,0.0,-23.449,-23.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.319,35.8,0.0,35.8,,250.27,-214.47,0.0,0.0,0.0,0.0,0.05,-13.087,,
02/29/2016,315.59,-3.428,4.85,103.342,,26.841,76.501,210.826,90.813,48.699,,71.314,0.0,-124.947,-24.466,0.781,0.781,0.0,-25.247,,,0.0,0.0,0.0,-77.732,-105.0,27.268,0.0,-22.749,-105.695,-13.895,-26.8,,32.6,-59.4,0.0,0.0,0.0,-65.0,-2.439,82.509,,
05/27/2016,-40.802,26.47,13.133,0.014,,0.571,-0.557,-80.419,-11.494,-3.556,,-65.369,0.0,-25.688,-25.688,0.004,0.004,0.0,-25.692,-25.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,4.05,0.0,39.4,-35.35,0.0,0.0,0.0,0.0,1.84,-60.6,,
08/26/2016,8.796,10.304,12.172,8.048,,3.898,4.15,-21.728,29.412,-61.972,,10.832,0.0,-19.504,-19.504,0.809,0.809,0.0,-20.313,-20.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.944,-13.894,10.95,,33.875,-22.925,0.0,0.0,0.0,0.0,-1.405,-15.057,,
11/25/2016,-45.337,6.075,13.289,22.702,,24.844,-2.142,-87.403,-91.825,7.203,,-2.781,0.0,-13.729,-12.973,3.818,3.818,0.0,-16.791,-16.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.756,40.727,0.0,41.1,0.0,164.075,-122.975,0.0,0.0,0.0,-0.373,-0.137,-18.476,,
02/28/2017,165.613,39.943,7.128,14.618,,-3.011,17.629,103.924,53.583,43.121,,7.22,0.0,-23.678,-24.434,0.0,0.0,0.0,-24.434,-24.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,-92.654,-269.927,109.988,0.0,468.713,-358.725,0.0,0.0,0.0,67.285,-0.812,48.469,,
