Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,694.400024,,-462.0,,232.400024,,-151.0,,,,81.400002,0.6,,11.4,,,-12.0,82.000002,-27.9,54.099998,0.0,,,54.100002,0.0,54.099998,0.0,,54.099998,54.099998,,199.925995,0.27,0.27,,199.925995,0.27,0.27,0.27,
06/30/1990,768.5,,-507.200012,,261.299988,,-154.600006,,,,106.699997,-0.1,,9.0,,,-8.9,106.599997,-36.599998,70.0,0.0,,,69.999998,0.0,70.0,0.0,,70.0,70.0,,200.099991,0.35,0.35,,200.099991,0.35,0.35,0.35,
09/30/1990,683.599976,,-455.700012,,227.899963,,-155.699997,,,,72.199997,-4.3,,9.0,,,-4.7,67.899997,-22.0,45.900002,0.0,,,45.899997,0.0,45.900002,0.0,,45.900002,45.900002,,200.054993,0.23,0.23,,200.054993,0.23,0.23,0.23,
12/31/1990,677.5,,-469.100006,,208.399994,,-170.699997,,,,37.700001,18.800002,,7.6,7.0,,-33.400002,56.500003,-19.5,37.0,0.0,,,37.000003,0.0,37.0,0.0,,37.0,37.0,,199.838997,0.183333,0.183333,0.183333,199.838997,0.183333,0.183333,0.183333,
03/31/1991,679.700012,,-464.0,,215.700012,,-158.5,,,,57.200001,11.7,,10.7,,,-22.4,68.900001,-27.6,41.299999,0.0,,,41.3,0.0,41.299999,0.0,,41.299999,41.299999,,199.877998,0.206667,0.206667,,199.877998,0.206667,0.206667,0.206667,
06/30/1991,752.900024,,-510.200012,,242.700012,,-162.5,,,,80.199997,-5.400001,,12.6,,,-7.2,74.799996,-22.0,52.799999,0.0,,,52.799996,0.0,52.799999,0.0,,52.799999,52.799999,,200.129997,0.263333,0.263333,,200.129997,0.263333,0.263333,0.263333,
09/30/1991,672.099976,,-453.5,,218.599976,,-160.100006,,,,58.5,-0.7,,12.5,,,-11.8,57.8,-18.299999,39.5,0.0,,,39.500001,0.0,39.5,0.0,,39.5,39.5,,200.216995,0.196667,0.196667,,200.216995,0.196667,0.196667,0.196667,
12/31/1991,658.299988,,-433.299988,,225.0,,-171.899994,,,,53.099998,-14.6,,12.2,15.0,,-12.6,38.499998,-9.1,29.4,0.0,,,29.399998,0.0,29.4,0.0,,29.4,29.4,,196.360497,0.15,0.15,0.15,196.360497,0.15,0.15,0.15,
03/31/1992,714.0,,-441.0,,273.0,,-170.0,,,,103.0,-12.0,,13.0,,,-1.0,91.0,-34.0,57.0,179.0,,,-122.0,0.0,-122.0,-2.0,,-124.0,-124.0,,192.551994,-0.64,0.29,,192.551994,-0.64,0.29,0.29,
06/30/1992,783.0,,-493.0,,290.0,,-173.0,,,,117.0,-4.0,,14.0,,,-10.0,113.0,-39.0,74.0,0.0,,,74.0,0.0,74.0,0.0,,74.0,74.0,,199.052994,0.373333,0.373333,,199.052994,0.373333,0.373333,0.373333,
09/30/1992,810.0,,-525.0,,285.0,,-199.0,,,,86.0,-12.0,,14.0,,,-2.0,74.0,-23.0,51.0,0.0,,,51.0,0.0,51.0,-2.0,,49.0,49.0,,202.544998,0.24,0.24,,202.544998,0.24,0.24,0.24,
12/31/1992,756.0,,-555.0,,201.0,,-206.0,,,,-5.0,-12.0,,12.0,0.0,,0.0,-17.0,9.0,-8.0,0.0,,,-8.0,0.0,-8.0,0.0,,-8.0,-8.0,,202.631997,-0.05,-0.05,-0.05,202.631997,-0.05,-0.05,-0.05,
03/31/1993,826.0,,-526.0,,300.0,,-193.0,,,,107.0,-17.0,,12.0,,,5.0,90.0,-32.0,58.0,19.0,,,39.0,0.0,39.0,-2.0,,37.0,37.0,,202.737007,0.183333,0.276667,,202.737007,0.183333,0.276667,0.276667,
06/30/1993,884.0,,-572.0,,312.0,,-197.0,,,,115.0,-18.0,,11.0,,,7.0,97.0,-34.0,63.0,0.0,,,63.0,0.0,63.0,-2.0,,61.0,61.0,,202.866898,0.3,0.3,,202.866898,0.3,0.3,0.3,
09/30/1993,799.0,,-564.0,,235.0,,-200.0,,,,35.0,-65.0,,10.0,,,55.0,-30.0,9.0,-21.0,0.0,,,-21.0,0.0,-21.0,-2.0,,-23.0,-23.0,,202.905006,-0.113333,-0.113333,,202.905006,-0.113333,-0.113333,-0.113333,
12/31/1993,760.0,,-512.0,,248.0,,-205.0,,,,43.0,-6.0,,8.0,,,-2.0,37.0,-11.0,26.0,0.0,,,26.0,0.0,26.0,-2.0,,24.0,24.0,,202.922997,0.116667,0.116667,0.116667,202.922997,0.116667,0.116667,0.116667,
03/31/1994,856.0,,-539.0,,317.0,,-194.0,,,,123.0,-15.0,,12.0,,,3.0,108.0,-41.0,67.0,0.0,,,67.0,0.0,67.0,-2.0,,65.0,65.0,,203.015991,0.32,0.32,,203.015991,0.32,0.32,0.32,
06/30/1994,944.0,,-593.0,,351.0,,-194.0,,,,157.0,-14.0,,14.0,,,0.0,143.0,-48.0,95.0,0.0,,,95.0,0.0,95.0,-2.0,,93.0,93.0,,203.163002,0.456667,0.456667,,203.163002,0.456667,0.456667,0.456667,
09/30/1994,874.0,,-576.0,,298.0,,-192.0,,,,106.0,-23.0,,11.0,,,12.0,83.0,-28.0,55.0,0.0,,,55.0,0.0,55.0,-2.0,,53.0,53.0,,203.228989,0.26,0.26,,203.228989,0.26,0.26,0.26,
12/31/1994,860.0,,-559.0,,301.0,,-212.0,,,,89.0,-16.0,,9.0,,,7.0,73.0,-26.0,47.0,0.0,,,47.0,0.0,47.0,-1.0,,46.0,46.0,,203.099991,0.226667,0.226667,0.226667,203.099991,0.226667,0.226667,0.226667,
03/31/1995,985.0,,-628.0,,357.0,,-190.0,,,,167.0,-47.0,,9.0,0.0,,38.0,120.0,-41.0,79.0,0.0,,,79.0,0.0,79.0,-2.0,,77.0,77.0,,203.025009,0.38,0.38,,203.025009,0.38,0.38,0.38,
06/30/1995,1042.0,,-701.0,,341.0,,-203.0,,,,138.0,-4.0,,11.0,0.0,,-7.0,134.0,-47.0,87.0,0.0,,,87.0,0.0,87.0,-2.0,,85.0,85.0,,202.838997,0.42,0.42,,202.838997,0.42,0.42,0.42,
09/30/1995,942.0,,-634.0,,308.0,,-201.0,,,,107.0,-22.0,,11.0,0.0,,11.0,85.0,-26.0,59.0,0.0,,,59.0,0.0,59.0,-2.0,,57.0,57.0,,202.39801,0.283333,0.283333,,202.39801,0.283333,0.283333,0.283333,
12/31/1995,915.0,,-588.0,,327.0,,-216.0,,,,111.0,-1.0,,8.0,0.0,,-7.0,110.0,-35.0,75.0,0.0,,,75.0,-8.0,67.0,-1.0,,66.0,66.0,,201.957,0.326667,0.326667,0.326667,201.957,0.326667,0.326667,0.326667,
03/31/1996,994.0,,-631.0,,363.0,,-199.0,,,,164.0,-10.0,,7.0,,,3.0,154.0,-54.0,100.0,0.0,,,100.0,0.0,100.0,-2.0,,98.0,98.0,,201.296997,0.486667,0.486667,0.486667,208.332001,0.48,0.48,0.48,
06/30/1996,1054.0,,-691.0,,363.0,,-205.0,,,,158.0,-18.0,,10.0,,,8.0,140.0,-39.0,101.0,0.0,,,101.0,0.0,101.0,-2.0,,99.0,99.0,,197.969994,0.5,0.5,0.5,204.728989,0.493333,0.493333,0.493333,
09/30/1996,969.0,,-622.0,,347.0,,-200.0,,,,147.0,-16.0,,12.0,,,4.0,131.0,-44.0,87.0,0.0,,,87.0,0.0,87.0,-2.0,,85.0,85.0,,194.154007,0.436667,0.436667,0.436667,200.76899,0.433333,0.433333,0.433333,
12/31/1996,965.0,,-643.0,,322.0,,-214.0,,,,108.0,2.0,,10.0,,,-12.0,110.0,-30.0,80.0,0.0,,,80.0,-5.0,75.0,-1.0,,74.0,74.0,,190.898997,0.386667,0.386667,0.386667,197.367003,0.38,0.38,0.38,
03/31/1997,986.0,,-625.0,,361.0,,-199.0,,,,162.0,-7.0,,10.0,,,-3.0,155.0,-51.0,104.0,0.0,,,104.0,,104.0,-2.0,,102.0,102.0,,188.928005,0.54,0.54,0.54,196.22699,0.53,0.53,0.53,
06/30/1997,1089.0,,-688.0,,401.0,,-212.0,,,,189.0,-14.0,,11.0,,,3.0,175.0,-58.0,117.0,0.0,,,117.0,,117.0,-2.0,,115.0,115.0,,186.521999,0.616667,0.616667,0.616667,192.858009,0.606667,0.606667,0.606667,
09/30/1997,974.0,,-632.0,,342.0,,-201.0,,,,141.0,-7.0,,9.0,,,-2.0,134.0,-43.0,91.0,0.0,,,91.0,,91.0,-2.0,,89.0,89.0,,184.701004,0.48,0.48,0.48,184.701004,0.48,0.48,0.48,
12/31/1997,950.0,,-599.0,,351.0,,-226.0,,,,125.0,22.0,,9.0,,,-31.0,147.0,-49.0,98.0,0.0,,,98.0,,98.0,-1.0,,97.0,97.0,,183.273,0.53,0.53,0.443333,189.678006,0.516667,0.516667,0.433333,
03/31/1998,937.0,,-564.0,,373.0,,-202.0,,,,171.0,-5.0,,10.0,,,-5.0,166.0,-57.0,109.0,0.0,,,109.0,,109.0,-2.0,,107.0,107.0,,182.313,0.586667,0.586667,0.586667,189.0,0.576667,0.576667,0.576667,
06/30/1998,990.0,,-584.0,,406.0,,-208.0,,,,198.0,97.0,,11.0,,,-108.0,295.0,-115.0,180.0,10.0,,,170.0,,170.0,-2.0,,168.0,168.0,,181.200005,0.926667,0.983333,0.663333,187.5,0.906667,0.96,0.65,
09/30/1998,909.0,,-564.0,,345.0,,-204.0,,,,141.0,-8.0,,5.0,,,3.0,133.0,-44.0,89.0,3.0,,,86.0,,86.0,-1.0,,85.0,85.0,,172.5,0.49,0.51,0.51,178.5,0.48,0.5,0.5,
12/31/1998,884.0,,-544.0,,340.0,,-228.0,,,,112.0,-6.0,,8.0,,,-2.0,106.0,-31.0,75.0,0.0,,,75.0,,75.0,-1.0,,74.0,74.0,,166.5,0.44,0.44,0.44,170.600006,0.44,0.44,0.44,
03/31/1999,940.0,,-558.0,,382.0,,-210.0,,,,172.0,4.0,11.0,11.0,,,-15.0,176.0,-66.0,110.0,0.0,,,110.0,,110.0,-1.0,,109.0,109.0,,167.699997,0.65,0.65,0.62,171.399994,0.64,0.64,0.61,
06/30/1999,1144.0,,-695.0,,449.0,,-342.0,,,,107.0,-61.0,,18.0,,,43.0,46.0,-55.0,-9.0,0.0,,,-9.0,0.0,-9.0,-1.0,,-10.0,-10.0,,172.100006,-0.059999,-0.06,0.67,172.100006,-0.06,-0.06,0.67,
09/30/1999,1577.0,,-1027.0,,550.0,,-355.0,,,,195.0,-97.0,,66.0,,,31.0,98.0,-40.0,58.0,0.0,,,58.0,0.0,58.0,0.0,,58.0,58.0,,217.300003,0.27,0.27,0.38,221.100006,0.26,0.26,0.37,
12/31/1999,1678.0,,-1094.0,,584.0,,-289.0,,,,295.0,-151.0,,64.0,,,87.0,144.0,-54.0,90.0,0.0,,,90.0,0.0,90.0,0.0,,90.0,90.0,,218.899994,0.41,0.41,0.46,221.100006,0.41,0.41,0.46,
03/31/2000,1622.0,,-1087.0,,535.0,,-322.0,,,,213.0,-60.0,,62.0,,,-2.0,153.0,-52.0,101.0,-22.0,,,123.0,0.0,123.0,0.0,0.0,123.0,123.0,,219.199997,0.56,0.46,0.5,221.100006,0.56,0.46,0.5,
06/30/2000,1628.0,,-1120.0,,508.0,,-348.0,,,,160.0,-56.0,,60.0,,,-4.0,104.0,-46.0,58.0,-19.0,,,77.0,0.0,77.0,0.0,0.0,77.0,77.0,,219.5,0.35,0.26,0.33,221.0,0.35,0.26,0.33,
09/30/2000,1583.0,,-1075.0,,508.0,,-327.0,,,,181.0,-54.0,,60.0,,,-6.0,127.0,-50.0,77.0,-7.0,,,84.0,0.0,84.0,0.0,0.0,84.0,84.0,,219.699997,0.38,0.35,0.35,219.800003,0.38,0.35,0.35,
12/31/2000,1650.0,,-1138.0,,512.0,,-358.0,,,,154.0,-32.0,,59.0,,,-27.0,122.0,-52.0,70.0,0.0,,,70.0,0.0,70.0,0.0,,70.0,70.0,,219.800003,0.32,0.32,0.32,220.199997,0.32,0.32,0.32,
03/31/2001,1572.0,,-1120.0,,452.0,,-315.0,,,,137.0,-56.0,,56.0,,,0.0,81.0,-33.0,48.0,-15.0,,,63.0,0.0,63.0,0.0,0.0,63.0,63.0,,220.0,0.29,0.22,0.22,221.0,0.29,0.22,0.22,
06/30/2001,1408.0,,-1007.0,,401.0,,-306.0,,,,95.0,-384.0,,48.0,,,336.0,-289.0,81.0,-208.0,-450.0,,,242.0,0.0,242.0,0.0,0.0,242.0,242.0,,220.199997,1.09,-0.94,0.22,220.199997,1.09,-0.94,0.22,
09/30/2001,1346.0,,-932.0,,414.0,,-303.0,,,,111.0,-25.0,,39.0,,,-14.0,86.0,-33.0,53.0,0.0,,,53.0,0.0,53.0,0.0,0.0,53.0,53.0,,220.399994,0.24,0.24,0.23,221.300003,0.24,0.24,0.23,
12/31/2001,1340.0,,-949.0,,391.0,,-323.0,,,,68.0,-10.0,,39.0,,,-29.0,58.0,-21.0,37.0,0.0,,,37.0,0.0,37.0,0.0,0.0,37.0,37.0,,220.399994,0.17,0.17,0.19,221.399994,0.17,0.17,0.19,
03/31/2002,1381.0,,-940.0,,441.0,,-286.0,,,,155.0,-38.0,,35.0,,,3.0,117.0,-38.0,79.0,773.0,,,-694.0,0.0,-694.0,0.0,0.0,-694.0,-694.0,,220.600006,-3.15,0.36,0.39,221.699997,-3.13,0.36,0.39,
06/30/2002,1457.0,,-978.0,,479.0,,-301.0,,,,178.0,-42.0,,32.0,,,10.0,136.0,-44.0,92.0,3.0,,,89.0,0.0,89.0,0.0,0.0,89.0,89.0,,220.899994,0.4,0.41,0.49,222.100006,0.4,0.41,0.49,
09/30/2002,1454.0,,-1003.0,,451.0,,-308.0,,,,143.0,-30.0,,32.0,,,-2.0,113.0,-36.0,77.0,4.0,,,73.0,0.0,73.0,0.0,0.0,73.0,73.0,,221.100006,0.33,0.35,0.41,222.100006,0.33,0.35,0.41,
12/31/2002,1435.0,,-989.0,,446.0,,-313.0,,,,133.0,-191.0,,33.0,-3.0,,161.0,-58.0,20.0,-38.0,0.0,,,-38.0,0.0,-38.0,0.0,0.0,-38.0,-38.0,,220.99997,-0.17,-0.17,0.24,220.99997,-0.17,-0.17,0.24,
03/31/2003,1613.0,,-1164.0,,449.0,,-293.0,,,,156.0,-33.0,,32.0,,,1.0,123.0,-41.0,82.0,8.0,,,74.0,0.0,74.0,0.0,0.0,74.0,74.0,,220.399994,0.33,0.37,0.39,220.899994,0.33,0.37,0.39,
06/30/2003,1570.0,,-1109.0,,461.0,,-302.0,,,,159.0,-171.0,,31.0,,,140.0,-12.0,9.0,-3.0,0.0,,,-3.0,0.0,-3.0,0.0,0.0,-3.0,-3.0,,221.199997,-0.02,-0.02,0.41,221.199997,-0.02,-0.02,0.41,
09/30/2003,1591.0,,-1124.0,,467.0,,-282.0,,,,185.0,-37.0,,31.0,,,6.0,148.0,-48.0,100.0,0.0,,,100.0,0.0,100.0,0.0,0.0,100.0,100.0,,221.600006,0.45,0.45,0.465,222.600006,0.45,0.45,0.463,
12/31/2003,1647.0,,-1109.0,,538.0,,-302.0,,,,236.0,-80.0,,32.0,,,48.0,156.0,-47.0,109.0,0.0,,,109.0,0.0,109.0,0.0,0.0,109.0,109.0,,222.100006,0.49,0.49,0.462674,223.699997,0.49,0.49,0.459365,
03/31/2004,1832.0,,-1318.0,,514.0,,-324.0,,,,190.0,-24.0,,30.0,,,-6.0,166.0,-52.0,114.0,0.0,,,114.0,0.0,114.0,0.0,0.0,114.0,114.0,,222.800003,0.51,0.51,0.5,223.800003,0.51,0.51,0.5,
06/30/2004,1800.999878,,-1292.999878,,508.0,,-319.0,,,,189.0,-24.0,,33.0,,,-9.0,165.0,-47.0,118.0,0.0,,,118.0,0.0,118.0,0.0,0.0,118.0,118.0,,223.100006,0.53,0.53,0.53,224.399994,0.52,0.52,0.52,
09/30/2004,1803.000122,,-1290.0,,513.000122,,-313.0,,,,200.0,-4.0,,35.0,,,-31.0,196.0,-59.0,137.0,0.0,,,137.0,0.0,137.0,0.0,0.0,137.0,137.0,,223.399994,0.61,0.61,0.528,224.899994,0.61,0.61,0.525,
12/31/2004,1864.0,,-1269.0,,595.0,,-364.0,,,,231.0,-44.0,,35.0,19.0,,-10.0,187.0,-49.0,138.0,-1.0,,,139.0,-11.0,128.0,0.0,0.0,128.0,128.0,,223.4,0.57,0.56,0.61,225.2,0.57,0.56,0.61,
03/31/2005,2022.0,,-1412.0,,610.0,0.0,-338.0,259.0,,79.0,272.0,-42.0,,35.0,,-3.0,10.0,230.0,-70.0,160.0,,,,160.0,-1.0,159.0,,0.0,159.0,159.0,,224.1,0.71,0.71,0.768,226.5,0.7,0.7,0.75739,
06/30/2005,1978.0,,-1391.0,,587.0,0.0,-322.0,243.0,,79.0,265.0,-51.0,,29.0,0.0,-1.0,23.0,214.0,-40.0,174.0,-6.0,,,180.0,-2.0,178.0,0.0,0.0,178.0,178.0,,222.6,0.8,0.77,0.7924,224.7,0.79,0.76,0.7822,
