Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,378.444008,378.293999,378.293999,,1.357481,0.352083,0.201584,0.125,0.125,,0.125,0.125,0.125,0.006667,0.151226,,2.334448,2.884295,,
06/30/1990,378.677994,378.528008,378.528008,,1.391313,0.361632,0.210521,0.13,0.13,,0.13,0.13,0.13,0.006667,0.155127,,3.018324,3.007172,,
09/30/1990,379.284004,379.013992,379.013992,,1.413607,0.339837,0.176009,0.113333,0.113333,,0.113333,0.113333,0.113333,0.006667,0.054344,,1.231874,3.111766,,
12/31/1990,379.980012,379.631994,379.631994,,1.452093,0.334158,0.158132,0.11,0.11,0.11,0.11,0.11,0.11,0.0075,-0.01572,,2.916414,3.211756,,
03/31/1991,379.980011,380.177994,380.177994,,1.479896,0.410797,0.232581,0.138333,0.138333,,0.138333,0.138333,0.138333,0.0075,0.296356,,1.988376,3.344836,,
06/30/1991,380.765991,380.555992,380.555992,,1.461682,0.426132,0.257121,0.161667,0.161667,,0.161667,0.161667,0.161667,0.0075,0.110044,,2.691577,3.494656,,
09/30/1991,380.969994,380.891991,380.891991,,1.487057,0.436893,0.257524,0.16,0.16,,0.16,0.16,0.16,0.0075,0.115324,,3.120839,3.645978,,
12/31/1991,380.994006,380.982012,380.982012,,1.459864,0.456452,0.268661,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.009167,0.476261,,2.597277,3.803564,,
03/31/1992,381.353989,381.257996,381.257996,,1.391777,0.487609,0.29836,0.183333,0.183333,,0.183333,0.183333,0.183333,0.009167,0.390032,,1.620261,3.976937,,
06/30/1992,381.473991,381.408005,381.408005,,1.348039,0.507771,0.315948,0.193333,0.193333,,0.193333,0.193333,0.193333,0.009167,0.119701,,0.378723,4.161196,,
09/30/1992,381.557991,381.534004,381.534004,,1.304591,0.488103,0.29881,0.183333,0.183333,,0.183333,0.183333,0.183333,0.009167,0.263219,,0.307358,4.334526,,
12/31/1992,383.549994,382.553994,382.553994,,1.262833,0.503579,0.301735,0.183333,0.183333,0.183333,0.183333,0.183333,0.183333,0.010833,0.463461,,1.949702,4.50371,,
03/31/1993,383.958,383.484009,383.484009,,1.238471,0.505948,0.308235,0.186667,0.186667,,0.186667,0.186667,0.186667,0.010833,0.333571,,0.340579,4.676907,,
06/30/1993,384.011993,384.996002,384.996002,,1.261055,0.503044,0.302907,0.183333,0.183333,,0.183333,0.183333,0.183333,0.010833,0.18295,,0.371192,4.849859,,
09/30/1993,384.11998,384.029984,384.029984,,1.271403,0.52003,0.295378,0.166667,0.166667,,0.166667,0.166667,0.166667,0.010833,0.16243,,0.285106,5.004363,,
12/31/1993,383.574006,383.675994,383.675994,,1.260235,0.54056,0.284425,0.176667,0.176667,0.176667,0.176667,0.176667,0.176667,0.0125,0.165158,,2.036856,5.385151,,
03/31/1994,381.551994,383.607788,383.607788,,1.207272,0.522195,0.287823,0.17,0.17,,0.17,0.17,0.17,0.0125,0.283446,,0.343122,5.480501,,
06/30/1994,377.627998,379.805992,379.805992,,1.234567,0.519378,0.276378,0.163333,0.163333,,0.163333,0.163333,0.163333,0.0125,0.107178,,0.300746,5.583341,,
09/30/1994,365.772011,369.935989,369.935989,,1.291972,0.505417,0.257231,0.151667,0.151667,,0.151667,0.151667,0.151667,0.0125,0.043881,,0.414414,5.641692,,
12/31/1994,351.54,358.049994,358.049994,,1.407627,0.486812,0.222991,0.131667,0.131667,0.131667,0.131667,0.131667,0.131667,0.014167,0.214557,,2.210391,5.690032,,
03/31/1995,351.545998,351.515991,351.515991,,1.601369,0.504794,0.237099,0.145,0.145,,0.145,0.145,0.145,0.014167,0.140022,0.121004,0.521929,5.883054,,
06/30/1995,352.164001,351.864006,351.864006,,1.743208,0.515904,0.249537,0.151667,0.151667,,0.151667,0.151667,0.151667,0.014167,0.026161,0.011413,0.46394,6.066151,,
09/30/1995,351.984009,352.085999,352.085999,,1.824122,0.562104,0.296158,0.18,0.18,,0.18,0.18,0.18,0.014167,0.272641,0.254583,0.494324,6.239377,,
12/31/1995,353.225988,352.296,352.296,,1.849167,0.59182,0.311704,0.19,0.19,0.19,0.19,0.19,0.19,0.015833,0.170343,0.153689,3.988537,6.450129,,
03/31/1996,351.738007,352.734009,352.734009,,1.867217,0.644063,0.362511,-0.358333,0.223333,0.223333,-0.353333,0.22,0.22,0.015833,0.226644,0.206972,3.666576,6.056869,,
06/30/1996,347.543999,349.698006,349.698006,,1.855899,0.650072,0.370674,0.228333,0.228333,0.228333,0.228333,0.228333,0.228333,0.015833,0.018424,0.002685,0.545899,6.22415,,
09/30/1996,344.255997,345.503998,345.503998,,1.922591,0.644343,0.348563,0.393333,0.393333,0.205,0.393333,0.393333,0.205,0.015833,0.132884,0.111999,0.378982,6.594349,,
12/31/1996,344.051994,343.872,343.872,,1.990747,0.665143,0.357238,0.221667,0.221667,0.221667,0.221667,0.221667,0.221667,0.018333,0.174588,0.143164,0.635715,6.831749,,
03/31/1997,343.307991,349.530006,343.889992,,2.016665,0.691861,0.401463,0.241667,0.241667,0.241667,0.238333,0.238333,0.238333,0.018333,0.337128,0.295408,0.387326,7.031273,,
06/30/1997,340.43399,346.889992,341.358009,,2.080071,0.692499,0.423755,0.255,0.255,0.255,0.251667,0.251667,0.251667,0.018333,-0.005074,-0.030809,0.383825,7.316808,,
09/30/1997,340.620003,346.536003,340.44001,,2.16961,0.712504,0.4387,0.265,0.265,0.265,0.26,0.26,0.26,0.018333,0.478023,0.435102,0.413652,7.56039,,
12/31/1997,342.414,346.433988,340.931994,,2.263158,0.74761,0.455026,0.275,0.275,0.275,0.27,0.27,0.27,0.020833,0.273427,0.226233,0.50302,7.879441,,
03/31/1998,343.146011,348.053993,342.761993,,2.27915,0.786893,0.534126,0.298333,0.32,0.32,0.293333,0.315,0.315,0.020833,0.414492,0.370546,0.518476,8.203391,,
06/30/1998,345.545998,348.660004,344.028008,,2.240126,0.782768,0.521981,0.34,0.34,0.318333,0.335,0.335,0.313333,0.020833,0.428035,0.36922,0.574491,8.460671,,
09/30/1998,343.032005,349.097992,345.372002,,2.244768,0.778769,0.516342,0.298333,0.311667,0.311667,0.295,0.308333,0.308333,0.020833,0.545082,0.506008,0.582298,8.704337,,
