Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,214.337997,214.332001,214.332001,,4.502104,1.960375,0.458429,0.335,0.335,,0.335,0.335,0.335,0.135,-1.025545,,14.938532,11.231187,,
06/30/1990,214.800003,214.419998,214.419998,,4.797295,2.169522,0.524457,0.36,0.36,,0.36,0.36,0.36,0.135,2.017694,,12.236047,11.429641,,
09/30/1990,218.317993,217.253998,217.253998,,4.665949,2.102088,0.513606,0.35,0.35,,0.35,0.35,0.35,0.135,0.215517,,11.290897,11.566316,,
12/31/1990,218.345993,218.332001,218.332001,,4.809011,2.176845,0.302274,0.215,0.215,,0.215,0.215,0.215,0.135,-0.583185,,16.428508,11.75003,,
03/31/1991,218.703995,218.412003,218.412003,,4.766744,2.378441,0.456436,0.335,0.335,,0.335,0.335,0.335,0.14,1.035245,,10.024161,11.748437,,
06/30/1991,221.466003,219.210007,219.210007,,4.54971,2.371397,0.379755,0.305,0.305,,0.305,0.305,0.305,0.14,0.498604,,10.150596,11.858899,,
09/30/1991,224.037994,222.018005,222.018005,,4.841715,2.676238,0.431924,0.305,0.305,,0.305,0.305,0.305,0.14,-2.055059,,17.280315,12.015823,,
12/31/1991,242.128006,233.082992,233.082992,,5.115346,2.942227,0.437445,0.33,0.33,0.33,0.33,0.33,0.33,0.14,0.977815,,15.83635,12.311455,,
03/31/1992,299.93399,298.971985,298.971985,,4.678826,2.776922,0.372075,0.215,0.245,,0.215,0.245,0.245,0.155,-0.958899,,15.666917,12.547454,,
06/30/1992,321.234009,318.645996,318.645996,,4.412627,2.724013,0.583077,0.39,0.39,,0.39,0.39,0.39,0.155,7.162933,,11.928781,13.082933,,
09/30/1992,324.414001,323.727997,323.727997,,4.264979,2.794729,0.70225,0.48,0.48,,0.48,0.48,0.48,0.155,-0.850757,,15.09265,13.462576,,
12/31/1992,329.697998,421.799988,421.799988,,3.21944,2.180273,0.134732,0.025,0.005,0.005,0.025,0.005,0.005,0.175,-1.328445,,16.269201,13.389189,,
03/31/1993,332.376007,330.544006,330.544006,,4.148383,2.854857,0.922818,0.585,0.585,,0.585,0.585,0.585,0.175,-5.983533,,11.065955,13.874464,,
06/30/1993,336.084015,333.94397,333.94397,,4.263335,2.978727,1.024831,0.66,0.66,,0.66,0.66,0.66,0.175,5.816916,,17.558053,14.386359,,
09/30/1993,339.14801,337.082001,337.082001,,4.344881,2.949104,0.829771,0.56,0.56,,0.56,0.56,0.56,0.2,3.677221,,10.900731,14.816322,,
12/31/1993,340.675994,339.962006,339.962006,,4.397847,3.034771,0.86425,0.56,0.56,0.56,0.56,0.56,0.56,0.2,-1.339411,,12.962081,15.193419,,
03/31/1994,338.888,557.200012,557.200012,,3.699084,2.621513,0.905352,0.575,0.575,,0.575,0.575,0.575,0.2,1.642098,,15.616271,15.47552,,
06/30/1994,345.593994,554.400024,554.400024,,3.845469,2.665227,0.929652,0.595,0.595,,0.595,0.595,0.595,0.2,0.978259,,17.670955,15.500816,,
09/30/1994,351.570007,570.799988,570.799988,,3.940605,2.68819,0.952293,0.605,0.605,,0.605,0.605,0.605,0.23,0.319506,,15.976155,15.90306,,
12/31/1994,570.721984,570.400024,570.400024,,4.14511,2.701641,0.919455,0.585,0.585,0.585,0.585,0.585,0.585,0.23,2.935084,,14.411721,14.095803,,
03/31/1995,558.291992,565.132019,565.132019,,4.313565,2.728893,0.96109,0.595,0.595,,0.595,0.595,0.595,0.23,1.551351,1.363021,13.087054,14.590935,,
06/30/1995,556.038025,556.237976,556.237976,,4.626469,2.871235,1.012333,0.65,0.65,,0.65,0.65,0.65,0.23,-0.032731,-0.273419,15.465885,15.209204,,
09/30/1995,545.504028,550.968018,550.968018,,4.957634,3.018562,1.062657,0.68,0.68,,0.68,0.68,0.68,0.26,1.903922,1.691568,15.002153,15.338287,,
12/31/1995,555.692016,557.054016,557.054016,,5.098671,3.103225,1.11536,0.595,0.595,0.595,0.595,0.595,0.595,0.26,0.139828,-0.931956,18.974656,15.943942,,
03/31/1996,562.127991,627.906006,627.906006,,4.975267,3.045042,1.121187,0.43,0.43,0.7185,0.43,0.43,0.7185,0.26,-2.03515,-2.436984,17.287132,15.901366,,
06/30/1996,563.895996,635.135986,626.666016,,5.181388,3.177131,1.15532,0.75,0.75,0.75,0.74,0.74,0.74,0.26,-0.287783,-0.564599,20.795244,16.230746,,
09/30/1996,541.015991,622.580017,612.697998,,5.39091,3.349121,1.189819,0.63,0.63,0.7685,0.62,0.62,0.7565,0.29,1.036042,0.621482,21.812664,15.971801,,
12/31/1996,640.781982,624.049988,616.25,,5.552941,3.482353,1.23002,0.8,0.8,0.8,0.79,0.79,0.79,0.29,4.234314,2.535328,23.716335,17.060405,,
03/31/1997,559.664001,976.388,976.388,,4.585267,3.047969,1.10919,0.72,0.72,0.72,0.72,0.72,0.72,0.29,1.102021,0.919716,20.095986,16.928014,,
06/30/1997,954.901978,964.518005,953.612,,4.888781,3.197317,1.162947,0.72,0.72,0.76,0.7,0.7,0.74,0.29,-0.011535,-0.170929,22.133162,14.75963,,
09/30/1997,958.97699,959.013,946.354004,,5.01398,3.26305,1.217303,0.79,0.79,0.79,0.78,0.78,0.78,0.32,-1.493099,-1.657942,20.972349,15.457097,,
12/31/1997,960.984009,972.051025,960.596008,,4.96879,3.098077,0.73496,0.61,0.61,0.78,0.6,0.6,0.77,0.32,3.576946,2.902365,22.776654,15.888922,,
03/31/1998,972.775,977.155,965.12,,5.129932,3.294927,1.28067,0.82,0.82,0.84,0.81,0.81,0.83,0.37,2.814158,2.498135,25.615379,16.248362,13.235332,
06/30/1998,988.15,962.16,949.75,,5.563569,3.584101,1.401421,0.27,0.27,0.93,0.26,0.26,0.92,0.37,-1.048697,-1.250855,23.883014,16.724182,11.493194,
09/30/1998,990.373,993.208,981.659,,5.810572,3.724308,1.547381,1.02,1.02,1.03,1.01,1.01,1.02,0.42,0.389137,0.097794,26.710139,17.538846,12.384223,
12/31/1998,982.223,990.89,980.006,,5.400987,3.347939,0.795913,0.87,0.87,1.01,0.87,0.87,1.0,0.89,2.124477,1.761214,29.155294,17.48381,12.356664,
