Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,472,-254,209,804,,,804,-287,,,,-287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,436,130,160,325,,,325,-179,,,,-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,310,132,195,-82,,,-82,65,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,513,182,127,157,,,157,47,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,,,
03/31/1991,323,116,172,332,,,332,-297,,,,-297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,-24,126,166,-129,,,-129,-187,,,,-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,559,121,182,82,,,82,174,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,334,91,175,250,,,250,-182,,,,-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,-271,-529,174,568,,,568,-484,,,,-484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,-212,124,174,-28,,,-28,-482,,,,-482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,-291,121,191,-95,,,-95,-508,,,,-508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,268,-736,200,1218,,,1218,-414,,,,-414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,,,
03/31/1993,-492,189,169,65,,,65,-915,,,,-915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,-105,112,171,-351,,,-351,-37,,,,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,296,150,149,15,,,15,-18,,,,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,660,-577,166,1980,,,1980,-909,,,,-909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,
03/31/1994,-440,129,160,-177,,,-177,-552,,,,-552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-440.0,,,
06/30/1994,153,168,160,48,,,48,-223,,,,-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,
09/30/1994,-97,186,180,-63,,,-63,-400,,,,-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.0,,,
12/31/1994,808,311,181,374,,,374,-58,,,,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.0,,,
03/31/1995,-223,147,158,99,,,99,-627,,,,-627,,-43.0,-43.0,,,,-43.0,,,,,,,,,,0.0,,,,,,,,,,,,-266.0,,,
06/30/1995,190,238,172,-59,,,-59,-161,,,,-161,,-128.0,-128.0,,,,-128.0,,,,,,,,,,0.0,,,,,,,,,,,,62.0,,,
09/30/1995,-218,236,174,165,,,165,-793,,,,-793,,-124.0,-124.0,,,,-124.0,,,,,,,,,,0.0,,,,,,,,,,,,-342.0,,,
