Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2003,908.148987,244.249001,198.513,45.736,457.454987,457.454987,,,,,,,0.0,15.625,,,,,717.328979,25.625,70.344002,-44.719002,0.0,165.195007,158.871002,155.070007,3.800995,6.324005,190.820007,,261.205994,261.205994,,,50.721001,50.721001,0.0,0.0,,,69.273994,,,69.273994,381.200989,0.0,0.0,0.0,0.0,,9.918,,,,9.918,9.918,391.118989,0.0,135.276001,,,-15.894,428.671997,-31.023999,517.029999,0.0,517.029999,908.148988,
03/31/2004,927.234985,229.485004,183.628006,45.856998,470.923004,470.923004,,,,,,,0.0,18.865,,,,,719.27301,35.341,,,0.0,172.621002,172.621002,162.270004,10.350998,0.0,207.962002,,317.557007,317.557007,,,0.0,0.0,0.0,0.0,,,58.389007,,,58.389007,375.946014,0.0,0.0,0.0,0.0,,9.504,,,,9.504,9.504,385.450014,0.0,180.455002,,,-12.549,423.570007,-49.69102,541.784989,0.0,541.784989,927.235003,
06/30/2004,972.340027,223.038002,177.069,45.969002,519.85199,519.85199,,,,,,,0.0,17.537001,,,,,760.427002,37.415001,,,0.0,174.498001,174.498001,163.192993,11.305008,0.0,211.913002,,335.35199,335.35199,,,0.0,0.0,0.0,0.0,,,63.882995,,,63.882995,399.234985,0.0,0.0,0.0,0.0,,9.243,,,,9.243,9.243,408.477985,0.0,179.757004,,,-14.455,445.588013,-47.028002,563.862015,0.0,563.862015,972.34,
09/30/2004,1012.079,233.736,187.625,46.111,548.459,548.459,,,,,,,,14.145,,,,,796.34,41.736,,,0.0,174.003,174.003,163.193,10.81,0.0,215.739,,336.511,336.511,,,0.0,,,,,,76.117,,,76.117,412.628,0.0,,,,,8.768,,,,8.768,8.768,421.396,0.0,179.401,,,-20.18,472.683,-41.221,590.683,0.0,590.683,1012.079,
12/31/2004,1080.696,288.076,166.476,121.6,544.274,544.274,,,,,,,0.0,13.637,,,,,845.987,51.122,102.417,-51.295,0.0,183.587,171.202,171.202,0.0,12.385,234.709,,303.082,303.082,,,55.847,55.847,0.0,0.0,,,93.89,,,93.89,452.819,0.0,0.0,0.0,0.0,,7.021,,,,7.021,7.021,459.84,0.0,180.535,,,-25.452,498.406,-32.633,620.856,0.0,620.856,1080.696,
03/31/2005,1156.704,247.41,125.236,122.174,599.784,599.784,,,,,,,,17.897,,,,,865.091,57.178,,,0.0,234.435,223.926,203.623,20.303,10.509,291.613,,399.391,399.391,,,0.0,0.0,0.0,0.0,,,79.409,,,79.409,478.8,0.0,0.0,0.0,0.0,,9.337,,,,9.337,9.337,488.137,0.0,187.316,,,-18.952,527.313,-27.11,668.567,0.0,668.567,1156.704,
06/30/2005,1259.437,279.358,156.947,122.411,667.499,667.499,,,,,,,,21.403,,,,,968.26,57.94,,,0.0,233.237,222.893,203.635,19.258,10.344,291.177,,458.098,458.098,,,0.0,0.0,0.0,0.0,,,86.731,,,86.731,544.829,0.0,0.0,0.0,0.0,,7.3,,,,7.3,7.3,552.129,0.0,185.781,,,-22.385,563.785,-19.873,707.308,0.0,707.308,1259.437,
09/30/2005,1336.949,315.123,191.942,123.181,698.254,698.254,,,,,,,,15.666,,,,,1029.043,58.595,,,0.0,249.311,239.498,219.518,19.98,9.813,307.906,,469.132,469.132,,,0.0,0.0,0.0,0.0,,,110.222,,,110.222,579.354,0.0,0.0,0.0,0.0,,7.901,,,,7.901,7.901,587.255,0.0,191.294,,,-28.836,604.994,-17.758,749.694,0.0,749.694,1336.949,
12/31/2005,1395.068,353.179,230.628,122.551,716.725,716.725,,,,,,,0.0,14.877,,,,,1084.781,60.721,113.815,-53.094,0.0,249.566,241.657,223.137,18.52,7.909,310.287,,410.744,410.744,,,63.138,63.138,0.0,0.0,,,138.601,,,138.601,612.483,0.0,0.0,0.0,0.0,,2.548,,,,2.548,2.548,615.031,0.0,174.377,,,-32.99,640.551,-1.901,780.037,0.0,780.037,1395.068,
03/31/2006,1426.439,380.652,256.427,124.225,706.968,706.968,,,,,,,,21.157,,,,,1108.777,62.497,,,0.0,255.165,248.145,230.888,17.257,7.02,317.662,,487.674,487.674,,,0.0,0.0,0.0,0.0,,,96.618,,,96.618,584.292,0.0,0.0,0.0,0.0,,1.238,,,,1.238,1.238,585.53,0.0,262.342,,,-18.942,599.109,-1.6,840.909,0.0,840.909,1426.439,
06/30/2006,1527.45,362.561,239.406,123.155,788.467,788.467,,,,,,,,22.65,,,,,1173.678,66.108,,,0.0,287.664,276.931,259.869,17.062,10.733,353.772,,539.188,539.188,,,0.0,0.0,0.0,0.0,,,109.113,,,109.113,648.301,0.0,0.0,0.0,0.0,,1.243,,,,1.243,1.243,649.544,0.0,259.984,,,-33.247,719.807,-68.638,877.906,0.0,877.906,1527.45,
09/30/2006,1587.701,414.419,285.388,129.031,786.405,786.405,,,,,,,,18.551,,,,,1219.375,78.924,,,0.0,289.402,275.761,259.902,15.859,13.641,368.326,,542.594,542.594,,,0.0,0.0,0.0,0.0,,,126.903,,,126.903,669.497,0.0,0.0,0.0,0.0,,1.231,,,,1.231,1.231,670.728,0.0,267.68,,,-48.027,767.504,-70.184,916.973,0.0,916.973,1587.701,
12/31/2006,1631.693,473.359,348.592,124.767,764.995,764.995,,,,,,,0.0,17.794,,,,,1256.148,82.071,145.262,-63.191,0.0,293.474,277.723,261.766,15.957,15.751,375.545,,468.499,468.499,,,71.63,71.63,0.0,0.0,,,146.82,,,146.82,686.949,0.0,0.0,0.0,0.0,,1.022,,,,1.022,1.022,687.971,0.0,201.728,,,-65.787,807.983,-0.202,943.722,0.0,943.722,1631.693,
03/31/2007,1684.201,462.814,335.99,126.824,801.239,801.239,,,,,,,0.0,27.53,,,,,1291.583,86.369,,,0.0,306.249,286.73,269.711,17.019,19.519,392.618,,583.892,583.892,,,0.0,0.0,0.0,0.0,,,104.488,,,104.488,688.38,0.0,0.0,0.0,0.0,,9.118,,,,9.118,9.118,697.498,0.0,205.918,,,-72.247,852.13,0.902,986.703,0.0,986.703,1684.201,
06/30/2007,1728.942,420.344,288.692,131.652,880.595,880.595,,,,,,,0.0,25.432,,,,,1326.371,93.776,,,0.0,308.795,285.865,270.191,15.674,22.93,402.571,,614.781,614.781,,,0.0,0.0,0.0,0.0,,,95.736,,,95.736,710.517,0.0,0.0,0.0,0.0,,9.674,,,,9.674,9.674,720.191,0.0,204.444,,,-100.538,903.137,1.708,1008.751,0.0,1008.751,1728.942,
09/30/2007,1785.048,410.833,281.757,129.076,937.984,937.984,,,,,,,0.0,20.155,,,,,1368.972,96.699,,,0.0,319.377,294.561,278.642,15.919,24.816,416.076,,624.526,624.526,,,0.0,0.0,0.0,0.0,,,124.146,,,124.146,748.672,0.0,0.0,0.0,0.0,,9.916,,,,9.916,9.916,758.588,0.0,206.549,,,-136.365,955.711,0.565,1026.46,0.0,1026.46,1785.048,
12/31/2007,1811.307,454.727,338.885,115.842,911.78,911.78,,,,,,,0.0,22.649,,,,,1389.156,101.665,179.688,-78.023,0.0,320.486,293.209,278.739,14.47,27.277,422.151,,530.752,530.752,,,87.443,87.443,0.0,0.0,,,139.424,,,139.424,757.619,0.0,0.0,0.0,0.0,,11.439,,,,11.439,11.439,769.058,0.0,207.402,,,-168.38,1002.964,0.263,1042.249,0.0,1042.249,1811.307,
03/31/2008,1873.786,414.734,379.846,34.888,1006.355,1006.355,,,,,,,,30.779,,,,,1451.868,102.164,,,0.0,319.754,292.364,279.366,12.998,27.39,421.918,,672.623,672.623,,,0.0,0.0,0.0,0.0,,,110.115,,,110.115,782.738,0.0,0.0,0.0,0.0,,12.11,,,,12.11,12.11,794.848,0.0,203.584,,,-178.887,1051.639,2.602,1078.938,0.0,1078.938,1873.786,
06/30/2008,1956.124,357.451,318.713,38.738,1148.727,1148.727,,,,,,,,23.718,,,,,1529.896,101.52,,,0.0,324.708,300.569,289.024,11.545,24.139,426.228,,758.009,758.009,,,0.0,0.0,0.0,0.0,,,91.646,,,91.646,849.655,0.0,0.0,0.0,0.0,,11.972,,,,11.972,11.972,861.627,0.0,195.752,,,-211.685,1104.182,6.248,1094.497,0.0,1094.497,1956.124,
09/30/2008,1922.624,314.907,311.917,2.99,1117.965,1117.965,,,,,,,,23.773,,,,,1456.645,101.752,,,0.0,364.227,341.175,324.732,16.443,23.052,465.979,,695.7,695.7,,,0.0,0.0,0.0,0.0,,,114.382,,,114.382,810.082,0.0,0.0,0.0,0.0,,11.831,,,,11.831,11.831,821.913,0.0,195.983,,,-257.446,1160.068,2.106,1100.711,0.0,1100.711,1922.624,
12/31/2008,1815.721,497.387,494.743,2.644,828.884,828.884,,,,,,,0.0,21.6,,,,,1347.871,104.088,191.607,-87.519,0.0,363.762,339.604,324.704,14.9,24.158,467.85,,485.167,485.167,,,83.591,83.591,0.0,0.0,,,128.895,,,128.895,697.653,0.0,0.0,0.0,0.0,,10.847,,,,10.847,10.847,708.5,0.0,194.53,,,-296.902,1207.428,2.165,1107.221,0.0,1107.221,1815.721,
03/31/2009,1749.42,451.688,449.7,1.988,798.804,798.804,0.0,,0.0,0.0,0.0,0.0,0.0,28.515,,,15.153,22.164,1279.007,108.547,,,0.0,361.866,336.693,323.628,13.065,10.02,470.413,,634.474,,74.538,559.936,0.0,0.0,,,,,0.0,,,0.0,634.474,0.0,0.0,,,,11.743,,0.945,10.798,0.0,11.743,646.217,0.0,187.675,16.96,170.715,-330.994,1251.477,-4.955,1103.203,0.0,1103.203,1749.42,
06/30/2009,1803.671,357.463,356.871,0.592,920.686,920.686,0.0,,0.0,0.0,0.0,0.0,0.0,38.726,,,16.856,30.602,1316.875,111.795,,,0.0,375.001,348.191,334.586,13.605,9.954,486.796,,690.053,,,690.053,0.0,0.0,,,,,0.0,,,0.0,690.053,0.0,0.0,,,,12.309,,0.985,11.324,0.0,12.309,702.362,0.0,186.513,16.854,169.659,-386.211,1302.555,-1.548,1101.309,0.0,1101.309,1803.671,
09/30/2009,1842.033,388.192,376.274,11.918,884.565,884.565,0.0,,0.0,0.0,0.0,0.0,0.0,39.523,,,15.501,32.477,1312.28,118.785,,,0.0,410.968,383.752,363.195,20.557,11.715,529.753,,698.021,,,698.021,0.0,0.0,,,,,0.0,,,0.0,698.021,0.0,0.0,,,,25.769,,0.995,10.843,13.931,25.769,723.79,0.0,183.795,16.792,167.003,-422.888,1357.134,0.202,1118.243,0.0,1118.243,1842.033,
12/31/2009,1834.248,385.618,337.308,48.31,885.543,885.543,0.0,,0.0,0.0,0.0,0.0,0.0,36.108,0.0,,14.422,29.654,1307.269,117.699,220.519,-102.82,0.0,409.28,380.037,361.666,18.371,14.821,526.979,,731.807,529.256,34.438,168.113,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,731.807,0.0,0.0,0.0,0.0,,22.541,0.0,,10.546,11.995,22.541,754.348,0.0,181.814,16.71,165.104,-502.584,1402.306,-1.636,1079.9,0.0,1079.9,1834.248,
03/31/2010,1842.207,282.361,229.645,52.716,1002.807,1002.807,0.0,,0.0,0.0,0.0,0.0,0.0,38.27,,,13.782,33.485,1323.438,115.543,,,0.0,403.226,375.87,359.266,16.604,13.574,518.769,,756.06,,,756.06,0.0,0.0,,,,,0.0,,,0.0,756.06,0.0,0.0,,,,23.052,,,11.539,11.513,23.052,779.112,0.0,178.713,16.615,162.098,-554.006,1444.152,-5.764,1063.095,0.0,1063.095,1842.207,
06/30/2010,1921.894,215.522,166.125,49.397,1150.283,1150.283,0.0,,0.0,0.0,0.0,0.0,0.0,45.051,,,8.462,41.9,1410.856,115.438,,,0.0,395.6,372.329,357.094,15.235,14.809,511.038,,792.173,,,792.173,0.0,0.0,,,,,0.0,,,0.0,792.173,0.0,0.0,,,,24.849,,,12.195,12.654,24.849,817.022,,181.093,16.599,164.494,-564.46,1499.271,-11.032,1104.872,0.0,1104.872,1921.894,
09/30/2010,1982.084,283.556,249.433,34.123,1142.457,1142.457,0.0,,0.0,0.0,0.0,0.0,0.0,40.927,,,7.875,36.785,1466.94,116.259,,,0.0,398.885,374.324,359.713,14.611,16.686,515.144,,789.485,,,789.485,0.0,0.0,,,,,0.0,,,0.0,789.485,0.0,0.0,,,,22.019,,,13.286,8.733,22.019,811.504,0.0,183.774,16.598,167.176,-568.381,1559.738,-4.551,1170.58,0.0,1170.58,1982.084,
12/31/2010,1995.699,407.897,398.607,9.29,1036.07,1036.07,0.0,,0.0,0.0,0.0,0.0,0.0,37.801,0.0,,7.836,32.335,1481.768,114.333,233.23,-118.897,0.0,399.598,372.611,359.116,13.495,19.151,513.931,,771.607,567.961,47.055,156.591,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,771.607,0.0,0.0,0.0,0.0,,20.024,0.0,,10.667,9.357,20.024,791.631,0.0,194.692,16.605,178.087,-598.111,1613.912,-6.425,1204.068,0.0,1204.068,1995.699,
03/31/2011,2096.334,360.317,359.335,0.982,1175.775,1175.775,0.0,,0.0,0.0,0.0,0.0,0.0,45.979,,,5.972,36.593,1582.071,114.779,,,0.0,399.484,371.107,358.66,12.447,22.405,514.263,,851.759,,93.537,758.222,0.0,0.0,,,,,0.0,,,0.0,851.759,0.0,0.0,,,,17.049,,,10.769,6.28,17.049,868.808,0.0,200.101,16.575,183.526,-627.277,1662.227,-7.525,1227.526,0.0,1227.526,2096.334,
06/30/2011,2193.797,315.897,315.897,0.0,1311.192,1311.192,0.0,,0.0,0.0,0.0,0.0,0.0,48.992,,,7.496,41.138,1676.081,114.872,,,0.0,402.844,370.208,358.791,11.417,25.14,517.716,,889.887,,54.348,835.539,0.0,0.0,,,,,0.0,,,0.0,889.887,0.0,0.0,,,,15.484,,,11.588,3.896,15.484,905.371,0.0,210.177,16.562,193.615,-639.493,1724.632,-6.89,1288.426,0.0,1288.426,2193.797,
09/30/2011,2179.438,382.737,382.737,0.0,1238.079,1238.079,0.0,,0.0,0.0,0.0,0.0,0.0,35.932,,,9.846,30.685,1656.748,114.806,,,0.0,407.884,371.141,360.208,10.933,26.897,522.69,,896.709,,50.293,846.416,0.0,0.0,,,,,0.0,,,0.0,896.709,0.0,0.0,,,,14.505,,,12.261,2.244,14.505,911.214,0.0,218.496,16.43,202.066,-731.809,1790.6,-9.063,1268.224,0.0,1268.224,2179.438,
12/31/2011,2138.041,373.669,373.669,0.0,1189.637,1189.637,0.0,,0.0,0.0,0.0,0.0,0.0,48.237,0.0,,0.0,39.855,1611.543,126.83,220.073,-93.243,0.0,399.668,369.717,359.688,10.029,29.951,526.498,,826.731,642.672,4.456,179.603,0.0,0.0,0.0,0.0,,0.0,49.901,0.0,0.0,49.901,876.632,0.0,0.0,0.0,0.0,,12.935,0.0,,10.501,2.434,12.935,889.567,0.0,222.138,16.344,205.794,-809.581,1845.032,-9.115,1248.474,0.0,1248.474,2138.041,
03/31/2012,2134.285,311.365,311.365,0.0,1245.379,1245.379,0.0,,0.0,0.0,0.0,0.0,0.0,44.387,,,,38.253,1601.131,130.761,,,0.0,402.393,369.234,360.042,9.192,33.159,533.154,,871.867,,77.481,794.386,0.0,0.0,,,,,0.0,,,0.0,871.867,0.0,0.0,,,,14.305,,,13.336,0.969,14.305,886.172,0.0,218.251,16.272,201.979,-858.291,1897.041,-8.888,1248.113,0.0,1248.113,2134.285,
06/30/2012,2239.999,240.627,240.627,0.0,1415.39,1415.39,0.0,,0.0,0.0,0.0,0.0,0.0,51.584,,,,44.841,1707.601,132.255,,,0.0,400.143,368.166,359.372,8.794,31.977,532.398,,949.341,,49.384,899.957,0.0,0.0,,,,,0.0,,,0.0,949.341,0.0,0.0,,,,12.468,,,11.506,0.962,12.468,961.809,0.0,223.063,16.217,206.846,-890.59,1957.462,-11.745,1278.19,0.0,1278.19,2239.999,
09/30/2012,2243.267,272.955,272.955,0.0,1334.577,1334.577,0.0,,0.0,0.0,0.0,0.0,0.0,118.634,,72.235,,39.76,1726.166,134.437,,,0.0,382.664,367.52,359.606,7.914,15.144,517.101,,850.731,,34.514,816.217,0.0,0.0,,,,,87.324,,,87.324,938.055,0.0,0.0,,,,14.337,,,13.411,0.926,14.337,952.392,0.0,223.33,16.121,207.209,-942.689,2020.112,-9.878,1290.875,0.0,1290.875,2243.267,
12/31/2012,2804.225,210.019,210.019,0.0,1412.136,1412.136,0.0,,0.0,0.0,0.0,0.0,0.0,50.135,0.0,,0.0,38.355,1672.29,149.851,265.007,-115.156,0.0,982.084,959.626,822.215,137.411,22.458,1131.935,,932.4,639.46,121.581,171.359,253.646,0.0,0.0,0.0,,253.646,46.171,0.0,0.0,46.171,1232.217,0.0,0.0,0.0,0.0,,67.636,0.0,,20.59,47.046,67.636,1299.853,0.0,319.612,16.133,303.479,-1024.124,2218.229,-9.345,1504.372,0.0,1504.372,2804.225,
03/31/2013,2830.56,159.9,159.9,0.0,1469.826,1469.826,0.0,,0.0,0.0,0.0,0.0,0.0,60.853,,,,51.388,1690.579,150.896,,,0.0,989.085,957.449,825.201,132.248,31.636,1139.981,,821.093,701.77,9.964,109.359,390.629,0.0,,,,390.629,37.705,,,37.705,1249.427,0.0,0.0,,,,91.448,,,70.101,21.347,91.448,1340.875,0.0,308.686,16.057,292.629,-1072.511,2265.084,-11.574,1489.685,0.0,1489.685,2830.56,
06/30/2013,2921.545,150.017,150.017,0.0,1570.886,1570.886,0.0,,0.0,0.0,0.0,0.0,0.0,62.065,,,,51.463,1782.968,153.327,,,0.0,985.25,953.542,826.288,127.254,31.708,1138.577,,965.335,747.022,51.919,166.394,365.652,0.0,,,,365.652,0.0,,,0.0,1330.987,0.0,0.0,,,,91.493,,,69.928,21.565,91.493,1422.48,0.0,312.888,15.974,296.914,-1119.242,2320.398,-14.979,1499.065,0.0,1499.065,2921.545,
09/30/2013,2891.568,129.723,129.723,0.0,1564.997,1564.997,0.0,,0.0,0.0,0.0,0.0,0.0,58.721,,,,49.832,1753.441,155.693,,,0.0,982.434,950.554,828.214,122.34,31.88,1138.127,,956.231,757.558,23.899,174.774,350.0,0.0,,,,350.0,0.0,,,0.0,1306.231,500.0,500.0,,,,96.774,,,74.691,22.083,596.774,1903.005,0.0,160.538,15.251,145.287,-1534.091,2374.011,-11.895,988.563,0.0,988.563,2891.568,
