Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,211,82,246,5,,,5,-122,,,-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,313,128,230,-133,,,-133,88,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,,,
09/30/1990,-71,82,216,38,,,38,-407,,,-407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,749,216,334,-229,,,-229,428,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,,,
03/31/1991,-45,71,210,72,,,72,-398,,,-398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,403,64,215,4,,,4,120,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,65,23,216,109,,,109,-283,,,-283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,591,-229,234,276,,,276,310,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,,,
03/31/1992,9,-307,205,352,,,352,-241,,,-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,430,181,197,30,,,30,22,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
