Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A from Disc Ops,Impairment of Assets,Income from Uncon JVs,Disposal of Con Assets,Disposal of Uncon Assets,Income Taxes from Sale of Assets,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
06/30/1997,31.750999,28.159,,,,,0.0,0.0,3.592,0.0,-8.156,0.0,0.0,6.301,0.0,,1.855,23.594999,-7.198,7.198,0.0,0.0,16.396999,0.0,,0.0,,,16.396999,,15.394,0.0,,15.394,15.394,,57.424,0.27,0.27,0.27,57.424,0.27,0.27,0.27,,,,,,,,,,,20.691999,,20.691999,,,,,,,20.691999,0.360337,0.360337,0.305,84.642958,84.642958,84.651079,
09/30/1997,32.306999,28.775,,,,,0.0,0.0,3.532,0.0,-8.396,0.0,0.0,6.521,0.0,,1.875,23.911001,-7.447,7.447,0.0,0.0,16.464001,0.0,,0.0,,,16.464001,,15.619,-0.066,,15.553,15.553,,57.442001,0.27,0.27,0.27,57.442001,0.27,0.27,0.27,,,,,,,,,,,21.077,,21.077,,,,,,,21.077,0.366927,0.366927,0.31,84.485557,84.485557,84.485456,
12/31/1997,33.577999,29.811001,,,,,0.0,0.0,3.767,0.0,-8.898,0.162,0.0,6.833,0.0,,1.903,24.680001,-7.185,7.185,0.0,0.0,17.495001,0.0,,0.0,,,17.495001,,16.657,-1.181,,15.476,15.476,,57.981998,0.265,0.265,0.265,57.981998,0.265,0.265,0.265,,,,,,,,,,,21.311001,,21.311001,,,,,,,21.311001,0.367545,0.367545,0.315,85.703762,85.703762,85.078128,
03/31/1998,36.334,31.489,,,,,0.0,0.0,4.845,0.0,-10.091,0.0,0.0,7.422,0.0,,2.669,26.242999,-7.617,7.617,0.0,0.0,18.625999,0.0,,0.0,,,18.625999,,17.478001,-1.181,,16.297001,16.297001,,60.474,0.27,0.27,0.27,66.442002,0.27,0.27,0.27,,,,,,,,,,,22.714001,,22.714001,,,,,,,22.714001,0.341862,0.341862,0.32,93.605,93.605,85.224968,
06/30/1998,37.948002,32.938999,,,,,0.0,0.0,5.009,0.0,-10.842,0.948,0.0,7.962,0.0,,1.932,27.106001,-8.307,8.819,0.0,-0.512,18.799001,0.0,,0.0,,,18.799001,,17.726999,-1.181,,16.545999,16.545999,,61.578,0.27,0.27,0.27,63.418,0.265,0.265,0.265,,,,,,,,,,,23.552,,23.552,,,,,,,23.552,0.371377,0.371377,0.325,87.512101,87.512101,85.45346,
09/30/1998,42.166,35.557999,,,,,0.0,0.0,6.608,0.0,-12.32,1.466,0.0,8.366,0.0,,2.488,29.846,-4.061,10.291,0.0,-6.23,25.785,0.0,,0.0,,,25.785,,24.896,-2.06,,22.836,22.836,,61.93,0.37,0.37,0.37,67.737998,0.36,0.36,0.36,,,,,,,,,,,24.306999,,24.306999,,,,,,,24.306999,0.358838,0.358838,0.33,91.963386,91.963386,84.09923,
12/31/1998,45.101002,38.452999,,,,,0.0,0.0,6.648,0.0,-12.889,2.639,0.0,8.773,0.0,,1.477,32.212001,-2.715,10.026,0.0,-7.311,29.497001,0.0,,0.0,,,29.497001,,27.066,-4.11,,22.956,22.956,,61.970001,0.37,0.37,0.37,67.718002,0.365,0.365,0.365,,,,,,,,,,,25.681999,,25.681999,,,,,,,25.681999,0.379249,0.379249,0.335,88.33242,88.33242,80.803681,
03/31/1999,49.620998,43.603001,,,,,,,,6.018,-16.442,3.751,,10.176,,,2.515,33.179,-12.36,12.36,,,20.819,,,,,,,,19.378,-4.109,,15.269,15.269,,62.042,0.245,0.245,0.245,62.237999,0.245,0.245,0.245,,,,,,,,,,,24.990999,,24.990999,,,,,,,24.990999,0.401539,0.401539,0.34,84.674165,84.674165,84.466408,
06/30/1999,51.812,45.454,,,,,0.0,0.0,0.0,6.358,-17.361,4.007,0.0,10.888,0.0,,2.466,34.451,-13.231,13.383,0.0,-0.152,21.22,0.0,,0.0,,,21.22,,19.676,-4.11,,15.566,15.566,,63.36,0.245,0.245,0.245,63.582,0.245,0.245,0.245,,,,,,,,,,,51.062,,51.062,,,,,,,51.062,0.803089,0.803089,0.345,42.959128,42.959128,84.636324,
09/30/1999,52.217999,45.582001,,,,,,,,6.636,-17.59,4.136,,10.995,,,2.459,34.628,-3.602,13.753,,-10.151,31.026,,,,,,,,30.173,-4.109,,26.064,26.064,,64.089996,0.405,0.405,0.405,70.912003,0.4,0.4,0.4,,,,,,,,,,,26.546,,26.546,,,,,,,26.546,0.374351,0.374351,0.35,93.495069,93.495069,247.302807,
12/31/1999,71.140625,64.931,,,,,0.0,0.0,6.211,0.0,-24.301,6.056,0.0,15.801,0.0,,2.444,46.841,-18.205,18.205,0.0,0.0,28.636,0.0,,0.0,,,28.636,,26.997999,-5.447,,21.550999,21.550999,,88.585999,0.245,0.245,0.245,88.627998,0.245,0.245,0.245,,,,,,,,,,,36.911999,,36.911999,,,,,,,36.911999,0.416482,0.416482,0.355,85.237699,85.237699,84.899221,
03/31/2000,78.53,72.94,,,,,,,,5.59,-27.364,6.699,3.519,17.146,,,,51.166,-20.321,21.214,,-0.893,30.845,,,,,,,,29.432,-6.225,,23.207,23.207,,102.57,0.225,0.225,0.225,102.6,0.225,0.225,0.225,,,,,,,,,,,39.947,,39.947,,,,,,,39.947,0.389347,0.389347,0.36,92.462513,92.462513,92.467519,
06/30/2000,84.092003,78.259003,,,,,0.0,0.0,5.833,0.0,-27.42,6.753,3.22,17.447001,0.0,,0.0,56.672001,-18.506,21.535,0.0,-3.029,38.166001,0.0,,0.0,,,38.166001,,36.501999,-6.225,,30.276999,30.276999,,102.138,0.295,0.295,0.295,102.185997,0.295,0.295,0.295,,,,,,,,,,,43.351002,,43.351002,,,,,,,43.351002,0.424236,0.424236,0.365,86.036974,86.036974,85.995703,
09/30/2000,83.688004,78.084,,,,,0.0,0.0,5.604,0.0,-29.932001,7.201,3.27,17.461,0.0,,2.0,52.348999,-21.586999,22.007999,0.0,-0.421,30.762,0.0,,-0.065,,,30.827,,30.908001,-6.225,,24.683001,24.683001,,101.924004,0.245,0.245,0.245,102.054001,0.24,0.24,0.24,,,,,,,,,,,42.250999,,42.250999,,,,,,,42.250999,0.414006,0.414006,0.37,89.370622,89.370622,89.257064,
12/31/2000,83.178001,77.227997,,,,,0.0,0.0,5.95,0.0,-30.877999,7.085,3.257,20.535999,0.0,,0.0,52.299999,-14.368,21.99,0.0,-7.622,37.932,0.0,,0.0,,,37.932,,36.605999,-6.225,,30.380999,30.380999,,101.0,0.295,0.295,0.295,102.0,0.3,0.3,0.3,,,,,,,,,,,43.799,,43.799,,,,,,,43.799,0.429402,0.429402,0.375,87.330761,87.330761,87.196059,
03/31/2001,76.59,71.271,,,,,,,,5.319,-29.018,7.201,3.256,18.561,,,,47.572,-20.996,20.996,,,26.576,,,-0.785,,,,,26.024,-6.225,,19.799,19.799,,101.926,0.195,0.195,0.195,102.386,0.195,0.195,0.195,,,,,,,,,,,39.418,,39.418,,,,,,,39.418,0.384994,0.384994,0.38,98.702826,98.702826,98.282511,
06/30/2001,83.414,78.066,,,,,,,,5.348,-27.932,7.193,3.509,17.23,,,,55.482,-20.123,19.553,,0.57,35.359,,,-1.139,,,,,34.9,-6.225,,28.675,28.675,,106.324,0.27,0.27,0.27,106.778,0.27,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,0.385,,,,
09/30/2001,83.385,77.952,,,,,,,,5.433,-28.078,7.386,3.221,17.471,,,,55.307,-24.061,18.871,,5.19,31.246,,,5.484,,,,,24.073,-6.225,,17.848,17.848,,110.72,0.16,0.16,0.16,111.248,0.16,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,
12/31/2001,85.508003,79.754997,,,,,0.0,0.0,5.753,0.0,-29.235999,7.947,3.253,18.035999,0.0,,0.0,56.271999,-18.132,19.069,0.0,-0.937,38.139999,0.0,,0.0,,,38.139999,,36.168999,-6.225,,29.943999,29.943999,,111.919998,0.27,0.27,0.27,112.206002,0.265,0.265,0.265,,,,,,,,,,,53.761002,,53.761002,,,,,,,53.761002,0.479128,0.479128,0.395,82.441489,82.441489,82.172944,
03/31/2002,79.704,74.195,,,,,0.0,0.0,0.0,5.509,-28.985,7.288,4.145,17.552,0.0,,0.0,50.719,-17.469,17.469,0.0,0.0,33.25,0.0,,0.842,,,32.408,,30.409,-6.225,,24.184,24.184,,113.474,0.215,0.215,0.215,114.05,0.21,0.21,0.21,,,,,,,,,,,43.911,,43.911,,,,,,,43.911,0.385015,0.385015,0.4,103.891963,103.891963,103.367266,
06/30/2002,87.609,82.554,,,,,,,,5.055,-29.83,7.23,4.393,18.207,,,,57.779,-18.219,18.219,,,39.56,,,-3.025,,,,,40.355,-6.225,,34.13,34.13,,114.638,0.3,0.275,0.275,115.252,0.295,0.27,0.27,,,,,,,,,,,52.149,,52.149,,,,,,,52.149,0.452478,0.452478,0.405,89.507105,89.507105,89.030259,
09/30/2002,89.427,84.09,,,,,,,,5.337,-31.302,8.337,4.102,18.863,,,,58.125,-20.367,20.367,,,37.758,,,-1.533,,,,,37.242,-6.225,,31.017,31.017,,116.408,0.265,0.25,0.25,116.832,0.265,0.25,0.25,,,,,,,,,,,-95.913102,,-95.913102,,,,,,,-95.913102,-0.820949,-0.820949,0.41,,,,
12/31/2002,94.853996,84.571999,,,,,0.0,0.0,10.282,0.0,-34.111,8.705,6.093,19.313,0.0,,0.0,60.742998,-20.881,21.719,-0.838,0.0,39.861998,0.0,,8.37,,,31.491998,,29.374001,-6.225,,23.149001,23.149001,,117.466004,0.195,0.265,0.265,119.484002,0.195,0.265,0.265,,,,,,,,,,,53.761002,,53.761002,,,,,,,53.761002,0.449943,0.449943,0.415,92.233885,92.233885,91.090194,
03/31/2003,75.765,75.765,,,,,,,,,-30.883,7.32,5.242,18.321,,,,44.882,-11.399,21.541,-0.142,-10.0,33.483,,,3.824,,,,,27.664,-6.225,,21.439,21.439,,238.316,0.09,0.105,0.105,240.088,0.09,0.105,0.105,,,,,,,,,,,49.006,,49.006,,,,,,,49.006,0.204117,0.204117,0.2075,101.657471,101.657471,100.907175,
06/30/2003,92.417,82.724,,,,,,,,9.693,-31.467,7.415,5.662,18.39,,,,60.95,-22.411,22.411,,,38.539,,,-0.639,,,,,36.914,-4.848,,43.837,43.837,,242.912,0.085,0.08,0.08,244.872,0.085,0.08,0.08,,,,,,,,,,,44.088,,44.088,,,,,,,44.088,0.180045,0.180045,0.2075,115.248911,115.248911,114.326438,
09/30/2003,96.574,82.282,,,,,,,,14.292,-31.508,7.763,5.516,18.229,,,,65.066,-21.543,21.833,-0.29,,43.523,,,-8.124,,,,,49.609,-4.147,,52.244,52.244,,252.616,0.155,0.12,0.12,255.724,0.15,0.12,0.12,,,,,,,,,,,-93.094,,-93.094,,,,,,,-93.094,-0.364041,-0.364041,0.2075,,,,
12/31/2003,107.76,93.177,,,,,,,,14.583,-41.18,11.961,8.311,20.908,,,,66.58,-23.044,23.389,-2.435,2.09,43.536,,,-4.316,,,,,44.398,-2.963,,41.435,41.435,,129.224,0.32,0.32,0.285,131.02,0.315,0.315,0.285,,,,,,,,,,,64.463997,,64.463997,,,,,,,64.463997,0.492016,0.492016,0.2075,42.173386,42.173386,41.59528,
03/31/2004,87.701,87.701,,,,,,,,,-36.935,9.049,7.302,20.584,,,,50.766,-11.63,22.021,-1.237,-9.154,39.136,,,-10.564,,,,,46.835,-5.283,,41.552,41.552,,130.739,0.32,0.24,0.24,132.7,0.31,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,0.4175,,,,
06/30/2004,107.186,95.35,,,,,,,,11.836,-39.662,10.192,8.394,21.076,,,,67.524,-21.834,20.618,,1.216,45.69,,,0.817,,,,,41.584,-5.282,,36.302,36.302,,131.653,0.28,0.28,0.28,132.856,0.27,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,0.4175,,,,
09/30/2004,111.685,100.304,,,,,,,,11.381,-43.126,10.581,9.657,22.888,,,,68.559,-29.372,23.233,0.459,5.68,39.187,,,1.751,,,,,34.49,-5.282,,29.208,29.208,,132.182,0.22,0.23,0.23,133.584,0.22,0.23,0.23,,,,,,,,,,,,,,,,,,,,,,,0.4175,,,,
12/31/2004,102.518,97.979,,,,,0.0,0.0,6.078002,4.539,-44.578,12.662,11.368,20.548,0.0,,0.0,57.94,-15.568,21.689,-0.53,-5.591,42.372,0.0,,-6.863,,,49.235,,46.131,-5.283,,40.848,40.848,,132.84,0.31,0.26,0.26,134.308,0.3,0.26,0.26,,,,,,,,,,,62.794,,62.794,,,,,,,62.794,0.467537,0.467537,0.416,88.976858,88.976858,88.322419,
03/31/2005,107.036,101.857,,,,,0.0,0.0,0.0,5.179,-44.084,13.301,7.319,23.464,0.0,,0.0,62.952,-23.027,23.238,-0.211,0.0,39.925,0.0,,-6.68,,,46.605,,43.458,-5.283,,38.175,38.175,,133.492,0.29,0.24,0.24,134.529,0.28,0.23,0.23,,,,,,,,,,,61.034,,61.034,,,,,,,61.034,0.453687,0.453687,0.42,92.574925,92.574925,91.861323,
06/30/2005,116.237,110.137,,,,,0.0,0.0,0.0,6.1,-50.886,15.388,8.827,26.671,0.0,,0.0,65.351,-25.372,25.372,0.0,0.0,39.979,0.0,,-6.099,,,46.078,,43.047,-5.283,,37.764,37.764,,134.445,0.28,0.24,0.24,135.214,0.28,0.23,0.23,,,,,,,,,,,5.38,,5.38,,,,,,,5.38,0.039789,0.039789,0.42,1055.573978,1055.573978,1049.570632,
09/30/2005,119.755,111.948,,,,,0.0,0.0,0.0,7.807,-47.364,13.373,7.301,26.69,0.0,,0.0,72.391,-28.793,28.262,0.531,0.0,43.598,0.0,,-4.858,,,48.456,,45.041,-5.282,,39.759,39.759,,135.225,0.29,0.26,0.26,136.135,0.29,0.26,0.26,,,,,,,,,,,68.767,,68.767,,,,,,,68.767,0.505138,0.505138,0.42,83.145549,83.145549,82.58976,
12/31/2005,79.882,72.862,,,,,0.0,3.184,0.0,3.836,-43.713,17.254,8.422,18.037,0.0,,0.0,36.169,-31.132,30.329,0.803,0.0,5.037,0.0,,-39.831,,,44.868,,41.511,-5.282,,36.229,36.229,,135.536,0.27,0.17,0.17,136.366,0.27,0.17,0.17,,,,,,,,,,,68.177,,68.177,,,,,,,68.177,0.499956,0.499956,0.42,84.007393,84.007393,115.964269,
03/31/2006,120.884,106.137,,,,,0.0,1.054,0.0,13.693,-53.327,17.445,8.49,27.392,0.0,,0.0,67.557,-28.232,32.054,-3.822,0.0,39.325,0.0,52.605,-22.34,,,61.665,3.777,57.888,-5.283,-1.849,52.605,52.605,,136.04,0.39,0.22,0.22,136.856,0.38,0.22,0.22,,27.392,,3.464,,-3.822,-8.591,,,-1.859,72.966,,72.966,-2.604,,,,1.261,-4.485,65.289,0.509931,0.456279,0.425,83.34464,93.14471,79.238275,
06/30/2006,116.232,109.894,,,,,0.0,0.943,0.0,5.395,-54.514,19.143,8.396,26.975,0.0,,0.0,61.718,-30.771,33.485,-2.714,0.0,30.947,0.0,36.284,-14.79,,,45.737,4.17,41.567,-5.283,4.473,36.284,36.284,,136.484,0.27,0.16,0.16,137.192,0.26,0.16,0.16,,25.077,,7.104,,-2.714,-2.282,,,-2.901,64.738,,64.738,-2.394,,,,1.79,-5.057,63.55,0.451907,0.443615,0.425,94.045808,95.803895,89.600698,
09/30/2006,119.815,112.234,,,,,0.0,0.678,0.0,6.903,-55.942,19.902,8.261,27.779,0.0,,0.0,63.873,-35.683,36.727,-1.044,0.0,28.19,0.0,,-52.139,,,80.329,,76.818,-5.282,0.547,71.536,71.536,,136.682,0.52,0.14,0.14,137.578,0.52,0.14,0.14,,,,,,,,,,,,,,-2.786,,,,1.724,-0.86591,,,,0.425,,,,
12/31/2006,177.96,187.723,,,,,0.0,1.22,15.008,-25.991,-104.849,32.031,22.048,50.77,0.0,,0.0,73.111,-77.613,109.603,-0.751,-31.239,-4.502,0.0,235.992,-249.123,,,244.621,3.347,241.274,-5.282,12.496,235.992,235.992,,183.736,1.28,-0.04,-0.02,183.736,1.28,-0.04,-0.02,,53.184,,5.06,,-0.751,-228.682,,,-2.521,65.629,,65.629,-13.287,,,,11.381,6.929,83.148,0.354219,0.448774,0.425,119.982249,94.702398,109.359353,
03/31/2007,213.644,207.406,,,,,0.0,6.238,,0.0,-120.648,42.218,20.107,58.323,0.0,,0.0,92.996,-63.064,78.744,-1.214,-14.466,29.932,-0.467,140.005,-121.058,,,150.523,5.235,145.288,-5.283,8.048,140.005,140.005,,204.0,0.69,0.09,0.09,205.909,0.68,0.09,0.09,,58.323,,6.05,,-1.214,-104.045,,,-1.916,102.438,,102.438,-9.251,,,,4.194,-8.091,97.338,0.483707,0.459625,0.445,91.997857,96.818062,88.619458,
06/30/2007,206.846,202.626,,,,,0.0,4.22,,0.0,-111.168,37.212,17.29,56.666,0.0,,0.0,95.678,-42.808,72.973,-1.302,-28.863,52.87,0.395,66.001,-24.758,,,78.023,6.739,71.284,-5.283,-1.14522,66.001,66.001,,205.755,0.32,0.2,0.2,207.024,0.32,0.2,0.2,,55.488,,7.715,,-1.302,-12.212,,,-2.024,120.405,,120.405,-14.071,,,,3.619,-6.396,102.41178,0.561412,0.477515,0.445,79.264366,93.190705,76.044163,
09/30/2007,243.579,241.977,,,,,0.0,1.602,0.0,0.0,-136.831,49.914,16.499,70.418,0.0,,0.0,106.748,-80.927,103.707,-1.242,-21.538,25.821,0.318,316.866,-302.027,,,328.166,6.018,322.148,-5.282,10.205,316.866,316.866,,206.186,1.54,0.07,0.07,207.07,1.53,0.07,0.07,,81.604,,-7.3,,-1.242,-286.153,,,-0.786,109.007,,109.007,-20.59,,,,11.585,-12.933,97.274,0.511962,0.456857,0.445,86.920473,97.404651,84.171448,
12/31/2007,254.281,237.947,,,,,0.0,1.519,14.815,0.0,-64.845,50.041,14.804,75.414,0.0,,0.0,114.022,-78.303,101.045,-1.887,-20.855,35.719,-2.465,45.013,-23.235,,,56.489,6.364,50.295,-5.282,3.081,45.013,45.013,,215.645,0.21,0.1,0.1,216.917,0.1,0.1,0.1,,75.414,,3.885,,-1.887,-11.315,,,-0.233,117.241,,117.241,-11.729,,,,15.187,-23.067,100.713,0.516448,0.443642,0.445,86.165446,100.306048,81.850227,
03/31/2008,244.793,243.326,0.0,,0.0,,0.0,1.467,0.0,0.0,-68.666,48.221,20.445,77.632,,0.0,0.0,98.495,-59.653,96.263,-1.288,-35.322,38.842,-2.241,44.579,0.0,,0.0,56.128,5.716,49.862,-5.283,18.423,44.579,44.579,0.0,216.773,0.21,0.12,0.12,217.391,0.21,0.12,0.12,,77.632,,4.726,,-1.288,-10.138,,,0.256,121.483,,121.483,-10.968,,,,5.529,-18.395,116.072,0.53538,0.511533,0.455,84.986418,88.948282,81.189726,
06/30/2008,248.775,247.318,,,,,,1.457,,,-65.184,46.452,18.732,77.861,,,,105.73,-55.06,85.446,-1.221,-29.165,50.67,-1.274,226.15,-188.684,,,238.08,7.197,231.173,-5.283,4.326,225.89,225.89,,235.117,0.96,0.16,0.16,236.099,0.96,0.16,0.16,,77.861,,1.827,,-1.221,-190.505,,,-2.317,118.992,10.856,129.848,-10.882,,,,3.802,-14.762,112.332,0.553881,0.479165,0.455,82.1476,94.956927,89.90372,
