Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
02/28/1990,-31.844999,13.344,0.905,27.054001,,,27.054001,-73.148003,,,-73.148003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1990,-2.323,15.132,1.278,1.255,,,1.255,-19.988001,,,-19.988001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1990,-79.07,8.293,0.789,22.688,,,22.688,-110.839996,,,-110.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1990,69.922997,3.174,0.887,24.566,,,24.566,41.296001,,,41.296001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.922997,,,
02/28/1991,22.028,2.612,0.856,11.05,,,11.05,7.51,,,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1991,22.506001,3.77,0.799,-8.03,,,-8.03,25.966999,,,25.966999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1991,32.685001,6.888,0.795,9.439,,,9.439,15.563,,,15.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1991,103.392998,13.25,0.831,17.018,,,17.018,72.293999,,,72.293999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.392998,,,
02/29/1992,-13.439,3.407,0.809,10.382,,,10.382,-28.037001,,,-28.037001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1992,-51.698002,3.969,0.826,8.805,,,8.805,-65.297997,,,-65.297997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1992,13.752,5.891,0.905,23.284,,,23.284,-16.327999,,,-16.327999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1992,27.115,14.931,0.909,-0.376,,,-0.376,11.651,,,11.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.115,,,
02/28/1993,-22.049999,4.369,0.615,-4.997,,,-4.997,-22.037001,,,-22.037001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1993,-12.935,9.103,0.655,11.798,,,11.798,-34.491001,,,-34.491001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1993,28.596001,11.456,0.658,-1.893,,,-1.893,18.375,,,18.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1993,63.317001,14.993,0.689,-25.924999,,,-25.924999,73.559998,,,73.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.317001,,,
02/28/1994,-21.202,8.854,0.705,-4.186,,,-4.186,-26.575001,,,-26.575001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1994,-30.431,11.247,0.841,7.107,,,7.107,-49.625999,,,-49.625999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1994,-31.74,10.784,0.886,6.849,,,6.849,-50.258999,,,-50.258999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1994,-27.707001,15.665,0.976,1.657,,,1.657,-46.005001,,,-46.005001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.707001,,,
02/28/1995,-72.052002,0.435,1.372,0.302,,,0.302,-74.161003,,,-74.161003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/1995,-19.030001,3.841,0.236,-22.504,,,-22.504,71.884003,,,71.884003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1995,-85.241997,6.863,2.985,2.507,,,2.507,-97.597,,,-97.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1995,49.785,17.92,3.053,-1.087,,,-1.087,29.899,,,29.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.785,,,
02/29/1996,22.421,4.086,1.801,-1.563,,,-1.563,18.097,,,18.097,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,
05/31/1996,122.169998,-98.482002,2.989,139.057007,,,139.057007,78.606003,,,78.606003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/1996,60.165001,13.267,2.995,3.821,,,3.821,40.082001,,,40.082001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/1996,126.028,19.885,3.034,-7.631,,,-7.631,110.74,,,110.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.028,,,
02/28/1997,11.768,4.444,2.934,-7.917,,,-7.917,12.307,,,12.307,,2.673,0.0,0.0,,,0.0,,,2.036,2.127,-0.091,,,,,0.637,-13.144,-2.911,-10.086,,,,0.0,0.0,0.0,-0.147,,1.297,,,
05/31/1997,-18.132,10.705,2.949,-0.33,,,-0.33,-31.455999,,,-31.455999,,-0.148,0.0,0.0,,,0.0,,,1.343,2.357,-1.014,,,,,-1.491,24.989,-2.913,28.132,,,,0.0,0.0,0.0,-0.23,,6.709,,,
08/31/1997,-46.342999,15.163,2.906,-6.309,,,-6.309,-58.103001,,,-58.103001,,4.352,0.0,0.0,,,0.0,,,4.217,4.217,,,,,,0.135,34.999002,-2.921,37.425002,,,,0.0,0.0,0.0,0.495,,-6.992,,,
11/30/1997,23.663,27.917999,3.071,8.324,,,8.324,-15.65,,,-15.65,,-0.721,0.0,0.0,,,0.0,,,2.556,2.556,,,,,,-3.277,34.505005,-2.923,37.033005,,,,0.0,0.0,0.0,0.395,,57.446999,,,
02/28/1998,18.700001,8.098,3.217,-5.507,,,-5.507,12.892,,,12.892,,0.001,0.0,0.0,,,0.0,,,2.152,2.152,0.0,,,,,-2.151,-45.732001,-2.941,-42.695001,,,,0.0,0.0,0.0,-0.096,,-27.031,0.379,0.448,
05/31/1998,-50.691002,17.222,4.024,-0.084,,,-0.084,-71.852997,,,-71.852997,,-149.136993,0.0,0.0,,,0.0,,,5.836,5.836,0.0,,,,,-154.972993,176.302994,-2.946,179.447994,,,,0.0,0.0,0.0,-0.199,,-23.525,9.478,21.016001,
08/31/1998,-16.843,28.098,4.083,3.018,,,3.018,-52.042,,,-52.042,,-13.213,0.0,0.0,,,0.0,,,3.959,3.959,0.0,,,,,-17.172,22.195005,-2.992,-155.317001,,,,183.057007,183.057007,0.0,-2.553,,-7.861,21.167999,-1.557,
