Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
04/01/1990,-124.128998,10.014,47.921001,-78.557999,,,-78.557999,-103.505997,,,,-103.505997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1990,265.747986,16.084999,51.826,135.503998,,,135.503998,62.333,,,,62.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,-25.160999,18.239,55.805,-14.812,,,-14.812,-84.392998,,,,-84.392998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,143.987,6.757,54.511002,-28.919001,,,-28.919001,111.638,,,,111.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,-91.834999,4.096,52.998001,-169.115005,,,-169.115005,20.186001,,,,20.186001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,4.761,7.267,51.410999,-37.629002,,,-37.629002,-16.288,,,,-16.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/1991,1.359,9.757,49.410999,9.415,,,9.415,-67.223999,,,,-67.223999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,184.013,31.910999,48.504002,3.178,,,3.178,100.419998,,,,100.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/1992,-64.099998,-230.699997,49.799999,137.100006,,,137.100006,-20.299999,,,,-20.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/1992,-16.833,12.153,51.021999,-75.223,,,-75.223,-4.785,,,,-4.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/1992,51.432999,9.9,52.577999,64.169998,,,64.169998,-75.214996,,,,-75.214996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,154.100006,-124.953003,50.700001,217.453003,,,217.453003,10.9,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/1993,-86.199997,-15.3,50.599998,-85.800003,,,-85.800003,-35.700001,,,,-35.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1993,-7.6,19.5,51.799999,-26.9,,,-26.9,-52.0,,,,-52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,12.1,19.5,48.700001,-31.200001,,,-31.200001,-24.9,,,,-24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,217.800003,42.299999,49.400002,46.900002,,,46.900002,79.199997,,,,79.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/1994,-76.599998,14.6,51.0,-81.900002,,,-81.900002,-60.299999,,,,-60.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1994,99.300003,23.0,51.900002,-50.799999,,,-50.799999,75.199997,,,,75.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/1994,88.900002,29.299999,52.099998,71.599998,,,71.599998,-64.099998,,,,-64.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,298.100006,60.5,40.400002,141.300003,,,141.300003,55.900002,,,,55.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/1995,-17.6,25.700001,55.900002,-89.099998,,,-89.099998,-10.1,,,,-10.1,,,-36.299999,,,,-36.299999,,,,,,,,,,36.299999,,,,,,,,,,,,,
07/02/1995,-1.6,34.799999,55.700001,-26.1,,,-26.1,-66.0,,,,-66.0,,,-42.700001,,,,-42.700001,,,,,,,,,,42.700001,,,,,,,,,,,,,
10/01/1995,66.800003,43.5,55.599998,67.800003,,,67.800003,-100.099998,,,,-100.099998,,,-43.700001,,,,-43.700001,,,,,,,,,,43.700001,,,,,,,,,,,,,
12/31/1995,256.799988,120.0,39.5,-63.099998,,,-63.099998,160.399994,,,,160.399994,,,-80.400002,,,,-80.400002,,,,,,,,,,80.400002,,,,,,,,,,,,,
03/31/1996,-68.0,38.0,52.900002,-168.399994,,,-168.399994,9.5,,,,9.5,,,-40.5,,,,-40.5,,,,,,,,,,40.5,,,,,,,,,,,,,
06/30/1996,124.199997,45.299999,52.400002,1.4,,,1.4,25.1,,,,25.1,,,-42.400002,,,,-42.400002,,,,,,,,,,42.400002,,,,,,,,,,,,,
09/30/1996,62.299999,55.700001,54.0,-11.8,,,-11.8,-35.599998,,,,-35.599998,,,-40.0,,,,-40.0,,,,,,,,,,40.0,,,,,,,,,,,,,
12/31/1996,314.5,90.599998,55.299999,91.5,,,91.5,77.099998,,,,77.099998,,,-73.400002,,,,-73.400002,,,,,,,,,,73.400002,,,,,,,,,,,,,
03/30/1997,-130.699997,26.299999,54.700001,-104.199997,,,-104.199997,-107.5,,,,-107.5,,-37.0,-37.600001,2.6,,,-40.200001,,,0.0,0.0,0.0,,,,,0.600001,145.499995,-11.3,159.799995,,,,1.1,1.1,0.0,-4.1,,-22.200001,
06/29/1997,-47.200001,45.5,55.799999,-34.900002,,,-34.900002,-113.599998,,,,-113.599998,,-33.0,-43.199999,1.6,,,-44.799999,,,0.0,0.0,0.0,,,,,10.199999,86.9,-11.4,96.5,,,,1.8,1.8,0.0,0.0,,6.7,
09/28/1997,7.9,58.400002,52.599998,136.5,,,136.5,-239.600006,,,,-239.600006,,-36.599998,-47.200001,0.0,,,-47.200001,,,0.0,0.0,0.0,,,,,10.600002,89.700001,-11.4,96.700001,,,,6.4,6.4,0.0,-2.0,,61.0,
12/31/1997,311.200012,97.0,51.099998,60.900002,,,60.900002,102.199997,,,,102.199997,,-56.200001,-61.700002,9.2,,,-70.900002,,,0.0,0.0,0.0,,,,,5.500001,-195.50001,-11.3,-188.10001,,,,0.8,0.8,0.0,3.1,,59.5,
03/29/1998,13.8,-971.400024,38.799999,877.200012,,,877.200012,69.199997,,,,69.199997,,-28.1,-28.900001,3.3,,,-32.200001,,,0.0,0.0,0.0,,,,,0.8,-133.699995,-11.5,-56.799995,,,,-63.7,11.8,-75.5,-1.7,,-148.0,
06/28/1998,-7.7,58.400002,37.799999,-110.099998,,,-110.099998,6.2,,,,6.2,,262.899994,-27.0,0.6,,,-27.6,,,0.0,0.0,0.0,,,,,289.899994,-149.900026,-11.2,-21.100024,,,,-117.400002,3.5,-120.900002,-0.2,,105.300003,
09/27/1998,55.400002,66.599998,40.700001,-4.0,,,-4.0,-47.900002,,,,-47.900002,,181.300003,-17.399999,15.2,,,-32.599998,,,0.0,0.0,0.0,,,,,198.700002,-297.499999,-10.6,-19.000001,,,,-220.999997,2.7,-223.699997,-46.900002,,-60.799999,
12/31/1998,304.799988,91.599998,37.900002,183.300003,,,183.300003,-8.0,,,,-8.0,,115.300003,-52.299999,1.3,,,-53.599998,,,0.0,0.0,0.0,,,,,167.600002,-475.500001,-10.5,-436.0,,,,-30.900001,13.3,-44.200001,1.9,,-55.400002,
04/04/1999,-4.8,39.2,40.9,-78.3,,,-78.3,-6.6,15.6,-78.1,55.9,0.0,,-16.2,-17.1,12.9,,,-30.0,,,0.0,0.0,0.0,,,,,0.9,63.3,-10.4,105.5,,,,-28.3,3.8,-32.1,-3.5,,42.3,
07/04/1999,-43.9,70.7,39.7,-2.5,,,-2.5,-151.8,-41.7,-110.6,0.5,0.0,,-4.5,-31.8,6.1,,,-37.9,,,0.0,0.0,0.0,,,,,27.3,52.9,-10.5,69.8,,,,-6.9,2.7,-9.6,0.5,,4.5,
10/03/1999,66.4,75.3,37.1,55.5,,,55.5,-101.5,-70.4,20.0,-25.0,-26.1,,-22.2,-22.0,,,,-22.0,,,0.0,0.0,0.0,,,,,-0.2,-78.7,0.0,-101.4,,,,20.1,20.5,-0.4,2.6,,-34.5,
12/31/1999,362.6,115.1,42.3,136.0,,-5.8,141.8,69.2,23.9,110.7,-65.4,0.0,,-49.5,-45.8,13.9,,,-59.7,,,0.0,0.0,0.0,,,,,-3.7,-308.3,-10.5,-297.4,,,,1.6,1.6,0.0,-2.0,,4.8,
04/02/2000,-18.5,60.200001,42.299999,-119.900002,,,-119.900002,-1.1,,,,-1.1,,-42.200001,-65.499998,1.1,,,-66.599998,,,0.0,0.0,0.0,,,,,23.299998,44.400005,-10.2,140.800006,,,,-85.500001,5.9,-91.400002,-0.7,,-16.299999,
07/02/2000,100.199997,83.0,41.099998,30.4,,,30.4,-54.299999,,,,-54.299999,,-42.700001,-36.200001,2.2,,,-38.400002,,,0.0,0.0,0.0,,,,,-6.499999,-60.699999,-10.1,13.6,,,,-59.599998,1.0,-60.599998,-4.6,,-3.2,
10/01/2000,12.6,86.300003,39.900002,-5.3,,,-5.3,-108.300003,,,,-108.300003,,-44.099998,-44.700001,0.0,,,-44.700001,,,0.0,0.0,0.0,,,,,0.600002,41.899995,-10.0,91.399997,,,,-37.600002,2.3,-39.900002,-1.9,,10.4,
12/31/2000,255.600006,52.5,40.099998,108.699997,,,108.699997,54.299999,,,,54.299999,,-73.199997,-49.0,1.5,,,-50.5,,,0.0,0.0,0.0,,,,,-24.199997,-185.60001,-9.6,-234.000006,,,,110.799995,188.699997,-77.900002,-52.799999,,-3.2,
04/01/2001,-74.099998,33.099998,43.299999,-127.599998,,,-127.599998,-22.9,,,,-22.9,,-38.599998,-38.599999,0.2,,,-38.799999,,,0.0,0.0,0.0,,,,,0.0,127.000002,-9.8,112.900002,,,,22.6,22.6,0.0,1.3,,14.3,
