Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,938.122009,152.618996,92.740997,59.877998,306.286987,,0.0,0.0,0.0,0.0,0.0,195.906006,,,654.812012,40.712002,122.217003,-81.504997,23.274,,,219.324005,14.612,,,,204.712005,283.310007,,93.192001,93.192001,,,,0.0,,,,,,525.558975,,,525.558975,618.750977,0.0,,,,,18.409,,,18.409,18.409,637.159977,0.0,55.222,,,0.0,,245.740005,300.962006,0.0,300.962006,938.121983,
12/31/2000,1062.298,159.849,99.904,59.945,405.164,,0.0,0.0,0.0,0.0,0.0,212.709,,,777.722,40.036,120.361,-80.325,23.306,,,221.234,15.931,,,,205.303,284.576,,98.467,98.467,,,,0.0,,,,,,630.284,,,630.284,728.751,0.0,,,,,19.175,,,19.175,19.175,747.926,0.0,79.497,,,0.0,,234.875,314.372,0.0,314.372,1062.298,
03/31/2001,1026.395,169.484,95.972,73.512,354.441,,0.0,0.0,0.0,0.0,0.0,208.508,,,732.433,40.957,124.579,-83.622,0.0,,,253.005,17.186,,,,235.819,293.962,,98.563,98.563,,,,0.0,,,,,,579.828,,,579.828,678.391,0.0,,,,,24.917,,,24.917,24.917,703.308,0.0,80.652,,,0.0,243.811,-1.376,323.087,0.0,323.087,1026.395,
06/30/2001,1215.239,150.229,100.93,49.299,499.039,,0.0,0.0,0.0,0.0,0.0,232.548,,,881.816,43.524,133.935,-90.411,22.908,,,266.991,22.609,,,,244.382,333.423,,137.727,137.727,,,,0.0,,,,,,716.428,,,716.428,854.155,0.0,,,,,27.293,,,27.293,27.293,881.448,0.0,108.691,,,0.0,230.772,-5.672,333.791,0.0,333.791,1215.239,
09/30/2001,1165.91,191.443,124.238,67.205,402.756,,0.0,0.0,0.0,0.0,0.0,273.496,,,867.695,46.017,139.694,-93.677,0.0,,,252.198,22.867,,,,229.331,298.215,,758.28,758.28,,,,0.0,0.0,0.0,0.0,,,37.518,,,37.518,795.798,0.0,0.0,0.0,0.0,,26.948,,,26.948,26.948,822.746,0.0,87.673,,,0.0,261.92,-6.429,343.164,0.0,343.164,1165.91,
12/31/2001,2145.342,151.118,98.53,52.588,1117.238,,,,,,,294.651,,,1563.007,183.245,283.807,-100.562,210.292,,18.29,188.798,65.341,55.475,9.866,,123.457,582.335,,111.618,111.618,,,,41.704,,,,,,1484.634,,,1484.634,1637.956,96.698,,,,,39.075,,,39.075,135.773,1773.729,,93.879,,,0.0,283.796,-6.062,371.613,,371.613,2145.342,
03/31/2002,2172.612,156.643,103.197,53.446,1088.795,,0.0,0.0,0.0,0.0,0.0,331.553,,,1576.991,189.008,292.298,-103.29,16.579,,,390.034,72.845,59.9,12.945,,317.189,595.621,,1466.253,1466.253,,,,57.05,57.05,0.0,0.0,,,104.78,,,104.78,1628.083,99.683,99.683,0.0,0.0,,40.272,,,40.272,139.955,1768.038,0.0,120.084,,,0.0,304.623,-20.133,404.574,0.0,404.574,2172.612,
06/30/2002,2448.529,164.211,110.589,53.622,1255.45,,0.0,0.0,0.0,0.0,0.0,326.225,,,1745.886,241.225,355.362,-114.137,15.078,,,446.34,107.042,58.3,48.742,,339.298,702.643,,1648.745,1648.745,,,,77.237,77.237,0.0,0.0,,,61.253,,,61.253,1787.235,135.457,135.457,0.0,0.0,,43.069,,,43.069,178.526,1965.761,0.0,176.639,,,0.0,325.833,-19.704,482.768,0.0,482.768,2448.529,
09/30/2002,2350.57,192.383,128.644,63.739,1098.386,,0.0,0.0,0.0,0.0,0.0,399.909,,,1690.678,244.833,365.556,-120.723,0.0,,,415.059,109.053,57.2,51.853,,306.006,659.892,,1567.521,1567.521,,,,52.59,52.59,0.0,0.0,,,69.129,,,69.129,1689.24,129.153,129.153,0.0,0.0,,44.365,,,44.365,173.518,1862.758,0.0,167.047,,,0.0,335.947,-15.182,487.812,0.0,487.812,2350.57,
12/31/2002,2463.6,248.7,152.6,96.1,1183.7,,0.0,0.0,0.0,0.0,0.0,341.2,,,1773.6,251.0,367.3,-116.3,168.4,,,270.6,135.1,84.2,50.9,,135.5,690.0,,1488.2,1488.2,,,,47.8,47.8,0.0,0.0,,,213.6,,,213.6,1749.6,185.8,185.8,0.0,0.0,,0.0,,,0.0,185.8,1935.4,0.0,181.2,,,0.0,361.0,-14.0,528.2,0.0,528.2,2463.6,
03/31/2003,2492.398,261.8,165.1,96.7,1213.6,,0.0,0.0,0.0,0.0,0.0,329.1,,,1804.499,253.8,376.7,-122.9,142.2,,,291.9,153.4,98.5,54.9,,138.5,687.9,,1543.399,1543.399,,,,25.5,25.5,0.0,0.0,,,190.401,,,190.401,1759.3,127.5,127.5,0.0,0.0,,60.8,,,60.8,188.3,1947.6,0.0,213.4,,,0.0,356.7,-25.3,544.8,0.0,544.8,2492.4,
06/30/2003,2644.299,241.4,149.0,92.4,1318.1,,0.0,0.0,0.0,0.0,0.0,392.5,,,1951.999,248.6,,,147.7,,,296.0,155.5,100.6,54.9,,140.5,692.3,,1647.6,1647.6,,,,34.6,34.6,0.0,0.0,,,199.699,,,199.699,1881.899,126.7,126.7,0.0,0.0,,63.2,,,63.2,189.9,2071.799,0.0,219.1,,,0.0,376.6,-23.2,572.5,0.0,572.5,2644.299,
09/30/2003,2695.100098,260.5,178.199997,82.300003,1202.199951,,0.0,0.0,0.0,0.0,0.0,512.900024,,,1975.599976,265.700012,,,135.399994,,,318.399994,167.919998,112.800003,55.119995,,150.479996,719.5,,1641.300049,1641.300049,,,,25.200001,25.200001,0.0,0.0,,,241.299999,,,241.299999,1907.800049,125.900002,125.900002,0.0,0.0,,70.800003,,,70.800003,196.700005,2104.500053,0.0,202.199997,,,0.0,409.299988,-20.899994,590.599991,0.0,590.599991,2695.100044,
12/31/2003,2901.6,225.5,193.6,31.9,1286.4,1286.4,0.0,0.0,0.0,0.0,0.0,596.0,,,2107.9,266.2,408.3,-142.1,121.0,,,406.5,222.9,138.3,84.6,,183.6,793.7,,1743.5,1743.5,,,,30.9,30.9,0.0,0.0,,,286.9,,,286.9,2061.3,221.2,221.2,0.0,0.0,,0.0,,,0.0,221.2,2282.5,0.0,195.5,,,0.0,442.3,-18.7,619.1,0.0,619.1,2901.6,
03/31/2004,2873.0,237.6,211.5,26.1,1225.9,,,,,,,585.8,,,2049.3,263.1,,,116.1,,,444.5,253.4,151.0,102.4,,191.1,823.7,,,,,,,,,,,,,2004.5,,,2004.5,2004.5,121.3,,,,,99.2,,,99.2,220.5,2225.0,,212.7,,,0.0,458.6,-23.3,648.0,,648.0,2873.0,
06/30/2004,3218.2,285.8,258.3,27.5,1439.4,,,,,,,618.2,,,2343.4,272.8,,,128.0,,,474.0,269.3,157.4,111.9,,204.7,874.8,,,,,,,38.7,,,,,,2237.8,,,2237.8,2276.5,143.4,,,,,101.5,,,101.5,244.9,2521.4,,235.6,,,0.0,481.8,-20.6,696.8,,696.8,3218.2,
09/30/2004,3085.0,323.2,297.3,25.9,1246.4,1246.4,,,,,,612.2,,,2181.8,259.1,,,130.6,,,513.5,293.9,166.2,127.7,,219.6,903.2,,1753.2,1753.2,,,,41.4,,,,,,300.3,,,300.3,2094.9,141.7,,,,,105.5,,,105.5,247.2,2342.1,,247.7,,,0.0,513.1,-17.9,742.9,,742.9,3085.0,
12/31/2004,3233.3,250.6,224.6,26.0,1350.9,,0.0,0.0,0.0,0.0,0.0,621.7,,,2223.2,259.0,416.6,-157.6,132.4,,,618.7,374.2,219.0,155.2,,244.5,1010.1,,1838.9,1838.9,,,,41.4,41.4,0.0,0.0,,,327.2,,,327.2,2207.5,140.0,140.0,0.0,0.0,,124.8,,,124.8,264.8,2472.3,0.0,238.5,,,0.0,539.0,-16.5,761.0,0.0,761.0,3233.3,
03/31/2005,3227.699951,240.100002,212.300003,27.799999,1305.400024,,0.0,0.0,0.0,0.0,0.0,671.5,,,2217.0,252.199997,,,129.399994,,,629.099976,372.899994,209.699997,163.199997,,256.199982,1010.699966,,1827.400024,1827.400024,,,,42.900002,42.900002,0.0,0.0,,,411.399925,,,411.399925,2281.699951,138.300003,138.300003,0.0,0.0,,125.0,,,125.0,263.300003,2544.999954,0.0,266.100006,,,0.0,438.799988,-22.199982,682.700012,0.0,682.700012,3227.699966,
06/30/2005,3444.4,271.1,243.1,28.0,1514.2,1514.2,0.0,0.0,0.0,0.0,0.0,690.6,,,2475.9,188.1,,,108.6,,,671.8,400.3,224.1,176.2,,271.5,968.5,,2065.2,2065.2,,,,35.3,35.3,0.0,0.0,,,391.3,,,391.3,2491.8,81.7,81.7,0.0,0.0,,128.0,,,128.0,209.7,2701.5,0.0,300.7,,,0.0,464.2,-22.0,742.9,0.0,742.9,3444.4,
09/30/2005,3385.8,345.3,313.9,31.4,1328.6,1328.6,0.0,0.0,0.0,0.0,0.0,745.9,,,2419.8,183.6,,,89.9,,,692.5,407.3,237.1,170.2,,285.2,966.0,,1948.4,1948.4,,,,34.7,34.7,0.0,0.0,,,407.5,,,407.5,2390.6,80.7,80.7,0.0,0.0,,130.0,,,130.0,210.7,2601.3,0.0,316.9,,,0.0,488.1,-20.5,784.5,0.0,784.5,3385.8,
12/31/2005,3389.5,361.0,317.8,43.2,1396.8,,0.0,0.0,0.0,0.0,0.0,644.0,,,2401.8,185.1,363.8,-178.7,68.6,,,734.0,418.2,245.7,172.5,,315.8,987.7,,1917.4,1917.4,,,,5.3,5.3,0.0,0.0,,,463.6,,,463.6,2386.3,107.6,107.6,0.0,0.0,,126.5,,,126.5,234.1,2620.4,0.0,331.8,,,0.0,463.7,-26.4,769.1,0.0,769.1,3389.5,
03/31/2006,3135.100098,214.700001,184.0,30.700001,1282.599976,,0.0,0.0,0.0,0.0,0.0,632.799988,,,2130.100098,187.100006,,,66.199997,,,751.700012,430.899994,259.600006,171.299988,,320.800018,1005.000015,,1804.5,1804.5,,,,6.3,6.3,0.0,0.0,,,308.599902,,,308.599902,2119.399902,106.0,106.0,0.0,0.0,,130.800003,,,130.800003,236.800003,2356.199905,0.0,333.600006,,,0.0,451.700012,-6.400024,778.899994,0.0,778.899994,3135.099899,
06/30/2006,3638.300049,250.499994,222.399994,28.1,1618.199951,,0.0,0.0,0.0,0.0,0.0,731.099976,,,2599.800049,189.399994,,,62.0,,,787.099976,457.399994,273.299988,184.100006,,329.699982,1038.499969,,2239.600098,2239.600098,,,,42.200001,42.200001,0.0,0.0,,,321.399853,,,321.399853,2603.199951,104.300003,104.300003,0.0,0.0,,129.600006,,,129.600006,233.900009,2837.09996,0.0,348.100006,,,0.0,459.100006,-6.0,801.200012,0.0,801.200012,3638.299973,
09/30/2006,3415.1,268.0,231.1,36.9,1303.1,,0.0,0.0,0.0,0.0,0.0,766.8,,,2337.9,189.1,,,57.4,,,830.7,481.1,287.0,194.1,,349.6,1077.2,,1952.1,1952.1,,,,8.1,8.1,0.0,0.0,,,369.7,,,369.7,2329.9,102.7,102.7,0.0,0.0,,136.7,,,136.7,239.4,2569.3,0.0,371.9,,,0.0,479.9,-6.0,845.8,0.0,845.8,3415.1,
12/31/2006,3420.1,257.2,208.0,49.2,1422.3,,0.0,0.0,0.0,0.0,0.0,696.7,,,2376.2,103.1,284.9,-181.8,32.5,,,908.3,529.7,316.6,213.1,,378.6,1043.9,,1958.8,1958.8,,,,8.9,8.9,0.0,0.0,,,433.6,,,433.6,2401.3,25.9,25.9,0.0,0.0,,128.8,,,128.8,154.7,2556.0,0.0,384.1,,,0.0,475.0,5.0,864.1,0.0,864.1,3420.1,
03/31/2007,3391.699951,229.200005,158.800003,70.400002,1306.5,,0.0,0.0,0.0,0.0,0.0,733.200012,,,2268.899902,79.199997,,,29.5,,,1014.099976,626.400024,358.799988,267.600037,,387.699951,1122.799973,,1877.800049,1877.800049,,,,123.800003,123.800003,0.0,0.0,,,310.899948,,,310.899948,2312.5,0.0,0.0,0.0,0.0,,211.300003,,,211.300003,211.300003,2523.800003,0.0,398.600006,,,0.0,464.100006,5.199982,867.899994,0.0,867.899994,3391.699997,
06/30/2007,3701.7,252.7,210.9,41.8,1493.0,,0.0,0.0,0.0,0.0,0.0,799.4,,,2545.1,78.1,,,27.4,,,1051.1,647.6,376.1,271.5,,403.5,1156.6,,2165.7,2165.7,,,,233.0,233.0,0.0,0.0,,,300.7,,,300.7,2699.4,0.0,0.0,0.0,0.0,,219.5,,,219.5,219.5,2918.9,0.0,296.9,,,0.0,478.4,7.5,782.8,0.0,782.8,3701.7,
09/30/2007,3570.899902,383.899994,351.399994,32.5,1247.800049,,0.0,0.0,0.0,0.0,0.0,738.400024,,,2370.100098,80.0,,,27.4,,,1093.400024,674.700012,406.399994,268.300018,,418.700012,1200.800024,,1826.199951,1826.199951,,,,3.5,3.5,0.0,0.0,,,350.699951,,,350.699951,2180.399902,400.0,400.0,0.0,0.0,,221.199997,,,221.199997,621.199997,2801.599899,0.0,258.799988,,,0.0,501.0,9.5,769.299988,0.0,769.299988,3570.899887,
12/31/2007,3556.8,263.4,255.9,7.5,1303.7,,0.0,0.0,0.0,0.0,0.0,708.7,,,2275.8,87.9,258.9,-171.0,26.3,,,1166.8,756.2,440.6,315.6,,410.6,1281.0,,1874.0,1874.0,,,,0.0,0.0,0.0,0.0,,,358.2,,,358.2,2232.2,400.0,400.0,0.0,0.0,,209.1,,,209.1,609.1,2841.3,0.0,212.2,,,0.0,495.9,7.4,715.5,0.0,715.5,3556.8,
03/31/2008,3340.899902,193.999997,185.199997,8.8,1063.0,,0.0,0.0,0.0,0.0,0.0,763.799988,,,2020.800049,86.699997,,,25.799999,,,1207.599976,796.299988,450.100006,346.199982,,411.299988,1320.099972,,1684.300049,1684.300049,,,,56.0,56.0,0.0,0.0,,,282.099976,,,282.099976,2022.400024,400.0,400.0,0.0,0.0,,219.899994,,,219.899994,619.899994,2642.300018,0.0,230.899994,,,0.0,460.100006,7.600006,698.600006,0.0,698.600006,3340.900024,
06/30/2008,3509.5,238.6,232.9,5.7,1104.7,,0.0,0.0,0.0,0.0,0.0,789.5,,,2132.8,87.5,,,25.1,,,1264.1,853.2,468.5,384.7,,410.9,1376.7,,1756.8,1756.8,,,,105.0,105.0,0.0,0.0,,,300.6,,,300.6,2162.4,400.0,400.0,0.0,0.0,,220.9,,,220.9,620.9,2783.3,0.0,247.4,,,0.0,470.9,7.9,726.2,0.0,726.2,3509.5,
