Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,433.039001,224.595001,105.420998,119.174004,136.865005,,0.0,,,,,17.205,,,378.665009,18.219999,52.448002,-34.228001,0.0,,,36.153999,,,,,36.153999,54.373999,,258.201996,258.201996,,,,,,,,,,37.25,,,37.25,295.451996,23.889999,,,,,11.43,,,11.43,35.32,330.771996,0.0,15.096,,,0.0,,87.170998,102.266997,0.0,102.266997,433.038993,
06/30/1994,472.440002,204.503998,104.056999,100.446999,194.481995,,0.0,,,,,18.01,,,416.996002,18.885,54.949001,-36.063999,0.0,,,36.558998,,,,,36.558998,55.443998,,308.177002,308.177002,,,,,,,,,,32.701996,,,32.701996,340.878998,23.389999,,,,,10.333,,,10.333,33.722999,374.601997,0.0,15.096,,,0.0,,82.741997,97.837997,0.0,97.837997,472.439994,
09/30/1994,470.028015,244.542999,158.514999,86.028,152.660995,,0.0,,,,,17.282,,,414.485992,19.254,57.027,-37.772999,0.0,,,36.287998,,,,,36.287998,55.541998,,300.087006,300.087006,,,,,,,,,,34.91098,,,34.91098,334.997986,23.389999,,,,,9.751,,,9.751,33.140999,368.138985,0.0,14.994,,,0.0,,86.894997,101.888997,0.0,101.888997,470.027982,
12/31/1994,462.069,86.877003,44.240002,42.637001,183.207001,,0.0,,,,,90.771004,,,360.855011,20.621,60.776001,-40.154999,37.929001,,,42.664001,,,,,42.664001,101.214003,,47.167999,47.167999,,,,0.0,,,,,,305.540009,,,305.540009,352.708008,0.0,,,,,13.116,,,13.116,13.116,365.824008,0.0,15.132,,,0.0,,81.112999,96.244999,0.0,96.244999,462.069007,
03/31/1995,438.868011,197.495003,112.695,84.800003,161.671997,,0.0,,,,,18.252001,,,377.419006,21.093,62.366001,-41.272999,0.0,,,40.355999,,,,,40.355999,61.448999,,287.928009,287.928009,,,,,,,,,,36.464996,,,36.464996,324.393005,,,,,,12.233,,,12.233,12.233,336.626005,0.0,16.594,,,0.0,,85.648003,102.242002,0.0,102.242002,438.868008,
06/30/1995,487.072998,211.715004,124.846001,86.869003,193.283997,,0.0,,,,,19.112,,,424.110992,21.811001,65.417,-43.605999,0.0,,,41.151001,,,,,41.151001,62.962002,,329.207001,329.207001,,,,0.0,,,,,,41.757995,,,41.757995,370.964996,,,,,,12.178,,,12.178,12.178,383.142996,0.0,15.774,,,0.0,,88.155998,103.929998,0.0,103.929998,487.072994,
09/30/1995,494.21701,239.691002,150.356003,89.334999,174.212006,,0.0,,,,,17.697001,,,431.600006,23.098,67.485001,-44.387001,0.0,,,39.519001,,,,,39.519001,62.617001,,322.563995,322.563995,,,,0.0,,,,,,42.964997,,,42.964997,365.528992,,,,,,12.574,,,12.574,12.574,378.102992,0.0,16.539,,,0.0,,99.574997,116.113997,0.0,116.113997,494.216989,
12/31/1995,565.830994,104.972,58.848999,46.123001,226.675003,,0.0,,,,,117.835999,,,449.483002,24.695,72.351997,-47.657001,41.712002,,,49.941002,,,,,49.941002,116.348003,,60.174,60.174,,,,1.13,,,,,,365.008012,,,365.008012,426.312012,2.26,,,,,11.75,,,11.75,14.01,440.322012,0.0,16.365,,,0.0,,109.143997,125.508997,0.0,125.508997,565.831009,
03/31/1996,475.819,111.718003,63.353001,48.365002,168.139999,,0.0,,,,,83.323997,,,363.182007,23.273001,66.876999,-43.604,41.105999,,,48.257999,,,,,48.257999,112.636999,,63.213001,63.213001,,,,0.0,,,,,,278.349987,,,278.349987,341.562988,0.0,,,,,11.235,,,11.235,11.235,352.797988,0.0,17.368,,,0.0,,105.653,123.021,0.0,123.021,475.818988,
06/30/1996,497.654999,100.089001,47.962002,52.126999,205.854996,,0.0,,,,,80.134003,,,386.078003,23.677999,70.959999,-47.282001,40.589001,,,47.310001,,,,,47.310001,111.577001,,60.175999,60.175999,,,,0.0,,,,,,316.300014,,,316.300014,376.476013,,,,,,10.562,,,10.562,10.562,387.038013,0.0,15.28,,,0.0,,95.336998,110.616998,0.0,110.616998,497.655011,
09/30/1996,561.484009,113.028999,61.313999,51.715,198.682007,,0.0,,,,,127.789001,,,439.5,25.677,78.021004,-52.344002,41.514999,,,54.792,,,,,54.792,121.983999,,66.860001,66.860001,,,,0.0,,,,,,357.837997,,,357.837997,424.697998,,,,,,10.275,,,10.275,10.275,434.972998,0.0,17.563,,,0.0,,108.947998,126.510998,0.0,126.510998,561.483996,
12/31/1996,590.424011,110.399002,56.990002,53.409,237.639999,,0.0,,,,,115.901001,,,463.940002,26.000999,79.285004,-53.284,36.881001,,,63.602001,,,,,63.602001,126.484001,,68.169998,68.169998,,,,1.13,,,,,,375.442006,,,375.442006,444.742004,1.13,,,,,10.022,,,10.022,11.152,455.894005,0.0,18.433001,,,0.0,,116.097,134.530001,0.0,134.530001,590.424005,
03/31/1997,536.534973,103.220001,48.229,54.991001,188.951004,,0.0,,,,,112.143997,,,404.315002,25.681999,82.051003,-56.368999,36.512001,,,70.026001,,,,,70.026001,132.220001,,74.502998,74.502998,,,,0.0,,,,,,317.222008,,,317.222008,391.725006,0.0,,,,,11.486,,,11.486,11.486,403.211006,0.0,16.372,,,0.0,,116.952003,133.324003,0.0,133.324003,536.535009,
06/30/1997,606.836975,114.780998,57.639,57.141998,217.550003,,0.0,,,,,138.682007,,,471.013,25.950001,82.737999,-56.787998,36.397999,,,73.475998,,,,,73.475998,135.823997,,74.713997,74.713997,,,,0.0,,,,,,382.602989,,,382.602989,457.316986,0.0,,,,,11.717,,,11.717,11.717,469.033986,0.0,16.351,,,0.0,,121.452003,137.803003,0.0,137.803003,606.836989,
09/30/1997,592.10199,115.299999,53.876999,61.423,201.347,,0.0,,,,,129.910995,,,446.558014,25.895,84.094002,-58.199001,40.883999,,,78.764999,,,,,78.764999,145.543999,,74.507004,74.507004,,,,0.0,,,,,,349.99501,,,349.99501,424.502014,0.0,,,,,12.385,,,12.385,12.385,436.887014,0.0,19.341999,,,0.0,,135.873001,155.215,0.0,155.215,592.102015,
12/31/1997,652.080017,134.702003,72.021004,62.681,220.972,,0.0,,,,,121.815002,,,477.489014,28.245001,88.028999,-59.784,39.202999,,,107.142998,10.395,,,,96.747997,174.590998,,90.731003,90.731003,,,,15.5,,,,,,366.929001,,,366.929001,473.160004,0.0,,,,,13.34,,,13.34,13.34,486.500004,0.0,21.579,,,0.0,,144.001007,165.580008,0.0,165.580008,652.080011,
03/31/1998,630.627991,112.972004,48.004002,64.968002,191.625,,0.0,,,,,139.572998,,,444.170013,26.931999,88.292,-61.360001,39.330002,,,120.195999,,,,,120.195999,186.458,,89.369003,89.369003,,,,0.0,,,,,,348.82399,,,348.82399,438.192993,0.0,,,,,14.644,,,14.644,14.644,452.836993,0.0,29.524,,,0.0,,148.266998,177.790998,0.0,177.790998,630.627992,
06/30/1998,706.289978,122.645,60.188,62.457001,258.296997,,0.0,,,,,137.787003,,,518.729004,26.879,91.418999,-64.540001,25.201,,,135.481003,,,,,135.481003,187.561003,,83.599998,83.599998,,,,0.0,,,,,,424.771004,,,424.771004,508.371002,0.0,,,,,12.584,,,12.584,12.584,520.955002,0.0,33.859001,,,0.0,,151.475998,185.334999,0.0,185.334999,706.290001,
09/30/1998,720.997986,117.928997,61.662998,56.265999,260.691986,,0.0,,,,,141.326996,,,519.947998,27.403999,92.723999,-65.32,21.677,,,151.968994,,,,,151.968994,201.049994,,85.823997,85.823997,,,,0.0,,,,,,430.931007,,,430.931007,516.755005,0.0,,,,,12.675,,,12.675,12.675,529.430005,0.0,28.392,,,0.0,,163.175995,191.567995,0.0,191.567995,720.998,
12/31/1998,760.438,122.373,65.005,57.368,293.889,,0.0,0.0,0.0,0.0,0.0,128.095,,,544.357,31.969,100.368,-68.399,20.089,,,164.023,12.541,,,,151.482,216.081,,92.154,92.154,,,,0.0,,,,,,449.834,,,449.834,541.988,0.0,,,,,12.963,,,12.963,12.963,554.951,0.0,33.576,,,0.0,,171.911,205.487,0.0,205.487,760.438,
03/31/1999,720.437988,101.791,43.917,57.874001,256.894012,,0.0,0.0,0.0,0.0,0.0,141.167999,,,499.852997,33.005001,101.571999,-68.567001,20.229,,,167.350998,12.451,,,,154.899998,220.584999,,88.349998,88.349998,,,,0.0,,,,,,415.743996,,,415.743996,504.093994,0.0,,,,,12.455,,,12.455,12.455,516.548994,0.0,25.141001,,,0.0,,178.744995,203.885996,0.0,203.885996,720.43499,
06/30/1999,808.205017,107.192001,46.851002,60.341,325.639008,,0.0,0.0,0.0,0.0,0.0,145.669006,,,578.5,34.460999,105.985001,-71.524002,22.691999,,,172.552002,11.926,,,,160.626002,229.705,,86.625999,86.625999,,,,0.0,,,,,,491.423012,,,491.423012,578.049011,0.0,,,,,14.495,,,14.495,14.495,592.544011,0.0,31.535999,,,0.0,,184.125,215.660999,0.0,215.660999,808.20501,
09/30/1999,821.260986,127.413998,65.698997,61.715,295.687012,,0.0,0.0,0.0,0.0,0.0,163.061996,,,586.163025,36.705002,111.375999,-74.670998,22.583,,,175.809998,11.126,,,,164.683997,235.098,,88.988998,88.988998,,,,0.0,,,,,,484.727982,,,484.727982,573.71698,0.0,,,,,14.241,,,14.241,14.241,587.95798,0.0,34.376999,,,0.0,,198.925995,233.302994,0.0,233.302994,821.260974,
12/31/1999,935.709,136.01,72.153,63.857,373.478,,0.0,0.0,0.0,0.0,0.0,174.911,,,684.399,40.033,123.166,-83.133,20.274,,,191.003,14.054,,,,176.949,251.31,,96.759,96.759,,,,0.0,,,,,,570.375,,,570.375,667.134,0.0,,,,,18.825,,,18.825,18.825,685.959,0.0,63.824,,,0.0,,185.926,249.75,0.0,249.75,935.709,
03/31/2000,848.551025,130.070999,65.934998,64.136002,324.140015,,0.0,0.0,0.0,0.0,0.0,150.485001,,,604.695984,37.313999,117.439003,-80.125,21.184999,,,185.356003,14.031,,,,171.325003,243.855001,,93.705002,93.705002,,,,0.0,,,,,,486.591019,,,486.591019,580.296021,0.0,,,,,16.631001,,,16.631001,16.631001,596.927021,0.0,39.168999,,,0.0,,212.455002,251.624001,0.0,251.624001,848.551022,
06/30/2000,928.750977,128.185997,63.237,64.948997,386.009003,,0.0,0.0,0.0,0.0,0.0,160.772995,,,674.968018,38.799999,122.050003,-83.25,21.375999,,,193.606995,12.658,,,,180.948995,253.782993,,88.397003,88.397003,,,,0.0,,,,,,554.347015,,,554.347015,642.744019,0.0,,,,,16.18,,,16.18,16.18,658.924019,0.0,51.851002,,,0.0,,217.975998,269.827,0.0,269.827,928.751019,
