Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/01/1989,5717.0,,-3356.0,,2361.0,,-1577.0,,,784.0,90.0,,92.0,,0.0,-182.0,874.0,-310.0,564.0,0.0,,,564.0,0.0,564.0,-12.0,,552.0,552.0,,2768.800049,0.198687,0.198687,,2768.800049,0.198687,0.198687,0.198687,
12/31/1989,6025.0,,-3812.0,,2213.0,,-1759.0,,,454.0,89.0,,125.0,,0.0,-214.0,543.0,-193.0,350.0,0.0,,,350.0,0.0,350.0,-11.0,,339.0,339.0,,2768.800049,0.1225,0.1225,,2768.800049,0.1225,0.1225,0.1225,
03/31/1990,6123.0,,-3666.0,,2457.0,,-1859.0,,,598.0,-3.0,,88.0,,0.0,-85.0,595.0,-191.0,404.0,0.0,,,404.0,0.0,404.0,-12.0,,392.0,392.0,,2768.0,0.1425,0.1425,,2768.0,0.1425,0.1425,0.1425,
06/30/1990,6216.0,,-3824.0,,2392.0,,-1926.0,,,466.0,-57.0,,137.0,,37.0,-117.0,409.0,-125.0,284.0,0.0,,,284.0,0.0,284.0,-12.0,,272.0,272.0,,2768.927976,0.0975,0.0975,0.0975,2768.927976,0.0975,0.0975,0.0975,
09/30/1990,6652.0,,-3791.0,,2861.0,,-1963.0,,,898.0,-35.0,,105.0,,0.0,-70.0,863.0,-308.0,555.0,0.0,,,555.0,0.0,555.0,-12.0,,543.0,543.0,,2772.0,0.196125,0.196125,,2772.0,0.196125,0.196125,0.196125,
12/31/1990,6857.0,,-4027.0,,2830.0,,-2031.0,,,799.0,-40.0,,112.0,,0.0,-72.0,759.0,-269.0,490.0,0.0,,,490.0,0.0,490.0,-16.0,,474.0,474.0,,2772.800049,0.17,0.17,,2772.800049,0.17,0.17,0.17,
03/31/1991,6795.0,,-4041.0,,2754.0,,-2160.0,,,594.0,30.0,,83.0,,0.0,-113.0,624.0,-200.0,424.0,0.0,,,424.0,0.0,424.0,-25.0,,399.0,399.0,,2768.0,0.145,0.145,,2768.0,0.145,0.145,0.145,
06/30/1991,6722.0,,-4222.0,,2500.0,,-2089.0,,,411.0,30.0,,95.0,,-18.0,-107.0,441.0,-137.0,304.0,0.0,,,304.0,0.0,304.0,-25.0,,279.0,279.0,,2731.063968,0.103625,0.103625,0.103625,2731.063968,0.103625,0.103625,0.103625,
09/30/1991,7205.0,,-4159.0,,3046.0,,-2148.0,,,898.0,-56.0,,120.0,,0.0,-64.0,842.0,-306.0,536.0,0.0,,,536.0,0.0,536.0,-23.0,,513.0,513.0,,2705.600096,0.19,0.19,0.19,2705.600096,0.19,0.19,0.19,
12/31/1991,7507.0,,-4368.0,,3139.0,,-2271.0,,,868.0,-47.0,,137.0,,0.0,-90.0,821.0,-298.0,523.0,0.0,,,523.0,0.0,523.0,-25.0,,498.0,498.0,,2706.399904,0.183625,0.183625,0.183625,2706.399904,0.183625,0.183625,0.183625,
03/31/1992,7483.0,,-4382.0,,3101.0,,-2414.0,,,687.0,38.0,,134.0,,0.0,-172.0,725.0,-251.0,474.0,0.0,,,474.0,0.0,474.0,-24.0,,450.0,450.0,,2708.0,0.166125,0.166125,0.166125,2708.0,0.166125,0.166125,0.166125,
06/30/1992,7167.0,,-4415.0,,2752.0,,-2338.0,,,414.0,83.0,,119.0,,97.0,-299.0,497.0,-158.0,339.0,0.0,,,339.0,0.0,339.0,-22.0,,317.0,317.0,,2709.600096,0.115,0.115,0.115,2709.600096,0.115,0.115,0.115,
09/30/1992,7879.0,,-4422.0,,3457.0,,-2434.0,,,1023.0,-366.0,,141.0,,0.0,225.0,657.0,-247.0,410.0,925.0,,,-515.0,0.0,-515.0,-24.0,,-539.0,-539.0,,2716.399904,-0.1975,0.1425,0.1425,2716.399904,-0.1975,0.1425,0.1425,
12/31/1992,7839.0,,-4493.0,,3346.0,,-2432.0,,,914.0,-32.0,,131.0,,0.0,-99.0,882.0,-306.0,576.0,0.0,,,576.0,0.0,576.0,-24.0,,552.0,552.0,,2718.399904,0.2025,0.2025,0.2025,2718.399904,0.2025,0.2025,0.2025,
03/31/1993,7350.0,,-4348.0,,3002.0,,-2235.0,,,767.0,-20.0,,130.0,,0.0,-110.0,747.0,-245.0,502.0,0.0,,,502.0,0.0,502.0,-24.0,,478.0,478.0,,2720.0,0.175,0.175,0.175,2720.0,0.175,0.175,0.175,
06/30/1993,7365.0,,-4420.0,,2945.0,,-2488.0,,,457.0,-2394.0,,150.0,,,2244.0,-1937.0,718.0,-1219.0,0.0,,,-1219.0,0.0,-1219.0,-30.0,,-1249.0,-1249.0,,2721.600096,-0.4575,-0.4575,-0.4575,2721.600096,-0.4575,-0.4575,-0.4575,
09/30/1993,7564.0,,-4228.0,,3336.0,,-2251.0,,,1085.0,-31.0,,125.0,,0.0,-94.0,1054.0,-384.0,670.0,0.0,,,670.0,0.0,670.0,-24.0,,646.0,646.0,,2728.0,0.2375,0.2375,0.2375,2728.0,0.2375,0.2375,0.2375,
12/31/1993,7788.0,,-4394.0,,3394.0,,-2371.0,,,1023.0,-18.0,,123.0,,0.0,-105.0,1005.0,-352.0,653.0,0.0,,,653.0,0.0,653.0,-24.0,,629.0,629.0,,2729.199952,0.23,0.23,0.23,2729.199952,0.23,0.23,0.23,
