Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/2010,,,,,,,,,,,,,,,,,,
09/30/2010,,,,,,,,,,,,,,,,,,
12/31/2010,,-192.0,0.0,2.0,7223.0,,,6151.0,117.42806,,,,,,,,,
03/31/2011,,,,,,,,,,,,,,,,,,
06/30/2011,,,,,,,,,,,,,,,,,,
09/30/2011,,,,,,,,,,,,,,,,,,
12/31/2011,,-143.0,0.0,2.0,7477.0,,,5978.0,125.075276,,,,,,,,,
03/31/2012,,-148.0,0.0,1.0,7534.0,,,5836.0,129.095271,,,,,,,,,
06/30/2012,,-138.0,0.0,2.0,7602.0,,,5881.0,129.263731,,,,,,,,,
09/30/2012,,-141.0,0.0,2.0,7551.0,,,5809.0,129.98795,,,,,,,,,
12/31/2012,6099.702248,-376.0,0.0,3.0,4627.0,,10353.702248,6146.0,75.284738,0.446893,2.216118,65.529761,,5319.18528,9573.18528,71.223369,,
03/31/2013,7099.891948,-366.0,0.0,2.0,4710.0,,11445.891948,6153.0,76.548025,0.411501,2.407634,60.560275,602.415366,7086.684,11432.684,78.736038,,
06/30/2013,7003.610747,-187.0,0.0,2.0,4416.0,,11234.610747,5962.0,74.069104,0.393071,2.256852,48.011157,175.540793,7042.664,11273.664,77.061779,,
09/30/2013,6282.327442,-173.0,0.0,3.0,4202.0,,10314.327442,5875.0,71.523404,0.407394,1.964634,34.728375,82.51462,6315.336,10347.336,70.630251,,
12/31/2013,7228.820421,-236.0,0.0,3.0,4157.0,,11152.820421,6170.0,67.374392,0.372731,2.108682,15.909872,21.243467,7316.613,11240.613,76.323659,,
03/31/2014,6350.706617,-119.0,0.0,2.0,4197.0,,10430.706617,6172.0,68.000648,0.40237,1.953682,15.073275,20.372474,6335.01,10415.01,71.364374,,
06/30/2014,5511.696541,-209.0,0.0,3.0,4203.0,,9508.696541,6260.0,67.140575,0.442016,1.788021,13.41142,18.043067,5535.828,9532.828,65.056729,,
09/30/2014,5440.958378,-268.0,0.0,4.0,4227.0,,9403.958378,6392.0,66.129537,0.449492,1.775672,13.042938,17.577492,5468.4,9431.4,64.295153,,
12/31/2014,6512.576244,-313.0,0.0,4.0,4124.0,,10327.576244,6307.0,65.387664,0.399319,1.938359,14.205744,19.231986,6637.908,10452.908,70.551783,,
03/31/2015,6664.09103,-184.0,0.0,3.0,4156.0,,10639.09103,6314.0,65.821983,0.390635,1.976424,14.494674,19.557153,6653.724,10628.724,72.607931,,
06/30/2015,6848.735024,-359.0,0.0,4.0,4291.0,,10784.735024,6564.0,65.371725,0.397877,1.953049,14.554298,19.788505,6914.56,10850.56,73.570202,,
09/30/2015,5521.2076,-567.0,0.0,4.0,4232.0,,9190.2076,6625.0,63.879245,0.46049,1.623999,11.812606,15.98297,5573.003,9242.003,62.636209,,
12/31/2015,5390.49,-415.0,0.0,4.0,3949.0,,8928.49,6371.0,61.98399,0.442292,1.564755,11.763491,16.000878,5500.5,9038.5,60.738027,,
03/31/2016,5271.797264,-283.0,0.0,3.0,3964.0,,8955.797264,6317.0,62.751306,0.442618,1.549982,11.815036,16.136572,5290.115,8974.115,61.344134,,
06/30/2016,4207.62489,-423.0,0.0,4.0,4012.0,,7800.62489,6436.0,62.336855,0.514318,1.347491,10.26398,13.904857,4257.234,7850.234,53.800931,,
09/30/2016,3688.233237,-224.0,0.0,4.0,3725.0,,7193.233237,6193.0,60.148555,0.517848,1.247742,9.990602,13.753792,3752.286,7257.286,50.435263,,
12/31/2016,3608.058515,-274.0,0.0,5.0,3712.0,,7051.058515,6181.0,60.055007,0.526446,1.213607,9.739031,13.507775,3728.277,7171.277,50.282925,,
03/31/2017,4132.875314,-205.0,0.0,4.0,3783.0,,7714.875314,6158.0,61.432283,0.490351,1.312277,10.597356,14.723044,4161.663,7743.663,55.609259,,
06/30/2017,4438.48358,-219.0,0.0,3.0,3706.0,,7928.48358,6129.0,60.466634,0.467429,1.319215,10.613767,14.628198,4507.305,7997.305,57.965584,,
09/30/2017,4454.190621,-348.0,0.0,4.0,3710.0,,7820.190621,6175.0,60.080972,0.474413,1.294734,10.756796,14.895601,4550.395,7916.395,57.850079,,
12/31/2017,3488.377055,-227.0,0.0,4.0,3542.0,,6807.377055,6164.0,57.462687,0.520318,1.113408,9.547513,13.218208,3582.8,6901.8,51.713301,,
03/31/2018,3512.437027,-182.0,0.0,3.0,3779.0,-6.0,7106.437027,6207.0,60.882874,0.531771,1.1574,10.767329,15.315597,3554.584,7148.584,55.193474,,
06/30/2018,2841.95942,-230.0,0.0,3.0,3861.0,,6475.95942,6303.0,61.256545,0.596205,1.050099,9.963014,14.264228,2909.28,6543.28,51.954252,,
09/30/2018,2475.399906,-226.0,0.0,4.0,3797.0,,6050.399906,6240.0,60.849359,0.627562,0.980775,9.45375,13.596404,2551.104,6126.104,50.448517,,
12/31/2018,1682.628925,-203.0,0.0,4.0,3548.0,,5031.628925,5863.0,60.515095,0.705139,0.837209,8.386048,12.212692,1713.156,5062.156,43.898159,,
03/31/2019,1301.944729,-243.0,0.0,3.0,4597.0,,5658.944729,6786.0,67.742411,0.812342,0.969828,9.67341,14.007289,1299.6,5656.6,49.550467,,
