Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,268.406139,264.193188,264.193188,,3.073126,1.652711,0.486591,0.382488,0.382488,,0.382488,0.382488,0.382488,0.142067,0.807511,,5.704273,8.72698,,
06/30/1990,286.72568,269.62316,269.62316,,3.124097,1.674515,0.451775,0.382488,0.382488,,0.382488,0.382488,0.382488,0.142067,0.259362,,5.470724,9.374396,,
09/30/1990,289.965009,289.593489,289.593489,,3.01889,1.664285,0.45088,0.371559,0.371559,,0.371559,0.371559,0.371559,0.142067,0.310477,,4.950866,9.670442,,
12/31/1990,290.678757,290.32187,290.32187,,3.20774,1.822188,0.396708,0.371559,0.371559,0.371559,0.371559,0.371559,0.371559,0.142067,0.552921,,6.549925,9.895195,,
03/31/1991,348.455789,349.599617,349.599617,,2.883687,1.701489,0.46317,0.366095,0.366095,,0.366095,0.366095,0.366095,0.158459,0.731557,,4.245382,9.105528,,
06/30/1991,348.618678,350.295073,350.295073,,2.832863,1.708914,0.458459,0.382488,0.382488,,0.382488,0.382488,0.382488,0.158459,0.23257,,5.020781,9.32919,,
09/30/1991,360.832925,361.198972,361.198972,,2.908062,1.801946,0.471394,0.377023,0.377023,,0.377023,0.377023,0.377023,0.158459,0.669077,,6.439249,9.631292,,
12/31/1991,379.673137,370.252947,370.252947,,6.039817,3.644019,0.636038,0.480841,0.480841,0.480841,0.480841,0.480841,0.480841,0.158459,1.250615,,10.281744,11.570808,,
03/31/1992,423.388884,445.38752,445.38752,,4.284534,2.916757,0.626675,0.398197,0.396694,,0.398197,0.396694,0.396694,0.174305,0.469701,,10.287266,11.937127,,
06/30/1992,446.008075,451.473856,451.473856,,4.041501,2.849541,0.785636,0.52592,0.52592,,0.52592,0.52592,0.52592,0.174305,1.750221,,10.063811,12.551535,,
09/30/1992,449.141468,452.464144,452.464144,,4.017412,2.926745,0.77037,0.522915,0.522915,,0.522915,0.522915,0.522915,0.192337,1.529677,,9.349168,12.914247,,
12/31/1992,452.949286,388.18116,388.18116,,4.65697,3.422273,0.769873,0.517506,0.517506,0.517506,0.517506,0.517506,0.517506,0.192337,-0.782266,,11.451326,13.206525,,
03/31/1993,452.681405,483.888395,483.888395,,3.942417,2.986556,0.866915,0.613073,0.570999,,0.613073,0.570999,0.570999,0.210368,1.359388,,9.688845,13.586801,,
06/30/1993,453.958361,485.305893,485.305893,,3.885446,2.974907,0.934565,0.595041,0.595041,,0.595041,0.595041,0.595041,0.210368,-0.003672,,10.007116,13.963186,,
09/30/1993,486.508446,485.708538,485.708538,,3.893425,2.995129,0.919111,0.601052,0.601052,,0.601052,0.601052,0.601052,0.232908,0.9512,,9.923396,14.178858,,
12/31/1993,490.572001,486.785304,486.785304,,3.957145,3.063484,0.927004,0.608565,0.608565,0.608565,0.608565,0.608565,0.608565,0.232908,0.485549,,10.212342,14.642642,,
03/31/1994,491.675014,492.941918,492.941918,,3.941357,3.023723,1.031582,0.652893,0.652893,,0.652893,0.652893,0.652893,0.256198,2.10117,,9.752208,14.976301,,
06/30/1994,493.269823,494.294675,494.294675,,4.015924,2.929204,1.000314,0.661157,0.661157,,0.661157,0.661157,0.661157,0.256198,1.916612,,10.753821,15.080993,,
09/30/1994,490.933313,494.845245,494.845245,,4.224111,2.99862,0.866974,0.561983,0.561983,,0.561983,0.561983,0.561983,0.256198,0.422334,,10.327692,15.303946,,
12/31/1994,480.35305,490.290796,490.290796,,3.744547,2.412862,0.17107,0.123967,0.123967,0.123967,0.123967,0.123967,0.123967,0.256198,1.380142,,10.56185,15.228299,,
03/31/1995,477.198587,479.481849,479.481849,,4.412023,2.923529,0.849308,0.619835,0.619835,,0.619835,0.619835,0.619835,0.280992,1.566512,1.428419,9.913713,15.602655,,
06/30/1995,474.672092,477.635388,477.635388,,4.624335,3.053641,0.954102,0.636364,0.636364,,0.636364,0.636364,0.636364,0.280992,-0.17,-0.34739,10.939257,15.988293,,
09/30/1995,473.387095,476.179755,476.179755,,4.724745,3.154878,1.028082,0.690909,0.690909,,0.690909,0.690909,0.690909,0.280992,1.052708,0.892243,10.643594,16.376238,,
12/31/1995,470.416524,474.925,474.925,,4.903362,3.303101,1.031087,0.702479,0.702479,0.702479,0.702479,0.702479,0.702479,0.280992,1.050098,0.811623,11.694458,16.895331,,
03/31/1996,478.9741,671.899792,639.400311,,4.551921,3.154206,0.995777,0.65,0.65,0.65,0.63,0.63,0.63,0.309091,0.881295,0.767396,10.443727,17.087845,,
06/30/1996,477.362604,665.5,633.199585,,4.54596,3.203413,0.940778,0.61,0.61,0.61,0.59,0.59,0.59,0.309091,1.029375,0.904473,10.359846,17.338746,,
09/30/1996,468.80239,662.300104,630.700415,,4.783254,3.352146,0.978119,0.64,0.64,0.64,0.63,0.63,0.63,0.309091,0.672268,0.428912,11.250719,17.489915,,
12/31/1996,1133.313537,658.799897,626.899897,,5.253311,3.736003,1.03286,0.7,0.7,0.7,0.664545,0.664545,0.665455,0.309091,-0.281863,-0.484128,22.222447,16.637938,,
03/31/1997,461.710699,684.708173,675.999481,,4.948673,3.407843,0.928107,0.6,0.6,0.6,0.590909,0.590909,0.590909,0.345455,1.498522,1.358581,11.352996,17.764154,,
06/30/1997,639.675311,692.599585,675.199792,,5.058058,3.449498,0.665581,0.06,0.06,0.4,0.06,0.06,0.4,0.345455,0.307316,0.168395,9.949892,15.109696,,
09/30/1997,643.326178,719.4,695.899585,,5.343012,3.754421,1.015951,0.672727,0.672727,0.672727,0.654545,0.654545,0.654545,0.345455,0.059204,-0.237678,10.064257,15.413643,,
12/31/1997,1168.188989,658.599689,644.499897,,5.287045,3.745695,1.025912,0.732727,0.732727,0.732727,0.717273,0.717273,0.717273,0.345455,0.721334,0.5173,26.928862,16.028228,14.571272,
03/31/1998,1165.146973,1191.0,1165.0,,5.351931,3.579399,1.157082,0.8,0.8,0.78,0.78,0.78,0.76,0.38,2.367382,2.199142,25.258616,16.259751,14.719173,
06/30/1998,1170.465942,1189.0,1169.0,,5.444825,3.662104,1.149701,0.76,0.76,0.78,0.75,0.75,0.77,0.38,1.502994,1.313088,26.354462,16.724109,15.230687,
09/30/1998,1175.744019,1188.0,1172.0,,5.411263,3.671502,1.210751,0.9,0.9,0.85,0.89,0.89,0.84,0.38,0.043515,,24.491726,17.37453,15.487215,
12/31/1998,1177.310059,1188.0,1175.0,,5.441702,3.748936,1.222128,0.19,0.19,0.88,0.19,0.19,0.88,0.38,-0.253617,-0.599149,29.203862,17.302154,15.012188,
03/31/1999,1180.473022,1193.0,1178.0,,5.455008,3.828523,1.232598,0.97,0.97,0.89,0.96,0.96,0.88,0.42,0.350594,0.242784,23.035681,17.679354,15.599679,
06/30/1999,1176.541016,1195.0,1180.0,,5.472881,3.841525,1.382203,0.84,0.84,0.94,0.83,0.83,0.93,0.42,2.122034,2.098305,25.432178,17.729939,15.764006,
09/30/1999,1146.671021,1177.0,1167.0,,5.488432,3.718937,1.269923,0.79,0.79,0.86,0.79,0.79,0.86,0.42,-1.078835,,29.41297,17.319702,15.340058,
12/31/1999,1147.343018,1154.0,1147.0,,5.524847,3.461203,1.123801,0.36,0.36,0.78,0.36,0.36,0.78,0.42,1.722755,1.340889,28.32893,17.344421,15.439149,
03/31/2000,1152.28894,1155.0,1149.0,,5.721497,3.493473,0.845953,0.6,0.6,0.6,0.6,0.6,0.6,0.42,2.953003,2.83812,29.827588,17.427053,15.59765,
06/30/2000,1155.514038,1153.0,1153.0,,5.76843,3.387684,0.805724,-1.11,-1.11,0.55,-1.11,-1.11,0.55,0.42,1.633998,,30.039445,16.122695,14.750145,
09/30/2000,1156.290039,1167.0,1156.0,,5.985294,3.410035,0.718858,0.5,0.5,0.5,0.5,0.5,0.5,0.21,5.183391,,32.840376,16.468186,15.157097,
12/31/2000,1159.828979,1158.0,1158.0,,5.455959,2.898964,0.588946,-0.44,-0.44,0.43,-0.44,-0.44,0.43,0.21,4.800518,,23.484497,15.903207,14.655609,
03/31/2001,1165.331055,1173.0,1163.0,,5.550301,3.197764,0.772141,0.58,0.58,0.54,0.58,0.58,0.54,0.21,2.16853,2.16853,24.461718,16.197972,15.043794,
06/30/2001,1167.795044,1176.0,1166.0,,5.296741,3.298456,0.85506,0.57,0.6,0.6,0.56,0.6,0.6,0.21,-3.090909,-3.165523,27.538223,16.493476,15.378555,
09/30/2001,1167.081055,1176.0,1168.0,,5.164384,3.438356,0.935788,0.64,0.64,0.64,0.64,0.64,0.64,0.21,2.577055,2.472603,25.121648,17.301283,15.3237,
12/31/2001,1166.965942,1174.0,1166.0,,5.02916,3.670669,0.93482,0.46,0.46,0.65,0.46,0.46,0.65,0.21,0.383362,,23.788184,17.332125,15.463176,
03/31/2002,1173.758057,1179.0,1170.0,,4.708547,3.563248,0.976068,0.67,0.67,0.67,0.67,0.67,0.67,0.21,0.967521,0.888034,19.958116,17.81713,15.676144,
06/30/2002,1173.537964,1184.0,1174.0,,4.810903,3.644804,0.992334,0.72,0.72,0.69,0.71,0.71,0.68,0.21,4.61414,4.578365,25.307234,18.374352,16.268754,
09/30/2002,1166.515991,1171.0,1162.0,,4.724613,3.574871,1.000861,0.71,0.7,0.7,0.7,0.69,0.69,0.21,0.361446,0.160069,28.050194,18.795285,16.682155,
12/31/2002,1164.041016,1166.0,1157.0,,4.743302,3.627485,1.035436,0.73,0.72,0.72,0.72,0.71,0.71,0.21,-1.32325,-1.426102,31.595966,19.277671,17.08445,
03/31/2003,1148.187012,1156.0,1148.0,,4.482578,3.434669,1.001742,0.71,0.7,0.7,0.71,0.7,0.7,0.21,3.979965,3.735192,37.551374,19.435858,17.22803,
06/30/2003,1130.348999,1140.0,1132.0,,4.621908,3.597173,1.067138,0.76,0.75,0.75,0.75,0.74,0.74,0.21,-3.458481,-3.719965,41.648199,19.690379,17.328277,
09/30/2003,1117.92395,1124.0,1115.0,,4.636771,3.66278,1.118386,0.79,0.78,0.78,0.79,0.78,0.78,0.25,-4.306726,-4.643946,30.490446,20.046981,17.534288,
12/31/2003,1119.582031,1122.0,1109.0,,4.823264,3.864743,1.170424,0.88,0.53,0.82,0.87,0.53,0.82,0.25,4.461677,3.822362,31.916375,20.917628,18.399724,
03/31/2004,1125.24231,1135.0,1115.0,,4.887892,3.907623,1.23139,1.11,1.11,0.89,1.09,1.09,0.87,0.449,3.512108,3.197309,27.179924,21.860181,19.391379,
06/30/2004,1115.0,1128.0,1111.0,,4.882088,3.953195,1.487849,1.0,1.0,0.94,0.99,0.99,0.93,0.0,,,30.620628,21.664574,19.194619,
