Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2004,437.3,453.9,434.6,,9.496088,1.962724,1.35,1.35,1.35,1.31,1.31,1.31,0.5,1.797055,1.797055,0.31946,28.981935,23.467414,
06/30/2004,669.0,664.8,664.8,,9.115523,-0.719013,-0.42,-0.46,-0.51,-0.42,-0.46,-0.51,0.22,2.154031,2.154031,0.309417,29.493274,18.93423,
09/30/2004,669.2,707.9,665.9,,9.204085,0.647244,0.51,0.46,0.51,0.5,0.45,0.5,0.22,2.763178,2.763178,0.404961,30.910042,20.415421,
12/31/2004,670.3,708.6,666.8,,9.340132,0.563887,0.45,0.45,0.41,0.44,0.44,0.4,0.22,1.781644,1.781644,0.39087,31.34865,24.447262,
03/31/2005,673.6,709.1,668.1,,9.137854,1.884448,0.31,1.31,-0.03,0.31,1.25,1.23,0.22,1.538692,1.538692,0.803147,30.512173,23.70101,
06/30/2005,674.6,710.3,669.5,,9.017177,2.037341,1.59,1.39,1.44,1.52,1.33,1.38,0.23,1.050037,1.050037,1.093982,32.902461,26.255559,
09/30/2005,692.2,683.8,679.2,,8.89576,0.091284,0.24,0.11,0.07,0.23,0.11,0.07,0.23,2.033274,2.033274,0.638544,32.141,25.771453,
12/31/2005,693.4,694.1,688.3,,8.980096,0.395177,0.26,0.26,0.22,0.26,0.26,0.22,0.23,0.72788,0.72788,0.486011,31.944044,25.657629,
03/31/2006,696.2,720.8,692.2,,8.740248,2.042762,1.45,1.45,1.46,1.41,1.41,1.41,0.23,0.811904,0.811904,0.535766,32.592646,26.376041,
06/30/2006,691.4,720.4,691.8,,9.041631,2.055507,1.4,1.4,1.39,1.36,1.36,1.34,0.26,1.227233,1.227233,0.396297,33.138559,26.948221,
09/30/2006,689.5,714.6,685.3,,9.216402,2.250109,1.52,1.52,1.51,1.47,1.47,1.46,0.26,2.49088,2.49088,0.517766,35.693981,29.540247,
12/31/2006,678.3,711.0,679.2,,9.524441,2.460247,1.75,1.75,1.75,1.68,1.68,1.69,0.26,2.438163,2.438163,0.676692,36.865694,30.670795,
03/31/2007,665.3,701.2,669.9,,9.593969,2.29288,1.62,1.62,1.61,1.56,1.56,1.55,0.26,1.294223,1.294223,0.568165,37.927251,31.378326,
06/30/2007,657.0,676.0,658.6,,9.980261,2.620711,1.9,1.9,1.77,1.86,1.86,1.73,0.29,1.60492,1.60492,0.855403,38.360731,31.891933,
09/30/2007,646.1,661.9,648.4,,10.064775,2.726712,1.85,1.85,1.85,1.81,1.81,1.81,0.29,3.10765,3.10765,0.605169,40.538616,34.016406,
12/31/2007,627.8,648.7,634.5,,10.230102,2.4145,1.67,1.67,1.66,1.64,1.64,1.63,0.29,2.122931,2.122931,0.431666,42.217267,35.559095,
03/31/2008,606.9,628.1,616.2,,10.113599,2.278481,1.57,1.57,1.63,1.54,1.54,1.61,0.29,1.504382,1.504382,0.507497,43.302027,36.473884,
06/30/2008,592.8,610.8,598.7,,10.514448,2.301654,1.57,1.57,1.53,1.54,1.54,1.5,0.3,1.175881,1.175881,0.554993,43.556005,36.619433,
09/30/2008,587.2,598.0,587.5,,10.459574,0.481702,0.36,0.36,0.56,0.36,0.36,0.55,0.3,1.603404,1.603404,0.65906,41.94312,34.991485,
12/31/2008,585.1,590.3,583.6,,9.946881,1.749486,1.36,1.36,1.6,1.35,1.35,1.58,0.3,0.968129,0.968129,0.598188,43.120834,36.192104,
03/31/2009,585.3,590.4,584.6,,9.810127,1.400958,1.12,1.12,0.89805,1.11,1.11,0.877954,0.3,1.390694,1.390694,0.418589,45.12216,38.247053,
06/30/2009,567.5,579.8,575.8,,10.701633,1.797499,1.27,1.27,1.299062,1.27,1.27,1.283798,0.3,1.695033,1.695033,0.496916,47.289868,40.239648,
09/30/2009,547.9,564.1,558.4,,11.330587,2.41404,1.66,1.66,1.712034,1.65,1.65,1.61,0.3,2.534026,2.534026,0.521993,51.248403,43.989779,
12/31/2009,520.3,540.1,532.8,,12.117117,3.549174,2.39,2.39,2.637012,2.36,2.36,2.600696,0.33,1.927553,1.927553,0.490102,52.53892,44.94138,
03/31/2010,434.6,515.1,508.4,,12.035799,1.878442,1.26,1.26,1.302124,1.25,1.25,1.22,0.33,1.044453,1.044453,0.460193,58.460653,49.562816,
06/30/2010,470.8,490.8,484.5,,12.753354,2.018576,1.37,1.37,1.331269,1.35,1.35,1.30925,0.36,1.073271,1.073271,0.564996,55.679694,47.378929,
09/30/2010,460.5,472.0,465.9,,13.912857,3.146598,2.14,2.14,1.83,2.11,2.11,1.81,0.36,2.8783,2.8783,0.647123,59.120521,50.679696,
12/31/2010,434.6,454.7,447.9,,14.137084,2.89127,1.98,1.98,2.045099,1.95,1.95,2.015978,0.36,1.478008,1.478008,0.460193,58.460653,49.562816,
03/31/2011,420.3,434.4,428.2,,14.661373,2.487156,1.94,1.94,1.971042,1.92,1.92,1.89,0.36,1.478281,1.478281,0.568641,59.902451,50.749465,
06/30/2011,419.5,418.6,418.6,,15.260392,-1.505017,-0.88,-0.88,-0.838509,-0.88,-0.88,-0.91,0.41,0.640229,0.640229,0.650775,59.613826,50.483909,
09/30/2011,412.8,418.5,415.0,,15.438554,1.033735,0.8,0.8,0.79,0.79,0.79,0.79,0.41,2.209639,2.209639,0.559593,60.978682,51.739341,
12/31/2011,392.8,407.0,403.0,,15.813896,2.168734,1.52,1.52,1.555831,1.51,1.51,1.48,0.41,0.870968,0.870968,0.544807,62.314155,52.645112,
03/31/2012,389.8,395.8,392.0,,16.306122,2.992347,2.04,2.04,2.053571,2.02,2.02,2.032633,0.41,2.076531,2.076531,0.661878,63.807081,54.104669,
06/30/2012,386.0,391.6,388.0,,16.389175,1.814433,1.27,1.27,1.27,1.26,1.26,1.26,0.46,1.162371,1.162371,0.595855,64.893782,55.126943,
09/30/2012,382.000382,387.9,384.0,,16.958333,3.289062,2.265625,2.265625,2.257813,2.21191,2.21191,2.204176,0.46,3.908854,3.908854,0.575916,67.814068,57.976382,
12/31/2012,377.4,385.3,381.0,,17.0,1.060367,0.792651,0.792651,0.860892,0.783805,0.783805,0.851285,0.46,1.217848,1.217848,0.874404,67.315845,57.390037,
03/31/2013,376.4,381.9,377.7,,16.754038,3.473656,2.36,2.36,2.339158,2.33,2.33,2.31298,0.46,1.40323,1.40323,0.64559,68.002125,58.079171,
06/30/2013,373.5,379.9,375.9,,17.754722,3.359936,2.460761,2.460761,2.750732,2.416425,2.416425,2.703343,0.5,1.920724,1.920724,0.824632,66.639893,56.672021,
09/30/2013,364.1,372.9,368.9,,17.489835,3.437246,2.33,2.33,2.274329,2.3,2.3,2.249048,0.5,4.437517,4.437517,0.810217,68.143367,57.948366,
12/31/2013,322.2,363.4,359.1,,18.760791,4.074074,2.729045,2.729045,2.748538,2.696753,2.696753,2.716015,0.5,2.581454,2.581454,0.912477,76.958411,64.590317,
03/31/2014,347.5,354.6,350.9,,19.116557,4.451411,2.98,2.98,2.976204,2.95,2.95,2.948167,0.5,2.00342,2.00342,0.748201,73.056115,61.651799,
06/30/2014,339.0,346.7,343.0,,19.781341,2.895044,1.98,1.98,2.005831,1.95,1.95,1.978843,0.55,1.822157,1.822157,0.917404,75.315634,63.628319,
09/30/2014,331.4,338.9,335.1,,20.54909,4.031632,2.72,2.72,2.799164,2.69,2.69,2.766719,0.55,9.453894,9.453894,1.107423,76.406156,64.526252,
12/31/2014,322.2,331.0,326.8,,20.755814,4.749082,3.151775,3.151775,3.197674,3.111782,3.111782,3.1571,0.55,1.606487,1.606487,1.16077,77.082557,64.931719,
03/31/2015,318.7,324.5,320.8,,20.663965,3.865337,2.58,2.58,2.596633,2.55,2.55,2.56849,0.55,0.620324,0.620324,0.966426,77.963602,65.782868,
06/30/2015,311.2,318.0,314.8,,21.315121,3.710292,2.56,2.56,2.579416,2.53,2.53,2.548868,0.61,2.147395,2.147395,1.018638,77.50964,65.048201,
09/30/2015,304.2,311.0,307.6,,22.10013,4.554616,3.0,3.0,3.029909,2.97,2.97,3.002154,0.61,5.848505,5.848505,1.130835,79.003945,66.318212,
12/31/2015,295.9,303.3,299.7,,22.282282,4.351018,2.87,2.87,2.802803,2.83,2.83,2.764059,0.61,2.535869,2.535869,1.284218,79.749916,66.732004,
03/31/2016,292.4,297.9,294.2,,22.726037,3.426241,2.33,2.33,2.307954,2.3,2.3,2.276502,0.61,2.889191,2.889191,1.23461,82.647059,69.435705,
06/30/2016,288.3,293.6,290.1,,23.388487,3.378145,2.27,2.27,2.323337,2.24,2.24,2.29109,0.67,1.52706,1.52706,0.919181,85.723205,72.327437,
09/30/2016,284.1,289.8,286.0,,24.339161,3.622378,2.48,2.48,2.534965,2.45,2.45,2.50176,0.67,6.188811,6.188811,0.94685,86.022527,72.449842,
12/31/2016,279.6,285.1,282.1,,25.49805,4.93442,3.32,3.32,3.232896,3.28,3.28,3.195819,0.67,4.984048,4.984048,1.097997,83.050787,69.288269,
03/31/2017,279.4,282.4,279.7,,24.819449,3.035395,2.19,2.19,2.20236,2.17,2.17,2.180623,0.67,3.03182,3.03182,0.891195,84.509664,70.730136,
06/30/2017,275.9,280.0,277.5,,25.888288,3.178378,2.13,2.13,1.938739,2.11,2.11,1.924286,0.72,3.264865,3.264865,1.188837,86.47336,72.508155,
09/30/2017,273.8,276.6,274.1,,26.723823,1.514046,1.06,1.06,1.207588,1.05,1.05,1.194613,0.72,6.315213,6.315213,1.384222,86.69832,71.026297,
12/31/2017,271.4,275.7,272.8,,27.31305,3.493402,2.0,2.0,2.305718,1.98,1.98,2.277425,0.72,3.387097,3.387097,1.267502,87.439204,71.621223,
03/31/2018,270.2,273.9,271.0,,26.885609,3.199262,2.45,2.45,2.483395,2.42,2.42,2.452859,0.72,2.04428,2.04428,1.469282,85.044412,69.130274,
06/30/2018,267.7,271.1,268.7,,27.826572,2.68329,1.93,1.93,1.823595,1.92,1.92,1.80934,0.77,4.257536,4.257536,1.550243,84.508778,68.494583,
09/30/2018,264.9,268.4,266.1,,29.022924,3.352123,2.65,2.65,2.562946,2.62,2.62,2.538033,0.77,6.516347,6.516347,1.355228,84.786712,68.520196,
12/31/2018,263.7,266.0,263.9,,29.541493,3.156499,2.33,2.33,2.144752,2.32,2.32,2.13203,0.77,3.59227,3.59227,1.414486,86.818354,70.580205,
03/31/2019,261.9,264.8,262.9,,29.178395,4.012933,3.01,3.01,2.852796,2.99,2.99,2.835166,0.77,2.430582,2.430582,1.363116,92.936235,76.555937,
06/30/2019,260.4,263.7,261.3,,29.980865,2.885572,2.11,2.11,2.192882,2.1,2.1,2.175844,0.82,4.412553,4.412553,1.597542,97.238863,80.810292,
09/30/2019,258.1,261.8,259.2,,30.914352,1.990741,1.52,1.52,1.446759,1.5,1.5,1.431245,0.82,7.719907,7.719907,1.968229,99.213483,82.716002,
12/31/2019,255.5,259.0,256.8,,31.397975,4.505452,3.37,3.37,3.34891,3.35,3.35,3.326834,0.82,5.498442,5.498442,1.933464,101.53816,84.74364,
03/31/2020,252.9,255.9,254.4,,31.084906,3.160377,2.34,2.34,2.637579,2.33,2.33,2.626991,0.82,2.468553,2.468553,2.151048,99.659945,82.906287,
06/30/2020,253.2,251.6,251.6,,29.415739,0.0,-0.16,-0.16,-0.202703,-0.16,-0.16,-0.202703,0.85,6.613672,6.613672,2.460506,106.409953,89.648499,
09/30/2020,,,,,,,3.362,3.362,3.316,3.362,3.362,3.316,0.859,8.83,,,108.667,,
12/31/2020,,,,,,,2.918,2.918,2.991,2.918,2.918,2.991,0.859,8.53,,,109.633,,
