Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1989,4468.242188,56.709,56.709,0.0,985.002991,,,611.185974,,,,,83.490997,,,,,,1736.389038,2082.438965,4418.126953,-2335.687988,120.039001,,,529.375,,,,,,529.375,2731.852966,,1238.118042,1238.118042,,,,189.968994,,,,,,56.56897,,,56.56897,1484.656006,1069.83606,,,,,763.794983,,,,763.794983,1833.631042,3318.287048,0.0,138.595001,,,0,,1011.359985,1149.954987,0.0,1149.954987,4468.242035,
03/31/1990,4596.460938,50.188999,50.188999,0.0,961.653015,,,697.221008,,,,,131.936005,,,,,,1840.999023,2093.072998,4497.616211,-2404.542969,124.991997,,,537.396973,,,,,,537.396973,2755.461967,,1287.739014,1287.739014,,,,227.662994,,,,,,70.087006,,,70.087006,1585.489014,1108.662964,,,,,756.106995,,,,756.106995,1864.769958,3450.258972,0.0,138.195007,,,0,,1008.007019,1146.202026,0.0,1146.202026,4596.460999,
06/30/1990,4645.395996,47.608002,47.608002,0.0,904.052979,,,659.322021,,,,,120.760002,,,,,,1731.743042,2200.780029,4599.251953,-2398.471924,137.697006,,,575.176025,,,,,,575.176025,2913.653061,,1102.692017,1102.692017,,,,216.832001,,,,,,93.50296,,,93.50296,1413.026978,1234.896973,,,,,767.937988,,,,767.937988,2002.834961,3415.861938,0.0,134.822006,,,0,,1094.712036,1229.534042,0.0,1229.534042,4645.395981,
09/30/1990,5117.899902,80.579002,80.579002,0.0,1147.44397,,,774.182007,,,,,141.248993,,,,,,2143.454102,2264.825928,4696.648926,-2431.822998,128.746002,,,580.874023,,,,,,580.874023,2974.445953,,1538.357056,1538.357056,,,,169.820007,,,,,,97.368958,,,97.368958,1805.546021,1235.155029,,,,,797.185974,,,,797.185974,2032.341003,3837.887024,0.0,127.309998,,,0,,1152.703003,1280.013001,0.0,1280.013001,5117.900025,
12/31/1990,5004.13916,117.115997,117.115997,0.0,1043.453979,,,681.392029,,,,,130.072006,,,,,,1972.034058,2283.678955,4768.298828,-2484.620117,135.712006,,,612.713989,,,,,,612.713989,3032.10495,,1392.260986,1392.260986,,,,172.822006,,,,,,114.293961,,,114.293961,1679.376953,1276.741943,,,,,795.15802,,,,795.15802,2071.899963,3751.276917,0.0,123.897003,,,0,,1128.964966,1252.861969,0.0,1252.861969,5004.138885,
03/31/1991,4846.396973,54.820999,54.820999,0.0,940.143982,,,629.359009,,,,,171.591995,,,,,,1795.916016,2308.346924,4833.405762,-2525.059082,142.496994,,,599.637024,,,,,,599.637024,3050.480942,,1223.847046,1223.847046,,,,142.123993,,,,,,77.435944,,,77.435944,1443.406982,1330.001953,,,,,800.383972,,,,800.383972,2130.385925,3573.792908,0.0,123.308998,,,0,,1149.295044,1272.604042,0.0,1272.604042,4846.39695,
06/30/1991,5472.666992,77.213997,77.213997,0.0,1245.223022,,,719.190979,,,,,155.697006,,,,,,2197.324951,2514.430908,5087.547852,-2573.116943,141.270996,,,619.640015,,,,,,619.640015,3275.341919,,1545.745972,1545.745972,,,,355.221985,,,,,,75.53009,,,75.53009,1976.498047,1300.057983,,,,,809.606018,,,,809.606018,2109.664001,4086.162048,0.0,190.020004,,,0,,1196.484985,1386.50499,0.0,1386.50499,5472.667038,
09/30/1991,5449.098145,70.699997,70.699997,0.0,1205.478027,,,711.903015,,,,,130.542999,,,,,,2118.624023,2564.399902,5166.058105,-2601.657959,150.363007,,,615.710999,,,,,,615.710999,3330.473908,,1579.532959,1579.532959,,,,195.505997,,,,,,47.862045,,,47.862045,1822.901001,1336.562012,,,,,846.127991,,,,846.127991,2182.690003,4005.591004,0.0,190.192993,,,0,,1253.313965,1443.506958,0.0,1443.506958,5449.097962,
12/31/1991,5306.35498,55.234001,55.234001,0.0,1166.603027,,,618.208984,,,,,151.113998,,,,,,1991.160034,2571.500977,5218.833008,-2647.332031,161.639008,,,582.054993,,,,,,582.054993,3315.194977,,1438.082031,1438.082031,,,,202.052994,,,,,,58.264023,,,58.264023,1698.399048,1370.467041,,,,,1051.18396,,,,1051.18396,2421.651001,4120.050049,0.0,190.235001,,,0,,996.070007,1186.305008,0.0,1186.305008,5306.355057,
04/01/1992,5453.062012,63.127998,63.127998,0.0,1141.915039,,,714.453979,,,,,165.020004,,,,,,2084.51709,2595.977051,5298.887207,-2702.909912,171.509995,,,601.057983,,,,,,601.057983,3368.545029,,1510.105957,1510.105957,,,,251.854996,,,,,,48.330063,,,48.330063,1810.291016,1427.378052,,,,,1048.875977,,,,1048.875977,2476.254028,4286.545044,0.0,191.156006,,,0,,975.361023,1166.517029,0.0,1166.517029,5453.062073,
