Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,,,,2.56095,1.668934,,,
12/31/1980,,,,3.452966,2.474626,,,
03/31/1981,,,,3.683164,2.647274,,,
06/30/1981,,,,3.654389,2.877472,,,
09/30/1981,,,,3.193994,1.913519,,,
12/31/1981,,,,2.877472,2.114942,,,
03/31/1982,,,,2.589724,1.971068,,,
06/30/1982,,,,2.517788,1.841582,,,
09/30/1982,,,,2.589724,1.467511,,,
12/31/1982,3.193994,,3.251543,3.280318,2.445851,,,
03/31/1983,2.877472,-9.90991,3.208381,3.337867,2.733598,,,
06/30/1983,4.690279,63.0,2.906246,4.690279,2.863084,,,
09/30/1983,2.086167,-55.521472,4.661504,4.690279,1.870357,,,
12/31/1983,2.330752,11.724138,2.086167,2.56095,2.07178,,,
03/31/1984,1.899131,-18.518519,2.359527,2.589724,1.884744,,,
06/30/1984,2.215653,16.666667,1.913519,2.258815,1.784032,,,
09/30/1984,2.359527,6.493506,2.215653,2.489013,2.043005,,,
12/31/1984,2.676049,13.414634,2.373914,2.848697,2.158104,,,
03/31/1985,2.978183,11.290323,2.676049,3.05012,2.589724,,,
06/30/1985,3.524903,18.357488,2.978183,3.898974,2.949408,,,
09/30/1985,3.59684,2.040816,3.524903,3.942136,3.452966,,,
12/31/1985,4.215496,17.2,3.582452,4.488856,3.481741,,,
03/31/1986,5.726169,35.836177,4.229883,5.855655,4.042848,,,
06/30/1986,6.301663,10.050251,5.740556,6.560635,5.424034,,,
09/30/1986,5.352097,-15.068493,6.272888,6.704509,4.920477,,,
12/31/1986,5.265773,-1.612903,5.352097,6.013916,5.150674,,,
03/31/1987,6.963481,32.240437,5.294548,7.682849,5.265773,,,
06/30/1987,8.11447,16.528926,6.848383,9.006486,6.272888,,,
09/30/1987,9.020874,11.170213,8.17202,10.445222,7.999371,,,
12/31/1987,8.157632,-9.569378,9.020874,9.409332,5.740556,,,
03/31/1988,9.15036,12.169312,8.11447,9.668305,7.380715,,,
06/30/1988,8.632415,-5.660377,9.107198,9.452494,7.467039,,,
09/30/1988,8.848225,2.5,8.589253,9.064036,7.035418,,,
12/31/1988,9.020874,1.95122,8.848225,9.064036,8.028146,,,
03/31/1989,10.40206,15.311005,8.977712,10.488384,8.718739,,,
06/30/1989,12.042219,15.767635,10.40206,13.380243,10.272574,,,
09/30/1989,13.078109,8.602151,11.999057,14.027674,11.740084,,,
12/31/1989,12.344353,-5.610561,13.034947,14.934078,10.704195,,,
03/31/1990,9.409332,-23.776224,12.344353,12.775974,8.805063,,,
06/30/1990,9.840953,4.587156,9.236684,11.394788,8.200794,,,
09/30/1990,6.819608,-30.701754,9.754629,10.61787,6.387987,,,
12/31/1990,9.15036,34.177215,6.992256,9.840953,5.783718,,,
03/31/1991,10.358898,13.207547,9.15036,11.308464,8.028146,,,
06/30/1991,9.495656,-8.333333,10.272574,12.085381,8.977712,,,
09/30/1991,10.61787,11.818182,9.668305,11.135815,8.805063,,,
12/31/1991,11.740084,10.569106,10.704195,11.826409,8.977712,,,
03/31/1992,11.308464,-3.676471,11.65376,12.517002,10.61787,,,
06/30/1992,13.639216,20.610687,11.222139,13.811864,11.135815,,,
09/30/1992,12.775974,-6.329114,13.72554,14.416133,11.567436,,,
12/31/1992,14.675105,14.864865,12.68965,15.19305,11.394788,,,
03/31/1993,15.538347,5.882353,14.675105,17.610127,14.329809,,,
06/30/1993,15.710995,1.111111,15.538347,16.574237,12.085381,,,
09/30/1993,17.26483,9.89011,15.624671,18.473368,14.934078,,,
12/31/1993,20.890444,21.0,17.26483,22.962224,17.178506,,212.899704,
03/31/1994,14.329809,-31.404959,20.890444,20.890444,14.070836,,212.899704,
06/30/1994,14.070836,-1.807229,13.984512,16.142616,12.603326,,212.899704,
09/30/1994,15.322537,8.895706,14.157161,16.660561,13.606844,,212.899704,
12/31/1994,15.020402,-1.971831,15.538347,17.26483,13.984512,,485.11734,
03/31/1995,14.502457,-3.448276,15.106726,16.401588,13.72554,,571.690796,
06/30/1995,16.185778,11.607143,14.416133,16.401588,11.912733,,571.489685,
09/30/1995,15.9775,-1.286797,16.22894,18.26,15.406875,,571.549255,
12/31/1995,18.145875,13.571429,15.9775,19.40125,15.178625,,571.57666,
03/31/1996,16.947563,-6.603774,18.145875,20.428375,16.776375,,142.892792,
06/30/1996,16.548125,-2.356902,16.8905,18.374125,15.863375,,0.811655,
09/30/1996,13.637938,-17.586207,16.434,16.8905,11.983125,,0.811655,
12/31/1996,13.0625,-4.219388,13.580875,14.125,10.328313,,0.811655,
03/31/1997,12.0,-8.133971,13.125,14.875,11.84375,8257.721214,0.811655,
06/30/1997,14.875,23.958333,11.875,17.125,10.75,10671.788582,0.811655,
09/30/1997,20.5,37.815126,14.8125,21.0625,14.125,10414.84042,0.811655,
12/31/1997,27.9375,36.280488,20.625,29.125,19.5,15917.898222,0.811655,
03/31/1998,31.09375,11.297539,28.625,33.0625,26.25,16311.781411,0.811655,
06/30/1998,38.4375,23.61809,31.0625,44.0,30.5,20297.080018,0.811655,
09/30/1998,39.125,1.788618,38.75,42.625,30.3125,21345.777569,0.811655,
