Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1997,,3359.399904,3309.600096,,1.41437,1.048767,0.339618,0.195,0.195,0.195,0.195,0.195,0.195,0.075,,,,,,
06/30/1997,,3326.199951,3278.199951,,1.463608,1.088402,0.289488,0.165,0.165,0.165,0.165,0.165,0.165,0.075,,,,,,
09/30/1997,,3292.800049,3247.199951,,1.483124,1.097869,0.326435,0.19,0.19,0.19,0.19,0.19,0.19,0.075,,,,,,
12/31/1997,,3283.800048,3242.199952,,1.512862,1.123311,0.326939,0.2,0.2,0.2,0.195,0.195,0.195,0.0825,,,,,,
03/31/1998,3220.909912,3278.199951,3231.399902,,1.53401,1.148728,0.343814,0.21,0.21,0.21,0.205,0.205,0.205,0.0825,-0.577149,,4.178943,5.995511,3.002568,
06/30/1998,3222.355957,3264.399902,3220.600098,,1.616158,1.225548,0.368254,0.22,0.22,0.22,0.215,0.215,0.215,0.0825,0.672856,,4.201584,6.112298,3.090596,
09/30/1998,3241.025879,3281.399902,3234.600098,,1.591851,1.200767,0.380263,0.225,0.225,0.225,0.225,0.225,0.225,0.0925,-0.376863,,4.018172,6.200506,3.327033,
12/31/1998,3288.115967,3284.800049,3284.800049,,1.524903,1.130054,0.230151,-0.06,-0.06,0.165,-0.06,-0.06,0.165,0.0925,-1.291707,,4.333181,6.172532,3.382484,
03/31/1999,3305.231934,3328.399902,3294.199951,,1.576711,1.205756,0.413454,0.265,0.265,0.265,0.265,0.265,0.265,0.0925,2.46676,2.46676,3.701102,6.298196,3.519571,
06/30/1999,3301.258057,3344.600098,3302.800049,,1.570486,1.211699,0.413286,0.28,0.28,0.26,0.275,0.275,0.255,0.1,0.937386,0.719087,4.339255,6.335464,3.615591,
09/30/1999,3299.525879,3334.199951,3297.199951,,1.647458,1.265619,0.459481,0.29,0.29,0.29,0.285,0.285,0.285,0.1,0.545614,0.545614,4.111803,6.58337,3.869647,
12/31/1999,3392.838726,3876.0,3817.8,,2.120593,3.379695,0.54796,0.321128,0.321128,0.321128,0.316306,0.316306,0.321128,0.1,0.852323,0.849704,4.668657,6.955827,4.201496,
03/31/2000,3396.63,3422.6,3393.4,,1.892203,1.377674,0.48005,0.305,0.305,0.305,0.305,0.305,0.305,0.11,1.718925,,4.772966,7.388205,4.457359,
06/30/2000,3378.24,3405.2,3365.6,,1.984193,1.425897,0.49174,0.305,0.305,0.305,0.305,0.305,0.305,0.11,-0.8471,,5.554075,7.274794,4.290992,
09/30/2000,3419.176,3456.0,3415.4,,2.027581,1.414183,0.40171,0.24,0.24,0.24,0.235,0.235,0.235,0.11,-0.474615,,5.293381,7.764736,4.714294,
