Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,18.168,0.63,,18.798,,10.186,,10.186,-103.162796,-3.57731,,-106.740106,1.657965,0.057492,,1.715457,
06/30/2008,18.253,2.792,,21.045,,5.107,,5.107,-43.862642,-6.709281,,-50.571923,1.628387,0.24908,,1.877467,
09/30/2008,16.348,2.043,,18.391,,5.314,,5.314,-109.292686,-13.658243,,-122.950929,1.465642,0.18316,,1.648802,
12/31/2008,4.5,9.4,,13.9,,17.2,,17.2,-21.110903,-44.09833,,-65.209233,0.411686,0.859967,,1.271654,
03/31/2009,14.076,1.976,,16.052,,,13.6,13.6,314.758497,44.186047,,358.944544,1.483729,0.208287,,1.692016,
06/30/2009,16.45,0.345,,16.795,,,,11.5,45.553986,0.955388,,46.509374,1.692025,0.035486,,1.727511,
09/30/2009,18.805,0.15,,18.955,,,,11.15,25.13231,0.20047,,25.332781,1.886461,0.015048,,1.901509,
12/31/2009,20.214,0.74,,20.954,,,,9.363,17.962412,0.657573,,18.619985,1.663322,0.060891,,1.724213,
03/31/2010,,21.119,,21.119,,8.406,0.214,8.62,,18.213571,,18.213571,,1.788492,,1.788492,
06/30/2010,20.075,,,20.075,,6.653,0.111,6.764,18.765014,,,18.765014,1.709571,,,1.709571,
09/30/2010,22.238,,,22.238,,0.387,5.566,5.953,14.41938,,,14.41938,1.798648,,,1.798648,
03/31/2011,25.515,0.255,,25.77,,,3.37,3.37,12.148265,0.121411,,12.269676,2.00059,0.019994,,2.020584,
06/30/2011,25.904,,,25.904,,0.331,6.544,6.875,12.00265,,,12.00265,1.998809,,,1.998809,
09/30/2011,23.212,,,23.212,,0.212,10.933,11.145,11.960818,,,11.960818,1.779473,,,1.779473,
12/31/2011,25.05,12.98,0.272,38.302,28.1,9.989,,38.089,13.780091,7.140342,0.149628,21.070061,1.815386,0.940667,0.019712,2.775765,
03/31/2012,26.39,13.53,,39.92,29.465,0.023,9.838,39.326,15.362584,7.876308,,23.238891,1.955035,1.002335,,2.95737,
06/30/2012,25.865,13.845,0.031,39.741,29.085,10.56,,39.645,12.030736,6.439804,0.014419,18.48496,1.874119,1.003177,0.002246,2.879543,
09/30/2012,27.0,14.35,,41.35,30.29,11.0,0.24,41.53,10.32643,5.488306,,15.814736,1.825375,0.970153,,2.795528,
12/31/2012,27.795,0.004,,27.799,31.26,,10.0,41.26,9.0634,0.001304,,9.064704,1.714389,0.000247,,1.714636,
03/31/2013,29.345,0.08,,29.425,32.96,0.1,9.08,42.14,9.194534,0.025066,,9.2196,1.872215,0.005104,,1.877319,
06/30/2013,29.528,0.036,,29.564,33.093,0.088,7.725,40.906,8.983431,0.010952,,8.994384,1.829733,0.002231,,1.831964,
09/30/2013,30.983,0.011,,30.994,34.741,0.063,7.291,42.095,9.632969,0.00342,,9.636389,1.902668,0.000676,,1.903343,
12/31/2013,32.555,0.116,,32.671,36.41,0.176,6.505,43.091,9.010119,0.032105,,9.042223,1.82526,0.006504,,1.831763,
03/31/2014,33.245,0.021,,33.266,37.395,0.026,5.72,43.141,14.04384,0.008871,,14.052711,1.891378,0.001195,,1.892573,
