Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
06/30/1993,187.806839,207.733994,207.733994,,9.155507,0.879885,0.615,0.615,,0.615,0.615,0.615,0.19,0.381512,,3.432793,15.589736,,
09/30/1993,188.261047,206.412003,206.412003,,11.275308,1.327907,0.91,0.91,,0.91,0.91,0.91,0.19,1.889265,,2.886598,16.263778,,
12/31/1993,188.365998,206.733994,206.733994,,10.738345,0.897129,0.155,0.155,0.155,0.155,0.155,0.155,0.19,1.337671,,3.767474,19.965679,,
03/31/1994,189.485992,208.528,208.528,,9.409403,0.713813,0.73,0.73,,0.73,0.73,0.73,0.205,1.275364,,5.2838,17.37216,,
06/30/1994,189.901993,207.908005,207.908005,,7.381673,0.207361,0.225,0.225,,0.225,0.225,0.225,0.205,1.526136,,7.220751,15.995446,,
09/30/1994,189.942001,209.156006,209.156006,,7.442813,0.315874,0.28,0.28,,0.28,0.28,0.28,0.205,1.286681,,5.610255,15.850286,,
01/01/1995,188.955994,209.367996,209.367996,,5.076296,0.498061,0.45,0.45,0.45,0.45,0.45,0.45,0.205,1.575236,,5.512305,14.44196,,
03/31/1995,189.149994,208.457993,208.457993,,7.093146,0.903448,0.65,0.65,0.515,0.65,0.65,0.515,0.215,2.315047,,6.988459,17.64782,,
06/30/1995,207.807999,208.018005,208.018005,,7.895946,0.823544,0.565,0.565,0.375,0.565,0.565,0.375,0.215,1.353186,,5.352007,20.13154,,
09/30/1995,207.921997,209.841995,209.841995,,7.928832,1.040035,0.74,0.74,0.54,0.74,0.74,0.54,0.215,4.109473,,6.731885,20.90205,,
12/31/1995,208.369996,209.0,209.0,,8.525244,0.261478,0.36,0.36,0.045,0.36,0.36,0.045,0.215,1.406139,,7.548376,20.995681,,
03/31/1996,208.496002,209.063995,209.063995,,5.385896,0.750775,0.67,0.447,0.447,0.67,0.447,0.447,0.23,1.658138,,6.431562,19.87042,,
06/30/1996,208.602005,209.188004,209.188004,,5.47366,0.681258,0.535,0.41,0.41,0.535,0.41,0.41,0.23,0.979105,,6.476898,20.037789,,
09/30/1996,208.722,209.270004,209.270004,,5.769456,0.656482,0.57,0.395,0.395,0.57,0.395,0.395,0.23,-0.665146,,6.877612,20.529062,,
12/31/1996,207.768005,210.694,207.556,,6.040764,0.725154,0.69,0.455,0.38,0.68,0.45,0.375,0.23,4.620801,,5.509828,21.499966,,
03/31/1997,206.41169,209.02337,205.990522,,5.816146,0.662001,0.635,0.4,0.4,0.63,0.395,0.395,0.245,1.467034,1.467034,5.847711,20.726564,15.286906,
06/30/1997,208.019774,211.199852,210.803282,,5.351297,-0.3149,-0.035,-0.23,-0.23,-0.035,-0.225,-0.225,0.245,1.009685,1.009685,6.118784,21.545471,16.653825,
09/30/1997,204.404007,207.679993,204.186005,,6.205249,0.969058,0.84,0.61,0.61,0.825,0.6,0.6,0.245,2.144608,,6.100624,22.691532,,
12/31/1997,202.156006,205.710006,202.074006,,6.45558,-0.699021,3.165,-0.68,-0.825,3.105,-0.67,-0.81,0.26,0.827459,,18.771176,24.634974,,
03/31/1998,200.650416,204.102474,200.430568,,7.224542,0.946867,0.61,0.61,0.61,0.6,0.6,0.6,0.26,1.93914,1.93914,13.165574,25.175622,12.288377,
06/30/1998,201.04351,203.93453,200.608448,,7.514399,1.197736,0.74,0.74,0.74,0.73,0.73,0.73,0.52,1.126528,1.126528,12.007918,25.606984,13.551385,
09/30/1998,202.490005,203.863998,200.850006,,7.061633,0.897993,0.56,0.56,0.65,0.555,0.555,0.64,0.26,1.192333,,13.459207,27.285115,,
12/31/1998,202.111176,203.294006,200.960007,,8.516242,0.906603,0.63,0.63,0.7,0.62,0.62,0.69,0.26,2.367327,,12.039661,26.645257,10.155398,
03/31/1999,201.734,203.63,201.186,,8.319426,1.256961,0.72,0.72,0.775,0.71,0.71,0.76,0.275,2.672403,,11.53522,25.304981,9.1949,
06/30/1999,199.623,201.922,199.12,,8.423137,1.171314,0.74,0.74,0.76,0.73,0.73,0.75,0.275,0.635486,,10.775757,24.120041,8.123743,
09/30/1999,195.786,198.99,196.395,,8.355034,1.120802,0.67,0.67,0.8,0.66,0.66,0.79,0.275,5.298526,,11.966872,23.800425,7.478211,
12/31/1999,195.495,197.115,194.655,,9.278205,0.129609,0.18,0.18,0.0,0.18,0.18,0.0,0.275,2.488325,,9.697859,21.798813,5.585928,
03/31/2000,192.874,195.795,193.818,,8.606982,1.373902,0.88,0.88,0.88,0.87,0.87,0.87,0.29,3.343895,3.04594,7.829464,22.492202,6.652276,
06/30/2000,190.708,194.043,190.655,,8.897238,1.393354,0.86,0.86,0.92,0.84,0.84,0.9,0.29,3.036369,2.820131,8.491054,22.136229,6.499271,
09/30/2000,191.361,195.619,190.172,,9.01537,1.173364,0.73,0.73,1.21,0.71,0.71,1.187,0.29,-2.198536,-2.319506,7.503499,23.70656,8.578368,
12/31/2000,190.748,195.562,190.406,,9.311293,1.44445,0.78,0.78,1.173,0.76,0.76,1.14,0.29,6.132564,6.132564,10.104394,25.960985,11.056672,
03/31/2001,187.709,193.701,189.137,,8.977091,1.346262,0.85,0.87,0.94,0.83,0.85,0.92,0.305,1.878776,1.512983,10.735607,27.139679,12.330629,
06/30/2001,187.778032,194.043413,190.655096,,8.386605,1.2364,0.76,0.82,0.82,0.74,0.8,0.8,0.61,-0.66902,-0.911615,7.998263,26.914735,12.30939,
09/30/2001,189.418,194.785,189.728,,8.479808,0.942423,0.63,0.63,0.76,0.61,0.61,0.74,0.305,1.217084,1.125295,10.53921,28.332925,14.054113,
12/31/2001,186.944,192.848,188.601,,7.722266,1.212258,0.9,0.9,1.056,0.88,0.88,1.03,0.32,4.266282,,16.558328,28.145546,14.107171,
03/31/2002,187.563,190.01,186.848,,6.026027,0.643957,0.46,0.46,0.82,0.45,0.45,0.81,0.32,-1.313404,-1.313404,9.061211,27.34719,13.508896,
06/30/2002,184.174,188.528,185.893,,6.226587,0.39045,0.26,0.26,0.63,0.26,0.26,0.62,0.32,1.10725,0.719215,12.300564,28.810907,14.80399,
09/30/2002,177.137,183.897,181.296,,6.417295,-1.197059,-0.75,-0.75,0.33,-0.75,-0.75,0.33,0.32,1.885734,1.722669,9.031789,30.413714,15.942446,
12/31/2002,177.307999,184.240863,181.980425,,6.535038,0.371122,0.28,0.28,0.28,0.28,0.28,0.28,0.335,1.064697,,9.534449,30.155571,15.913659,
03/31/2003,177.425,178.328,177.01,,6.210536,0.363166,0.23,0.23,0.59,0.23,0.23,0.59,0.335,2.50818,2.180538,9.217726,30.708688,16.640947,
06/30/2003,177.662,179.212,177.219,,6.845502,1.188614,0.81,0.81,0.87,0.8,0.8,0.86,0.335,-0.250013,-0.300775,10.952522,32.727376,18.699474,
09/30/2003,177.960723,179.857,177.483,,7.14913,1.403284,0.75,0.75,0.88,0.74,0.74,0.87,0.335,1.180299,1.01217,11.016987,31.382644,17.547878,
12/31/2003,178.212,180.396,177.751,,7.450152,1.753554,1.09,2.53,2.43,1.08,2.49,2.4,0.335,1.512644,1.512644,9.602025,32.602771,18.960592,
03/31/2004,178.504314,181.214395,178.274958,,7.062293,1.298225,0.73,0.87,0.87,0.72,0.86,0.86,0.35,0.977524,0.977524,12.635655,34.408804,20.699948,
06/30/2004,175.907955,180.301429,177.354689,,7.661027,1.602647,1.05,1.05,1.05,1.04,1.04,1.04,0.35,1.433568,1.433568,12.584496,31.36567,17.60453,
09/30/2004,174.544,177.695,175.173,,7.396956,1.327225,1.14,1.14,1.02,1.12,1.12,1.0,0.35,0.938307,0.938307,11.435432,34.200276,20.887839,
12/31/2004,173.55773,176.707,173.994,,8.516598,2.30166,1.09,1.09,1.09,1.07,1.07,1.07,0.365,2.514253,2.514253,9.574255,35.570003,22.248897,
03/31/2005,173.682943,176.544131,173.943679,,7.54842,1.494737,1.03,1.03,0.99,1.01,1.01,0.98,0.365,1.172793,1.172793,8.631084,34.785362,21.613648,
06/30/2005,172.488893,175.353027,172.75806,,7.959108,1.504995,1.15,1.15,1.18,1.13,1.13,1.16,0.365,1.834936,1.834936,9.617147,36.88463,23.815133,
09/30/2005,173.238489,176.296287,173.471175,,8.041682,1.867745,1.33,1.33,1.32,1.3,1.3,1.29,0.365,2.000332,2.000332,9.246883,36.26843,23.397133,
12/31/2005,173.768078,176.603149,173.220352,,8.015357,1.847358,1.29,1.29,1.34,1.28,1.28,1.31,0.365,1.868776,1.868776,13.30326,36.73372,24.032826,
03/31/2006,175.884189,177.929653,174.577421,,8.145383,1.930376,1.27,1.27,1.27,1.24,1.24,1.25,0.38,1.861638,1.861638,11.223294,36.02939,23.578015,
06/30/2006,281.537046,282.620341,279.117917,,8.942457,2.042148,1.25,1.25,1.25,1.23,1.23,1.23,0.38,2.138881,2.138881,5.327896,40.502663,24.50832,
09/30/2006,277.340063,281.348962,277.571615,,8.95985,1.898609,1.31,1.31,1.31,1.29,1.29,1.29,0.38,3.681933,3.681933,3.995095,43.419619,27.201263,
12/31/2006,275.752668,280.418102,275.884056,,9.489494,2.13133,1.38,1.35,1.33,1.37,1.33,1.31,0.395,4.00893,4.00893,5.882083,44.242546,29.239971,
03/31/2007,270.685522,279.476814,274.889645,,9.5602,2.251813,1.44,1.41,1.35,1.42,1.39,1.33,0.395,1.706139,1.706139,3.324892,44.446411,27.744373,
06/30/2007,271.441613,274.403573,270.566521,,9.871879,2.210177,1.39,1.37,1.38,1.37,1.35,1.36,0.395,3.400273,3.400273,3.643509,43.600537,26.945021,
09/30/2007,269.158104,272.487687,269.395799,,9.654939,1.919109,1.22,1.2,1.35,1.21,1.19,1.34,0.395,2.7506,2.7506,4.926473,44.442281,27.641746,
12/31/2007,264.233303,269.382569,266.446119,,9.692391,1.586812,0.45,0.91,1.27,0.43,0.9,1.26,0.415,-0.656793,-0.656793,6.30125,44.347173,28.664063,
03/31/2008,259.206033,262.764649,260.951566,,9.940542,1.893072,1.11,1.13,1.24,1.1,1.12,1.23,0.415,0.375549,0.375549,9.440367,42.769066,26.843511,
06/30/2008,256.801622,259.61702,257.785473,,9.670832,1.629262,0.48,0.43,1.25,0.48,0.43,1.24,0.415,1.369356,1.369356,7.480482,40.879804,25.128346,
09/30/2008,255.841633,257.645254,255.865067,,8.871864,0.742579,0.58,0.51,0.51,0.58,0.51,0.51,0.415,1.406992,1.406992,8.442723,37.132346,21.337419,
12/31/2008,255.869859,257.568519,255.432685,,8.426486,-2.012272,-1.98,-1.969599,-0.5,-1.98,-1.97,-0.5,0.21,1.890909,1.890909,23.160211,31.176005,15.761919,
03/31/2009,256.046103,257.789383,255.558961,,8.342498,-2.594313,-2.27,-2.3,-0.395995,-2.27,-2.3,-0.415516,0.01,-1.346069,-1.346069,21.921833,28.600318,15.54017,
06/30/2009,302.093017,262.413772,260.085214,,7.239935,0.030759,-0.62,-0.03,-1.397811,-0.62,-0.03,-1.397811,0.01,3.041311,3.041311,8.404696,30.040416,18.970978,
09/30/2009,302.073869,310.039883,301.803107,,6.898537,0.430744,0.45,0.215372,-0.773352,0.44,0.207772,-0.773352,0.01,0.347909,0.347909,10.464328,35.938229,25.689081,
12/31/2009,302.223281,311.553182,301.929354,,7.956828,0.666381,0.28,0.264963,0.340527,0.27,,0.07323,0.01,1.275133,1.275133,13.317968,36.046197,26.076747,
03/31/2010,302.467034,312.088531,302.221901,,8.361406,1.376472,0.88,0.79,0.679302,0.85,0.76,0.658426,0.01,1.869487,1.869487,11.389671,38.205817,28.2444,
06/30/2010,316.66248,314.611633,304.483369,,8.555475,1.310416,0.35,0.34,0.421369,0.33,0.32,0.400417,0.01,1.01155,1.01155,11.684365,39.910001,30.395139,
09/30/2010,316.754081,325.683769,316.726409,,8.250022,1.190302,0.78,0.78301,0.761856,0.75,0.756141,0.735569,0.01,0.855628,0.855628,11.197961,42.806078,33.275025,
12/31/2010,315.718554,323.378708,316.360151,,8.414144,1.04754,0.62,0.62,0.349775,0.6,0.6,0.33732,0.05,1.82071,,8.681783,40.561443,30.999128,
03/31/2011,313.456824,322.864332,315.014084,,8.628186,1.590405,1.0,1.0,0.936466,0.97,0.97,0.911152,0.05,1.079317,1.079317,7.069554,41.760137,32.128827,
06/30/2011,308.339163,319.915069,311.391263,,9.014383,1.54468,0.98,0.98,0.912036,0.95,0.95,0.887483,0.05,1.72773,1.72773,9.444146,44.06187,34.270703,
09/30/2011,301.659175,311.997683,304.779641,,8.356857,0.767768,0.5,0.528251,0.285452,0.47,0.495641,0.25846,0.05,0.183739,0.183739,16.021392,49.456477,39.448493,
12/31/2011,291.319222,303.354826,297.894635,,8.620498,-1.406538,-1.82,-1.82,0.281979,-1.82,-1.82,0.240294,0.08,1.148057,1.148057,15.481299,48.620204,40.817767,
03/31/2012,285.412303,295.909668,289.055925,,9.375348,1.300786,0.84,0.844127,0.512012,0.82,0.823379,0.498956,0.08,0.97559,0.97559,12.31902,46.462608,38.498691,
06/30/2012,279.168971,289.96054,282.085602,,10.273477,1.807962,1.14,1.14,1.215943,1.09,1.09,1.165872,0.08,1.176948,1.176948,18.830889,50.800775,42.658752,
09/30/2012,275.073618,284.650212,277.883878,,10.63034,1.748932,1.54,1.44,1.486232,1.51,1.41,1.27,0.08,0.187129,0.187129,15.897562,55.392444,47.129202,
12/31/2012,271.402586,281.137972,273.675168,,10.863244,1.717364,1.17,1.17,1.213117,1.14,,1.1,0.12,2.203342,2.203342,15.585703,55.168966,46.793954,
03/31/2013,268.457558,278.592099,270.265766,,10.522975,1.365323,0.89,0.89,0.61051,0.86,0.86,0.594379,0.12,-0.928715,-0.928715,11.573524,55.360706,46.893819,
06/30/2013,264.31634,275.658348,266.367162,,11.258895,1.813287,1.19,1.19,1.073706,1.15,1.15,1.037542,0.12,1.14879,1.14879,9.738331,50.38281,41.783266,
09/30/2013,262.342363,273.694008,263.546308,,11.417348,1.931349,1.28,1.28,1.066226,1.23,1.23,1.066226,0.12,1.703685,1.703685,10.101304,51.036363,42.372112,
12/31/2013,262.896701,272.762275,262.455018,,11.895372,2.038445,1.34,1.34,1.127812,1.29,,1.127812,0.16,1.124002,1.124002,8.992125,51.168386,42.522405,
03/31/2014,263.682162,272.115004,262.738542,,12.088063,1.880196,1.25,1.25,1.096147,1.21,1.21,1.096147,0.16,1.000995,1.000995,7.01223,54.937353,46.317126,
06/30/2014,260.831708,268.935567,262.27167,,12.513742,2.302956,1.52,1.52,1.479382,1.48,1.48,1.479382,0.16,0.411787,0.411787,5.78534,59.23743,50.522999,
09/30/2014,259.786446,266.785111,260.371956,,13.100489,2.56556,1.69,1.69,1.820473,1.65,1.65,1.788688,0.16,2.780637,2.780637,7.009604,59.479624,50.730129,
12/31/2014,256.55144,263.019609,258.183573,,14.276664,1.94048,1.35,1.344005,1.595376,1.32,1.316198,1.562948,0.2,5.542568,5.542568,15.275689,61.352218,52.492397,
03/31/2015,252.928502,260.561704,255.49565,,12.931727,1.683003,1.17,1.17,0.908039,1.15,1.15,0.889025,0.2,1.158532,1.158532,13.786505,64.140656,55.153926,
06/30/2015,250.918893,255.1403,251.849316,,13.424694,2.056785,1.37,1.37,1.320846,1.35,1.35,1.305531,0.2,1.1356,1.1356,9.273913,58.580682,49.521978,
09/30/2015,247.5,253.210611,249.227641,,14.910064,1.344153,0.91,0.91,0.662045,0.87,0.87,0.625145,0.2,3.631218,3.631218,15.240404,58.185859,49.00202,
12/31/2015,243.835893,248.9,248.245614,,12.777668,1.687845,1.14,1.14,1.538799,1.14,1.14,1.53775,0.25,3.045371,3.045371,12.90212,55.844937,46.523093,
03/31/2016,239.005252,245.121179,241.676363,,13.418772,1.253743,0.86,0.86,0.455154,0.82,0.82,0.420198,0.25,1.233054,1.233054,13.292595,61.329196,51.818945,
06/30/2016,232.784691,239.896939,236.463183,,13.985264,2.038372,1.37,1.37,1.095308,1.35,1.35,1.095308,0.25,1.006499,1.006499,17.668688,68.389377,58.624989,
09/30/2016,228.529287,233.662031,231.041085,,15.257027,2.934543,2.02,2.02,1.908751,2.0,2.0,1.888728,0.25,0.623266,0.623266,15.070278,71.426294,61.480085,
12/31/2016,226.335105,230.913849,227.652496,,14.293715,1.427614,0.83,0.83,1.796598,0.82,0.82,1.768406,0.29,2.600455,2.600455,12.026415,63.967099,53.924467,
03/31/2017,224.888259,230.103505,225.619803,,15.512823,2.388975,1.93,1.93,1.498095,1.89,1.89,1.468451,0.29,0.483114,0.483114,8.550913,66.579732,56.47249,
06/30/2017,222.237262,227.313882,223.555299,,16.000515,2.666007,1.84,1.84,1.874257,1.81,1.81,1.845194,0.29,0.416004,0.416004,8.900398,71.977129,61.749321,
09/30/2017,219.544618,223.872016,220.813693,,15.900282,2.594948,1.89,1.89,2.056032,1.87,1.87,2.030806,0.29,1.843183,1.843183,8.950345,74.308358,63.955109,
12/31/2017,218.090114,223.594517,218.525953,,16.789768,-1.487238,3.729534,3.729534,13.107139,3.644991,3.644991,12.810019,0.33,0.819125,0.819125,7.464804,79.425884,73.153247,
03/31/2018,218.695476,222.287572,218.368994,,16.527072,2.408767,1.68,1.68,1.872977,1.64,1.64,1.828944,0.33,0.641117,0.641117,10.320287,73.092504,66.837231,
06/30/2018,217.294051,221.604586,217.997297,,18.440596,2.380763,1.76,1.76,2.082595,1.7,1.7,2.011365,0.33,2.256909,2.256909,8.168654,69.845446,61.791844,
09/30/2018,214.776806,218.469229,215.901268,,19.749768,2.78368,2.27,2.27,2.362191,2.24,2.24,2.331546,0.33,1.861962,1.861962,6.797755,70.165863,61.985278,
12/31/2018,205.86276,214.970179,211.553516,,21.417749,2.533638,1.829324,1.829324,2.188572,1.8,1.8,2.153537,0.37,4.296785,4.296785,11.391084,69.706634,61.050381,
03/31/2019,202.987229,205.961663,204.290759,,19.408612,1.6594,1.23,1.23,2.158688,1.22,1.22,2.137647,0.37,-6.515224,-6.515224,7.847784,80.877009,72.117838,
06/30/2019,200.775731,202.905913,201.498137,,21.389776,2.436747,1.8,1.8,2.37223,1.79,1.79,2.356765,0.37,-6.109238,-6.109238,16.505979,91.91848,83.062828,
09/30/2019,198.32725,201.561178,199.200811,,23.283038,-0.687748,-0.81,-0.81,-0.230923,-0.83,-0.83,-0.259454,0.37,-1.480918,-1.480918,14.818942,100.838387,91.873406,
12/31/2019,205.86276,200.005404,197.534951,,21.991045,2.799505,2.18,2.18,2.435012,2.15,2.15,2.404993,0.4,0.86567,0.86567,12.450042,95.641387,87.004566,
03/31/2020,193.208244,197.264842,195.076797,,22.683374,0.522871,0.15,0.15,2.265774,0.15,0.15,2.243632,0.4,2.332415,2.332415,32.10008,85.788265,76.585759,
06/30/2020,193.247103,193.776452,193.228547,,18.201244,-0.398492,-0.49,-0.49,0.967766,-0.49,-0.49,0.960125,0.4,2.670413,2.670413,21.739006,107.277158,98.076503,
09/30/2020,,,,,,,2.142,2.142,2.283,2.142,2.142,2.283,0.403,2.71,,,102.577,,
12/31/2020,,,,,,,2.137,2.137,2.293,2.137,2.137,2.293,0.409,2.55,,,104.543,,
