Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1989,5373.259766,,,-4171.609863,,1201.649902,,-883.617004,,,318.03299,-3.288,,33.145,,0.0,-29.857,314.744989,-116.456001,198.289001,0.0,,,198.288988,0.0,198.289001,0.0,,198.289001,198.289001,,4538.600098,0.04375,0.04375,,4538.600098,0.04375,0.04375,0.04375,
07/31/1989,6046.413086,,,-4728.605957,,1317.807129,,-978.049011,,,339.757996,7.936001,,33.273998,,0.0,-41.209999,347.693996,-128.645996,219.048004,0.0,,,219.048,0.0,219.048004,0.0,,219.048004,219.048004,,4539.87207,0.04875,0.04875,,4539.87207,0.04875,0.04875,0.04875,
10/31/1989,6283.49707,,,-4881.263184,,1402.233887,,-1041.197998,,,361.036011,8.329998,,39.018002,,0.0,-47.348,369.366009,-136.664001,232.701996,0.0,,,232.702007,0.0,232.701996,0.0,,232.701996,232.701996,,4540.855957,0.05125,0.05125,,4540.855957,0.05125,0.05125,0.05125,
01/31/1990,8107.48584,,,-6288.555176,,1818.930664,,-1166.831055,,,652.099976,23.595001,,32.633999,,0.0,-56.229,675.694977,-249.834,425.860992,0.0,,,425.860977,0.0,425.860992,0.0,,425.860992,425.860992,,4528.452148,0.09375,0.09375,,4528.452148,0.09375,0.09375,0.09375,
04/30/1990,6768.194824,,,-5276.954102,,1491.240723,,-1103.078003,,,388.162994,14.127003,,36.904999,,0.0,-51.032001,402.289997,-148.847,253.442993,0.0,,,253.442997,0.0,253.442993,0.0,,253.442993,253.442993,,4540.759766,0.05625,0.05625,,4540.759766,0.05625,0.05625,0.05625,
07/31/1990,7543.509766,,,-5906.14502,,1637.364746,,-1227.150024,,,410.214996,23.009998,,38.386002,,0.0,-61.396,433.224995,-160.294006,272.931,0.0,,,272.930988,0.0,272.931,0.0,,272.931,272.931,,4538.355957,0.06,0.06,,4538.355957,0.06,0.06,0.06,
10/31/1990,7930.951172,,,-6196.904785,,1734.046387,,-1310.311035,,,423.734985,25.164997,,45.438999,,0.0,-70.603996,448.899982,-166.093002,282.807007,0.0,,,282.80698,0.0,282.807007,0.0,,282.807007,282.807007,,4542.855957,0.0625,0.0625,,4542.855957,0.0625,0.0625,0.0625,
01/31/1991,10358.938477,,,-8119.830078,,2239.108399,,-1511.639038,,,727.468994,30.876,,47.905998,,0.0,-78.781998,758.344994,-276.502014,481.842987,0.0,,,481.84298,0.0,481.842987,0.0,,481.842987,481.842987,,4565.043944,0.105,0.105,0.105,4565.043944,0.105,0.105,0.105,
04/30/1991,9280.570312,,,-7330.165039,,1950.405273,,-1484.853027,,,465.552002,21.675003,,54.82,,0.0,-76.495003,487.227005,-180.274002,306.953003,0.0,,,306.953003,0.0,306.953003,0.0,,306.953003,306.953003,,4605.824219,0.065,0.065,,4605.824219,0.065,0.065,0.065,
07/31/1991,10339.97168,,,-8208.077148,,2131.894531,,-1615.64502,,,516.25,32.785999,,62.106998,,0.0,-94.892998,549.035999,-203.143005,345.893005,0.0,,,345.892994,0.0,345.893005,0.0,,345.893005,345.893005,,4609.583984,0.075,0.075,,4609.583984,0.075,0.075,0.075,
10/31/1991,10627.5,,,-8402.75,,2224.75,,-1697.034058,,,527.716003,32.918999,,76.441002,,0.0,-109.360001,560.635002,-207.434998,353.200012,0.0,,,353.200005,0.0,353.200012,0.0,,353.200012,353.200012,,4611.208008,0.07625,0.07625,,4611.208008,0.07625,0.07625,0.07625,
01/31/1992,13638.860352,,,-10845.126953,,2793.733399,,-1886.771973,,,906.960999,49.278,,72.495003,,0.0,-121.773003,956.238999,-353.80899,602.429993,0.0,,,602.430009,0.0,602.429993,0.0,,602.429993,602.429993,,4595.24414,0.13,0.13,0.13,4595.24414,0.13,0.13,0.13,
04/30/1992,11649.429688,,,-9256.326172,,2393.103516,,-1807.942017,,,585.161987,29.052002,,75.859001,,0.0,-104.911003,614.213989,-227.259003,386.954987,0.0,,,386.954987,0.0,386.954987,0.0,,386.954987,386.954987,,4552.399902,0.085,0.085,0.085,4552.399902,0.085,0.085,0.085,
07/31/1992,13028.450195,,,-10416.519531,,2611.930664,,-1995.484985,,,616.440979,50.935997,,68.5,,0.0,-119.435997,667.376976,-246.929001,420.447998,0.0,,,420.447975,0.0,420.447998,0.0,,420.447998,420.447998,,4597.39209,0.09125,0.09125,0.09125,4597.39209,0.09125,0.09125,0.09125,
10/31/1992,13683.820312,,,-10884.910156,,2798.910156,,-2142.966064,,,655.947021,38.978996,,89.295998,,0.0,-128.274994,694.926018,-257.122986,437.803009,0.0,,,437.803032,0.0,437.803009,0.0,,437.803009,437.803009,,4597.883789,0.095,0.095,0.095,4597.883789,0.095,0.095,0.095,
01/31/1993,17122.070312,,,-13616.929688,,3505.140624,,-2374.448975,,,1130.69397,59.128006,,89.042999,,0.0,-148.171005,1189.821976,-440.234009,749.588013,0.0,,,749.587967,0.0,749.588013,0.0,,749.588013,749.588013,,4598.116212,0.1625,0.1625,0.1625,4598.116212,0.1625,0.1625,0.1625,
04/30/1993,13920.407227,,,-11016.745117,,2903.662109,,-2246.26001,,,657.401978,44.032997,,100.758003,,0.0,-144.791,701.434975,-250.785004,450.649994,,,,450.649971,,450.649994,,,450.649994,450.649994,,4506.5,0.1,0.1,,4506.5,0.1,0.1,0.1,
07/31/1993,16236.577148,,,-12962.824219,,3273.75293,,-2519.579102,,,754.174011,31.682999,,124.513,,0.0,-156.195999,785.85701,-289.981995,495.875,0.0,,,495.875015,0.0,495.875,0.0,,495.875,495.875,,4600.381836,0.11,0.11,,4600.381836,0.11,0.11,0.11,
