Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1994,539.0,-175.0,364.0,8.0,412.0,0.0,784.0,-20.0,764.0,-508.0,256,0.0,256,-98.0,158,0.0,0.0,158,-15.0,,143,,,143.0,,0.243333,0.243333,596.417999,0.243333,0.243333,0.243333,596.417999,
09/30/1994,593.0,-217.0,376.0,6.0,378.0,0.0,760.0,-15.0,745.0,-491.0,254,-104.0,150,-72.0,78,0.0,0.0,78,-15.0,,63,,,63.0,,0.105,0.105,596.994003,0.105,0.105,0.105,596.994003,
12/31/1994,656.0,-255.0,401.0,-21.0,426.0,0.0,806.0,-15.0,791.0,-741.0,50,0.0,50,-9.0,41,0.0,0.0,41,-30.0,,11,,,11.0,0.0175,0.0175,0.0175,628.57202,0.0175,0.0175,0.0175,628.57202,
03/31/1995,685.0,-296.0,389.0,-1.0,399.0,0.0,787.0,-20.0,767.0,-495.0,272,0.0,272,-102.0,170,0.0,0.0,170,-10.0,,160,,,160.0,,0.27,0.27,595.064026,0.27,0.27,0.27,595.064026,
06/30/1995,706.0,-321.0,385.0,1.0,405.0,0.0,791.0,-20.0,771.0,-500.0,271,0.0,271,-99.0,172,0.0,0.0,172,-10.0,,162,,,162.0,,0.2725,0.2725,592.219971,0.2725,0.2725,0.2725,592.219971,
09/30/1995,727.0,-335.0,392.0,0.0,422.0,0.0,814.0,-30.0,784.0,-506.0,278,0.0,278,-103.0,175,0.0,0.0,175,-9.0,,166,,,166.0,,0.2875,0.2875,575.875977,0.2875,0.2875,0.2875,575.875977,
12/31/1995,720.0,-338.0,382.0,6.0,444.0,0.0,832.0,-35.0,797.0,-526.0,271,0.0,271,-97.0,174,0.0,0.0,174,-10.0,,164,0.0,0.0,164.0,0.295,0.295,0.295,566.74402,0.295,0.295,0.295,566.74402,
03/31/1996,673.0,-310.0,363.0,1.0,503.0,0.0,867.0,-25.0,842.0,-560.0,282,0.0,282,-103.0,179,0.0,0.0,179,-10.0,,169,0.0,0.0,169.0,0.315,0.315,0.315,536.47998,0.31,0.31,0.31,546.023987,
06/30/1996,677.0,-305.0,372.0,0.0,474.0,0.0,846.0,-25.0,821.0,-540.0,281,0.0,281,-102.0,179,0.0,0.0,179,-10.0,,169,0.0,0.0,169.0,0.32,0.32,0.32,528.119995,0.315,0.315,0.315,532.916016,
09/30/1996,690.0,-318.0,372.0,0.0,476.0,0.0,848.0,-25.0,823.0,-536.0,287,0.0,287,-106.0,181,0.0,0.0,181,-9.0,,172,0.0,0.0,172.0,0.335,0.335,0.335,513.400024,0.33,0.33,0.33,526.392029,
12/31/1996,699.0,-328.0,371.0,168.0,388.0,0.0,927.0,-80.0,847.0,-559.0,288,13.0,301,-107.0,194,0.0,0.0,194,-15.0,,179,0.0,0.0,179.0,0.345,0.345,0.345,516.419983,0.335,0.335,0.335,526.09198,
03/31/1997,667.0,-297.0,370.0,25.0,511.0,0.0,906.0,-25.0,881.0,-562.0,319,0.0,319,-108.0,211,0.0,-20.0,191,-9.0,,182,0.0,0.0,182.0,0.35,0.35,0.35,516.02002,0.345,0.345,0.345,526.40802,
06/30/1997,684.0,-314.0,370.0,25.0,515.0,0.0,910.0,-25.0,885.0,-568.0,317,0.0,317,-108.0,209,0.0,-19.0,190,-4.0,,186,0.0,0.0,186.0,0.365,0.365,0.365,509.015991,0.355,0.355,0.355,518.950012,
09/30/1997,680.0,-314.0,366.0,32.0,603.0,0.0,1001.0,-25.0,976.0,-650.0,326,0.0,326,-111.0,215,0.0,-20.0,195,-4.0,,191,0.0,0.0,191.0,0.375,0.375,0.375,510.161987,0.365,0.365,0.365,520.612,
12/31/1997,685.0,-324.0,361.0,36.0,628.0,0.0,1025.0,-73.0,952.0,-710.0,242,43.0,285,-71.0,214,0.0,-19.0,195,-4.0,,191,-43.0,13.3,161.3,0.325,0.38,0.38,507.772003,0.32,0.375,0.375,518.859985,
03/31/1998,694.0,-329.0,365.0,41.0,657.0,0.0,1063.0,-15.0,1048.0,-696.0,352,0.0,352,-117.0,235,0.0,-20.0,215,-9.0,,206,0.0,0.0,206.0,0.4,0.4,0.4,515.427979,0.39,0.39,0.39,526.271973,
06/30/1998,723.0,-352.0,371.0,39.0,674.0,0.0,1084.0,-15.0,1069.0,-719.0,350,0.0,350,-116.0,234,0.0,-19.0,215,0.0,,215,0.0,0.0,215.0,0.41,0.41,0.41,520.98999,0.405,0.405,0.405,531.695984,
09/30/1998,736.0,-361.0,375.0,39.0,673.0,0.0,1087.0,-15.0,1072.0,-714.0,358,0.0,358,-120.0,238,0.0,-20.0,218,0.0,,218,0.0,0.0,218.0,0.42,0.42,0.42,522.156006,0.41,0.41,0.41,531.547974,
12/31/1998,739.0,-359.0,380.0,47.0,717.0,0.0,1144.0,-15.0,1129.0,-805.0,324,35.0,359,-117.0,242,0.0,-20.0,222,0.0,,222,-35.0,12.3,199.3,0.38,0.425,0.425,523.08197,0.375,0.42,0.42,531.495972,
03/31/1999,711.0,-362.0,349.0,66.0,669.0,54.0,1138.0,-15.0,1123.0,-760.0,363,83.0,446,-166.0,280,-26.0,0.0,254,0.0,,254,-83.0,34.0,231.0,0.44,0.54,0.49,523.448,0.43,0.53,0.48,531.288,
06/30/1999,680.0,-338.0,342.0,52.0,693.0,42.0,1129.0,-10.0,1119.0,-748.0,371,3.0,374,-136.0,238,0.0,0.0,238,0.0,,238,-3.0,1.0,236.0,0.45,0.45,0.45,518.273,0.45,0.45,0.45,525.712,
09/30/1999,679.0,-350.0,329.0,59.0,682.0,24.0,1094.0,-10.0,1084.0,-711.0,373,-8.0,365,-134.0,231,0.0,0.0,231,0.0,,231,8.0,-3.0,236.0,0.47,0.46,0.46,511.777,0.46,0.45,0.45,518.605,
12/31/1999,689.0,-358.0,331.0,43.0,716.0,0.0,1090.0,-10.0,1080.0,-695.0,385,-7.0,378,-138.0,240,0.0,0.0,240,0.0,,240,7.0,-2.0,245.0,0.48,0.47,0.47,505.891,0.48,0.47,0.47,512.496,
03/31/2000,352.0,-215.0,137.0,87.0,646.0,10.0,880.0,-3.0,877.0,-565.0,312,0.0,312,-114.0,198,55.0,0.0,253,0.0,0.0,253,0.0,0.0,198.0,0.4,0.4,0.51,496.74,0.39,0.39,0.5,502.082,
06/30/2000,369.0,-226.0,143.0,59.0,644.0,12.0,858.0,-9.0,849.0,-553.0,296,0.0,296,-109.0,187,60.0,0.0,247,0.0,0.0,247,0.0,0.0,187.0,0.38,0.38,0.5,489.48,0.38,0.38,0.5,495.103,
09/30/2000,369.0,-225.0,144.0,62.0,643.0,7.0,856.0,8.0,864.0,-561.0,303,0.0,303,-108.0,195,57.0,0.0,252,0.0,0.0,252,0.0,0.0,195.0,0.4,0.4,0.52,488.188,0.4,0.4,0.51,495.332,
12/31/2000,312.0,-186.0,126.0,48.0,633.0,4.0,811.0,-4.0,807.0,-535.0,272,0.0,272,-96.0,176,79.0,0.0,255,0.0,0.0,255,0.0,0.0,176.0,0.52,0.52,0.52,487.398,0.52,0.52,0.52,494.986,
03/31/2001,370.0,-230.0,140.0,61.0,711.0,5.0,917.0,15.0,932.0,-623.0,309,0.0,309,-110.0,199,65.0,0.0,264,0.0,0.0,264,0.0,0.0,199.0,0.41,0.41,0.55,482.718,0.41,0.41,0.54,489.328,
06/30/2001,345.0,-208.0,137.0,-99.0,737.0,13.0,788.0,-1.0,787.0,-627.0,160,0.0,160,-58.0,102,-47.0,0.0,55,0.0,0.0,55,140.0,-49.0,193.0,0.41,0.22,0.12,474.555,0.4,0.21,0.12,480.301,
09/30/2001,363.0,-217.0,146.0,22.0,730.0,9.0,907.0,-5.0,902.0,-625.0,277,0.0,277,-98.0,179,13.0,0.0,192,0.0,0.0,192,0.0,0.0,179.0,0.38,0.38,0.41,468.579,0.38,0.38,0.4,473.076,
12/31/2001,316.0,-166.0,150.0,112.0,643.0,16.0,921.0,-5.0,916.0,-647.0,269,-341.0,-72,27.0,-45,852.0,0.0,807,0.0,0.0,807,341.0,-119.0,177.0,0.39,-0.09,1.71,465.121,0.38,-0.09,1.7,468.668,
03/31/2002,269.0,-113.0,156.0,60.0,877.0,6.0,1099.0,-4.0,1095.0,-772.0,323,0.0,323,-112.0,211,5.0,0.0,216,0.0,0.0,216,0.0,0.0,211.0,0.48,0.48,0.49,443.882,0.47,0.47,0.48,447.623,
06/30/2002,275.0,-123.0,152.0,38.0,877.0,8.0,1075.0,-160.0,915.0,-760.0,155,0.0,155,-49.0,106,3.0,0.0,109,0.0,0.0,109,0.0,0.0,106.0,0.24,0.24,0.25,437.719,0.24,0.24,0.25,441.013,
09/30/2002,268.0,-112.0,156.0,63.0,816.0,5.0,1040.0,-2.0,1038.0,-756.0,282,0.0,282,-96.0,186,5.0,0.0,191,0.0,0.0,191,0.0,0.0,186.0,0.43,0.43,0.44,432.674,0.43,0.43,0.44,434.993,
12/31/2002,244.0,-98.0,146.0,53.0,850.0,28.0,1077.0,-6.0,1071.0,-820.0,251,-18.0,233,-69.0,164,2.0,0.0,166,0.0,0.0,166,18.0,-6.0,176.0,0.41,0.38,0.38,430.918,0.41,0.38,0.38,433.294,
03/31/2003,247.0,-93.0,154.0,54.0,786.0,9.0,1003.0,-4.0,999.0,-754.0,245,0.0,245,-79.0,166,-5.0,0.0,161,0.0,0.0,161,,,166.0,0.39,0.39,0.37,431.431,0.38,0.38,0.37,433.102,
06/30/2003,256.0,-93.0,163.0,31.0,826.0,13.0,1033.0,-3.0,1030.0,-778.0,252,,252,-79.0,173,2.0,,175,,,175,,,173.0,0.4,0.4,0.41,431.253,0.4,0.4,0.41,433.304,
09/30/2003,214.0,-82.0,132.0,63.0,820.0,38.0,1053.0,,1053.0,-832.0,221,0.0,221,-68.0,153,28.0,0.0,181,0.0,0.0,181,0.0,0.0,153.0,0.37,0.37,0.43,426.183,0.36,0.36,0.42,431.335,
12/31/2003,217.0,-96.0,121.0,55.0,881.0,93.0,1150.0,0.0,1150.0,-872.0,278,0.0,278,-87.0,191,-7.0,0.0,184,0.0,0.0,184,0.0,0.0,191.0,0.44,0.44,0.43,424.181,0.44,0.44,0.43,428.904,
03/31/2004,203.0,-87.0,116.0,62.0,731.0,26.0,935.0,7.0,942.0,-651.0,291,74.0,365,-118.0,247,-2.0,0.0,245,0.0,0.0,245,-74.0,23.0,196.0,0.47,0.59,0.58,421.668,0.46,0.58,0.57,427.103,
06/30/2004,205.0,-84.0,121.0,67.0,717.0,36.0,941.0,0.0,941.0,-652.0,289,-24.0,265,-85.0,180,-4.0,0.0,176,0.0,0.0,176,24.0,-7.0,197.0,0.47,0.43,0.42,419.015,0.46,0.42,0.42,423.795,
09/30/2004,202.0,-92.0,110.0,60.0,849.0,21.0,1040.0,0.0,1040.0,-789.0,251,0.0,251,-70.0,181,2.0,0.0,183,0.0,0.0,183,0.0,0.0,181.0,0.43,0.43,0.44,419.136,0.43,0.43,0.43,423.114,
12/31/2004,234.0,-118.0,116.0,70.0,864.0,48.0,1098.0,4.0,1102.0,-832.0,270,17.0,287,-88.0,199,-7.0,0.0,192,0.0,0.0,192,-17.0,5.0,187.0,0.44,0.47,0.46,418.635986,0.44,0.47,0.46,422.830994,
03/31/2005,249.0,-132.0,117.0,76.0,759.0,29.0,981.0,1.0,982.0,-698.0,284,182.0,466,-161.0,305,-50.0,0.0,255,0.0,0.0,255,-182.0,64.0,187.0,0.45,0.73,0.61,419.661987,0.44,0.72,0.6,423.136993,
06/30/2005,286.0,-159.0,127.0,50.0,902.0,46.0,1125.0,-3.0,1122.0,-826.0,296,4.0,300,-97.0,203,-78.0,0.0,125,0.0,0.0,125,-4.0,0.0,199.0,0.48,0.49,0.3,414.90799,0.48,0.49,0.3,417.944,
09/30/2005,283.0,-174.0,109.0,53.0,929.0,54.0,1145.0,-12.0,1133.0,-861.0,272,0.0,272,-77.0,195,-1.0,0.0,194,0.0,0.0,194,0.0,0.0,195.0,0.47,0.47,0.47,414.605988,0.46,0.46,0.47,417.911011,
12/31/2005,308.0,-192.0,116.0,30.0,1001.0,56.0,1203.0,-4.0,1199.0,-903.0,296,0.0,296,-95.0,201,7.0,0.0,208,0.0,0.0,208,0.0,0.0,201.0,0.49,0.49,0.5,412.081,0.48,0.48,0.5,415.534,
03/31/2006,316.0,-197.0,119.0,71.0,998.0,51.0,1239.0,-1.0,1238.0,-935.0,303,-19.0,284,-91.0,193,14.0,0.0,207,0.0,0.0,207,19.0,-7.0,205.0,0.5,0.47,0.51,409.554993,0.5,0.47,0.5,414.247986,
06/30/2006,360.0,-242.0,118.0,69.0,1063.0,46.0,1296.0,3.0,1299.0,-973.0,326,0.0,326,-97.0,229,3.0,0.0,232,0.0,0.0,232,0.0,0.0,229.0,0.56,0.56,0.56,408.153992,0.55,0.55,0.56,412.985992,
09/30/2006,394.0,-277.0,117.0,55.0,1067.0,51.0,1290.0,1.0,1291.0,-966.0,325,0.0,325,-105.0,220,2.0,0.0,222,0.0,0.0,222,0.0,0.0,220.0,0.54,0.54,0.55,407.209991,0.53,0.53,0.54,411.996002,
12/31/2006,394.0,-284.0,110.0,174.0,1174.0,64.0,1522.0,-5.0,1517.0,-1133.0,384,15.0,399,-101.0,298,-61.0,0.0,237,0.0,0.0,237,-15.0,-18.0,265.0,0.65,0.73,0.58,410.901,0.64,0.72,0.57,416.687,
03/31/2007,400.0,-275.0,125.0,60.0,1171.0,49.0,1405.0,-3.0,1402.0,-1028.0,374,-20.0,354,-111.0,243,9.0,0.0,252,0.0,0.0,252,20.0,-7.0,256.0,0.62,0.59,0.61,412.356995,0.61,0.58,0.6,418.598999,
06/30/2007,429.0,-295.0,134.0,62.0,1246.0,55.0,1497.0,3.0,1500.0,-1070.0,430,-75.0,355,-74.0,281,-6.0,0.0,275,0.0,0.0,275,75.0,-67.0,289.0,0.7,0.68,0.67,413.88501,0.69,0.67,0.66,419.296997,
09/30/2007,,,,,,,1461.0,,,,780,,395,,251,,,251,,,251,,,,0.603,0.607,0.607,,0.603,0.607,0.607,,
12/31/2007,,,,,,,1621.667,,,,830,,436,,266,,,266,,,266,,,,0.673,0.66,0.66,,0.673,0.66,0.66,,
