Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/1989,273.459991,29.480999,6.081,23.4,57.77,,,129.078995,,,,,6.363,,,,,222.692993,41.931,110.513,-68.582001,,8.836,,,,,8.836,50.767,,45.412998,45.412998,,,,10.272,,,,,,3e-06,,,3e-06,55.685001,59.77,,,,,22.242001,,,,,,22.242001,82.012001,137.697002,34.056,112.195999,,,-18.367001,,7.878,135.762999,0.0,135.762999,273.460001,
07/31/1989,271.390015,21.936001,4.236,17.700001,57.983002,,,133.688004,,,,,6.579,,,,,220.186005,43.0,112.935997,-69.935997,,8.204,,,,,8.204,51.204,,41.132,41.132,,,,10.639,,,,,,0.0,,,0.0,51.771,56.964001,,,,,21.472,,,,,,21.472,78.436001,130.207001,17.749001,128.298004,,,-18.367001,,13.503001,141.183005,0.0,141.183005,271.390006,
10/31/1989,282.05899,24.277001,5.077,19.200001,59.611,,,138.962997,,,,,7.449,,,,,230.300003,42.971001,113.362999,-70.391998,,8.788,,,,,8.788,51.759001,,51.549999,51.549999,,,,10.508,,,,,,0.0,,,0.0,62.057999,53.476002,,,,,21.465,,,,,,21.465,74.941002,136.999001,17.436001,128.320007,,,-18.367001,,17.671001,145.060008,0.0,145.060008,282.059009,
01/31/1990,279.790985,36.549,6.549,30.0,58.303001,,,124.943001,,,,,7.22,,,,,227.014999,43.771999,113.672997,-69.901001,1.828,7.176,,,,,7.176,52.775999,,17.541,17.541,,,,11.674,,,,,,27.987999,,,27.987999,57.202999,50.541,,,,,19.496,,,,,,19.496,70.037,127.239999,16.757,128.565002,,,-18.367001,,25.596001,152.551002,0.0,152.551002,279.791001,
04/30/1990,270.848999,14.399,5.299,9.1,56.240002,,,140.539001,,,,,6.89,,,,,218.067993,43.852001,114.408997,-70.556999,,8.929,,,,,8.929,52.781001,,41.424999,41.424999,,,,10.335,,,,,,0.0,,,0.0,51.759998,51.381001,,,,,20.434999,,,,,,20.434999,71.816,123.575998,16.790001,128.580994,,,-18.367001,,20.269001,147.272995,0.0,147.272995,270.848993,
07/31/1990,261.460999,5.036,4.036,1.0,57.527,,,138.701004,,,,,6.467,,,,,207.731003,44.248001,114.292999,-70.044998,,9.482,,,,,9.482,53.730001,,34.122002,34.122002,,,,6.274,,,,,,-2e-06,,,-2e-06,40.396,53.136002,,,,,19.788,,,,,,19.788,72.924002,113.320002,14.707,130.595993,,,-18.306,,21.144,148.140993,0.0,148.140993,261.460994,
10/31/1990,269.735992,3.05,3.05,0.0,57.868,,,145.552002,,,,,8.198,,,,,214.667999,45.210999,116.610001,-71.399002,,9.857,,,,,9.857,55.067999,,42.681999,42.681999,,,,7.354,,,,,,0.0,,,0.0,50.035999,53.549999,,,,,18.506001,,,,,,18.506001,72.056,122.091999,14.288,130.925003,,,-18.306,,20.737,147.644003,0.0,147.644003,269.736002,
01/31/1991,251.384003,3.379,3.379,0.0,60.311001,,,122.679001,,,,,10.017,,,,,196.386002,45.167,116.752998,-71.585999,1.258,8.573,,,,,8.573,54.998,,22.056999,22.056999,,,,7.948,,,,,,22.843001,,,22.843001,52.848,31.665001,,,,,17.712,,,,,,17.712,49.377001,102.225001,14.272,130.873001,,,-18.306,,22.32,149.159001,0.0,149.159001,251.384002,
04/30/1991,254.970001,3.243,3.243,0.0,55.394001,,,130.110992,,,,,10.282,,,,,199.029999,45.323002,117.224998,-71.902,,10.617,,,,,10.617,55.940001,,40.632999,40.632999,,,,6.922,,,,,,0.0,,,0.0,47.555,42.654999,,,,,17.990999,,,,,,17.990999,60.645998,108.200998,14.212,130.936996,,,-18.306,,19.926,146.768996,0.0,146.768996,254.969995,
07/31/1991,252.110992,3.036,3.036,0.0,59.792,,,124.127998,,,,,9.238,,,,,196.194,45.212002,118.069,-72.857002,,10.705,,,,,10.705,55.917002,,37.775002,37.775002,,,,6.957,,,,,,-3e-06,,,-3e-06,44.731998,43.240002,,,,,17.745001,,,,,,17.745001,60.985003,105.717001,8.507,136.567001,,,-18.306,,19.626,146.394001,0.0,146.394001,252.111002,
10/31/1991,255.477997,3.448,3.448,0.0,61.213001,,,124.456001,,,,,10.871,,,,,199.988007,44.949001,118.913002,-73.963997,,10.541,,,,,10.541,55.490002,,46.595001,46.595001,,,,4.403,,,,,,0.0,,,0.0,50.998001,38.237,,,,,18.483,,,,,,18.483,56.719999,107.718,8.524,136.451004,,,-18.306,,21.091,147.760004,0.0,147.760004,255.478005,
01/31/1992,237.244003,7.242,7.242,0.0,51.911999,,,111.472,,,,,9.523,,,,,180.149002,44.965,119.823997,-74.859001,1.986,10.144,,,,,10.144,57.095,,18.294001,18.294001,,,,4.977,,,,,,24.006999,,,24.006999,47.278,22.459999,,,,,18.341999,,,,,,18.341999,40.801998,88.079998,8.33,136.214005,,,-17.865,,22.485,149.164005,0.0,149.164005,237.244003,
04/30/1992,255.018005,6.403,6.403,0.0,57.873001,,,124.483002,,,,,9.524,,,,,198.283005,44.647999,120.043999,-75.396004,,12.087,,,,,12.087,56.734999,,48.130001,48.130001,,,,4.677,,,,,,-2e-06,,,-2e-06,52.806999,35.199001,,,,,18.665001,,,,,,18.665001,53.864002,106.671001,8.34,136.404999,,,-17.865,,21.467,148.346999,0.0,148.346999,255.018,
07/30/1992,310.411011,2.514,2.514,0.0,70.510002,,,146.882996,,,,,10.353,,,,,230.259995,46.700001,123.393997,-76.694,,33.451,,,,,33.451,80.151001,,51.189999,51.189999,,,,7.411,,,,,,3e-06,,,3e-06,58.601002,75.777,,,,,24.440001,,,,,,24.440001,100.217001,158.818003,8.317,136.621002,,,-17.865,,24.52,151.593003,0.0,151.593003,310.411005,
10/31/1992,319.27301,2.599,2.599,0.0,76.622002,,,153.341995,,,,,9.995,,,,,242.557999,46.293999,124.531998,-78.237999,,30.421,,,,,30.421,76.714998,,57.061001,57.061001,,,,14.793,,,,,,-5e-06,,,-5e-06,71.853996,71.389,,,,,24.993,,,,,,24.993,96.382,168.235996,8.313,136.744003,,,-17.857,,23.837,151.037003,0.0,151.037003,319.272999,
01/31/1993,317.868011,4.817,4.817,0.0,68.769997,,,151.541,,,,,11.357,,,,,236.485001,47.153999,112.007004,-64.852997,1.985,32.243999,,,,,32.243999,81.382998,,33.238998,33.238998,,,,1.821,,,,,,32.550003,,,32.550003,67.610001,67.080002,,,,,28.127001,,,,,,28.127001,95.207003,162.817004,8.305,138.363998,,,-17.857,,26.239,155.050998,0.0,155.050998,317.868002,
04/30/1993,340.178986,2.9,2.9,0.0,75.322998,,,166.477005,,,,,9.906,,,,,254.606003,46.469002,112.848,-66.378998,1.983,37.120998,,,,,37.120998,85.573,,56.504002,56.504002,,,,3.488,,,,,,0.0,,,0.0,59.992001,89.626999,,,,,31.268,,,,,,31.268,120.894999,180.886999,8.235,144.352005,,,-17.857,,24.562,159.292005,0.0,159.292005,340.179004,
07/31/1993,357.39801,2.426,2.426,0.0,84.320999,,,175.472,,,,,11.314,,,,,273.53299,45.823002,113.789001,-67.966003,1.811,36.230999,,,,,36.230999,83.865001,,55.209999,55.209999,,,,3.503,,,,,,2e-06,,,2e-06,58.713001,115.344002,,,,,24.162001,,,,,,24.162001,139.506002,198.219004,8.188,145.662994,,,-17.857,,23.185,159.178994,0.0,159.178994,357.397998,
10/31/1993,372.532013,2.097,2.097,0.0,89.470001,,,176.218002,,,,,9.897,,,,,277.682007,49.330002,118.660004,-69.330002,2.027,43.493,,,,,43.493,94.850002,,61.186001,61.186001,,,,2.179,,,,,,0.0,,,0.0,63.365002,126.855003,,,,,25.492001,,,,,,25.492001,152.347004,215.712006,8.131,146.406998,,,-17.857,,20.139,156.819997,0.0,156.819997,372.532003,
