Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/27/1989,1501.800049,,-805.299988,,696.500061,,-511.5,,,185.0,-8.2,,8.2,,,,,176.8,-69.599998,107.199997,-7.7,,,114.900002,,114.900002,,,114.900002,114.900002,,659.200012,0.17375,0.1625,,659.200012,0.17375,0.1625,0.1625,
11/26/1989,1626.599976,,-873.700012,,752.899963,,-594.700012,,,158.199997,-8.0,,8.0,,,,,150.199997,-58.799999,91.400002,,,,91.399998,,91.400002,,,91.400002,91.400002,,659.200012,0.13875,0.1375,,659.200012,0.13875,0.1375,0.1375,
02/25/1990,1612.199951,,-875.799988,,736.399963,,-564.099976,,,172.300003,-8.4,,8.4,,,,,163.900003,-64.099998,99.800003,,,,99.800005,,99.800003,,,99.800003,99.800003,,659.200012,0.15125,0.15,,659.200012,0.15125,0.15,0.15,
05/27/1990,1707.699951,,-930.299988,,777.399963,,-647.799988,,,129.600006,-7.800001,,36.700001,,,,-28.9,121.800005,-46.5,75.300003,0.0,,,75.300005,0.0,75.300003,,,75.300003,75.300003,,652.400024,0.115,0.115,0.115,652.400024,0.115,0.115,0.115,
08/26/1990,1739.5,,-911.0,,828.5,,-611.700012,,,216.800003,-13.0,,13.0,,,,,203.800003,-80.0,123.800003,-5.7,,,129.500003,,129.5,,,129.5,129.5,,656.400024,0.1975,0.1875,,656.400024,0.1975,0.1875,0.1875,
11/25/1990,1836.800049,,-962.700012,,874.100037,,-657.400024,,,216.699997,-15.9,,15.9,,,,,200.799997,-82.599998,118.199997,,,,118.199999,,118.199997,,,118.199997,118.199997,,657.599976,0.18,0.18,,657.599976,0.18,0.18,0.18,
02/24/1991,1747.599976,,-877.099976,,870.5,,-640.599976,,,229.899994,-15.6,,15.6,,,,,214.299994,-83.0,131.300003,-2.8,,,134.099993,,134.100006,,,134.100006,134.100006,,658.799988,0.2025,0.2,,658.799988,0.2025,0.2,0.2,
05/26/1991,1829.300049,,-971.299988,,858.000061,,-694.700012,,,163.300003,-16.599998,,39.599998,,,,-23.0,146.700005,-55.799999,90.900002,0.0,,,90.900006,0.0,90.900002,,,90.900002,90.900002,,660.0,0.1375,0.1375,0.1375,660.0,0.1375,0.1375,0.1375,
08/25/1991,1916.5,,-1001.900024,,914.599976,,-664.099976,,,250.5,-16.1,,16.1,,,,,234.4,-92.300003,142.100006,,,,142.099997,,142.100006,,,142.100006,142.100006,,661.200012,0.215,0.215,,661.200012,0.215,0.215,0.215,
11/24/1991,1992.5,,-1045.599976,,946.900024,,-712.5,,,234.399994,-12.2,,12.2,,,,,222.199994,-93.900002,128.300003,,,,128.299993,,128.300003,,,128.300003,128.300003,,662.400024,0.1925,0.1925,,662.400024,0.1925,0.1925,0.1925,
