Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,192.246006,-123.346001,68.900005,0.226,19.889,9.191,98.206005,-5.141,93.065005,-66.099998,26.965,0.0,26.965,-6.468,20.497,0.0,0.0,20.497,0.0,,20.497,,,20.497,,0.169877,0.169877,120.659623,0.169877,0.169877,0.169877,120.659623,
06/30/1990,192.862999,-124.150002,68.712997,0.103,20.229,8.249,97.293997,-6.467,90.826997,-66.497002,24.33,0.0,24.33,-5.524,18.806,0.0,0.0,18.806,0.0,,18.806,,,18.806,,0.158025,0.158025,118.538442,0.158025,0.158025,0.158025,118.538442,
09/30/1990,193.017998,-122.781998,70.236,0.109,20.518999,11.693,102.556999,-6.978,95.578999,-69.744003,25.834999,0.0,25.834999,-6.402,19.433001,0.0,0.0,19.433001,0.0,,19.433001,,,19.432999,,0.163951,0.163951,118.497935,0.163951,0.163951,0.163951,118.497935,
12/31/1990,195.178001,-121.634003,73.543998,-0.012,21.966,10.163,105.660998,-12.486,93.174998,-70.001999,23.173,0.0,23.173,-5.21,17.962999,0.0,0.0,17.962999,0.0,,17.962999,,,17.963,0.152099,0.152099,0.152099,118.546031,0.152099,0.152099,0.152099,118.546031,
03/31/1991,187.819996,-112.364998,75.454998,0.47,22.555,10.388,108.867998,-11.927,96.940998,-72.406998,24.534,0.0,24.534,-5.796,18.738001,0.0,0.0,18.738001,0.0,,18.738001,,,18.738,,0.158025,0.158025,118.583999,0.158025,0.158025,0.158025,118.583999,
06/30/1991,186.564007,-107.32,79.244007,0.006,23.379,10.022,112.651007,-1.868,110.783007,-83.802002,26.981001,0.0,26.981001,-7.002,19.979,0.0,0.0,19.979,0.0,,19.979,,,19.979001,,0.167901,0.167901,118.776374,0.167901,0.167901,0.167901,118.776374,
09/30/1991,187.341,-106.452003,80.888996,4.017,23.6,10.772,119.277997,-13.795,105.482997,-78.412003,27.070999,0.0,27.070999,-6.842,20.229,0.0,0.0,20.229,0.0,,20.229,,,20.228999,,0.158025,0.158025,127.575004,0.158025,0.158025,0.158025,127.575004,
12/31/1991,183.592003,-100.317001,83.275002,7.763,23.795,17.570999,132.404001,-13.954,118.450001,-89.836998,28.613001,0.0,28.613001,-7.189,21.424,0.0,0.0,21.424,0.0,,21.424,,,21.424001,0.16,0.16,0.159012,133.947062,0.16,0.16,0.159012,133.947062,
03/31/1992,180.544998,-88.044998,92.5,4.51,0.0,0.0,97.01,-6.853,90.157,-64.570999,25.586,0.0,25.586,0.0,25.586,0.0,0.0,25.586,0.0,,25.586,,,25.586,,0.177778,0.177778,143.92013,0.177778,0.177778,0.177778,143.92013,
06/30/1992,176.649994,-80.181999,96.467995,0.043,0.0,0.0,96.510995,-7.315,89.195995,-62.945,26.250999,0.0,26.250999,0.0,26.250999,0.0,0.0,26.250999,0.0,,26.250999,,,26.250999,,0.180741,0.180741,145.239751,0.180741,0.180741,0.180741,145.239751,
