Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
12/31/1997,3.147,0.527,1.053,-1.904,,,-1.904,3.471,,,,3.471,,-13.419,-0.666,0.0,,,-0.666,,,,,,,,,,-12.753,-1.095,0.0,-1.13,,,,0.035,0.035,0.0,0.0,,-11.367,,
03/31/1998,-4.206,-3.829,0.869,0.777,,,0.777,-2.023,,,,-2.023,,-5.007,-0.874,0.0,,,-0.874,,,0.0,0.0,0.0,,,,,-4.133,-0.45,0.0,-0.767,,,,0.317,0.317,0.0,0.0,,-9.663,,
06/30/1998,-4.491,2.14,0.78,0.276,,,0.276,-7.687,,,,-7.687,,8.13,-0.216,0.0,,,-0.216,,,0.0,0.0,0.0,,,,,8.346,-0.359,0.0,-0.449,,,,0.09,0.09,0.0,0.0,,3.28,,
09/30/1998,4.196,-1.395,0.681,0.768,,,0.768,4.142,,,,4.142,,-3.835,-1.29,0.0,,,-1.29,,,0.0,0.0,0.0,,,,,-2.545,-0.305,0.0,-0.336,,,,0.031,0.031,0.0,0.0,,0.056,,
12/31/1998,-5.701,-5.541,0.689,1.023,,,1.023,-1.872,,,,-1.872,,3.153,-0.669,0.0,,,-0.669,,,0.0,0.0,0.0,,,,,3.822,-0.289,0.0,-0.303,,,,0.014,0.014,0.0,0.0,,-2.836999,,
03/31/1999,-8.427,-8.93,0.725,1.056,,,1.056,-1.278,,,,-1.278,,9.835,-0.993,0.0,,,-0.993,,,0.0,0.0,0.0,,,,,10.828,0.612,0.0,-0.28,,,,0.892,0.892,0.0,0.0,,2.02,,
06/30/1999,-4.692,-7.833,0.829,0.681,,,0.681,1.631,,,,1.631,,3.715,-2.735,0.0,,,-2.735,,,0.0,0.0,0.0,,,,,6.45,-0.24,0.0,-0.279,,,,0.039,0.039,0.0,0.0,,-1.217,,
09/30/1999,-7.675,-4.925,0.898,1.041,,,1.041,-4.689,,,,-4.689,,10.87,-1.155,0.0,,,-1.155,,,0.0,0.0,0.0,,,,,12.025,-0.23,0.0,-0.271,,,,0.041,0.041,0.0,0.0,,2.965,,
12/31/1999,6.959,-1.381999,0.974,1.741,,,1.741,5.626,,,,5.626,,-6.952,-0.799,0.0,,,-0.799,,,0.0,0.0,0.0,,,,,-6.152999,0.165,0.0,-0.291,,,,0.456,0.456,0.0,0.0,,0.172,,
03/31/2000,-16.587,-7.318,0.926,-0.356,,,-0.356,-9.839,,-0.7,0.919,-10.058,,2.509,-1.771,0.0,,,-1.771,,,,,,,,,,4.28,2.675,0.0,-0.308,,,,2.983,2.983,0.0,0.0,,-11.403,,
06/30/2000,-3.349,-2.854,1.045,-0.631,,,-0.631,-0.909,,,,-0.909,,0.008,-2.518,0.0,,,-2.518,,,0.0,0.0,0.0,,,,,2.526,72.797997,0.0,-0.43,,,,73.227997,73.227997,0.0,0.0,,69.457001,,
09/30/2000,-4.13,-3.118,1.154,-0.825,,,-0.825,-1.341,,,,-1.341,,-45.534,-1.041,0.0,,,-1.041,,,0.0,0.0,0.0,,,,,-44.493,17.555,0.0,-0.438,,,,17.993,17.993,0.0,0.0,,-32.109001,,
12/31/2000,-3.77,-8.455,1.296,-1.858,,,-1.858,5.247,,,,5.247,,-14.732998,-1.165,0.0,,,-1.165,,,0.0,0.0,0.0,,,,,-13.567998,-0.160999,0.0,-0.322,,,,0.161001,0.161001,0.0,0.0,,-18.664,,
03/31/2001,-8.397,-13.037,1.329,-0.648,,,-0.648,3.959,,,,3.959,,6.887,-1.643,0.0,,,-1.643,,,0.0,0.0,0.0,,,,,8.53,154.152004,0.0,-0.23,,,,154.382004,154.382004,0.0,0.0,,152.641998,,
06/30/2001,-9.378,-14.834,1.419,2.314,,,2.314,1.723,,,,1.723,,-34.577,-2.213,0.0,,,-2.213,,,0.0,0.0,0.0,,,,,-32.364,3.29,0.0,-0.134,,,,3.424,3.424,0.0,0.0,,-40.665001,,
09/30/2001,-21.891001,-19.931,1.519,-4.286,,,-4.286,0.807,,,,0.807,,-21.488001,-1.767,0.0,,,-1.767,,,0.0,0.0,0.0,,,,,-19.721001,0.398,0.0,-0.148,,,,0.546,0.546,0.0,0.0,,-42.980999,,
12/31/2001,-17.653999,-28.378002,1.81,2.645,,,2.645,6.269,,,,6.269,,-26.207001,-2.599999,0.0,,,-2.599999,,,0.0,0.0,0.0,,,,,-23.607001,191.280002,0.0,191.110003,,,,0.169999,0.169999,0.0,0.0,,147.418991,,
03/31/2002,-26.054001,-25.445,2.008,0.441,,,0.441,-3.058,,,,-3.058,,-86.927002,-4.0,0.0,,,-4.0,,,0.0,0.0,0.0,,,,,-82.927002,1.057,0.0,-0.111,,,,1.168,1.168,0.0,0.0,,-111.924004,,
06/30/2002,-29.589001,-30.423,2.228,-3.162,,,-3.162,1.768,,,,1.768,,-36.625999,-6.881,0.0,,,-6.881,,,0.0,0.0,0.0,,,,,-29.744999,0.12,0.0,-0.141,,,,0.261,0.261,0.0,0.0,,-66.095001,,
09/30/2002,-23.854,-32.816,2.169,4.058,,,4.058,2.735,,-1.335,6.352,-2.282,,30.102,-8.318,0.0,,,-8.318,,,0.0,0.0,0.0,,,,,38.42,-0.048,0.0,-0.087,,,,0.039,0.039,0.0,0.0,,6.2,,
12/31/2002,-31.025999,-35.693001,2.049,0.483,,,0.483,2.135,,,,2.135,,34.935001,-15.171,0.0,,,-15.171,,,0.0,0.0,0.0,,,,,50.106001,0.594,0.0,-0.087,,,,0.681,0.681,0.0,0.0,,4.503,,
03/31/2003,1.193,-30.11,2.288,0.587,,,0.587,28.428,-3.221,-1.324,,32.973,,61.819,-20.004,0.0,,,-20.004,,,0.0,0.0,0.0,,,,,81.823,48.497,0.0,-0.089,,,,48.586,48.586,0.0,0.0,,111.509,,
06/30/2003,76.985,-28.736,2.679,118.237,,,118.237,-15.195,-0.633,-1.623,,-12.939,,-26.796,-4.981,0.0,,,-4.981,,,,,,,,,,-21.815,5.576,0.0,5.086,,,,0.49,0.49,0.0,0.0,,55.765,,
09/30/2003,61.810001,-27.4,3.656,0.203,,,0.203,85.350998,,,,85.350998,,57.625,-3.386,0.0,,,-3.386,,,0.0,0.0,0.0,,,,,61.011,49.522999,0.0,4.083,,,,45.439999,45.439999,0.0,0.0,,168.957993,,
12/31/2003,-28.429001,-19.377001,4.314,0.892,,,0.892,-14.258,,,,-14.258,,-156.490997,-1.285,0.0,,,-1.285,,,0.0,0.0,0.0,,,,,-155.205997,4.588,0.0,4.426,,,,0.162,0.162,0.0,0.0,,-180.332001,,
03/31/2004,-18.582001,64.531998,3.773,-17.086,,,-17.086,-69.801003,-44.353001,0.188,,-25.636002,,73.231003,-0.985,0.0,,,-0.985,,,0.0,0.0,0.0,,,,,74.216003,4.101,0.0,3.827,,,,0.274,0.274,0.0,0.0,,58.75,,
06/30/2004,17.458,-14.549,3.797,0.962,,,0.962,27.247999,34.485001,-1.448,,-5.789001,,-68.987999,-1.548,0.0,,,-1.548,,,0.0,0.0,0.0,,,,,-67.439999,0.329,0.0,0.0,,,,0.329,0.329,0.0,0.0,,-51.201,,
09/30/2004,-3.586,-11.076,3.876,0.271,,,0.271,3.343,0.531,6.861,,-4.049,,-13.392,-2.314,0.0,,,-2.314,,,0.0,0.0,0.0,,,,,-11.078,-0.808,0.0,0.0,,,,-0.808,0.08,-0.888,0.0,,-17.785999,,
12/31/2004,-12.199,2.792,3.916,0.626,,,0.626,-19.533,-18.236,1.313,,-2.61,,7.567,-1.327,0.0,,,-1.327,,,0.0,0.0,0.0,,,,,8.894,0.819,0.0,0.0,,,,0.819,0.819,0.0,0.0,,-3.813,,
03/31/2005,33.132,-4.123,3.858,5.881,,,5.881,27.516001,32.730999,0.527,,-5.741998,,18.424999,-1.359,0.0,,,-1.359,,,19.783997,55.384998,-35.601002,,,,,3e-06,1.03,0.0,0.0,,,,1.03,1.03,0.0,0.0,,52.587002,,
06/30/2005,-28.583,-26.999001,3.831,5.822,,,5.822,-11.237,-6.459,-0.386,,-4.392,,25.966,-1.538,0.0,,,-1.538,,,27.503998,52.294998,-24.791,,,,,2e-06,0.002,0.0,0.0,,,,0.002,0.002,0.0,0.0,,-2.615,,
09/30/2005,-14.998,-34.652,3.935,5.921,17.624,,-11.703,9.798,6.294,1.067,,2.437,,45.8,-1.716,0.0,,,-1.716,,,47.516,78.202,-30.686,,,,,0.0,0.09,0.0,0.0,,,,0.09,0.09,0.0,0.0,,30.892,,
12/31/2005,-19.847,-29.672,3.88,4.235,,,4.235,1.71,-25.985,0.042,,27.653,,25.303,-0.351,0.0,,,-0.351,,,25.654,37.566,-11.912,,,,,0.0,2.959,0.0,0.0,,,,2.959,2.959,0.0,0.0,,8.415,,
03/31/2006,5.278,-20.38,3.798,3.266,4.079,,-0.813,18.594,25.511,-0.092,,-6.825,,-10.87,-0.646,0.0,,,-0.646,,,-10.224,64.317,-74.541,,,,,0.0,3.416,0.0,0.0,,,,3.416,3.416,0.0,0.0,,-2.176,,
06/30/2006,-20.675,-23.576,3.69,4.7,4.7,,0.0,-5.489,-1.131,1.371,,-5.729,,-47.484,-0.34,0.0,,,-0.34,,,-47.144,30.975,-78.119,,,,,0.0,0.787,0.0,0.0,,,,0.397,0.397,0.0,0.39,,-67.372,,
09/30/2006,-14.831,-27.41,3.708,4.763,4.763,,0.0,4.108,4.201,2.245,,-2.338,,66.463,-0.617,0.0,,,-0.617,,,67.08,166.457,-99.377,,,,,0.0,1.07,0.0,0.0,,,,1.07,1.07,0.0,0.0,,52.702,,
12/31/2006,53.303,-30.971,3.396,5.133,,,5.133,75.745,0.447,0.07,,75.228,,-163.214,-1.208,0.0,,,-1.208,,,-160.406,44.45,-204.856,,,,,-1.6,180.125,0.0,0.0,,,,180.125,180.125,0.0,0.0,,70.214,11.0,
03/31/2007,-9.238,-29.917,2.855,6.585,,,6.585,11.239,-26.139,,,37.378,,-74.112,-1.197,0.0,,,-1.197,,,0.0,0.0,0.0,,,,,-72.915,1.958,0.0,0.0,,,,1.958,1.958,0.0,0.0,,-81.392,,
06/30/2007,-3.507,-26.774,2.874,6.912,13.497,,-6.585,13.481,13.154,,,0.327,,-46.2,-1.827,0.0,,,-1.827,,,0.0,0.0,0.0,,,,,-44.373,2.866,0.0,0.0,,,,2.866,2.866,0.0,0.0,,-46.841,,
09/30/2007,-23.445,-92.529,8.588,21.341,20.538,,0.803,39.155,-3.475,,,42.63,,-122.186,-7.716,,,,-7.716,,,,,,,,,,-114.47,5.171,,,,,,5.171,5.171,,,,-140.46,,
12/31/2007,50.817,-13.071,2.899,12.677,,,12.677,48.312,-7.352,,,55.664,,36.463,-10.73,0.0,,,-10.73,,,0.0,0.0,0.0,,,,,47.193,314.229,0.0,0.0,,,,314.229,314.229,0.0,0.0,,401.509,,
03/31/2008,-17.897,-11.618,2.946,8.286,8.286,,0.0,-17.511,-14.64,,,-2.871,,37.944,-3.047,0.0,,,-3.047,,,0.0,0.0,0.0,,,,,40.991,1.903,0.0,0.0,,,,1.903,1.903,0.0,0.0,,21.95,,
06/30/2008,6.197,-18.689,2.941,9.446,,,9.446,12.499,0.122,,,12.377,,-154.577,-6.742,0.0,,,-6.742,,,0.0,0.0,0.0,,,,,-147.835,-80.366,0.0,-82.148,,,,1.782,1.782,0.0,0.0,,-228.746,,
09/30/2008,-41.546,-19.084,2.774,8.859,,,8.859,-34.095,-9.368,,,-24.727,,62.777,-9.328,0.0,,,-9.328,,,0.0,0.0,0.0,,,,,72.105,1.324,0.0,-1.156,,,,2.48,2.48,0.0,0.0,,22.555,,
12/31/2008,-35.611,-29.509,2.626,8.18,32.523,,-24.343,-16.908,18.157,,,-35.065,,84.671,-15.74,0.0,,,-15.74,,,0.0,0.0,0.0,,,,,100.411,-115.719,0.0,-117.503,,,,1.784,1.784,0.0,0.0,,-66.659,,
03/31/2009,-15.381,-15.388,2.724,7.654,7.654,,0.0,-10.371,-12.997,0.0,,2.626,0.0,-39.538,-21.917,0.0,0.0,0.0,-21.917,-21.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.621,6.22,0.0,5.182,,,,1.038,1.038,0.0,0.0,0.0,-48.699,,
06/30/2009,-0.623,-14.938,2.998,7.44,7.44,,0.0,3.877,-11.837,,,15.714,0.0,72.325,-30.754,0.0,0.0,0.0,-30.754,-30.754,0.0,0.0,,,0.0,0.0,0.0,0.0,103.079,0.667,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.0,0.0,72.369,,
09/30/2009,-9.822,-1.015,3.59,7.452,7.452,,0.0,-19.849,-7.72,,,-12.129,0.0,-13.471,-22.331,0.0,0.0,0.0,-22.331,-22.331,0.0,0.0,,,0.0,0.0,0.0,0.0,8.86,2.148,0.0,-0.773,0.0,0.0,-0.773,2.921,2.921,0.0,0.0,0.0,-21.145,,
12/31/2009,-44.11,-36.489,4.935,10.951,8.657,,2.294,-23.507,2.06,,,-25.567,0.0,-21.464,-22.316,0.0,0.0,0.0,-22.316,-22.316,0.0,0.0,,,0.0,0.0,0.0,0.0,0.852,22.328,0.0,18.356,,,,3.972,3.972,0.0,0.0,0.0,-43.246,,
03/31/2010,-9.578,-30.522,4.183,9.378,8.834,,0.544,7.383,-6.29,,,13.673,0.0,-136.401,-22.743,0.0,0.0,0.0,-22.743,-22.743,0.0,,,,0.0,0.0,0.0,0.0,-113.658,56.215,0.0,46.989,,,,9.226,9.226,0.0,0.0,0.0,-89.764,,
06/30/2010,-11.85,-25.474,4.524,9.786,8.707,,1.079,-0.686,-23.338,,,22.652,0.0,3.82,-22.581,0.0,0.0,0.0,-22.581,-22.581,0.0,0.0,,,0.0,0.0,0.0,0.0,26.401,2.719,0.0,-0.119,,,,2.838,2.838,0.0,0.0,0.0,-5.311,,
09/30/2010,161.501,-33.875,4.894,9.794,8.79,,1.004,180.688,12.909,,,167.779,0.0,50.172,-22.103,0.0,0.0,0.0,-22.103,-22.103,0.0,0.0,,,0.0,0.0,0.0,0.0,72.275,1.613,0.0,-0.083,,,,1.696,1.696,0.0,0.0,0.0,213.286,,
12/31/2010,-40.851,-14.597,6.086,14.11,13.566,,0.544,-46.45,-0.799,,,-45.651,0.0,-354.622,-32.262,0.0,0.0,0.0,-32.262,-32.262,0.0,0.0,,,0.0,0.0,0.0,0.0,-322.36,182.759,0.0,-0.271,,,,183.03,183.03,0.0,0.0,0.0,-212.714,,
03/31/2011,-10.58,-43.447,6.978,15.383,14.801,,0.582,10.506,4.956,,,5.55,0.0,20.347,-22.166,0.0,0.0,0.0,-22.166,-22.166,0.0,,,,0.0,0.0,0.0,0.0,42.513,13.037,0.0,-0.306,,,,13.343,13.343,0.0,0.0,0.0,22.804,,
06/30/2011,-34.05,-62.505,7.902,12.646,12.396,,0.25,7.907,3.592,,,4.315,0.0,142.935,-14.864,0.0,0.0,0.0,-14.864,-14.864,0.0,,,,0.0,0.0,0.0,0.0,157.799,10.051,0.0,-0.358,,,,10.409,10.409,0.0,0.0,0.0,118.936,,
09/30/2011,-46.735,-62.365,8.276,14.653,13.364,,1.289,-7.299,6.117,,,-13.416,0.0,-0.903,-8.898,0.0,0.0,0.0,-8.898,-8.898,0.0,,,,0.0,0.0,0.0,0.0,7.995,-0.279,0.0,-0.516,,,,0.237,0.237,0.0,0.0,0.0,-47.917,,
12/31/2011,-50.317,-53.443,7.926,23.778,15.533,,8.245,-28.578,-35.783,,,7.205,0.0,-33.908,-11.289,0.0,0.0,0.0,-11.289,-11.289,0.0,,,,0.0,0.0,0.0,0.0,-22.619,361.44,0.0,273.12,,,,88.32,88.32,0.0,0.0,0.0,277.215,,
03/31/2012,-87.041,11.651,8.416,29.107,23.244,,5.863,-136.215,-135.312,,,-0.903,0.0,15.766,-11.055,0.0,0.0,0.0,-11.055,-11.055,0.0,,,,0.0,0.0,0.0,0.0,26.821,-17.75,0.0,-49.578,,,,31.828,31.828,0.0,0.0,0.0,-89.025,,
06/30/2012,-78.377,76.743,9.417,27.116,19.606,,7.51,-191.653,-197.033,,,5.38,0.0,-139.188,-12.872,0.0,0.0,0.0,-12.872,-12.872,0.0,,,,0.0,0.0,0.0,0.0,-126.316,-5.077,0.0,-12.88,,,,7.803,7.803,0.0,0.0,0.0,-222.642,,
09/30/2012,-2.382,191.468,9.329,28.455,20.535,,7.92,-231.634,-165.891,,,-65.743,0.0,-48.754,-10.248,0.0,0.0,0.0,-10.248,-10.248,0.0,,,,0.0,0.0,0.0,0.0,-38.506,-1.809,0.0,-10.618,,,,8.809,8.809,0.0,0.0,0.0,-52.945,,
12/31/2012,93.185,470.407,9.778,-273.703,30.772,,-304.475,-113.297,-91.849,,,-21.448,0.0,91.103,-15.162,0.0,0.0,0.0,-15.162,-15.162,0.0,,,,0.0,0.0,0.0,0.0,106.265,-73.01,0.0,-92.427,,,,19.417,19.417,0.0,0.0,0.0,111.278,,
03/31/2013,86.248,98.874,9.407,105.51,53.03,39.525,12.955,-127.543,-109.518,,,-18.025,0.0,-147.685,-21.203,0.0,0.0,0.0,-21.203,-21.203,0.0,,,,0.0,0.0,0.0,0.0,-126.482,11.523,0.0,-3.734,,,,15.257,15.257,0.0,0.0,0.0,-49.914,,
06/30/2013,128.164,87.376,9.702,114.123,44.443,52.997,16.683,-83.037,-73.378,,,-9.659,0.0,116.63,-34.453,0.0,0.0,0.0,-34.453,-34.453,0.0,,,,0.0,0.0,0.0,0.0,151.083,-43.481,0.0,-70.4,,,,26.919,26.919,0.0,0.0,0.0,201.313,,
09/30/2013,92.455,141.306,10.803,39.5,45.744,-9.632,3.388,-99.154,-116.808,,,17.654,0.0,-214.452,-31.691,0.0,0.0,0.0,-31.691,-31.691,0.0,,,,0.0,0.0,0.0,0.0,-182.761,3.533,0.0,-93.849,,,,97.382,97.382,0.0,0.0,0.0,-118.464,,
12/31/2013,276.781,96.806,11.292,49.618,55.182,-19.289,13.725,119.065,101.046,,,18.019,0.0,-109.948,-68.976,0.0,0.0,0.0,-68.976,-68.976,0.0,,,,0.0,0.0,0.0,0.0,-40.972,105.564,0.0,-29.128,,,,134.692,134.692,0.0,0.0,0.0,272.397,,
03/31/2014,53.527,68.305,11.53,79.701,75.785,-5.761,9.677,-106.009,-92.529,-15.55,,2.07,0.0,-236.231,-64.822,0.0,0.0,0.0,-64.822,-64.822,0.0,,,,0.0,0.0,0.0,0.0,-171.409,108.954,0.0,-63.348,,,,172.302,172.302,0.0,0.0,0.0,-73.75,,
06/30/2014,336.412,96.351,13.016,70.076,64.828,-13.331,18.579,156.969,177.305,-21.745,,1.409,0.0,-118.123,-70.873,0.0,0.0,0.0,-70.873,-70.873,0.0,,,,0.0,0.0,0.0,0.0,-47.25,-80.012,0.0,1.689,,,,126.33,126.33,0.0,-208.031,0.0,138.277,,
09/30/2014,164.321,83.375,14.005,64.054,68.119,-15.069,11.004,2.887,-31.134,-13.622,,47.643,0.0,-123.068,-79.769,0.0,0.0,0.0,-79.769,-79.769,0.0,,,,0.0,0.0,0.0,0.0,-43.299,5.166,0.0,-176.142,,,,116.318,116.318,0.0,64.99,0.0,46.419,,
12/31/2014,198.175,90.095,14.135,132.214,113.018,-19.115,38.311,-38.269,-88.569,-6.03,,56.33,0.0,56.645,-117.542,0.0,0.0,0.0,-117.542,-117.542,0.0,,,,0.0,0.0,0.0,0.0,174.187,-252.655,0.0,-251.517,,,,150.373,150.373,0.0,-151.511,0.0,2.165,,
03/31/2015,-101.727,76.021,16.027,75.311,103.759,-37.256,8.808,-269.086,-329.746,-5.434,,66.094,0.0,-129.481,-114.162,0.0,0.0,0.0,-114.162,-114.162,0.0,,,,0.0,0.0,0.0,0.0,-15.319,90.396,0.0,-31.14,,,,246.067,246.067,0.0,-124.531,0.0,-140.812,,
06/30/2015,257.831,194.643,15.298,96.653,94.257,-21.813,24.209,-48.763,-89.007,-40.157,,80.401,0.0,-371.649,-239.893,0.0,0.0,0.0,-239.893,-239.893,0.0,,,,0.0,0.0,0.0,0.0,-131.756,-3.535,0.0,-86.081,,,,118.476,118.476,0.0,-35.93,0.0,-117.353,,
09/30/2015,892.853,210.398,20.674,93.376,102.641,-6.906,-2.359,568.405,-44.19,-16.402,,628.997,0.0,-283.171,-146.099,0.0,0.0,0.0,-146.099,-146.099,0.0,,,,0.0,0.0,0.0,0.0,-137.072,-345.649,0.0,-2.381,,,,91.431,91.431,0.0,-434.699,0.0,264.033,,
12/31/2015,281.823,154.994,22.91,120.387,158.392,-55.648,17.643,-16.468,-28.478,-45.571,,57.581,0.0,-123.3,-177.779,0.0,0.0,0.0,-177.779,-177.779,0.0,,,,0.0,0.0,0.0,0.0,54.479,-4.008,0.0,-20.845,,,,155.701,155.701,0.0,-138.864,0.0,154.515,,
03/31/2016,44.989,181.385,22.977,66.422,142.25,-79.785,3.957,-225.795,-397.428,-62.263,,233.896,0.0,-43.685,-104.094,0.0,0.0,0.0,-104.094,-104.094,0.0,,,,0.0,0.0,0.0,0.0,60.409,-206.192,0.0,-2.337,,,,39.304,39.304,0.0,-243.159,0.0,-204.888,,
