Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,384.691986,-254.128998,130.562988,-71.552002,59.011002,-2.316,,0.076,56.771002,-21.524,35.247002,0.0,0.0,35.247002,0.0,35.247002,,,35.247001,,0.22,0.22,159.44751,0.22,0.22,0.22,159.44751,
06/30/1990,377.845001,-250.755005,127.089996,-70.541,56.549,-2.266,,2.018,56.301,-21.386999,34.914001,0.0,0.0,34.914001,0.0,34.914001,,,34.914001,,0.22,0.22,159.47847,0.22,0.22,0.22,159.47847,
09/30/1990,389.821991,-255.610992,134.210999,-69.874001,64.336998,-1.929,,2.12,64.527998,-24.158001,40.369999,0.0,0.0,40.369999,0.0,40.369999,,,40.369997,,0.255,0.255,159.876266,0.255,0.255,0.255,159.876266,
12/31/1990,381.653992,-254.031006,127.622986,-74.68,52.943001,-2.116,,2.842,53.669001,-20.68,32.988998,0.0,0.0,32.988998,0.0,32.988998,,,32.989001,0.205,0.205,0.205,159.977036,0.205,0.205,0.205,159.977036,
03/31/1991,410.921997,-271.85199,139.070007,-77.470001,61.599998,-1.933,,2.164,61.830999,-23.146,38.685001,0.0,0.0,38.685001,0.0,38.685001,,,38.684999,,0.24,0.24,160.117996,0.24,0.24,0.24,160.117996,
06/30/1991,417.298004,-281.154999,136.143005,-72.583,63.560001,-2.024,,1.358,62.894001,-23.844,39.049999,0.0,0.0,39.049999,0.0,39.049999,,,39.050002,,0.245,0.245,160.147995,0.245,0.245,0.245,160.147995,
09/30/1991,429.359985,-280.360992,148.998993,-76.154999,72.844002,-2.301,,5.151,75.694002,-29.344,46.349998,0.0,0.0,46.349998,0.0,46.349998,,,46.350002,,0.29,0.29,160.141998,0.29,0.29,0.29,160.141998,
12/31/1991,409.725006,-269.316986,140.40802,-81.571999,58.835999,-2.042,,5.374,62.167999,-23.603001,38.564999,0.0,0.0,38.564999,0.0,38.564999,,,38.564998,0.24,0.24,0.24,160.114136,0.24,0.24,0.24,160.114136,
03/31/1992,448.442993,-297.812988,150.630005,-81.186996,69.443001,-1.773,,-25.049999,42.620002,-16.032,26.587999,-2.831,0.0,23.757,0.0,23.757,,,26.588002,,0.16,0.14,160.193802,0.16,0.16,0.14,160.193802,
06/30/1992,449.053986,-299.963989,149.089996,-78.378998,70.710999,-1.963,,1.057,69.804999,-26.146999,43.658001,0.0,0.0,43.658001,0.0,43.658001,,,43.657999,,0.27,0.27,160.220993,0.27,0.27,0.27,160.220993,
09/30/1992,473.480011,-315.635986,157.844025,-73.940002,83.903999,-1.519,,1.686,84.070999,-31.448,52.623001,0.0,0.0,52.623001,0.0,52.623001,,,52.622999,,0.33,0.33,160.212006,0.33,0.33,0.33,160.212006,
12/31/1992,434.355011,-287.238007,147.117004,-76.903999,70.212997,-2.306,,2.43,70.336997,-26.280001,44.056999,0.0,0.0,44.056999,0.0,44.056999,,,44.056996,0.28,0.28,0.28,160.208221,0.28,0.28,0.28,160.208221,
03/31/1993,483.677002,-325.795013,157.881989,-79.597,78.285004,-2.036,,3.25,79.499004,-29.882999,49.616001,0.0,0.0,49.616001,0.0,49.616001,,,49.616004,,0.31,0.31,160.281342,0.31,0.31,0.31,160.281342,
06/30/1993,488.459961,-330.36499,158.094971,-78.608002,79.486969,-1.729,,2.455,80.212969,-29.638,50.574966,0.0,0.0,50.574966,0.0,50.574966,,,50.574968,,0.32,0.32,160.34108,0.32,0.32,0.32,160.34108,
09/30/1993,515.208008,-327.790985,187.417023,-85.620003,101.796997,-1.865,,-0.026,99.905997,-39.525002,60.381001,0.0,0.0,60.381001,0.0,60.381001,,,60.380996,,0.37,0.37,160.337006,0.37,0.37,0.37,160.337006,
12/31/1993,472.86203,-301.997986,170.864044,-84.916,85.948036,-2.157,,-1.526,82.265036,-31.424,50.841034,0.0,0.0,50.841034,0.0,50.841034,,,50.841036,0.32,0.32,0.32,160.328003,0.32,0.32,0.32,160.328003,
03/31/1994,491.64801,-327.260986,164.387024,-81.696999,82.690002,-1.862,,1.496,82.324003,-31.702999,50.620998,0.0,0.0,50.620998,0.0,50.620998,,,50.621003,,0.32,0.32,160.412994,0.32,0.32,0.32,160.412994,
06/30/1994,531.098022,-362.432007,168.666016,-85.170998,83.495003,-1.773,,9.069,90.791003,-34.646,56.145,0.0,0.0,56.145,0.0,56.145,,,56.145003,,0.35,0.35,160.470001,0.35,0.35,0.35,160.470001,
09/30/1994,580.27002,-391.118988,189.151031,-86.291,102.860001,-2.316,,5.369,105.913001,-39.153999,66.759003,0.0,0.0,66.759003,0.0,66.759003,,,66.759001,,0.41,0.41,162.037994,0.41,0.41,0.41,162.037994,
12/31/1994,566.338013,-384.773987,181.564026,-94.755997,86.807999,-1.247,,2.562,88.122999,-33.521999,54.601002,0.0,0.0,54.601002,0.0,54.601002,,,54.601,0.34,0.34,0.34,161.154999,0.34,0.34,0.34,161.154999,
03/31/1995,563.856018,-386.528015,177.328003,-90.769997,86.557999,-1.942,,2.073,86.688999,-32.548,54.140999,0.0,0.0,54.140999,0.0,54.140999,,,54.140998,0.34,0.34,0.34,160.912994,0.34,0.34,0.34,160.912994,
06/30/1995,556.843994,-409.990997,146.852997,-96.405998,50.446999,-3.26,,-1.125,46.061999,-17.252001,28.809999,0.0,0.0,28.809999,0.0,28.809999,,,28.809998,0.18,0.18,0.18,159.570007,0.18,0.18,0.18,159.570007,
09/30/1995,641.52002,-453.802002,187.718018,-101.183998,86.533997,-3.9,,-2.202,80.431997,-30.143,50.289001,0.0,0.0,50.289001,0.0,50.289001,,,50.288997,0.32,0.32,0.32,157.742004,0.32,0.32,0.32,157.742004,
12/31/1995,581.950012,-422.911011,159.039001,-114.225998,44.813,-162.580002,,0.219,-117.548002,44.080002,-73.468002,0.0,0.0,-73.468002,0.0,-73.468002,,,-73.468,-0.46,-0.46,-0.46,161.154999,-0.46,-0.46,-0.46,161.154999,
03/31/1996,533.284973,-365.95401,167.330963,-95.485001,71.846001,-4.469,,-0.372,67.005001,-25.327999,41.676998,0.0,0.0,41.676998,0.0,41.676998,,,41.677002,0.27,0.27,0.27,153.942993,0.27,0.27,0.27,153.942993,
06/30/1996,572.989014,-389.127014,183.862,-105.172997,78.689003,-5.924,,-0.819,71.946003,-27.195999,44.75,0.0,0.0,44.75,0.0,44.75,,,44.750004,0.3,0.3,0.3,150.348007,0.3,0.3,0.3,150.348007,
09/30/1996,632.69397,-438.360992,194.332977,-114.723999,79.609001,-5.292,,-0.189,74.128001,-28.02,46.108002,0.0,0.0,46.108002,0.0,46.108002,,,46.108001,0.31,0.31,0.31,149.763,0.31,0.31,0.31,149.763,
12/31/1996,616.020996,-456.078003,159.942993,-116.681,43.262001,-10.596,,-0.733,31.933001,-12.07,19.863001,0.0,0.0,19.863001,0.0,19.863001,,,19.863001,0.13,0.13,0.13,149.755997,0.13,0.13,0.13,149.755997,
03/31/1997,601.687988,-432.57901,169.108978,-103.362999,65.746002,-10.858,,-0.186,54.702002,-20.677,34.025002,0.0,0.0,34.025002,0.0,34.025002,,,34.025002,0.23,0.23,0.23,149.899002,0.23,0.23,0.23,149.899002,
06/30/1997,640.379028,-466.364014,174.015015,-107.197998,66.817001,-10.521,0.0,37.007999,93.304001,-46.709,46.595001,0.0,0.0,46.595001,0.0,46.595001,-37.400002,27.700001,36.895,0.25,0.31,0.31,149.919006,0.25,0.31,0.31,149.919006,
09/30/1997,583.348999,-429.113007,154.235992,-103.667999,50.568001,-7.998,,-2.113,40.457001,-10.331,30.125999,0.0,0.0,30.125999,0.0,30.125999,,,30.126,0.2,0.2,0.2,149.830002,0.2,0.2,0.2,149.830002,
12/31/1997,574.284973,-420.368011,153.916962,-102.412003,51.505001,-8.567,,2.505,45.443001,-13.653,31.790001,0.0,0.0,31.790001,0.0,31.790001,,,31.790001,0.21,0.21,0.21,149.770996,0.21,0.21,0.21,149.770996,
03/31/1998,649.718018,-466.584991,183.133026,-114.797997,68.334999,-9.191,0.0,-45.228001,13.915998,-4.87,9.046,0.0,0.0,9.046,0.0,9.046,43.382,-15.184,37.243999,0.25,0.06,0.06,149.776993,0.25,0.06,0.06,149.776993,
06/30/1998,658.528992,-466.98999,191.539001,-117.443001,74.096001,-9.867,0.0,16.577999,80.807,-28.283001,52.523998,0.0,0.0,52.523998,0.0,52.523998,8.546,,61.069999,0.29,0.35,0.35,149.867004,0.29,0.35,0.35,149.867004,
10/02/1998,628.58197,-449.989014,178.592957,-121.560997,57.032001,-9.941,,-20.139999,26.951002,-9.433,17.518,0.0,0.0,17.518,0.0,17.518,21.812,-7.634,31.696003,0.21,0.12,0.12,149.968994,0.21,0.12,0.12,149.968994,
01/01/1999,616.885986,,,,,,,,,,,,,3.843,,3.843,,,,0.22,0.02,0.02,150.078995,0.22,0.02,0.02,150.078995,
