Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/2000,,,379.0,,236.0,236.0,,,,,,,
06/30/2000,,,374.0,,341.0,341.0,,,,,,,
09/30/2000,,,384.0,,241.0,241.0,,1.21457489878543,,,,,
12/31/2000,,,404.0,,591.0,591.0,,0.393700787401575,,,,,
03/31/2001,,,384.0,,287.0,287.0,,5.3763440860215,,,,,
06/30/2001,,,419.0,,320.0,320.0,,2.07939508506616,,,,,
09/30/2001,,,227.0,,162.0,162.0,,1.35135135135135,,,,,
12/31/2001,,,-124.0,,-296.0,-296.0,,-83.1869191049914,,,,,
03/31/2002,,,448.0,,329.0,329.0,,3.04054054054054,,,,,
06/30/2002,,,504.0,,387.0,387.0,,8.49056603773584,,,,,
09/30/2002,,,502.0,,328.0,328.0,,13.3004926108374,,,,,
12/31/2002,,,318.0,,561.0,561.0,,-35.5694227769111,,,,,
03/31/2003,,,446.0,,362.0,362.0,,-3.42679127725857,,,,,
06/30/2003,,,651.0,,580.0,580.0,,20.1716738197425,,,,,
09/30/2003,,,616.0,,574.0,574.0,,11.2637362637363,,,,,
12/31/2003,,,565.0,,,,,-0.134952766531714,,,,,
03/31/2004,,,596.0,,598.0,598.0,,4.97981157469718,,,,,
06/30/2004,,,668.0,,954.0,954.0,,-4.02075226977951,,,,,
09/30/2004,,,621.0,,695.0,695.0,,3.40479192938208,,,,,
12/31/2004,,,652.0,,511.0,511.0,,4.5673076923077,,,,,
03/31/2005,,,814.0,,987.0,987.0,,28.5046728971963,,,,,
06/30/2005,,,869.0,,2245.0,2245.0,,28.5714285714286,,,,,
09/30/2005,,641.0,780.0,,742.0,742.0,,7.3326248671626,,,,21.6848673946958,
12/31/2005,,801.0,799.0,,677.0,677.0,,1.96078431372549,,,,-0.249687890137328,
03/31/2006,,855.0,1025.0,-6.87299035369775,714.0,714.0,,22.4677716390424,,,,19.8830409356725,
06/30/2006,,868.0,982.0,-9.34205887211795,617.0,617.0,,12.8747795414462,,,,13.1336405529954,
09/30/2006,,883.75,958.0,-0.185560538280643,999.0,999.0,,7.26643598615918,,,,8.4016973125884,
12/31/2006,,901.333,1053.0,1.97576562895469,3829.0,3829.0,,14.8648648648649,,,,16.8269662821621,
03/31/2007,,1004.0,1082.0,-1.14458523140528,983.0,983.0,,9.04872389791183,,,,7.76892430278884,
06/30/2007,,1023.25,1311.0,-0.0801233597387704,1129.0,1129.0,,29.6156744536549,,,,28.1211825067188,
09/30/2007,,1047.2,1161.0,-3.21295189376037,985.0,985.0,,8.88252148997135,,,,10.8670741023682,
12/31/2007,,1067.4,1208.0,0.30461270670148,1083.0,1083.0,,11.5760111576011,,,,13.1721941165449,
03/31/2008,,1099.714,1111.0,-6.93005644066586,615.0,615.0,,2.63335584064821,,,,1.02626682937564,
06/30/2008,,1090.143,973.0,-0.506766229058451,915.0,915.0,,-13.964262078094,,,,-10.7456544691843,
09/30/2008,,754.286,639.0,2.20126927284232,600.0,600.0,,-0.900900900900902,,,,-15.2841229984383,
12/31/2008,,110.0,148.0,14.8757610663156,954.0,954.0,,35.7142857142857,,,,34.5454545454545,
03/31/2009,,343.723,159.0,-6.35682411383346,-574.0,-1064.35,,-40.4761904761905,,-77.6810016330975,,-53.7418211757724,
06/30/2009,,580.0,723.0,4.23489261953187,-1433.0,424.165113,,27.536231884058,,17.4147217235188,,24.6551724137931,
09/30/2009,,688.556,718.0,1.34586558422904,-650.0,-1186.091159,,0.811123986095018,,-10.3515625,,4.27619540022888,
