Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/02/2005,3702.2,396.9,396.9,0.0,371.3,371.3,,501.6,120.3,217.8,137.6,-25.9,144.8,,,,,,,1414.6,676.4,1259.4,-583.0,0.0,1611.2,1441.4,1436.0,5.4,,,169.8,2287.6,,262.6,262.6,,,,305.0,,,,,390.3,,,,390.3,957.9,747.1,,,,283.7,,,283.7,1030.8,1988.7,0.0,819.4,,,0,887.7,6.4,1713.5,0.0,1713.5,3702.2,
04/03/2005,3625.0,153.9,153.9,0.0,408.2,408.2,,531.3,116.4,243.7,149.0,22.2,119.7,,,,,,,1213.1,692.5,1294.4,-601.9,0.0,1719.4,1581.3,1576.1,5.2,,,138.1,2411.9,,312.4,312.4,,,,44.3,,,,,423.0,,,,423.0,779.7,798.7,,,,266.2,,,266.2,1064.9,1844.6,0.0,839.6,,,0,951.8,-11.0,1780.4,0.0,1780.4,3625.0,
07/03/2005,3643.4,160.1,160.1,0.0,424.6,424.6,,554.3,125.5,256.7,150.4,-21.7,102.1,,,,,,,1241.1,676.8,1279.4,-602.6,0.0,1725.5,1585.0,1580.0,5.0,,,140.5,2402.3,,313.6,313.6,,,,44.3,44.3,0.0,0.0,,398.0,,,,398.0,755.9,784.2,784.2,0.0,0.0,261.9,,,261.9,1046.1,1802.0,0.0,845.8,,,0,1027.2,-31.6,1841.4,0.0,1841.4,3643.4,
10/02/2005,3701.6,202.0,202.0,0.0,459.0,459.0,,542.8,132.1,249.2,141.5,-20.0,103.9,,,,,,,1307.7,679.0,1290.9,-611.9,0.0,1714.9,1582.8,1577.9,4.9,,,132.1,2393.9,,324.1,324.1,,,,44.4,44.4,0.0,0.0,,371.8,,,,371.8,740.3,773.4,773.4,0.0,0.0,257.2,,,257.2,1030.6,1770.9,0.0,861.3,,,0,1104.4,-35.0,1930.7,0.0,1930.7,3701.6,
01/01/2006,3581.5,118.8,118.8,0.0,444.0,444.0,,546.5,148.6,245.7,140.9,-11.3,86.3,,,,,,,1195.6,676.7,1308.4,-631.7,0.0,1709.2,1577.3,1572.6,4.7,,,131.9,2385.9,,306.9,306.9,,,,49.3,,,,,352.6,,,,352.6,708.8,592.2,,,,265.6,,,265.6,857.8,1566.6,0.0,867.8,,,0,1194.0,-46.9,2014.9,0.0,2014.9,3581.5,
04/02/2006,3749.8,59.9,59.9,0.0,495.4,495.4,,557.0,129.5,269.8,125.7,32.0,121.5,,,,,,,1233.8,671.6,1317.3,-645.7,0.0,1844.4,1659.8,1655.3,4.5,,,184.6,2516.0,,365.3,365.3,,,,68.8,68.8,0.0,0.0,,334.3,,,,334.3,768.4,593.8,593.8,0.0,0.0,247.1,,,247.1,840.9,1609.3,0.0,915.3,,,0,1290.5,-65.3,2140.5,0.0,2140.5,3749.8,
07/02/2006,4715.799805,97.800003,97.800003,0.0,722.700012,722.700012,,1006.099976,279.5,488.899994,185.0,52.700001,87.699997,,,,,,,1914.300049,871.099976,1548.300049,-677.200012,0.0,1930.400024,1763.900024,1754.099976,9.800049,,,166.5,2801.5,,461.299988,461.299988,,,,163.100006,163.100006,0.0,0.0,,485.500031,,,,485.500031,1109.900024,962.200012,962.200012,0.0,0.0,370.0,,,370.0,1332.200012,2442.100037,0.0,925.5,,,0,1401.5,-53.300049,2273.699951,0.0,2273.699951,4715.799988,
10/01/2006,4713.3,108.7,108.7,0.0,740.5,740.5,,938.1,276.1,482.6,178.6,-0.8,103.3,,,,,,,1890.6,861.9,1559.6,-697.7,0.0,1960.8,1792.2,1782.8,9.4,,,168.6,2822.7,,457.5,457.5,,,,161.0,161.0,0.0,0.0,,478.4,,,,478.4,1096.9,795.8,795.8,0.0,0.0,362.2,,,362.2,1158.0,2254.9,0.0,937.1,,,0,1552.3,-31.0,2458.4,0.0,2458.4,4713.3,
12/31/2006,4825.899902,125.300003,125.300003,0.0,784.5,784.5,,887.799988,259.799988,483.100006,182.199997,-37.299999,114.699997,,,,,,,1912.300049,920.200012,1650.900024,-730.700012,0.0,1993.400024,1794.900024,1785.800049,9.099976,,,198.5,2913.600037,,448.100006,448.100006,,,,366.5,366.5,0.0,0.0,,491.599945,,,,491.599945,1306.199951,473.5,473.5,0.0,0.0,368.299988,,,368.299988,841.799988,2147.999939,0.0,976.400024,,,0,1706.900024,-5.400024,2677.900024,0.0,2677.900024,4825.899963,
04/01/2007,5258.7,150.4,150.4,0.0,847.7,847.7,,876.2,253.0,509.9,178.2,-64.9,162.6,,,,,,,2036.9,1001.2,1761.1,-759.9,0.0,2220.6,2099.6,2088.8,10.8,,,121.0,3221.8,,580.5,580.5,,,,553.8,553.8,0.0,0.0,,523.9,,,,523.9,1658.2,319.2,319.2,0.0,0.0,445.1,,,445.1,764.3,2422.5,0.0,1015.7,,,0,1903.2,-82.7,2836.2,0.0,2836.2,5258.7,
07/01/2007,5603.1,201.4,201.4,,939.6,939.6,,930.6,297.8,553.7,198.2,-119.1,187.4,,,,,,,2259.0,1055.0,1846.3,-791.3,,2289.1,2164.0,2153.9,10.1,,,125.1,3344.1,,616.8,616.8,,,,170.6,,,,,549.1,,,,549.1,1336.5,723.1,,,,434.1,,,434.1,1157.2,2493.7,0.0,1048.0,,,0,2124.9,-63.5,3109.4,,3109.4,5603.1,
09/30/2007,5878.5,212.5,212.5,0.0,958.6,958.6,,940.6,292.2,541.3,207.7,-100.6,187.2,,,,,,,2298.9,1088.0,1910.2,-822.2,0.0,2491.6,2362.4,2353.0,9.4,,,129.2,3579.6,,598.9,598.9,,,,170.6,170.6,0.0,0.0,,525.2,,,,525.2,1294.7,741.6,741.6,0.0,0.0,469.1,,,469.1,1210.7,2505.4,0.0,1066.2,,,0,2356.2,-49.3,3373.1,,3373.1,5878.5,
12/30/2007,5842.2,176.5,176.5,0.0,961.5,961.5,,956.7,292.6,502.0,222.9,-60.8,159.9,,,,,,,2254.6,1093.9,1941.7,-847.8,0.0,2493.7,2358.2,2349.5,8.7,,,135.5,3587.6,,566.2,566.2,,,,170.6,170.6,0.0,0.0,,503.7,,,,503.7,1240.5,476.1,476.1,0.0,0.0,463.2,,,463.2,939.3,2179.8,0.0,1115.5,,,0,2598.6,-51.7,3662.4,,3662.4,5842.2,
03/30/2008,6050.1,221.3,221.3,0.0,1013.3,1013.3,,986.2,263.8,540.3,236.2,-54.1,151.5,,,,,,,2372.3,1106.4,1959.5,-853.1,0.0,2571.4,2300.5,2282.4,18.1,,,270.9,3677.8,,679.0,679.0,,,,19.5,19.5,0.0,0.0,,506.3,,,,506.3,1204.8,334.4,334.4,0.0,0.0,465.9,,,465.9,800.3,2005.1,0.0,1155.6,,,0,2873.4,16.0,4045.0,,4045.0,6050.1,
06/29/2008,6421.2,413.8,413.8,0.0,1058.0,1058.0,0.0,1128.1,321.2,600.6,240.6,-34.3,128.3,26.3,,,,1.9,0.0,2728.2,1140.8,2041.3,-900.5,0.0,2552.2,2336.3,2278.6,57.7,,,204.3,3693.0,,1252.5,705.3,155.3,,391.9,20.1,0.1,,,20.0,9.7,,,55.6,0.0,1282.3,304.6,304.6,,,483.0,,284.3,141.2,787.6,2069.9,0.0,1183.3,139.3,1044.0,0,3145.0,23.0,4351.3,,4351.3,6421.2,
09/28/2008,6428.8,532.3,532.3,0.0,1026.3,1026.3,0.0,1111.5,339.5,561.9,224.5,-14.4,113.0,22.5,,,,1.9,0.0,2783.1,1133.6,2046.4,-912.8,0.0,2512.1,2300.1,2210.2,89.9,,,206.8,3645.7,,1127.5,646.8,81.6,,399.1,49.8,0.0,,,49.8,6.4,,,70.0,0.0,1183.7,259.2,259.2,,,446.4,,281.5,93.0,705.6,1889.3,0.0,1197.3,139.4,1057.9,0,3410.1,-67.9,4539.5,,4539.5,6428.8,
12/28/2008,6448.7,276.9,276.9,0.0,896.5,896.5,0.0,1217.4,344.9,547.3,292.5,32.7,115.2,23.1,,,,2.0,0.0,2506.0,1134.0,2024.8,-890.8,0.0,2808.7,2578.6,2464.1,114.5,,,207.9,3942.7,,1049.5,596.7,56.7,,396.1,52.5,0.0,,,52.5,14.9,,,79.9,0.0,1116.9,259.3,259.3,,,459.4,,280.7,96.8,718.7,1835.6,0.0,1213.1,139.4,1073.7,0,3645.1,-245.1,4613.1,,4613.1,6448.7,
03/29/2009,6721.4,554.5,554.5,0.0,906.1,906.1,0.0,1225.7,375.2,487.2,243.8,119.5,98.4,16.0,,,,3.5,0.0,2784.7,1143.0,2048.2,-905.2,0.0,2793.7,2556.2,2417.8,138.4,,,204.3,3936.7,,990.2,600.2,45.1,0.0,344.9,55.0,0.0,0.0,0.0,55.0,15.6,0.0,,111.8,0.0,1060.8,250.3,250.3,0.0,0.0,547.2,0.0,328.4,103.5,797.5,1858.3,0.0,1252.6,139.9,1112.7,0,3895.4,-288.2,4859.8,3.3,4863.1,6721.4,
06/28/2009,6957.1,632.1,632.1,0.0,813.1,813.1,0.0,1303.0,368.8,511.3,280.7,142.2,87.6,15.6,,,,2.9,0.0,2835.8,1219.2,2178.2,-959.0,0.0,2902.1,2591.5,2449.9,141.6,,,287.1,4121.3,,955.7,491.4,139.6,,324.7,55.2,0.0,,,55.2,10.8,,,125.2,0.0,1021.7,250.7,250.7,,,446.9,,217.7,101.1,697.6,1719.3,0.0,1278.5,140.2,1138.3,0,4131.6,-175.3,5234.8,3.0,5237.8,6957.1,
09/27/2009,7005.5,743.0,743.0,0.0,755.9,755.9,0.0,1305.8,374.2,491.7,282.1,157.8,68.5,20.9,,,,3.2,0.0,2873.2,1216.6,2210.1,-993.5,0.0,2915.7,2589.6,2450.0,139.6,,,313.6,4132.3,,779.4,462.1,11.6,,305.7,23.8,0.0,,,23.8,9.2,,,111.6,0.0,812.4,236.1,236.1,,,484.6,,251.3,118.5,720.7,1533.1,0.0,1306.0,140.6,1165.4,0,4334.7,-171.2,5469.5,2.9,5472.4,7005.5,
12/27/2009,7458.1,218.4,218.4,0.0,767.2,767.2,0.0,1374.2,388.9,490.4,298.8,196.1,106.7,25.1,,,12.8,2.8,0.0,2466.5,1254.8,2277.9,-1023.1,0.0,3736.8,3397.4,3111.8,285.6,,,317.6,4991.6,,774.7,456.1,0.0,,318.6,23.6,0.0,,,23.6,12.6,,,91.4,0.0,810.9,265.5,265.5,,,637.7,,255.8,287.7,903.2,1714.1,0.0,1352.6,141.2,1211.4,0,4563.3,-174.8,5741.1,2.9,5744.0,7458.1,
03/28/2010,7660.7,112.4,112.4,0.0,846.6,846.6,0.0,1435.3,441.9,509.6,287.2,196.6,127.8,21.7,2.9,,78.7,6.1,0.0,2522.1,1206.5,2220.6,-1014.1,0.0,3932.1,3304.3,2835.9,468.4,,372.4,200.7,5138.6,,862.2,576.4,0.0,0.0,285.8,15.1,0.0,0.0,0.0,15.1,16.5,0.0,0.0,137.6,0.0,893.8,234.9,234.9,0.0,0.0,640.3,0.0,284.4,212.2,875.2,1769.0,0.0,1405.7,141.9,1263.8,0,4800.3,-317.2,5888.8,2.9,5891.7,7660.7,
06/27/2010,7894.2,286.4,286.4,0.0,835.1,835.1,0.0,1491.9,461.1,548.5,291.3,191.0,43.9,20.1,1.1,,,6.1,0.0,2657.3,1190.9,2235.7,-1044.8,0.0,4046.0,3301.0,2836.1,464.9,,379.2,315.0,5236.9,,828.3,551.5,6.5,,270.3,15.1,0.0,,,15.1,9.3,,,150.9,0.0,852.7,235.9,235.9,,,653.7,,285.5,211.2,889.6,1742.3,0.0,1441.3,142.3,1299.0,0,5030.9,-323.6,6148.6,3.3,6151.9,7894.2,
09/26/2010,8182.6,410.6,410.6,0.0,879.7,879.7,0.0,1499.5,473.8,535.8,309.7,180.2,110.1,22.5,2.1,,69.4,6.1,0.0,2899.9,1197.0,2290.2,-1093.2,0.0,4085.7,3321.9,2859.8,462.1,,393.0,321.3,5282.7,,819.7,529.4,,,290.3,14.8,0.0,,,14.8,7.6,,,171.7,0.0,842.1,222.8,222.8,,,632.5,,244.0,210.7,855.3,1697.4,0.0,1459.7,142.4,1317.3,0,5277.7,-254.9,6482.5,2.7,6485.2,8182.6,
01/02/2011,8553.8,822.8,822.8,0.0,853.3,853.3,0.0,1520.5,465.7,546.7,321.8,186.3,58.5,23.0,1.4,,18.2,2.5,0.0,3255.1,1190.3,2314.8,-1124.5,,4108.4,3333.9,2874.2,459.7,,399.5,327.3,5298.7,,843.2,551.8,,,291.4,14.8,0.0,,,14.8,8.4,,,192.9,0.0,866.4,222.1,222.1,,,652.4,,250.0,207.0,874.5,1740.9,0.0,1533.3,143.1,1390.2,0,5530.0,-253.5,6809.8,3.1,6812.9,8553.8,
04/03/2011,8955.9,1159.0,1159.0,0.0,978.7,978.7,0.0,1459.4,437.2,538.8,333.7,149.7,53.5,21.0,1.1,,20.0,,0.0,3650.6,1194.8,2360.2,-1165.4,0.0,4110.5,3344.3,2889.2,455.1,,411.9,307.9,5305.3,,908.5,604.5,0.0,0.0,304.0,14.7,0.0,0.0,0.0,14.7,18.8,0.0,0.0,194.4,0.0,942.0,221.9,221.9,0.0,0.0,627.5,0.0,252.5,180.6,849.4,1791.4,0.0,1599.4,143.7,1455.7,0,5796.7,-234.6,7161.5,3.0,7164.5,8955.9,
07/03/2011,9370.1,1315.8,1315.8,0.0,1034.1,1034.1,0.0,1613.5,528.3,615.0,328.2,142.0,33.1,,1.6,,,0.2,14.6,3996.5,1187.7,2386.4,-1198.7,0.0,4185.9,3358.3,2905.3,453.0,,420.8,360.5,5373.6,,983.9,672.6,26.1,,285.2,6.8,0.0,,,6.8,20.2,,,206.6,0.0,1010.9,222.4,222.4,,,636.8,,252.9,177.1,859.2,1870.1,0.0,1636.3,144.0,1492.3,0,6078.3,-218.1,7496.5,3.5,7500.0,9370.1,
10/02/2011,9871.3,195.1,195.1,0.0,1142.1,1142.1,0.0,1783.8,565.4,715.0,345.8,157.6,68.2,,2.0,,18.3,0.1,34.8,3189.2,1279.5,2490.8,-1211.3,0.0,5402.6,4573.0,3351.5,1221.5,,429.6,354.3,6682.1,,1019.9,690.6,,,329.3,26.4,0.0,,,26.4,11.8,,,331.9,0.0,1058.1,217.9,217.9,,,838.1,,246.2,259.9,1056.0,2114.1,0.0,1661.4,144.2,1517.2,0,6368.7,-276.4,7753.7,3.5,7757.2,9871.3,
01/01/2012,10197.8,337.3,337.3,0.0,1140.3,1140.3,0.0,1834.4,547.5,761.9,347.3,177.7,63.2,,1.6,,14.4,3.6,30.8,3375.2,1287.4,2532.7,-1245.3,0.0,5535.2,4685.5,3441.3,1244.2,,439.0,366.3,6822.6,,1001.0,665.0,,,336.0,0.5,0.0,,,0.5,12.7,,,347.5,0.0,1014.2,207.9,207.9,,,855.6,,251.0,253.5,1063.5,2077.7,,1732.7,144.8,1587.9,0,6671.7,-288.2,8116.2,3.9,8120.1,10197.8,
04/01/2012,10558.8,698.7,698.7,0.0,1188.4,1188.4,0.0,1817.6,544.5,742.1,340.6,190.4,81.1,,1.6,,7.9,17.8,27.1,3785.8,1322.2,2608.5,-1286.3,0.0,5450.8,4742.6,3514.5,1228.1,13.4,442.8,180.4,6773.0,,1048.5,713.3,0.0,0.0,335.2,0.5,0.0,0.0,0.0,0.5,21.9,0.0,0.0,259.1,0.0,1070.9,207.7,207.7,0.0,0.0,915.4,0.0,358.9,279.6,1123.1,2194.0,0.0,1798.9,145.3,1653.6,0,7003.5,-441.7,8360.7,4.1,8364.8,10558.8,
07/01/2012,11067.5,193.1,193.1,0.0,1237.2,1237.2,0.0,1976.2,636.3,783.9,351.0,205.0,72.9,,1.4,,0.0,16.6,25.7,3479.4,1403.9,2716.1,-1312.2,0.0,6184.2,5467.5,3973.3,1494.2,,440.8,205.0,7588.1,,1202.3,753.2,125.4,,323.7,0.6,0.0,,,0.6,23.9,,,304.1,0.0,1226.8,235.5,235.5,,,929.4,,326.7,282.0,1164.9,2391.7,0.0,1820.6,145.4,1675.2,0,7340.8,-489.6,8671.8,4.0,8675.8,11067.5,
09/30/2012,11810.8,193.4,193.4,0.0,1223.7,1223.7,0.0,2103.7,670.4,833.7,381.0,218.6,102.2,,,,24.7,12.8,34.0,3623.0,1556.0,2920.7,-1364.7,0.0,6631.8,5921.5,4167.3,1754.2,,445.9,227.0,8187.8,,1086.4,740.9,,,345.5,4.5,0.0,,,4.5,13.8,,,362.2,0.0,1104.7,661.8,661.8,,,968.6,,336.2,257.4,1630.4,2735.1,0.0,1841.0,145.5,1695.5,0,7669.1,-438.4,9071.7,4.0,9075.7,11810.8,
12/30/2012,16689.9,483.3,483.3,0.0,1408.7,1408.7,0.0,3049.8,897.8,1282.8,578.8,290.4,272.8,,,,27.8,11.8,143.7,5214.6,2190.4,3593.4,-1403.0,0.0,9284.9,8478.6,5673.8,2804.8,,446.3,315.4,11475.3,,1361.5,801.6,,,559.9,204.9,0.0,,,204.9,15.2,,,769.3,0.0,1581.6,3620.8,3620.8,,,1597.0,,469.1,346.8,5217.8,6799.4,0.0,1933.9,146.2,1787.7,0,8002.7,-437.1,9499.5,391.0,9890.5,16689.9,
03/31/2013,16896.0,280.0,280.0,0.0,1507.0,1507.0,0.0,2980.0,904.0,1251.0,519.0,306.0,313.0,,0.0,,5.0,11.0,157.0,5080.0,2077.0,3517.0,-1440.0,0.0,9739.0,8925.0,5904.0,3021.0,,445.0,300.0,11816.0,,1487.0,935.0,0.0,0.0,552.0,204.0,0.0,0.0,0.0,204.0,21.0,0.0,0.0,762.0,0.0,1712.0,3602.0,3602.0,0.0,0.0,1778.0,0.0,548.0,457.0,5380.0,7092.0,0.0,1923.0,146.0,1777.0,0,8413.0,-553.0,9783.0,21.0,9804.0,16896.0,
06/30/2013,16841.0,293.0,293.0,0.0,1476.0,1476.0,0.0,3112.0,932.0,1327.0,521.0,332.0,243.0,,,,0.0,3.0,140.0,5124.0,2087.0,3581.0,-1494.0,0.0,9630.0,8887.0,5958.0,2929.0,,422.0,292.0,11717.0,,1553.0,862.0,150.0,,541.0,204.0,0.0,,,204.0,11.0,,,750.0,0.0,1768.0,3181.0,3181.0,,,1685.0,,504.0,428.0,4866.0,6634.0,0.0,1896.0,146.0,1750.0,0,8845.0,-557.0,10184.0,23.0,10207.0,16841.0,
09/29/2013,17181.0,269.0,269.0,0.0,1531.0,1531.0,0.0,3189.0,940.0,1336.0,535.0,378.0,257.0,,,,24.0,2.0,151.0,5246.0,2163.0,3721.0,-1558.0,0.0,9772.0,9021.0,6007.0,3014.0,,425.0,299.0,11935.0,,1358.0,813.0,,,545.0,203.0,0.0,,,203.0,7.0,,,784.0,0.0,1568.0,3354.0,3354.0,,,1721.0,,523.0,412.0,5075.0,6643.0,0.0,1696.0,145.0,1551.0,0,9264.0,-447.0,10513.0,25.0,10538.0,17181.0,
12/29/2013,18332.0,337.0,337.0,0.0,1470.0,1470.0,0.0,3312.0,980.0,1309.0,567.0,456.0,226.0,,,,9.0,1.0,134.0,5345.0,2257.0,3881.0,-1624.0,0.0,10730.0,9961.0,6535.0,3426.0,,426.0,316.0,12987.0,,1560.0,955.0,,,605.0,3.0,0.0,,,3.0,9.0,,,912.0,0.0,1572.0,3618.0,3618.0,,,2083.0,,540.0,630.0,5701.0,7273.0,0.0,1764.0,146.0,1618.0,0,9692.0,-421.0,11035.0,24.0,11059.0,18332.0,
03/30/2014,18586.0,361.0,361.0,0.0,1568.0,1568.0,0.0,3426.0,1037.0,1325.0,498.0,566.0,152.0,,0.0,,5.0,6.0,96.0,5507.0,2300.0,3978.0,-1678.0,0.0,10779.0,10053.0,6613.0,3440.0,3.0,416.0,259.0,13079.0,,1589.0,1035.0,0.0,0.0,554.0,2.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,950.0,0.0,1608.0,3569.0,3569.0,0.0,0.0,1996.0,0.0,442.0,598.0,5565.0,7173.0,0.0,1632.0,145.0,1487.0,0,10172.0,-418.0,11386.0,27.0,11413.0,18586.0,
06/29/2014,19475.0,373.0,373.0,0.0,1656.0,1656.0,0.0,3599.0,1043.0,1421.0,517.0,618.0,102.0,,,,0.0,2.0,87.0,5730.0,2395.0,4141.0,-1746.0,0.0,11350.0,10638.0,6828.0,3810.0,,416.0,271.0,13745.0,,1699.0,978.0,164.0,,557.0,3.0,0.0,,,3.0,3.0,,,916.0,0.0,1705.0,3910.0,3910.0,,,2046.0,,444.0,684.0,5956.0,7661.0,0.0,1525.0,145.0,1380.0,0,10651.0,-387.0,11789.0,25.0,11814.0,19475.0,
09/28/2014,19562.0,404.0,404.0,0.0,1666.0,1666.0,0.0,3656.0,1066.0,1411.0,533.0,646.0,129.0,,,,17.0,3.0,78.0,5855.0,2407.0,4193.0,-1786.0,0.0,11300.0,10568.0,6781.0,3787.0,,420.0,274.0,13707.0,,1606.0,1007.0,,,599.0,321.0,0.0,,,321.0,30.0,,,934.0,0.0,1957.0,3999.0,3999.0,,,1949.0,,450.0,562.0,5948.0,7905.0,0.0,1026.0,143.0,883.0,0,11113.0,-507.0,11632.0,25.0,11657.0,19562.0,
12/28/2014,19651.0,430.0,430.0,0.0,1701.0,1701.0,0.0,3740.0,1099.0,1413.0,550.0,678.0,131.0,,,,24.0,3.0,73.0,6002.0,2424.0,4247.0,-1823.0,0.0,11225.0,10482.0,6717.0,3765.0,,415.0,291.0,13649.0,,1675.0,1091.0,,,584.0,648.0,0.0,,,648.0,53.0,,,951.0,0.0,2376.0,3498.0,3498.0,,,1964.0,,456.0,554.0,5462.0,7838.0,0.0,866.0,142.0,724.0,0,11554.0,-633.0,11787.0,26.0,11813.0,19651.0,
03/29/2015,19428.0,474.0,474.0,0.0,1710.0,1710.0,0.0,3640.0,1155.0,1262.0,544.0,679.0,148.0,,0.0,,37.0,3.0,77.0,5972.0,2474.0,4328.0,-1854.0,0.0,10982.0,10405.0,6661.0,3744.0,0.0,238.0,311.0,13456.0,,1692.0,1133.0,0.0,0.0,559.0,1093.0,0.0,0.0,0.0,1093.0,42.0,0.0,0.0,924.0,0.0,2827.0,3493.0,3493.0,0.0,0.0,2151.0,0.0,678.0,546.0,5644.0,8471.0,0.0,199.0,139.0,60.0,0,11685.0,-955.0,10929.0,28.0,10957.0,19428.0,
06/28/2015,20382.0,1056.0,1056.0,0.0,1644.0,1644.0,0.0,3760.0,1111.0,1384.0,556.0,709.0,109.0,,,12.0,0.0,3.0,77.0,6569.0,2546.0,4478.0,-1932.0,0.0,11267.0,10654.0,6918.0,3736.0,,235.0,337.0,13813.0,,1657.0,1041.0,97.0,,519.0,506.0,0.0,,,506.0,33.0,,,957.0,0.0,2196.0,4779.0,4779.0,,,2159.0,,663.0,536.0,6938.0,9134.0,0.0,137.0,137.0,0.0,0,11915.0,-833.0,11219.0,29.0,11248.0,20382.0,
09/27/2015,20189.0,632.0,632.0,0.0,1582.0,1582.0,0.0,3769.0,1098.0,1363.0,553.0,755.0,169.0,,,12.0,71.0,3.0,65.0,6152.0,2588.0,4576.0,-1988.0,0.0,11449.0,10836.0,6875.0,3961.0,,229.0,341.0,14037.0,,1451.0,945.0,,,506.0,507.0,0.0,,,507.0,55.0,,,989.0,0.0,2013.0,4491.0,4491.0,,,2180.0,,664.0,524.0,6671.0,8684.0,0.0,137.0,137.0,0.0,0,12277.0,-938.0,11476.0,29.0,11505.0,20189.0,
