Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/30/1993,17.309,,-8.789,,8.52,,-6.274,,,2.246,0.075,,,,0.0,-0.075,2.321,-0.975,1.346,0.0,,,1.346,0.0,1.346,0.0,,1.346,1.346,,124.447998,0.010625,0.010625,,124.447998,0.010625,0.010625,0.010625,
07/31/1993,19.431,,-9.952,,9.479,,-7.204,,,2.275,0.08,,,,0.0,-0.08,2.355,-0.989,1.366,0.0,,,1.366,0.0,1.366,0.0,,1.366,1.366,,124.848,0.01125,0.01125,,124.848,0.01125,0.01125,0.01125,
10/31/1993,24.289,,-11.517,,12.771999,,-7.45,,,5.322,0.108,,,,0.0,-0.108,5.43,-2.281,3.149,0.0,,,3.149,0.0,3.149,0.0,,3.149,3.149,,125.47789,0.025,0.025,,125.47789,0.025,0.025,0.025,
01/31/1994,23.457001,,-10.239,,13.218001,,-9.759,,,3.459,-0.107,,,,0.0,0.107,3.352,-1.407,1.945,0.0,,,1.945,0.0,1.945,0.0,,1.945,1.945,,139.28,0.01375,0.01375,0.01375,139.28,0.01375,0.01375,0.01375,
04/30/1994,23.139999,,-11.735,,11.405,,-8.008,,,3.397,0.163,,,,0.0,-0.163,3.56,-1.495,2.065,0.0,,,2.065,0.0,2.065,0.0,,2.065,2.065,,141.856003,0.014375,0.014375,,141.856003,0.014375,0.014375,0.014375,
07/31/1994,24.382,,-11.738,,12.644,,-8.974,,,3.67,0.175,,,,0.0,-0.175,3.845,-1.615,2.23,0.0,,,2.23,0.0,2.23,0.0,,2.23,2.23,,140.496002,0.015625,0.015625,,140.496002,0.015625,0.015625,0.015625,
10/31/1994,31.426001,,-14.723,,16.703001,,-10.138,,,6.565,0.256,,0.0,,0.0,-0.256,6.821,-2.865,3.956,0.0,,,3.956,0.0,3.956,0.0,,3.956,3.956,,140.591995,0.028125,0.028125,,140.591995,0.028125,0.028125,0.028125,
01/31/1995,31.173,,-14.591,,16.582,,-12.638,,,3.944,0.48,,0.0,,0.0,-0.48,4.424,-1.858,2.566,0.0,,,2.566,0.0,2.566,0.0,,2.566,2.566,,140.809008,0.018125,0.018125,0.018125,140.809008,0.018125,0.018125,0.018125,
04/30/1995,27.919001,,-13.812,,14.107,,-10.499,,,3.608,0.3,,,,0.0,-0.3,3.908,-1.641,2.267,0.0,,,2.267,0.0,2.267,0.0,,2.267,2.267,,140.720001,0.01625,0.01625,0.01625,140.720001,0.01625,0.01625,0.01625,
07/31/1995,29.881001,,-14.797,,15.084001,,-11.383,,,3.701,0.271,,,,0.0,-0.271,3.972,-1.668,2.304,0.0,,,2.304,0.0,2.304,0.0,,2.304,2.304,,140.960007,0.01625,0.01625,,140.960007,0.01625,0.01625,0.01625,
10/31/1995,38.841999,,-19.239,,19.602999,,-12.677,,,6.926,0.226,,0.0,,0.0,-0.226,7.152,-3.004,4.148,0.0,,,4.148,0.0,4.148,0.0,,4.148,4.148,,141.039993,0.029375,0.029375,,141.039993,0.029375,0.029375,0.029375,
01/31/1996,36.394001,,-17.605,,18.789001,,-13.157,,,5.632,0.466,,,,0.0,-0.466,6.098,-2.509,3.589,0.0,,,3.589,0.0,3.589,0.0,,3.589,3.589,,141.104,0.025625,0.025625,0.025625,141.104,0.025625,0.025625,0.025625,
04/30/1996,33.634998,,-16.57,,17.064999,,-12.344,,,4.721,0.304,,,,0.0,-0.304,5.025,-2.098,2.927,0.0,,,2.927,0.0,2.927,0.0,,2.927,2.927,,141.488007,0.02125,0.02125,0.02125,141.488007,0.02125,0.02125,0.02125,
07/31/1996,35.897999,,-17.496,,18.401999,,-13.743,,,4.659,0.232,,,,0.0,-0.232,4.891,-2.042,2.849,0.0,,,2.849,0.0,2.849,0.0,,2.849,2.849,,142.656006,0.02,0.02,0.02,142.656006,0.02,0.02,0.02,
10/31/1996,44.883999,,-22.413,,22.470999,,-14.87,,,7.601,0.35,,,,0.0,-0.35,7.951,-3.319,4.632,0.0,,,4.632,0.0,4.632,0.0,,4.632,4.632,,142.727997,0.0325,0.0325,0.0325,142.727997,0.0325,0.0325,0.0325,
01/31/1997,41.997002,,-21.43,,20.567002,,-16.191999,,,4.375,0.427,,,,0.0,-0.427,4.802,-1.95,2.852,0.0,,,2.852,0.0,2.852,0.0,,2.852,2.852,,142.175992,0.02,0.02,0.02,142.175992,0.02,0.02,0.02,
04/30/1997,37.196999,,-18.589001,,18.607998,,-14.761,,,3.847,0.295,,,,0.0,-0.295,4.142,-1.719,2.423,0.0,,,2.423,0.0,2.423,0.0,,2.423,2.423,,140.296005,0.0175,0.0175,0.0175,141.632004,0.0175,0.0175,0.0175,
07/31/1997,41.316002,,-20.966,,20.350002,,-15.824,,,4.526,0.354,,,,0.0,-0.354,4.88,-2.025,2.855,0.0,,,2.855,0.0,2.855,0.0,,2.855,2.855,,140.712006,0.02,0.02,0.02,142.720001,0.02,0.02,0.02,
10/31/1997,48.373001,,-24.347,,24.026001,,-16.235001,,,7.791,0.385,,,,0.0,-0.385,8.176,-3.393,4.783,0.0,,,4.783,0.0,4.783,0.0,,4.783,4.783,,140.863998,0.03375,0.03375,0.03375,143.320007,0.03375,0.03375,0.03375,
01/31/1998,46.235001,,-23.48,,22.755001,,-16.857,,,5.898,0.529,,,,0.0,-0.529,6.427,-2.608,3.819,0.0,,,3.819,0.0,3.819,0.0,,3.819,3.819,,143.735992,0.02625,0.02625,0.02625,143.735992,0.02625,0.02625,0.02625,
04/30/1998,39.383,,-18.818,,20.565,,-17.399,,,3.166,0.391,-0.551,,-0.551,,0.16,3.557,-1.457,2.1,,,,2.1,,2.1,,,2.1,2.1,,141.555688,0.015,0.015,0.015,144.038816,0.015,0.015,0.015,
07/31/1998,48.068,,-23.118,,24.95,,-19.568,,,5.382,0.452,-0.547,,-0.547,,0.095,5.834,-2.392,3.442,,,,3.442,,3.442,,,3.442,3.442,,142.256504,0.02375,0.02375,0.02375,144.225312,0.02375,0.02375,0.02375,
10/31/1998,60.462,,-29.294,,31.168,,-23.061,,,8.107,0.426,-0.524,,-0.524,,0.098,8.533,-3.498,5.035,,,,5.035,,5.035,,,5.035,5.035,,141.61624,0.035,0.035,0.035,142.984024,0.035,0.035,0.035,
01/31/1999,61.056,,-50.182999,,10.873001,,-2.411,,,8.462,0.328,,,-0.504,0.0,0.176,8.79,-3.605,5.185,0.0,,,5.185,0.0,5.185,0.0,,5.185,5.185,,141.623993,0.0375,0.0375,0.0375,143.432007,0.03625,0.03625,0.03625,
04/30/1999,57.991,,-36.563,,21.428,,-15.416,,,6.012,-0.564,,,,,0.564,5.448,-2.498,2.95,,,,2.95,,2.95,,,2.95,2.95,,139.926376,0.02125,0.02125,0.02125,141.349672,0.02125,0.02125,0.02125,
07/31/1999,67.976,,-41.68,,26.296,,-15.664,,,10.632,-1.905,,,,,1.905,8.727,-4.63,4.097,,,,4.097,,4.097,,,4.097,4.097,,139.711632,0.02875,0.02875,0.02875,142.833992,0.02875,0.02875,0.02875,
10/31/1999,75.384,,-46.716,,28.668,,-17.145,,,11.523,-0.388,,,,,0.388,11.135,-5.035,6.1,,,,6.1,,6.1,,,6.1,6.1,,140.755736,0.04375,0.04375,0.04375,143.720712,0.0425,0.0425,0.0425,
01/31/2000,75.418999,,-47.326,,28.092999,,-18.695,,,9.398,0.141,,,,0.0,-0.141,9.539,-4.006,5.533,0.0,,,5.533,0.0,5.533,0.0,0.0,5.533,5.533,,140.623993,0.03875,0.03875,0.04625,143.112,0.03875,0.03875,0.04625,
04/30/2000,65.291,,-42.077,,23.214,,-18.203,,,5.011,0.1,,,,,-0.1,5.111,-2.121,2.99,,,,2.99,,2.99,,,2.99,2.99,,138.146296,0.02125,0.02125,0.02125,138.497336,0.02125,0.02125,0.02125,
07/31/2000,66.728,,-46.88,,19.848,,-16.838,,,3.01,-0.041,,,,,0.041,2.969,-1.232,1.737,,,,1.737,,1.737,,,1.737,1.737,,138.027888,0.0125,0.0125,0.0125,138.038392,0.0125,0.0125,0.0125,
10/31/2000,77.091,,-52.557,,24.534,,-20.386,,,4.148,-0.213,,,,,0.213,3.935,-1.574,2.361,,,,2.361,,2.361,,,2.361,2.361,,138.075216,0.0175,0.0175,0.0175,138.20512,0.0175,0.0175,0.0175,
01/31/2001,85.564003,,-57.880001,,27.684002,,-21.975,,,5.709,0.063,,,,0.0,-0.063,5.772,-2.365,3.407,0.0,,,3.407,0.0,3.407,0.0,0.0,3.407,3.407,,138.024002,0.025,0.025,0.025,138.048004,0.025,0.025,0.025,
04/30/2001,71.834,,-50.274,,21.56,,-19.512,,,2.048,-0.113,,,,,0.113,1.935,-0.784,1.151,,,,1.151,,1.151,,,1.151,1.151,,138.027888,0.00875,0.00875,0.00875,138.338896,0.00875,0.00875,0.00875,
07/31/2001,80.395,,-54.451,,25.944,,-20.497,,,5.447,-0.141,,,,,0.141,5.306,-2.149,3.157,,,,3.157,,3.157,,,3.157,3.157,,138.086384,0.0225,0.0225,0.0225,138.710552,0.0225,0.0225,0.0225,
10/31/2001,92.859,,-61.615,,31.244,,-22.875,,,8.369,-0.087,,,,,0.087,8.282,-3.354,4.928,,,,4.928,,4.928,,,4.928,4.928,,138.109696,0.03625,0.03625,0.03625,138.889504,0.035,0.035,0.035,
01/31/2002,103.870003,,-68.971001,,34.899002,,-25.264999,,,9.634,0.065,,,,0.0,-0.065,9.699,-3.928,5.771,0.0,,,5.771,0.0,5.771,0.0,0.0,5.771,5.771,,138.368,0.04125,0.04125,0.04125,141.896,0.04125,0.04125,0.04125,
04/30/2002,94.074,,-61.904,,32.17,,-24.002,,,8.168,-0.177,,,,,0.177,7.991,-3.236,4.755,,,,4.755,,4.755,,,4.755,4.755,,140.557672,0.03375,0.03375,0.03375,144.903232,0.0325,0.0325,0.0325,
07/31/2002,101.001,,-65.244,,35.757,,-25.209,,,10.548,-0.035,,,,,0.035,10.513,-4.258,6.255,,,,6.255,,6.255,,,6.255,6.255,,153.26928,0.04125,0.04125,0.04125,158.23212,0.04,0.04,0.04,
