Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2017,20687.0,2419.0,2419.0,0.0,615.0,615.0,0.0,37.0,,,,,126.0,0.0,493.0,126.0,3197.0,15516.0,24008.0,-8492.0,0,1974.0,89.0,0.0,89.0,1392.0,17490.0,,2508.0,171.0,261.0,,2076.0,296.0,0.0,,,,296.0,152.0,407.0,0.0,206.0,152.0,2956.0,9344.0,9344.0,,,,760.0,0.0,0.0,0.0,0.0,147.0,10104.0,13060.0,0.0,6581.0,1.0,6580.0,-2818.0,2709.0,14.0,6486.0,1141.0,7627.0,20687.0,
03/31/2018,21504.0,2628.0,2628.0,0.0,587.0,587.0,0.0,46.0,,,,,133.0,,1143.0,133.0,3394.0,15485.0,24212.0,-8727.0,0,2625.0,85.0,,85.0,1397.0,18110.0,,2613.0,159.0,305.0,,2149.0,144.0,0.0,,,,144.0,117.0,405.0,,205.0,117.0,2874.0,9508.0,9508.0,,,,765.0,,,,,155.0,10273.0,13147.0,0.0,6637.0,1.0,6636.0,-2893.0,3572.0,47.0,7363.0,994.0,8357.0,21504.0,
06/30/2018,22855.0,4350.0,4350.0,0.0,555.0,555.0,0.0,44.0,,,,,126.0,,1129.0,126.0,5075.0,15217.0,24089.0,-8872.0,0,2563.0,81.0,,81.0,1353.0,17780.0,,2616.0,154.0,262.0,,2200.0,184.0,0.0,,,,184.0,192.0,404.0,,193.0,192.0,2992.0,11139.0,11139.0,,,,762.0,,,,,165.0,11901.0,14893.0,0.0,6661.0,1.0,6660.0,-2997.0,3538.0,-44.0,7158.0,804.0,7962.0,22855.0,
09/30/2018,23339.0,4772.0,4772.0,0.0,650.0,650.0,0.0,42.0,,,,,150.0,,1121.0,150.0,5614.0,15186.0,24220.0,-9034.0,0,2539.0,76.0,,76.0,1342.0,17725.0,,2587.0,153.0,237.0,,2197.0,111.0,0.0,,,,111.0,208.0,402.0,,189.0,208.0,2906.0,11869.0,11869.0,,,,766.0,,,,,175.0,12635.0,15541.0,0.0,6674.0,1.0,6673.0,-3297.0,3521.0,-36.0,6862.0,936.0,7798.0,23339.0,
12/31/2018,22547.0,4648.0,4648.0,0.0,726.0,726.0,0.0,35.0,,,,,157.0,0.0,368.0,157.0,5566.0,15154.0,24409.0,-9255.0,0,1827.0,72.0,0.0,72.0,1387.0,16981.0,,2857.0,178.0,244.0,,2435.0,111.0,0.0,,,,111.0,189.0,401.0,0.0,191.0,189.0,3157.0,11874.0,11858.0,16.0,16.0,,771.0,0.0,0.0,0.0,0.0,179.0,12645.0,15802.0,0.0,6681.0,1.0,6680.0,-3727.0,2770.0,-40.0,5684.0,1061.0,6745.0,22547.0,
03/31/2019,22313.0,4134.0,4134.0,0.0,737.0,737.0,0.0,35.0,,,,,149.0,,359.0,149.0,5055.0,15294.0,,,0,1964.0,69.0,,69.0,1536.0,17258.0,,2576.0,152.0,275.0,,2149.0,151.0,0.0,40.0,13.0,27.0,111.0,190.0,399.0,,184.0,190.0,2917.0,12197.0,11886.0,311.0,2.0,309.0,759.0,,,,,176.0,12956.0,15873.0,0.0,6701.0,1.0,6700.0,-3901.0,2757.0,-32.0,5525.0,915.0,6440.0,22313.0,
06/30/2019,22594.0,4017.0,4017.0,0.0,767.0,767.0,0.0,33.0,,,,,140.0,,301.0,140.0,4957.0,14781.0,,,0,2856.0,51.0,,51.0,2504.0,17637.0,,2632.0,138.0,259.0,,2235.0,159.0,0.0,43.0,17.0,26.0,116.0,240.0,398.0,,180.0,240.0,3031.0,12211.0,11898.0,313.0,11.0,302.0,770.0,,,,,192.0,12981.0,16012.0,0.0,6542.0,1.0,6541.0,-4081.0,3118.0,-19.0,5560.0,1022.0,6582.0,22594.0,
09/30/2019,22427.0,3817.0,3817.0,0.0,757.0,757.0,0.0,33.0,,,,,201.0,,288.0,201.0,4808.0,14775.0,,,0,2844.0,45.0,,45.0,2511.0,17619.0,,2592.0,170.0,229.0,,2193.0,97.0,0.0,31.0,6.0,25.0,66.0,315.0,351.0,,184.0,315.0,3004.0,12176.0,11868.0,308.0,9.0,299.0,732.0,,,,,197.0,12908.0,15912.0,0.0,6555.0,1.0,6554.0,-4181.0,3059.0,-74.0,5359.0,1156.0,6515.0,22427.0,
12/31/2019,23199.0,4226.0,4226.0,0.0,844.0,844.0,0.0,37.0,,,,,198.0,0.0,282.0,198.0,5305.0,15034.0,25049.0,-10015.0,0,2860.0,42.0,0.0,42.0,2536.0,17894.0,,2784.0,149.0,275.0,,2360.0,106.0,0.0,36.0,8.0,28.0,70.0,334.0,350.0,0.0,183.0,334.0,3224.0,12727.0,12413.0,314.0,9.0,305.0,741.0,0.0,0.0,0.0,0.0,208.0,13468.0,16692.0,0.0,6570.0,1.0,6569.0,-4481.0,3101.0,-3.0,5187.0,1320.0,6507.0,23199.0,
03/31/2020,21167.0,2602.0,2602.0,0.0,653.0,653.0,0.0,36.0,,,,,202.0,,279.0,202.0,3493.0,14706.0,,,0,2968.0,36.0,,36.0,2653.0,17674.0,,2047.0,82.0,272.0,,1693.0,69.0,0.0,,,,69.0,303.0,348.0,,169.0,303.0,2419.0,12253.0,12253.0,,,,1038.0,,,,,521.0,13291.0,15710.0,0.0,6592.0,1.0,6591.0,-4481.0,2497.0,-119.0,4489.0,968.0,5457.0,21167.0,
06/30/2020,21695.0,3016.0,3016.0,0.0,567.0,567.0,0.0,37.0,,,,,152.0,,308.0,152.0,3772.0,14911.0,,,0,3012.0,32.0,,32.0,2672.0,17923.0,,1978.0,64.0,231.0,,1683.0,71.0,0.0,,,,71.0,326.0,346.0,,169.0,326.0,2375.0,13767.0,13767.0,,,,1028.0,,,,,513.0,14795.0,17170.0,0.0,6598.0,1.0,6597.0,-4481.0,1677.0,-74.0,3720.0,805.0,4525.0,21695.0,
