Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,5334.0,,-1719.0,,3615.0,,-2424.0,,,,,1191.0,-67.0,,35.0,,0.0,,32.0,1124.0,-334.0,790.0,0.0,,,790.0,0.0,790.0,0.0,,790.0,790.0,,2665.399902,0.295,0.295,0.295,2724.135986,0.29,0.29,0.29,
06/30/1996,5382.0,,-1732.0,,3650.0,,-2475.0,,,,,1175.0,-56.0,,30.0,,0.0,,26.0,1119.0,-328.0,791.0,0.0,,,791.0,0.0,791.0,0.0,,791.0,791.0,,2665.800049,0.3,0.3,0.3,2727.600098,0.29,0.29,0.29,
09/29/1996,5402.0,,-1715.0,,3687.0,,-2533.0,,,,,1154.0,-95.0,,32.0,,0.0,,63.0,1059.0,-309.0,750.0,0.0,,,750.0,0.0,750.0,0.0,,750.0,750.0,,2665.800049,0.28,0.28,0.28,2727.199951,0.275,0.275,0.275,
12/31/1996,5502.0,,-1852.0,,3650.0,,-2867.0,,,,,783.0,-52.0,,28.0,,0.0,,24.0,731.0,-175.0,556.0,0.0,,,556.0,0.0,556.0,0.0,,556.0,556.0,,2664.399902,0.21,0.21,0.21,2712.199952,0.205,0.205,0.205,
03/30/1997,5715.0,,-1772.0,,3943.0,,-2616.0,,,,,1327.0,-25.0,,33.0,,0.0,,-8.0,1302.0,-393.0,909.0,0.0,,,909.0,0.0,909.0,0.0,,909.0,909.0,,2666.199951,0.34,0.34,0.34,2737.0,0.33,0.33,0.33,
06/29/1997,5698.0,,-1749.0,,3949.0,,-2662.0,,,,,1287.0,7.0,,35.0,,0.0,,-42.0,1294.0,-385.0,909.0,0.0,,,909.0,0.0,909.0,0.0,,909.0,909.0,,2665.0,0.34,0.34,0.34,2737.600098,0.335,0.335,0.335,
09/28/1997,5586.0,,-1750.0,,3836.0,,-2665.0,,,,,1171.0,26.0,,36.0,,0.0,,-62.0,1197.0,-342.0,855.0,0.0,,,855.0,0.0,855.0,0.0,,855.0,855.0,,2670.199951,0.32,0.32,0.32,2727.800049,0.315,0.315,0.315,
12/28/1997,5630.0,,-1881.0,,3749.0,,-2912.0,,,,,837.0,-54.0,,16.0,,0.0,,38.0,783.0,-153.0,630.0,0.0,,,630.0,0.0,630.0,0.0,,630.0,630.0,,2684.199952,0.235,0.235,0.235,2800.0,0.225,0.225,0.225,
03/29/1998,5840.0,,-1798.0,,4042.0,,-2594.0,,,,,1448.0,-154.0,,28.0,,0.0,,126.0,1294.0,-375.0,919.0,0.0,,,919.0,0.0,919.0,0.0,,919.0,919.0,,2784.8479,0.33,0.33,0.36,2827.691894,0.325,0.325,0.355,
06/28/1998,5874.0,,-1827.0,,4047.0,,-2646.0,,,,,1401.0,-10.0,,26.0,,0.0,,-16.0,1391.0,-373.0,1018.0,0.0,,,1018.0,0.0,1018.0,0.0,,1018.0,1018.0,,2789.041992,0.365,0.365,0.365,2827.778076,0.36,0.36,0.36,
09/27/1998,5811.0,,-1790.0,,4021.0,,-2662.0,,,,,1359.0,-38.0,,26.0,,0.0,,12.0,1321.0,-357.0,964.0,0.0,,,964.0,0.0,964.0,0.0,,964.0,964.0,,2794.201904,0.345,0.345,0.345,2835.293946,0.34,0.34,0.34,
01/03/1999,6470.0,,-2189.0,,4281.0,,-3274.0,,,,,1007.0,-831.0,,30.0,,0.0,,801.0,176.0,-74.0,102.0,0.0,,,102.0,0.0,102.0,0.0,,102.0,102.0,,2840.800048,0.035,0.035,0.255,2840.800048,0.035,0.035,0.25,
04/04/1999,6739.0,,-2070.0,,4669.0,,-2994.0,,,,,1675.0,-53.0,,54.0,-54.0,,,53.0,1622.0,-484.0,1138.0,0.0,,,1138.0,0.0,1138.0,0.0,,1138.0,1138.0,,2780.399902,0.41,0.41,0.41,2839.399902,0.4,0.4,0.4,
07/04/1999,6971.0,,-2123.0,,4848.0,,-3184.0,,,,,1664.0,-35.0,,53.0,-53.0,,,35.0,1629.0,-465.0,1164.0,0.0,,,1164.0,0.0,1164.0,0.0,,1164.0,1164.0,,2780.199952,0.42,0.42,0.42,2842.399902,0.41,0.41,0.41,
10/03/1999,6884.0,,-2068.0,,4816.0,,-3252.0,,,,,1564.0,-33.0,,46.0,-63.0,,,50.0,1531.0,-420.0,1111.0,0.0,,,1111.0,0.0,1111.0,0.0,,1111.0,1111.0,,2779.800048,0.4,0.4,0.4,2838.0,0.39,0.39,0.39,
01/02/2000,6877.0,,-2181.0,,4696.0,,-3757.0,2861.0,,,896.0,939.0,32.0,53.0,53.0,,0.0,,-85.0,971.0,-217.0,754.0,0.0,,,754.0,0.0,754.0,0.0,0.0,754.0,754.0,42.0,2839.0,0.265,0.265,0.28,2839.0,0.265,0.265,0.28,
04/02/2000,7319.0,,-2241.0,,5078.0,,-3217.0,,,,,1861.0,31.0,-31.0,46.0,-77.0,,,0.0,1892.0,-578.0,1314.0,,,,1314.0,,1314.0,,0.0,1314.0,1314.0,,2779.4,0.475,0.475,0.475,2822.0,0.465,0.465,0.465,
07/02/2000,7670.0,,-2261.0,,5409.0,,-3542.0,,,,,1867.0,46.0,,53.0,-88.0,,,-11.0,1913.0,-550.0,1363.0,0.0,,,1363.0,0.0,1363.0,0.0,0.0,1363.0,1363.0,,2983.0,0.46,0.46,0.46,3094.899902,0.44,0.44,0.44,
10/01/2000,7438.0,,-2191.0,,5247.0,,-3506.0,,,,,1741.0,93.0,,45.0,-124.0,,,-14.0,1834.0,-511.0,1323.0,0.0,,,1323.0,0.0,1323.0,0.0,0.0,1323.0,1323.0,,2998.399902,0.44,0.44,0.44,3113.399902,0.43,0.43,0.43,
12/31/2000,7298.0,,-2214.0,,5084.0,,-3900.0,2943.0,,,957.0,1184.0,23.0,-89.0,31.0,,,,66.0,1207.0,-271.0,936.0,0.0,,,936.0,0.0,936.0,0.0,0.0,936.0,936.0,,3117.9,0.3,0.3,0.305,3117.9,0.3,0.3,0.305,
04/01/2001,7855.0,,-2311.0,,5544.0,,-3425.0,,,,,2119.0,98.0,,33.0,-125.0,,,-6.0,2217.0,-665.0,1552.0,0.0,,,1552.0,0.0,1552.0,0.0,0.0,1552.0,1552.0,,3020.399902,0.51,0.51,0.51,3106.899902,0.5,0.5,0.5,
07/01/2001,8179.0,,-2372.0,,5807.0,,-3631.0,,,,,2176.0,-47.0,,50.0,-120.0,,,117.0,2129.0,-647.0,1482.0,0.0,,,1482.0,0.0,1482.0,0.0,0.0,1482.0,1482.0,,3029.300049,0.49,0.49,0.52,3110.5,0.48,0.48,0.51,
09/30/2001,8058.0,,-2396.0,,5662.0,,-3602.0,,,,,2060.0,48.0,,39.0,-106.0,,,19.0,2108.0,-579.0,1529.0,0.0,,,1529.0,0.0,1529.0,0.0,0.0,1529.0,1529.0,,3039.199951,0.5,0.5,0.51,3110.899902,0.49,0.49,0.5,
12/30/2001,8403.0,,-2489.0,,5914.0,,-4439.0,3280.0,,,1159.0,1475.0,-31.0,-74.0,60.0,,,,105.0,1444.0,-339.0,1105.0,0.0,,,1105.0,0.0,1105.0,0.0,0.0,1105.0,1105.0,,3121.2,0.36,0.36,0.38,3121.2,0.36,0.36,0.38,
03/31/2002,8743.0,,-2457.0,,6286.0,,-3674.0,,,,,2612.0,9.0,,34.0,-76.0,,,33.0,2621.0,-787.0,1834.0,0.0,,,1834.0,0.0,1834.0,0.0,0.0,1834.0,1834.0,,3042.0,0.6,0.6,0.6,3115.399902,0.59,0.59,0.59,
06/30/2002,9073.0,,-2582.0,,6491.0,,-3949.0,,,,,2542.0,-114.0,,44.0,-74.0,,,144.0,2428.0,-774.0,1654.0,0.0,,,1654.0,0.0,1654.0,0.0,0.0,1654.0,1654.0,,3003.399902,0.55,0.55,0.61,3069.300049,0.54,0.54,0.6,
09/29/2002,9079.0,,-2611.0,,6468.0,,-3958.0,,,,,2510.0,-117.0,,39.0,-51.0,,,129.0,2393.0,-668.0,1725.0,0.0,,,1725.0,0.0,1725.0,0.0,0.0,1725.0,1725.0,,2974.399902,0.58,0.58,0.58,3026.699951,0.57,0.57,0.57,
12/29/2002,9403.0,,-2797.0,,6606.0,,-4592.0,,,,,2014.0,-165.0,,43.0,-55.0,,,177.0,1849.0,-465.0,1384.0,0.0,,,1384.0,0.0,1384.0,0.0,0.0,1384.0,1384.0,,2973.399902,0.47,0.47,0.47,3005.0,0.46,0.46,0.46,
03/30/2003,9821.0,,-2722.0,,7099.0,,-4189.0,,,,,2910.0,19.0,,38.0,-38.0,,,-19.0,2929.0,-859.0,2070.0,,,,2070.0,,2070.0,,,2070.0,2070.0,,2968.4,0.7,0.7,0.7,3018.5,0.69,0.69,0.69,
06/29/2003,10332.0,,-2966.0,,7366.0,,-4478.0,,,,,2888.0,-832.0,,50.0,-43.0,,,825.0,2056.0,-846.0,1210.0,0.0,,,1210.0,0.0,1210.0,0.0,0.0,1210.0,1210.0,,2967.699951,0.41,0.41,0.71,3015.899902,0.4,0.4,0.7,
09/28/2003,10455.0,,-2980.0,,7475.0,,-4605.0,,,,,2870.0,79.0,,75.0,-63.0,,,-91.0,2949.0,-877.0,2072.0,0.0,,,2072.0,0.0,2072.0,0.0,0.0,2072.0,2072.0,,2968.0,0.7,0.7,0.7,3008.300049,0.69,0.69,0.69,
12/28/2003,11254.0,,-3508.0,,7746.0,,-5543.0,,,,,2203.0,171.0,,44.0,-33.0,,,-182.0,2374.0,-529.0,1845.0,0.0,,,1845.0,0.0,1845.0,0.0,0.0,1845.0,1845.0,,3005.399902,0.62,0.62,0.57,3005.399902,0.62,0.62,0.57,
03/28/2004,11559.0,,-3367.0,,8192.0,,-4735.0,,,,,3457.0,47.0,6.0,45.0,-39.0,,,-53.0,3504.0,-1011.0,2493.0,,,,2493.0,,2493.0,,,2493.0,2493.0,,2967.8,0.84,0.84,0.84,3004.6,0.83,0.83,0.83,
06/27/2004,11484.0,,-3162.0,,8322.0,,-4893.0,,3711.0,,1182.0,3429.0,6.0,0.0,52.0,-35.0,,,-23.0,0.0,-977.0,2458.0,0.0,,,-977.0,0.0,2458.0,0.0,0.0,2458.0,2458.0,,2968.199951,0.83,0.83,0.83,3005.300049,0.82,0.82,0.82,
09/26/2004,11553.0,,-3187.0,,8366.0,,-5052.000488,,3854.0,,1198.000488,3313.999756,-40.0,0.0,30.0,-49.0,,,59.0,0.0,-933.0,2341.0,0.0,,,-933.0,0.0,2341.0,0.0,0.0,2341.0,2341.0,,2968.100098,0.79,0.79,0.79,3009.0,0.78,0.78,0.78,
01/02/2005,12752.0,,-3706.0,,9046.0,,-6382.0,,,,,2664.0,-39.0,,60.0,-156.0,,,135.0,2625.0,-1408.0,1217.0,0.0,,,1217.0,0.0,1217.0,0.0,0.0,1217.0,1217.0,,3013.5,0.41,0.41,0.67,3013.5,0.41,0.41,0.67,
04/03/2005,12832.0,,-3496.0,,9336.0,,-5511.0,4127.0,,,1384.0,3825.0,102.0,-69.0,15.0,-84.0,,,-33.0,3927.0,-1088.0,2839.0,0.0,,,2839.0,0.0,2839.0,0.0,0.0,2839.0,2839.0,,2972.1,0.96,0.96,0.96,3023.7,0.94,0.94,0.94,
07/03/2005,12762.0,,-3522.0,,9240.0,,-5803.0,,,,,3437.0,-171.0,-94.0,15.0,-109.0,,,265.0,3266.0,-678.0,2588.0,0.0,,,2588.0,0.0,2588.0,0.0,0.0,2588.0,2588.0,,2973.7,0.87,0.87,0.91,3024.7,0.86,0.86,0.9,
10/02/2005,12310.0,,-3354.0,,8956.0,,-5700.0,,4161.0,,1539.0,3256.0,164.0,-101.0,22.0,-123.0,,,-63.0,3420.0,-882.0,2538.0,0.0,,,2538.0,0.0,2538.0,0.0,0.0,2538.0,2538.0,,2974.6,0.85,0.85,0.85,3006.2,0.85,0.85,0.85,
01/01/2006,12610.0,,-3638.0,,8972.0,,-6659.0,,,,,2313.0,190.0,,2.0,-171.0,,,-21.0,2503.0,-408.0,2095.0,0.0,,,2095.0,0.0,2095.0,0.0,0.0,2095.0,2095.0,,3013.5,0.7,0.7,0.7,3013.5,0.7,0.7,0.7,
04/02/2006,12992.0,,-3612.0,,9380.0,,-5627.0,4095.0,,,1532.0,3753.0,862.0,-181.0,16.0,-197.0,,,-681.0,4615.0,-1310.0,3305.0,0.0,,,3305.0,0.0,3305.0,0.0,0.0,3305.0,3305.0,,2974.5,1.11,1.11,1.0,2992.7,1.1,1.1,0.99,
07/02/2006,13363.0,,-3788.0,,9575.0,,-6179.0,,,,,3396.0,207.0,-196.0,13.0,-209.0,,,-11.0,3603.0,-783.0,2820.0,0.0,,,2820.0,0.0,2820.0,0.0,0.0,2820.0,2820.0,,2954.0,0.96,0.96,0.99,2974.4,0.95,0.95,0.98,
10/01/2006,13287.0,,-3650.0,,9637.0,,-6010.0,,4291.0,,1719.0,3627.0,34.0,-194.0,13.0,-207.0,,,160.0,3661.0,-901.0,2760.0,0.0,,,2760.0,0.0,2760.0,0.0,0.0,2760.0,2760.0,,2920.0,0.95,0.95,0.99,2948.1,0.94,0.94,0.98,
12/31/2006,13682.0,,-4007.0,,9675.0,,-6742.0,,,,,2933.0,-225.0,-195.0,21.0,-216.0,,,420.0,2708.0,-540.0,2168.0,0.0,,,2168.0,0.0,2168.0,0.0,0.0,2168.0,2168.0,,2930.7,0.75,0.75,0.82,2930.7,0.74,0.74,0.81,
04/01/2007,15037.0,,-4385.0,,10652.0,,-6454.0,,,,,4198.0,-546.0,-33.0,62.0,-95.0,,,579.0,3652.0,-1079.0,2573.0,0.0,,,2573.0,0.0,2573.0,0.0,0.0,2573.0,2573.0,,2894.2,0.89,0.89,1.17,2924.3,0.88,0.88,1.16,
07/01/2007,15131.0,,-4358.0,,10773.0,,-6895.0,,,,,3878.0,153.0,-36.0,59.0,-95.0,,,-117.0,4031.0,-950.0,3081.0,0.0,,,3081.0,0.0,3081.0,0.0,0.0,3081.0,3081.0,,2895.1,1.06,1.06,1.06,2922.5,1.05,1.05,1.05,
09/30/2007,14970.0,,-4274.0,,10696.0,,-6733.0,,,,,3963.0,-695.0,-52.0,82.0,-134.0,,,747.0,3268.0,-720.0,2548.0,0.0,,,2548.0,0.0,2548.0,0.0,0.0,2548.0,2548.0,,2887.7,0.88,0.88,1.06,2912.9,0.88,0.88,1.06,
12/30/2007,15957.0,,-4734.0,,11223.0,,-8049.0,,,,,3174.0,-842.0,,93.0,-128.0,,,877.0,2332.0,42.0,2374.0,0.0,,,2374.0,0.0,2374.0,0.0,0.0,2374.0,2374.0,,2889.2,0.82,0.82,0.88,2889.2,0.82,0.82,0.88,
03/30/2008,16194.0,,-4614.0,,11580.0,0.0,-6835.0,,5123.0,,1712.0,4745.0,2.0,16.0,98.0,-82.0,,,-18.0,4747.0,-1149.0,3598.0,0.0,,,3598.0,0.0,3598.0,0.0,0.0,3598.0,3598.0,,2832.3,1.27,1.27,1.27,2866.3,1.26,1.26,1.26,
06/29/2008,16450.0,,-4751.0,,11699.0,0.0,-7443.0,5507.0,,,1936.0,4256.0,119.0,16.0,105.0,-89.0,,,-135.0,4375.0,-1048.0,3327.0,0.0,,,3327.0,0.0,3327.0,0.0,0.0,3327.0,3327.0,,2809.8,1.18,1.18,1.19,2844.8,1.17,1.17,1.18,
09/28/2008,15921.0,,-4774.0,,11147.0,0.0,-7056.0,,5195.0,,1861.0,4091.0,199.0,25.0,122.0,-97.0,,,-224.0,4290.0,-980.0,3310.0,0.0,,,3310.0,0.0,3310.0,0.0,0.0,3310.0,3310.0,,2790.9,1.19,1.19,1.19,2831.3,1.17,1.17,1.17,
12/28/2008,15182.0,,-4372.0,,10810.0,,-7663.0,5665.0,,,1998.0,3147.0,370.0,-76.0,110.0,-186.0,,,-294.0,3517.0,-803.0,2714.0,0.0,,,2714.0,0.0,2714.0,0.0,0.0,2714.0,2714.0,-88.0,2801.6,0.97,0.97,0.94,2801.6,0.97,0.97,0.94,
03/29/2009,15026.0,15026.0,-4251.0,4251.0,10775.0,0.0,-6126.0,4608.0,,1518.0,0.0,4649.0,-6.0,81.0,106.0,-25.0,,,-75.0,4643.0,-1136.0,3507.0,0.0,0.0,0.0,3507.0,0.0,3507.0,0.0,0.0,3507.0,3507.0,0.0,2765.9,1.27,1.27,1.27,2789.8,1.26,1.26,1.26,
06/28/2009,15239.0,15239.0,-4450.0,4450.0,10789.0,0.0,-6435.0,4797.0,,1638.0,0.0,4354.0,-91.0,85.0,110.0,-25.0,,,6.0,4263.0,-1055.0,3208.0,0.0,0.0,0.0,3208.0,0.0,3208.0,0.0,0.0,3208.0,3032.5,-175.5,2756.2,1.16,1.16,1.100247,2782.0,1.15,1.15,1.086916,
09/27/2009,15081.0,15081.0,-4434.0,4434.0,10647.0,0.0,-6384.0,4767.0,,1617.0,0.0,4263.0,-18.0,114.0,142.0,-28.0,,,-96.0,4245.0,-900.0,3345.0,0.0,0.0,0.0,3345.0,0.0,3345.0,0.0,0.0,3345.0,3270.25,-74.75,2756.3,1.21,1.21,1.186464,2793.0,1.2,1.2,1.173237,
01/03/2010,16551.0,16551.0,-5312.0,5312.0,11239.0,0.0,-8915.0,5629.0,,2213.0,1073.0,2324.0,280.0,81.0,93.0,-12.0,,,-361.0,2604.0,-398.0,2206.0,0.0,0.0,0.0,2206.0,0.0,2206.0,0.0,0.0,2206.0,2846.0,640.0,2796.5,0.79,0.79,1.017701,2796.5,0.79,0.79,1.017701,
04/04/2010,15631.0,15631.0,-4528.0,4528.0,11103.0,0.0,-6336.0,4779.0,,1557.0,0.0,4767.0,1513.0,81.0,108.0,-27.0,,,-1594.0,6280.0,-1754.0,4526.0,0.0,0.0,0.0,4526.0,0.0,4526.0,0.0,0.0,4526.0,3616.0,-910.0,2755.4,1.64,1.64,1.312332,2797.3,1.62,1.62,1.294686,
