Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,140.406998,32.140999,32.140999,0.0,28.84,,,1.101,,,,,19.757,,,,,81.838997,52.425999,88.931999,-36.506001,0.0,,,6.142,,,,6.142,58.567999,,7.038,7.038,,,,3.55,,,,,,70.439,,,70.439,81.027,36.674,,,,,2.489,,,,,,2.489,39.163,120.19,0.0,36.646,,,0.0,,-16.429001,20.216999,0.0,20.216999,140.406999,
06/30/1994,106.797997,22.704,22.704,0.0,7.077,,,2.924,,,,,16.150999,,,,,48.855999,51.856998,89.852997,-37.995998,0.0,,,6.085,,,,6.085,57.941998,,11.821,11.821,,,,3.55,,,,,,24.843001,,,24.843001,40.214001,39.674,,,,,3.932,,,,,,3.932,43.606,83.820001,0.0,36.646,,,0.0,,-13.668,22.978,0.0,22.978,106.798001,
09/30/1994,115.612999,22.32,22.32,0.0,11.24,,,1.8,,,,,21.716,,,,,57.076,52.347,91.764999,-39.417999,0.0,,,6.19,,,,6.19,58.537,,11.252,11.252,,,,3.55,,,,,,41.126002,,,41.126002,55.928001,28.674,,,,,5.005,,,,,,5.005,33.679,89.607001,0.0,36.646,,,0.0,,-10.64,26.006,0.0,26.006,115.613001,
12/31/1994,128.772995,20.559,20.559,0.0,18.813999,,,0.853,,,,,25.881001,,,,,66.107002,54.313,94.388,-40.075001,0.0,,,8.353,,,,8.353,62.665999,,7.912,7.912,,,,3.55,,,,,,55.571996,,,55.571996,67.033997,26.349001,,,,,5.193,,,,,,5.193,31.542001,98.575997,0.0,36.653999,,,0.0,,-6.457,30.197,0.0,30.197,128.772997,
03/31/1995,155.447006,35.917999,35.917999,0.0,28.719999,,,1.598,,,,,22.041,,,,,88.277,59.104,100.614998,-41.511002,0.0,,,8.066,,,,8.066,67.17,,12.551,12.551,,,,3.55,,,,,,78.193999,,,78.193999,94.294998,21.349001,,,,,5.49,,,,,,5.49,26.839001,121.133999,0.0,36.68,,,0.0,,-2.367,34.313,0.0,34.313,155.446999,
06/30/1995,126.670998,26.252001,26.252001,0.0,6.189,,,3.553,,,,,22.025,,,,,58.019001,60.257999,103.078003,-42.82,0.0,,,8.394,,,,8.394,68.651999,,14.957,14.957,,,,0.0,,,,,,33.790002,,,33.790002,48.747002,33.028999,,,,,6.927,,,,,,6.927,39.955999,88.703001,0.0,36.776001,,,0.0,,1.192,37.968001,0.0,37.968001,126.671002,
09/30/1995,135.727997,30.988001,30.988001,0.0,9.028,,,2.565,,,,,19.738001,,,,,62.319,64.898003,109.387001,-44.488998,0.0,,,8.511,,,,8.511,73.409002,,17.816999,17.816999,,,,0.0,,,,,,47.990999,,,47.990999,65.807999,21.028999,,,,,6.758,,,,,,6.758,27.786999,93.594998,0.0,36.783001,,,0.0,,5.35,42.133001,0.0,42.133001,135.727999,
12/31/1995,153.813995,22.76,22.76,0.0,23.629,,,1.155,,,,,29.788,,,,,77.332001,67.763,112.824997,-45.062,0.0,,,8.719,,,,8.719,76.482,,14.677,14.677,,,,0.0,,,,,,67.633997,,,67.633997,82.310997,17.028999,,,,,7.067,,,,,,7.067,24.095999,106.406996,0.0,36.804001,,,0.0,,10.603,47.407001,0.0,47.407001,153.813997,
03/31/1996,178.294006,31.360001,31.360001,0.0,37.639,,,1.376,,,,,29.976999,,,,,100.351997,69.195999,116.316002,-47.119999,0.0,,,8.746,,,,8.746,77.941999,,21.148001,21.148001,,,,0.0,,,,,,82.185999,,,82.185999,103.334,15.029,,,,,7.352,,,,,,7.352,22.381001,125.715,0.0,36.860001,,,0.0,,15.719,52.579,0.0,52.579,178.294001,
06/30/1996,178.089005,29.948,29.948,0.0,9.684,,,3.29,,,,,18.645,,,,,61.567001,71.441002,120.723999,-49.283001,0.0,,,45.081001,,,,45.081001,116.522003,,18.858999,18.858999,,,,0.0,,,,,,33.601,,,33.601,52.459999,61.5,,,,,6.842,,,,,,6.842,68.342,120.801999,0.0,36.860001,,,0.0,,20.427,57.287001,0.0,57.287001,178.089,
09/30/1996,194.856995,18.184,18.184,0.0,31.372,,,1.757,,,,,24.66,,,,,75.973,73.747002,125.620003,-51.873001,0.0,,,45.137001,,,,45.137001,118.884003,,14.192,14.192,,,,0.0,,,,,,64.440003,,,64.440003,78.632004,47.0,,,,,6.948,,,,,,6.948,53.948,132.580004,0.0,36.890999,,,0.0,,25.386,62.276999,0.0,62.276999,194.857002,
12/31/1996,208.145004,27.542999,27.542999,0.0,28.438,,,1.087,,,,,30.792,,,,,87.860001,74.777,127.848999,-53.071999,0.0,,,45.507999,,,,45.507999,120.285,,16.164,16.164,,,,0.0,,,,,,71.818003,,,71.818003,87.982002,44.0,,,,,7.078,,,,,,7.078,51.078,139.060002,0.0,37.077,,,0.0,,32.007999,69.084999,0.0,69.084999,208.145001,
03/31/1997,240.018997,34.424,34.424,0.0,46.638,,,1.786,,,,,37.456001,,,,,120.304001,74.018997,130.106003,-56.087002,0.0,,,45.695999,,,,45.695999,119.714996,,19.858,19.858,,,,0.0,,,,,,96.340998,,,96.340998,116.198997,41.0,,,,,7.154,,,,,,7.154,48.154,164.352997,0.0,37.202999,,,0.0,,38.463001,75.666,0.0,75.666,240.018998,
06/30/1997,206.703003,38.865002,38.865002,0.0,12.322,,,4.549,,,,,14.78,,,,,70.515999,90.688004,148.953995,-58.265999,0.0,,,45.499001,,,,45.499001,136.187005,,22.301001,22.301001,,,,0.0,,,,,,35.991998,,,35.991998,58.292999,33.0,,,,,10.14,,,,,,10.14,43.14,101.432999,0.0,60.827,,,0.0,,44.443001,105.270001,0.0,105.270001,206.703,
09/30/1997,214.953995,28.605,28.605,0.0,23.278999,,,2.981,,,,,21.593,,,,,76.458,93.324997,154.108994,-60.784,0.0,,,45.171001,,,,45.171001,138.495998,,15.767,15.767,,,,0.0,,,,,,63.381002,,,63.381002,79.148003,14.0,,,,,10.21,,,,,,10.21,24.21,103.358003,0.0,60.867001,,,0.0,,50.729,111.596001,0.0,111.596001,214.954003,
12/31/1997,238.645996,36.108002,36.108002,0.0,22.816,,,1.795,,,,,36.805,,,,,97.524002,96.292999,158.875,-62.582001,0.0,,,44.828999,,,,44.828999,141.121998,,19.599001,19.599001,,,,0.0,,,,,,78.719999,,,78.719999,98.319,10.0,,,,,10.319,,,,,,10.319,20.319,118.638,0.0,60.893002,,,0.0,,59.115002,120.008003,0.0,120.008003,238.646004,
03/31/1998,281.748993,45.910999,45.910999,0.0,55.439999,,,2.754,,,,,33.640999,,,,,137.746002,99.223,165.455002,-66.232002,0.0,,,44.779999,,,,44.779999,144.002998,,23.806999,23.806999,,,,0.0,,,,,,112.997993,,,112.997993,136.804993,6.0,,,,,10.434,,,,,,10.434,16.434,153.238993,0.0,60.946999,,,0.0,,67.563004,128.510002,0.0,128.510002,281.748995,
06/30/1998,223.891998,31.881001,31.881001,0.0,11.878,,,5.218,,,,,20.743,,,,,69.720001,108.105003,173.093002,-64.987999,0.0,,,46.067001,,,,46.067001,154.172005,,24.115999,24.115999,,,,0.0,,,,,,41.862997,,,41.862997,65.978996,10.0,,,,,11.657,,,,,,11.657,21.657,87.635996,0.0,61.300999,,,0.0,,74.955002,136.256001,0.0,136.256001,223.891996,
09/30/1998,246.416,24.330999,24.330999,0.0,29.914,29.914,,3.57,,,,,27.544001,,,,,85.359001,115.297997,183.300995,-68.002998,0.0,,,45.758999,37.5,,,8.258999,161.056995,,16.302999,16.302999,,,,0.0,,,,,,73.240999,,,73.240999,89.543999,0.0,,,,,12.562,,,,,,12.562,12.562,102.105999,0.0,61.339001,,,0.0,82.200996,0.770004,144.310001,0.0,144.310001,246.416,
12/31/1998,278.371,29.557,29.557,0.0,37.611,37.611,,1.924,,,,,40.882,,,,,109.974,123.086,194.927,-71.841,0.0,,,45.311,37.093,,,8.218,168.397,,18.693,18.693,,,,0.0,,,,,,92.526,,,92.526,111.219,0.0,,,,,12.507,,,,,,12.507,12.507,123.726,0.0,61.38,,,0.0,92.5,0.765,154.645,0.0,154.645,278.371,
03/31/1999,333.067993,57.465,57.465,0.0,62.816002,62.816002,,3.821,,,,,33.779999,,,,,157.882004,125.964996,202.210007,-76.245003,0.0,,,49.221001,38.181,,,11.040001,175.185997,,25.455,25.455,,,,0.0,,,,,,129.487993,,,129.487993,154.942993,0.0,,,,,12.747,,,,,,12.747,12.747,167.689993,0.0,61.578999,,,0.0,103.125,0.674004,165.378002,0.0,165.378002,333.067995,
06/30/1999,260.69101,31.848,31.848,0.0,14.217,,,6.592,,,,,26.284,,,,,78.941002,135.210999,216.052994,-80.842003,0.0,,,46.539001,37.841,,,8.698002,181.75,,29.08,29.08,,,,0.0,,,,,,44.962999,,,44.962999,74.042999,0.0,,,,,11.343,,,,,,11.343,11.343,85.386,0.0,61.641998,,,0.0,,113.663002,175.305,0.0,175.305,260.691,
09/30/1999,346.328003,34.870998,34.870998,0.0,41.324001,41.324001,,4.765,,,,,33.342999,,,,,114.303001,147.261002,232.716995,-85.456001,0.0,,,84.764,75.872002,,,8.891998,232.025002,,26.033001,26.033001,,,,0.0,,,,,,91.964001,,,91.964001,117.997002,29.0,,,,,14.064,,,,,,14.064,43.064,161.061002,0.0,61.709999,,,0.0,123.122002,0.434998,185.266998,0.0,185.266998,346.328,
12/31/1999,376.233002,39.806,39.806,0.0,53.418999,53.418999,,3.59,,,,,43.601002,,,,,140.416,150.929993,241.815994,-90.886002,0.0,,,84.887001,76.056999,,,8.830002,235.816994,,35.935001,35.935001,,,,0.0,,,,,,110.036999,,,110.036999,145.972,20.0,,,,,12.107,,,,,,12.107,32.107,178.079,0.0,61.945999,,,0.0,135.912994,0.294998,198.153992,0.0,198.153992,376.232992,
03/31/2000,425.313995,33.994999,33.994999,0.0,92.708,92.708,,3.532,,,,,56.360001,,,,,186.595001,154.539001,250.671005,-96.132004,0.0,,,84.18,74.945999,,,9.234001,238.719002,,35.271999,35.271999,,,,0.0,,,,,,152.918995,,,152.918995,188.190994,13.0,,,,,12.308,,,,,,12.308,25.308,213.498994,0.0,62.159,,,0.0,149.210007,0.445999,211.815006,0.0,211.815006,425.314,
06/30/2000,327.07901,25.851,25.851,0.0,25.362,,,6.371,,,,,24.379999,,,,,81.963997,158.800995,260.194,-101.392998,0.0,,,86.314003,74.134003,,,12.18,245.114998,,31.827,31.827,,,,0.0,,,,,,57.357998,,,57.357998,89.184998,0.0,,,,,12.755,,,,,,12.755,12.755,101.939998,0.0,63.709,,,0.0,,161.429703,225.138702,0.0,225.138702,327.0787,
09/30/2000,388.327,30.635,30.635,,66.725,66.725,,4.652,,,,,28.746,,,,,130.758,171.733,279.057,-107.324,,,,85.836,73.219,,,12.617,257.569,,27.187,27.187,,,,0.0,,,,,,110.599,,,110.599,137.786,0.0,,,,,12.765,,,,,,12.765,12.765,150.551,,64.008,,,,173.162,0.606,237.776,,237.776,388.327,
12/31/2000,434.493988,47.144001,47.144001,0.0,85.207001,,,3.354,,,,,28.128,,,,,163.832993,184.059006,297.207001,-113.146004,0.0,,,86.599998,72.306,,,14.293999,270.659004,,39.861,39.861,,,,0.0,,,,,,129.206993,,,129.206993,169.067993,0.0,,,,,11.687,,,,,,11.687,11.687,180.754993,0.0,64.251999,,,0.0,,189.487,253.738998,0.0,253.738998,434.493992,
03/31/2001,495.763,26.868,26.868,0.0,115.049004,,,4.13,0.0,0.0,4.13,0.0,65.321999,,,,,211.369003,190.701004,308.529999,-117.829002,0.0,,,93.693001,79.852997,,,13.840004,284.394005,,33.039001,33.039001,,,,0.0,0.0,0.0,0.0,,,179.436996,,,179.436996,212.475998,0.0,0.0,0.0,0.0,,12.425,,,,,,12.425,12.425,224.900998,0.0,64.591003,,,0.0,,206.270996,270.862,0.0,270.862,495.762998,
06/30/2001,391.675,29.213,29.213,0.0,25.664,,,4.899,,,,,28.851,,,,,88.627,205.084,330.88,-125.796,0.0,,,97.964,78.852,,,19.112,303.048,,34.573,34.573,,,,0.0,0.0,0.0,0.0,,,59.809,,,59.809,94.382,0.0,0.0,0.0,0.0,,12.622,,,,,,12.622,12.622,107.004,0.0,65.179,,,0.0,,219.492,284.671,0.0,284.671,391.675,
09/30/2001,506.953,50.127,50.127,,67.936,67.936,,3.593,,,,,35.492,,,,,157.148,254.974,382.873,-127.899,,,,94.831,76.382,46.825,29.557,18.449,349.805,,36.446,36.446,,,,,0.0,0.0,0.0,,,119.516,,,119.516,155.962,40.0,,,,,12.29,,,,,,12.29,52.29,208.252,,65.471,,,0.0,232.85,0.38,298.701,,298.701,506.953,
12/31/2001,527.888,76.108002,76.108002,0.0,65.416,,,2.184,0.0,0.0,2.184,0.0,38.757,,,,,182.464996,251.233002,387.326996,-136.093994,0.0,,,94.190002,78.446999,42.390999,36.056,15.743004,345.423004,,34.476002,34.476002,,,,0.0,0.0,0.0,0.0,,,141.247997,,,141.247997,175.723999,25.0,25.0,0.0,0.0,,9.89,,,,,,9.89,34.89,210.613999,0.0,65.622002,,,0.0,,251.651993,317.273994,0.0,317.273994,527.887994,
03/31/2002,593.099976,78.296997,78.296997,0.0,105.185997,,,3.085,0.0,0.0,3.085,0.0,58.764,,,,,245.332001,253.688995,398.125,-144.436005,0.0,,,94.079002,78.209999,42.291,35.918999,15.869003,347.767998,,38.398998,38.398998,,,,0.0,0.0,0.0,0.0,,,194.164005,,,194.164005,232.563004,14.0,14.0,0.0,0.0,,10.372,,,,,,10.372,24.372,256.935003,0.0,66.153,,,0.0,,270.011993,336.164993,0.0,336.164993,593.099997,
06/30/2002,467.627991,59.685001,59.685001,0.0,26.054001,,,4.907,,,,,27.181,,,,,117.827003,257.627014,408.013,-150.386002,0.0,,,92.174004,78.083,42.390999,35.692001,14.091003,349.801018,,36.284,36.284,,,,0.0,0.0,0.0,0.0,,,67.408001,,,67.408001,103.692001,0.0,0.0,0.0,0.0,,10.39,,,,,,10.39,10.39,114.082002,0.0,67.044998,,,0.0,,286.501007,353.546005,0.0,353.546005,467.628007,
09/30/2002,541.088013,97.045998,97.045998,0.0,54.148998,54.148998,,3.347,,,,,35.518002,,,,,190.059998,258.921997,414.153015,-155.231003,0.0,,,92.106003,77.901001,42.390999,35.510002,14.205002,351.028,,30.173,30.173,,,,0.0,0.0,0.0,0.0,,,135.733997,,,135.733997,165.906998,0.0,0.0,0.0,0.0,,10.593,,,,,,10.593,10.593,176.499998,0.0,67.178001,,,0.0,296.983002,0.427002,364.588005,0.0,364.588005,541.088003,
12/31/2002,595.484985,134.574997,134.574997,0.0,46.845001,46.845001,,3.022,,,,,61.757999,,,,,246.199997,258.940002,424.330994,-165.391006,0.0,,,90.345001,77.721001,42.390999,35.330002,12.624001,349.285004,,31.285,31.285,,,,0.0,0.0,0.0,0.0,,,159.799,,,159.799,191.084,0.0,0.0,0.0,0.0,,16.737,,,,,,16.737,16.737,207.820999,0.0,67.181,,,0.0,319.93399,0.549011,387.664001,0.0,387.664001,595.485001,
03/31/2003,662.69397,177.263,177.263,0.0,80.523003,80.523003,,3.234,,,,,50.904999,,,,,311.924988,260.463013,433.075989,-172.613007,0.0,,,90.306,77.539001,42.390999,35.148003,12.766998,350.769012,,49.57,49.57,,,,0.0,0.0,0.0,0.0,,,192.674004,,,192.674004,242.244003,0.0,0.0,0.0,0.0,,17.715,,,,,,17.715,17.715,259.959003,0.0,67.261002,,,0.0,334.825989,0.64801,402.735001,0.0,402.735001,662.694004,
06/30/2003,841.416,93.471,93.471,0.0,24.275,,,4.315,,,,,32.398,,,,,154.459,285.354,468.275,-182.921,0.0,,,401.603,384.309,280.979,103.33,17.294,686.957,,18.866,18.866,,,,15.0,15.0,0.0,0.0,,,92.134,,,92.134,126.0,275.0,275.0,0.0,0.0,,24.749,,,,,,24.749,299.749,425.749,0.0,67.989,,,0.0,346.975,0.703,415.667,0.0,415.667,841.416,
09/30/2003,916.754028,139.522003,139.522003,0.0,50.888,50.888,,3.072,,,,,42.695999,,,,,236.177994,283.846985,473.415985,-189.569,0.0,,,396.729004,379.77301,283.298004,96.475006,16.955994,680.575989,,36.271999,36.271999,,,,0.0,0.0,0.0,0.0,,,163.196995,,,163.196995,199.468994,263.0,263.0,0.0,0.0,,27.738001,,,,,,27.738001,290.738001,490.206995,0.0,68.378998,,,0.0,357.46701,0.700989,426.546997,0.0,426.546997,916.753992,
12/31/2003,921.265015,126.417,126.417,0.0,75.705002,75.705002,,2.241,,,,,39.382999,,,,,243.746002,281.632996,478.678986,-197.046005,0.0,,,395.885986,378.760986,285.670013,93.090973,17.125,677.518982,,35.714001,35.714001,,,,0.0,0.0,0.0,0.0,,,174.636005,,,174.636005,210.350006,240.0,240.0,0.0,0.0,,28.628,,,,,,28.628,268.628,478.978006,0.0,68.607002,,,0.0,373.045013,0.634979,442.286995,0.0,442.286995,921.265001,
03/31/2004,956.614014,147.203003,147.203003,0.0,87.206001,,,1.978,,,,,46.841999,,,,,283.229004,281.009003,483.045013,-202.035995,0.0,,,392.376007,375.70401,285.841003,89.863007,16.671997,673.38501,,17.732,17.732,,,,0.0,0.0,0.0,0.0,,,219.805994,,,219.805994,237.537994,230.0,230.0,0.0,0.0,,28.933001,,,,,,28.933001,258.933001,496.470995,0.0,70.128998,,,0.0,389.339996,0.674011,460.143005,0.0,460.143005,956.614,
06/30/2004,884.132019,146.227005,146.227005,0.0,28.15,,,3.281,,,,,31.216999,,,,,208.875,286.886993,497.019012,-210.132004,0.0,,,388.369995,370.743011,284.397003,86.346008,17.626984,675.256989,,27.349001,27.349001,,,,35.0,35.0,0.0,0.0,,,94.300001,,,94.300001,156.649002,215.0,215.0,0.0,0.0,,34.226002,,,,,,34.226002,249.226002,405.875004,0.0,72.500999,,,0.0,405.036011,0.720001,478.257011,0.0,478.257011,884.132015,
09/30/2004,895.68103,115.070999,115.070999,0.0,64.297997,,,1.376,,,,,46.987,,,,,227.731995,282.914001,503.256989,-220.343002,0.0,,,385.035004,367.105988,284.397003,82.708984,17.929016,667.949005,,17.601,17.601,,,,0.0,0.0,0.0,0.0,,,160.669996,,,160.669996,178.270996,200.0,200.0,0.0,0.0,,34.943001,,,,,,34.943001,234.943001,413.213997,0.0,72.630997,,,0.0,409.335999,0.5,482.466995,0.0,482.466995,895.680992,
12/31/2004,934.372009,132.445007,132.445007,0.0,75.322998,75.322998,,1.047,,,,,55.758999,,,,,264.574005,288.46701,519.382019,-230.914993,0.0,,,381.330994,363.468994,284.397003,79.071991,17.862,669.798004,,19.527,19.527,,,,0.0,0.0,0.0,0.0,,,205.424004,,,205.424004,224.951004,190.0,190.0,0.0,0.0,,31.334,,,,,,31.334,221.334,446.285004,0.0,72.648003,,,0.0,415.191986,0.247009,488.086998,0.0,488.086998,934.372002,
03/31/2005,980.416,138.187,138.187,0.0,119.012,119.012,,0.16,,,,,52.544,,,,,309.903,286.582,524.233,-237.651,0.0,,,383.931,366.213,289.863,76.35,17.718,670.513,,22.433,22.433,,,,0.0,0.0,0.0,0.0,,,222.52,,,222.52,244.953,195.0,195.0,0.0,0.0,,36.616,,,,,,36.616,231.616,476.569,0.0,105.023,,,0.0,398.614,0.21,503.847,0.0,503.847,980.416,
