Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1994,,0.0,0.0,283.078003,283.078003,0.0,0.0,0.0,0.0,0.0,0.0,283.078003,20.601,0.0,0.0,8.611,,312.290009,,4.074,0.0,0.0,0.0,104.608002,,,1.396,110.078003,0.0,-0.789,202.604996,0.396,202.211996,312.290009,
06/30/1994,,0.0,0.0,327.687988,327.687988,0.0,0.0,0.0,0.0,0.0,0.0,327.687988,13.252,0.0,0.0,8.805,,349.744995,,4.128,5.079,0.0,5.079,139.151993,,,1.864,150.223007,0.0,-0.78,202.604996,-2.303,199.521996,349.744995,
09/30/1994,,0.0,0.0,348.787994,348.787994,0.0,0.0,0.0,0.0,0.0,0.0,348.787994,11.549,0.0,0.0,8.022,,368.359009,,7.823,4.387,0.0,4.387,157.158997,,,1.554,170.923004,0.0,-0.775,202.604996,-4.394,197.435996,368.359009,
12/31/1994,,0.0,0.0,375.783009,398.333008,-22.549999,0.0,0.0,0.0,0.0,0.0,375.78299,4.698,0.0,0.0,9.535,,390.015991,,5.637,4.387,0.0,4.387,181.731003,,,1.551,193.306,0.0,0.0,203.076996,-6.367,196.709996,390.015991,
03/31/1995,,0.0,0.0,394.827002,420.332001,-25.504999,0.0,0.0,0.0,0.0,0.0,394.826996,1.741,0.0,0.0,10.245,,406.812988,,4.46,4.387,0.0,4.387,202.011002,,,1.722,212.580002,0.0,0.0,203.065994,-8.833,194.232994,406.812988,
06/30/1995,,0.0,0.0,396.619999,424.681,-28.061001,0.0,0.0,0.0,0.0,0.0,396.619995,1.376,0.0,0.0,11.75,,409.746002,,2.761,4.502,0.0,4.502,206.632996,,,1.71,215.606003,0.0,0.0,203.057007,-8.917,194.140007,409.746002,
09/30/1995,,0.0,0.0,402.585993,433.722992,-31.136999,0.0,0.0,0.0,0.0,0.0,402.585999,2.271,0.0,0.0,12.449,,417.306,,5.483,4.502,0.0,4.502,213.589005,,,1.985,225.559006,0.0,0.0,203.046005,-11.299,191.747005,417.306,
12/31/1995,,0.0,0.0,463.657993,498.209991,-34.551998,0.0,0.0,0.0,0.0,0.0,463.65799,1.677,0.0,0.0,11.855,,477.190002,,4.054,5.42,0.0,5.42,227.800995,,,2.332,239.606995,0.023,0.0,251.278,-13.718,237.582999,477.190002,
03/31/1996,,0.0,0.0,466.959991,505.23999,-38.279999,0.0,0.0,0.0,0.0,0.0,466.959991,1.214,0.0,0.0,13.408,0.0,481.582001,,4.13,5.574,0.0,5.574,233.934006,,,2.56,246.197998,0.023,0.0,251.460999,-16.1,235.383998,481.582001,
06/30/1996,,0.0,0.0,560.077015,602.403015,-42.326,0.0,0.0,0.0,0.0,0.0,560.077026,0.489,0.0,0.0,10.988,0.0,571.554016,,3.567,6.339,0.0,6.339,275.495003,,,3.909,289.309998,0.027,0.0,301.084991,-18.868,282.243991,571.554016,
09/30/1996,,0.0,0.0,684.455006,731.729004,-47.273998,0.0,0.0,0.0,0.0,0.0,684.455017,0.931,0.0,0.0,11.991,0.787,698.164001,,6.687,8.714,0.0,8.714,257.684002,,,4.153,277.238007,0.027,7.084,435.552002,-21.737,420.926003,698.164001,
12/31/1996,,0.0,0.0,697.792984,750.346985,-52.554001,0.0,0.0,0.0,0.0,0.0,697.79303,0.92,0.0,0.0,12.236,0.96,711.908997,,5.45,8.939,0.0,8.939,273.688004,,,4.553,292.630005,0.027,7.002,435.912994,-23.663,419.278994,711.908997,
03/31/1997,,,,731.105,789.226,-58.121,,,,,,731.105,1.128,0.0,0.0,15.882,1.1,749.215,,3.694,9.54,0.0,9.54,264.731,,,4.449,282.414,0.027,6.098,486.109,-25.433,466.801,749.215,
06/30/1997,,,,862.649,927.064,-64.415,,,,,,862.649,1.846,0.0,0.0,14.946,1.267,880.708,,5.278,10.428,0.0,10.428,277.988,,,7.657,301.351,0.05,3.215,603.472,-27.38,579.357,880.708,
09/30/1997,,,,1012.366,1083.574,-71.208,,,,,,1012.366,3.829,0.0,0.0,30.072,1.431,1047.698,,8.737,11.878,0.0,11.878,336.552,,,8.781,365.948,0.05,9.345,701.967,-29.612,681.75,1047.698,
12/31/1997,,,,1294.484016,1373.515015,-79.030998,0.0,,,,,1294.484009,3.188,,,18.381001,1.597,1317.650024,,7.727,20.611,,20.611,487.483994,,,0.0,515.822021,0.083,9.133,823.781006,-31.169001,801.828006,1317.650024,
03/31/1998,,,,1417.708,1506.47,-88.762,,,,,,1417.708,2.892,0.0,0.0,25.019,1.845,1447.464,,13.247,12.695,0.0,12.695,605.191,,,13.292,644.425,0.083,9.124,827.054,-33.222,803.039,1447.464,
06/30/1998,,,17.206,3655.967,3759.228,-103.261,,,,,,3673.173,15.06,0.0,0.0,60.785,16.167,3765.185,,,115.973,18.746,97.227,1331.059,,,32.848,1479.88,0.143,32.323,2318.385,-65.546,2285.305,3765.185,
09/30/1998,,128.978,17.265,3691.344,3811.792,-120.448,,,,,,3837.587,9.458,0.0,0.0,94.13,17.391,3958.566,,,115.323,19.224,96.099,1533.858,,,28.134,1677.315,0.143,32.26,2322.528,-73.68,2281.251,3958.566,
12/31/1998,,195.394,9.192,3673.688,3794.459,-120.771,45.483,45.483,0.0,0.0,0.0,3923.757,8.89,,,53.53,18.836,4005.013,,106.341,19.501,19.501,,1484.371,1039.0,445.371,48.15,1658.363,0.183,32.213,2386.726,-72.472,2346.65,4005.013,
03/31/1999,,273.792,17.169,3707.961,3875.883,-167.922,,,,,,3998.922,18.59,0.0,0.0,98.019,18.504,4134.035,,114.13,134.519,20.389,114.13,1602.533,1158.0,444.533,40.909,1777.961,0.183,31.614,2431.393,-107.116,2356.074,4134.035,
