Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,13.591,,13.591,13.591,,,,,,,,,
06/30/1990,,,7.126,,7.126,7.126,,,,,,,,,
09/30/1990,,,12.103,,12.103,12.103,,,,,,,,,
12/31/1990,,,12.91,,12.91,12.91,,,,,,,,,
03/31/1991,,,15.522,,15.521999,15.521999,,,,,,,,,
06/30/1991,,,5.936,,5.936,5.936,,,,,,,,,
09/30/1991,,,15.187,,15.187,15.187,,,,,,,,,
12/31/1991,,,14.29,,14.29,14.29,,,,,,,,,
03/31/1992,,,17.643999,,17.643999,17.643999,,,,,,,,,
06/30/1992,,,6.905,,6.905,6.905,,,,,,,,,
09/30/1992,,,11.782,,11.782,11.782,,,,,,,,,
12/31/1992,,,18.434,,18.433999,18.433999,,,,,,,,,
03/31/1993,,,20.171,,20.171,20.171,,,,,,,,,
06/30/1993,,,10.883,,10.883,10.883,,,,,,,,,
09/30/1993,,,15.673,,15.673,15.673,,,,,,,,,
12/31/1993,,,0.0,,12.162,12.162,,,,,,,,,
03/31/1994,,,21.597,,21.597,21.597,,,,,,,,,
06/30/1994,,,7.41,,7.41,7.41,,,,,,,,,
09/30/1994,,,12.95,,12.95,12.95,,,,,,,,,
12/31/1994,,,0.0,,10.734,10.734,,,,,,,,,
03/31/1995,,,20.238001,,20.238001,20.238001,,,,,,,,,
06/30/1995,,,5.866,,5.866,5.866,,,,,,,,,
09/30/1995,,,15.732,,15.732,15.732,,,,,,,,,
12/31/1995,,,0.0,,13.507,13.507,,,,,,,,,
03/31/1996,,,23.52,,23.52,23.52,,,,,,,,,
06/30/1996,,,10.12,,10.12,10.12,,,,,,,,,
09/30/1996,,,10.385,,10.385,10.385,,,,,,,,,
12/31/1996,,,0.0,,3.73,3.73,,,,,,,,,
03/31/1997,,,18.235001,,18.235,18.235,,,,,,,,,
06/30/1997,,,9.571,,9.571,9.571,,,,,,,,,
09/30/1997,,,12.903,,12.756,12.756,,,,,,,,,
12/31/1997,,,0.0,,13.033,13.033,,,,,,,,,
03/31/1998,,,17.101,,17.952001,17.952001,,,,,,,,,
06/30/1998,,,9.879,,10.465,10.465,,,,,,,,,
09/30/1998,,,11.799,,11.799,11.799,,,,,,,,,
12/31/1998,,,7.852,,6.415,6.415,,,,,,,,,
03/31/1999,,,22.752001,,22.752001,22.752001,,,,,,,,,
