Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/29/1996,496.868011,,-354.622009,,142.246002,,-195.791,,,,,-53.544998,9.476,,7.601,,0.0,,-17.077,-44.068998,22.826,,,-21.243,0.0,,,-21.242998,0.0,-21.243,0.0,,-21.243,-21.243,,274.20401,-0.075,-0.075,-0.075,274.20401,-0.075,-0.075,-0.075,
03/30/1997,551.999023,,-349.075989,,202.923034,,-199.427002,,,,,3.496,11.603,9.41,9.41,,0.0,,-21.013,15.099,-2.148,,,12.951,0.0,,,12.951,0.0,12.951,0.0,,12.951,12.951,,277.231994,0.045,0.045,0.045,293.515992,0.045,0.045,0.045,
06/29/1997,594.560974,,-372.265991,,222.294983,,-213.003998,,,,,9.291,3.307,9.958,9.958,,0.0,,-13.265,12.598,-2.63,,,9.968,0.0,,,9.968,0.0,9.968,0.0,,9.968,9.968,,280.51001,0.035,0.035,0.035,295.838012,0.035,0.035,0.035,
09/28/1997,596.643982,,-428.23999,,168.403992,,-226.832001,,,,,-58.428001,-3.319,14.151,14.151,,0.0,,-10.832,-61.747001,30.072001,,,-31.674999,0.0,,,-31.675,0.0,-31.674999,0.0,,-31.674999,-31.674999,,282.109986,-0.11,-0.11,-0.11,282.109986,-0.11,-0.11,-0.11,
12/28/1997,613.171021,,-428.855988,,184.315033,,-229.326996,,,,,-45.012001,2.817,11.757,11.757,,0.0,,-14.574,-42.195001,29.861,,,-12.334,0.0,,,-12.334001,0.0,-12.334,0.0,,-12.334,-12.334,,283.778016,-0.045,-0.045,-0.045,283.778016,-0.045,-0.045,-0.045,
03/29/1998,540.856,,-423.591,,117.265,,-216.334,,,,,-99.069,-18.391,12.472,12.472,,0.0,,5.919,-117.46,46.997,,,-70.463,-7.736,,,-62.727,0.0,-62.727,,0.0,-62.727,-62.727,6.57,285.006,-0.22,-0.22,-0.195,285.006,-0.22,-0.22,-0.195,
06/28/1998,526.538025,,-390.140015,,136.39801,,-240.356003,,,,,-103.958,-4.712,17.663,17.663,,0.0,,-12.951,-108.67,44.110001,,,-64.559998,0.0,,,-64.559999,0.0,-64.559998,0.0,,-64.559998,-64.559998,,286.924012,-0.225,-0.225,-0.225,286.924012,-0.225,-0.225,-0.225,
09/27/1998,685.927002,,-422.984985,,262.942017,,-253.432999,,,,,9.509,-9.137999,21.181999,21.181999,,0.0,,-12.044,0.371001,0.635,,,1.006,0.0,,,1.006001,0.0,1.006,0.0,,1.006,1.006,,287.829986,0.005,0.005,0.005,293.283996,0.005,0.005,0.005,
12/27/1998,788.82,,-481.987,,306.833,,-276.957,,,,,29.876,-7.691,15.177,15.177,,0.0,,-7.486,22.185,0.136,,,22.321,0.0,,,22.321,0.0,22.321,0.0,,22.321,22.321,,289.852,0.075,0.075,0.075,299.898,0.075,0.075,0.075,
03/28/1999,631.593,,-450.431,,181.162,,-287.256,,,,,-106.094,-25.011,20.763,20.763,,0.0,,4.248,-131.105,5.473,,,-125.632,2.735,,,-128.367,0.0,-128.367,,0.0,-128.367,-128.367,10.216,291.818,-0.44,-0.43,-0.405,291.818,-0.44,-0.43,-0.405,
06/27/1999,595.109009,,-458.338989,,136.77002,,-291.798004,,,,,-155.028,407.747015,18.087,18.087,,0.0,,-425.834015,252.719015,-172.822998,,,79.894997,0.0,,,79.896017,0.0,79.896004,0.0,,79.896004,79.896004,-243.750015,294.339996,0.27,0.27,-0.55,300.589996,0.265,0.265,-0.55,
09/26/1999,662.192017,,-474.118988,,188.073029,,-287.062988,,,,,-98.989998,-6.555001,18.033001,18.033001,,0.0,,-11.478,-105.544999,0.0,,,-105.544998,0.0,,,-105.544999,0.0,-105.544998,0.0,,-105.544998,-105.544998,,295.221984,-0.36,-0.36,-0.36,295.221984,-0.36,-0.36,-0.36,
12/26/1999,968.710022,,-581.544983,,387.165039,,-309.739014,,,,,77.426003,-12.346,5.412,12.37,-6.958,0.0,,6.934,65.080003,0.0,,,65.080002,0.0,,,65.080003,0.0,65.080002,0.0,,65.080002,65.080002,3.877,296.506012,0.22,0.22,0.235,308.274994,0.21,0.21,0.23,
04/02/2000,1092.029053,,-605.757019,,486.272034,,-305.602997,,,,,180.669006,8.68,,11.479,,0.0,,-20.159,189.349006,0.0,,,189.348999,0.0,,,189.349006,0.0,189.348999,0.0,0.0,189.348999,189.348999,,302.256012,0.63,0.63,0.63,344.381988,0.57,0.57,0.57,
07/02/2000,1170.437012,,-612.567017,,557.869995,,-307.673004,,,,,250.197006,8.722999,11.244,11.244,,0.0,,-19.966999,258.920005,-51.778,,,207.141998,0.0,,,207.142005,0.0,207.141998,0.0,0.0,207.141998,207.141998,,309.115998,0.67,0.67,0.67,352.437988,0.6,0.6,0.6,
10/01/2000,1206.54895,,-639.01001,,567.53894,,-304.695007,,,,,262.843994,343.711994,17.382,17.382,,0.0,,-361.093994,606.555988,-175.009003,,,431.546997,22.98,,,408.566985,0.0,408.566986,0.0,0.0,408.566986,408.566986,-189.202988,311.942993,1.31,1.38,0.7,352.893005,1.18,1.24,0.64,
12/31/2000,1175.171997,,-657.302979,,517.869018,,-322.841003,,,,,195.028,13.086,19.933001,19.933001,,0.0,,-33.019001,208.114,-30.082001,,,178.031998,0.064,,,177.967999,0.0,177.968002,0.0,0.0,177.968002,177.968002,,313.501007,0.57,0.57,0.57,349.782013,0.53,0.53,0.53,
04/01/2001,1188.746948,,-714.830017,,473.916931,,-306.89801,,,,,167.018997,10.361001,21.645,21.645,,0.0,,-32.006001,177.379998,-52.542999,,,124.836998,0.0,,,124.836999,0.0,124.836998,0.0,0.0,124.836998,124.836998,,314.346985,0.4,0.4,0.4,351.785004,0.37,0.37,0.37,
07/01/2001,985.263977,,-636.198975,,349.065002,,-327.404999,,,,,21.66,-0.590999,20.198999,20.198999,,0.0,,-19.608,21.069001,-3.717,,,17.351999,0.0,,,17.352001,0.0,17.351999,0.0,0.0,17.351999,17.351999,,330.119995,0.05,0.05,0.05,340.53299,0.05,0.05,0.05,
09/30/2001,765.869995,,-594.05603,,171.813965,,-312.102997,,,,,-140.289001,-111.657998,,9.946,,0.0,,101.711998,-251.946999,65.017998,,,-186.929001,0.0,,,-186.929001,0.0,-186.929001,0.0,0.0,-186.929001,-186.929001,,345.044006,-0.54,-0.54,-0.28,345.044006,-0.54,-0.54,-0.28,
12/30/2001,951.872986,,-644.661987,,307.210999,,-324.554993,,,,,-17.344,-4.203,,9.57,,0.0,,-5.367,-21.547,5.705,,,-15.842,0.0,,,-15.842,0.0,-15.842,0.0,0.0,-15.842,-15.842,,340.118988,-0.05,-0.05,-0.05,340.118988,-0.05,-0.05,-0.05,
03/31/2002,902.072998,,-586.874023,,315.198975,,-328.742004,,,,,-13.543,0.339,,12.158,,0.0,,-12.497,-13.204,4.041,,,-9.163,0.0,,,-9.163,0.0,-9.163,0.0,0.0,-9.163,-9.163,0.0,340.806,-0.03,-0.03,-0.03,340.806,-0.03,-0.03,-0.03,
06/30/2002,600.299011,,-558.289978,,42.009033,,-338.673004,,,,,-296.664001,-9.767,,15.729,,0.0,,-5.962,-306.431001,121.492996,,,-184.938004,0.0,,,-184.938005,0.0,-184.938004,0.0,0.0,-184.938004,-184.938004,0.0,341.782013,-0.54,-0.54,-0.54,341.782013,-0.54,-0.54,-0.54,
09/29/2002,508.22699,,-453.884003,,54.342987,,-379.527008,,,,,-325.18399,-2.337,,21.166,,0.0,,-18.829,-327.52099,73.349998,,,-254.171005,0.0,,,-254.170992,0.0,-254.171005,0.0,0.0,-254.171005,-254.171005,,342.779999,-0.74,-0.74,-0.74,342.779999,-0.74,-0.74,-0.74,
12/29/2002,686.429993,,-506.613007,,179.816986,,-439.237,,,,,-259.420013,-351.849986,,22.296,,0.0,,329.553986,-611.269999,-243.470001,,,-854.739999,0.0,,,-854.74,0.0,-854.739999,0.0,0.0,-854.739999,-854.739999,619.594971,343.949005,-2.49,-2.49,-0.68,343.949005,-2.49,-2.49,-0.69,
03/30/2003,714.554993,,-496.59201,,217.962983,,-341.290009,,,,,-123.327003,-20.093,,25.805,,0.0,,-5.712,-143.420003,-2.936,,,-146.356003,0.0,,,-146.356003,0.0,-146.356003,0.0,0.0,-146.356003,-146.356003,2.15,345.011993,-0.42,-0.42,-0.42,345.011993,-0.42,-0.42,-0.42,
06/29/2003,645.260986,,-425.084991,,220.175995,,-343.674011,,,,,-123.498001,-16.598,,26.364,,0.0,,-9.766,-140.096001,0.0,,,-140.095993,0.0,,,-140.096001,0.0,-140.095993,0.0,0.0,-140.095993,-140.095993,0.0,346.320007,-0.4,-0.4,-0.4,346.320007,-0.4,-0.4,-0.4,
09/28/2003,953.758972,,-626.880005,,326.878967,,-365.108002,,,,,-38.229,-18.355,,26.848,,0.0,,-8.493,-56.584,0.0,,,-56.584,0.0,,,-56.584,25.353001,-31.231001,0.0,0.0,-31.231001,-31.231001,-8.0,347.334015,-0.09,-0.09,-0.11,347.334015,-0.09,-0.09,-0.11,
12/28/2003,1205.593018,,-778.505981,,427.087037,,-389.309998,,,,,37.777,-13.992001,,30.943001,,0.0,,-16.951,23.784999,0.0,,,23.785,0.0,,,23.784999,19.408001,43.193001,0.0,0.0,43.193001,43.193001,-14.0,357.089996,0.12,0.12,0.09,416.190002,0.12,0.12,0.09,
03/28/2004,1236.430054,,-768.840027,,467.590027,,-406.307007,,,,,61.283001,-19.172999,,30.153999,,0.0,,-10.981,42.110002,-2.373,,,39.737,0.0,,,39.737002,5.351,45.088001,0.0,0.0,45.088001,45.088001,0.0,351.328003,0.13,0.13,0.13,417.963013,0.12,0.12,0.12,
06/27/2004,1261.839966,,-783.06897,,478.770996,,-403.813995,,,,,74.954002,-32.672999,,27.955999,,0.0,,4.717,42.281003,-3.574,,,38.707001,0.0,,,38.707003,-6.527,32.18,0.0,0.0,32.18,32.18,1.634,353.654999,0.09,0.09,0.09,420.053009,0.09,0.09,0.09,
09/26/2004,1239.458984,,-738.026001,,501.432983,,-433.075012,,,,,68.358002,-22.646001,,25.148001,,0.0,,-2.502,45.712001,-4.872,,,40.84,0.0,,,40.840001,3.008,43.848,0.0,0.0,43.848,43.848,0.0,355.253998,0.12,0.12,0.12,417.575989,0.12,0.12,0.12,
12/26/2004,1263.705,,-742.65,,521.055,,-498.389,,,,,22.669,-74.442,,29.07,,0.0,,45.372,-51.773,4.981,,,-46.792,0.0,,,-46.792,16.831,-29.961,0.0,0.0,-29.961,-29.961,50.858,375.31,-0.08,-0.08,0.06,375.31,-0.08,-0.08,0.06,
03/27/2005,1226.628,,-807.449,,419.179,,-464.836,,,,,-45.657,-20.271,24.245,24.245,,0.0,,-3.974,-65.928,1.652,,,-64.276,0.0,,,-64.276,46.853,-17.423,0.0,0.0,-17.423,-17.423,0.0,393.077,-0.04,-0.04,-0.04,393.077,-0.04,-0.04,-0.04,
06/26/2005,1259.918,,-765.954,,493.964,,-501.095,,,,,-7.131,-22.555,25.653,25.653,,0.0,,-3.098,-29.686,3.1,,,-26.586,0.0,,,-26.586,37.905,11.319,0.0,0.0,11.319,11.319,0.0,395.414,0.03,0.03,0.03,405.739,0.03,0.03,0.03,
09/25/2005,1522.755,,-896.261,,626.494,,-547.766,,,,,78.728,-24.561,30.615,30.615,,0.0,,-6.054,54.167,0.606,,,54.773,0.0,,,54.773,21.227,76.0,0.0,0.0,76.0,76.0,0.0,399.025,0.19,0.19,0.19,443.681,0.18,0.18,0.18,
12/25/2005,1838.276,,-986.148,,852.128,,-646.412,,,,,205.716,-130.578,24.447,24.447,,0.0,,106.131,75.138,1.284,,,76.421,0.0,,,76.422,19.166,95.588,0.0,0.0,95.588,95.588,109.681,412.498,0.23,0.23,0.5,452.323,0.21,0.21,0.45,
03/26/2006,1332.158,,-553.34,,778.818,,-520.218,,,,,258.6,-32.456,-4.915,23.247,-28.162,0.0,,37.371,226.144,-35.273,,,190.871,0.0,,,190.871,-6.347,184.524,0.0,0.0,184.524,184.524,,464.08,0.4,0.4,0.43,495.326,0.38,0.38,0.41,
07/02/2006,1216.367,,-526.059,,690.308,,-588.199,,309.525,,278.674,102.109,12.222,-17.449,17.859,-35.308,0.0,,5.227,114.331,-18.301,,,96.03,0.0,,,96.03,-7.183,88.847,0.0,,88.847,88.847,,484.541,0.18,0.18,0.16,500.176,0.18,0.18,0.16,
10/01/2006,1327.622,,-645.264,,682.358,,-563.186,,,,,119.172,1.372,-13.551,17.637,-31.188,0.0,,12.179,120.544,20.852,,,141.396,0.0,,,141.396,-6.941,134.455,0.0,0.0,134.455,134.455,0.0,486.331,0.28,0.28,0.28,496.772,0.27,0.27,0.27,
12/31/2006,1773.0,,-1132.0,,641.0,,-679.0,,,,,-38.0,-539.0,46.0,67.0,-21.0,0.0,,493.0,-577.0,10.0,,,-567.0,0.0,,,-567.0,-7.0,-574.0,0.0,0.0,-574.0,-574.0,550.0,531.0,-1.08,-1.08,-0.04,531.0,-1.08,-1.08,-0.04,
03/31/2007,1233.0,,-886.0,,347.0,,-851.0,,,,,-504.0,-76.0,62.0,78.0,-16.0,0.0,,14.0,-580.0,-23.0,,,-603.0,0.0,,,-603.0,-8.0,-611.0,0.0,0.0,-611.0,-611.0,113.0,549.0,-1.11,-1.11,-0.9,549.0,-1.11,-1.11,-0.9,
06/30/2007,1309.0,,-870.0,,439.0,,-835.0,,,,,-396.0,-102.0,80.0,99.0,-19.0,0.0,,22.0,-498.0,-24.0,,,-522.0,69.0,,,-591.0,-9.0,-600.0,0.0,0.0,-600.0,-600.0,57.0,552.0,-1.09,-0.96,-0.86,552.0,-1.09,-0.96,-0.86,
09/29/2007,1558.0,,-923.0,,635.0,,-816.0,,,,,-181.0,-134.0,76.0,95.0,-19.0,0.0,,58.0,-315.0,-20.0,,,-335.0,52.0,,,-387.0,-9.0,-396.0,0.0,0.0,-396.0,-396.0,41.0,554.0,-0.71,-0.62,-0.55,554.0,-0.71,-0.62,-0.55,
12/29/2007,1758.0,,-990.0,,768.0,,-865.0,,,,,-97.0,-1276.0,76.0,95.0,-19.0,0.0,,1200.0,-1373.0,40.0,,,-1333.0,430.0,,,-1763.0,-9.0,-1772.0,0.0,0.0,-1772.0,-1772.0,,579.0,-3.06,-2.31,-0.22,579.0,-3.06,-2.31,-0.22,
03/29/2008,1487.0,,-866.0,,621.0,0.0,-855.0,,337.0,,518.0,-234.0,-87.0,86.0,101.0,-15.0,,,1.0,-321.0,,,,-321.0,30.0,,,,-13.0,-364.0,0.0,0.0,-364.0,-364.0,0.0,606.0,-0.6,-0.55,-0.55,606.0,-0.6,-0.55,-0.55,
06/28/2008,1362.0,,-851.0,,511.0,0.0,-839.0,,335.0,,504.0,-328.0,-366.0,91.0,101.0,-10.0,,,275.0,-694.0,,,,-694.0,494.0,,,,-7.0,-1195.0,0.0,0.0,-1195.0,-1195.0,156.65,607.0,-1.97,-1.16,-0.901928,607.0,-1.97,-1.16,-0.901928,
09/27/2008,1797.0,,-881.0,,916.0,0.0,-783.0,,315.0,,468.0,133.0,-111.0,87.0,94.0,-7.0,,,24.0,22.0,1.0,,,23.0,150.0,,,-127.0,-7.0,-134.0,0.0,0.0,-134.0,-134.0,,608.0,-0.22,0.03,0.07,608.0,-0.22,0.03,0.07,
12/27/2008,1162.0,,-890.0,,272.0,0.0,-812.0,,317.0,,495.0,-540.0,-811.0,88.0,95.0,-7.0,,,723.0,-1351.0,-69.0,,,-1420.0,10.0,,,-1430.0,-6.0,-1436.0,0.0,0.0,-1436.0,-1436.0,647.4,609.0,-2.36,-2.34,-1.28,609.0,-2.36,-2.34,-1.28,
03/28/2009,1177.0,1177.0,-666.0,666.0,511.0,0.0,-809.0,287.0,,444.0,78.0,-298.0,0.0,94.0,97.0,-3.0,,0.0,-94.0,-298.0,-116.0,,,-414.0,0.0,0.0,0.0,-414.0,6.0,-408.0,-8.0,0.0,-416.0,-465.4,-49.4,626.0,-0.66,-0.66,-0.74345,626.0,-0.66,-0.66,-0.74345,
06/27/2009,1184.0,1184.0,-743.0,743.0,441.0,0.0,-690.0,247.0,,425.0,18.0,-249.0,-96.0,102.0,108.0,-6.0,,,-6.0,-345.0,10.0,,,-335.0,0.0,0.0,0.0,-335.0,25.0,-310.0,-20.0,0.0,-330.0,-335.0,-5.0,667.0,-0.49,-0.49,-0.502249,667.0,-0.49,-0.49,-0.502249,
09/26/2009,1396.0,1396.0,-811.0,811.0,585.0,0.0,-662.0,221.0,,420.0,21.0,-77.0,-63.0,110.0,114.0,-4.0,,,-47.0,-140.0,5.0,,,-135.0,0.0,0.0,0.0,-135.0,29.0,-106.0,-22.0,0.0,-128.0,-192.85,-64.85,694.0,-0.18,-0.18,-0.277882,694.0,-0.18,-0.18,-0.277882,
12/26/2009,1646.0,1646.0,-911.0,911.0,735.0,0.0,553.0,239.0,,432.0,-1224.0,1288.0,-97.0,116.0,119.0,-3.0,0.0,,-19.0,1191.0,-11.0,,,1180.0,3.0,3.0,0.0,1177.0,23.0,1200.0,-22.0,0.0,1178.0,1178.0,-802.1,705.0,1.68,1.68,0.537447,791.0,1.52,1.52,0.505967,
03/27/2010,1574.0,1574.0,-833.0,833.0,741.0,0.0,-559.0,219.0,,323.0,17.0,182.0,258.0,46.0,49.0,-3.0,,-183.0,-304.0,440.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,257.0,0.0,257.0,0.0,0.0,257.0,257.0,0.0,707.0,0.36,0.36,0.36,754.0,0.35,0.35,0.35,
06/26/2010,1653.0,1653.0,-915.0,915.0,738.0,0.0,-613.0,229.0,,371.0,13.0,125.0,-53.0,52.0,55.0,-3.0,,-120.0,1.0,72.0,5.0,,,-43.0,0.0,0.0,0.0,-43.0,0.0,-43.0,0.0,0.0,-43.0,-45.6,-2.6,709.0,-0.06,-0.06,-0.064316,709.0,-0.06,-0.06,-0.064316,
