Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1991,62.994999,,,-12.631,,50.363999,,-31.183001,,,,19.181,1.031,,0.911,,,-1.942,20.212,-7.511,12.701,,,,12.701,,12.701,0.0,,12.701,12.701,,350.167999,0.03625,0.03625,,350.167999,0.03625,0.03625,0.03625,
03/31/1992,62.632,,,-12.044,,50.588,,-31.174999,,,,19.413,1.883,,0.605,,,-2.488,21.296,-7.455,13.841,,,,13.841,,13.841,0.0,,13.841,13.841,,321.200016,0.0425,0.0425,0.0425,321.200016,0.0425,0.0425,0.0425,
06/30/1992,65.742996,,,-13.279,,52.463996,,-32.875,,,,19.589001,2.261,,0.594,,0.0,-2.855,21.850001,-7.881,13.969,0.0,,,13.969001,0.0,13.969,0.0,,13.969,13.969,,359.584015,0.03875,0.03875,,359.584015,0.03875,0.03875,0.03875,
09/30/1992,69.841003,,,-13.494,,56.347003,,-33.960999,,,,22.386,2.296,,0.594,,0.0,-2.89,24.682,-8.885,15.797,0.0,,,15.797,0.0,15.797,0.0,,15.797,15.797,,363.463992,0.04375,0.04375,0.04375,363.463992,0.04375,0.04375,0.04375,
12/31/1992,75.472,,,-13.771,,61.701,,-37.471001,,,,24.23,2.066,,0.595,,0.0,-2.661,26.296,-9.557,16.739,0.0,,,16.738999,0.0,16.739,0.0,,16.739,16.739,,365.480011,0.04625,0.04625,,365.480011,0.04625,0.04625,0.04625,
03/31/1993,74.307999,,,-13.085,,61.222999,,-35.855,,,,25.368,2.49,,0.174,,0.0,-2.664,27.858,-10.056,17.802,0.0,,,17.802,0.0,17.802,0.0,,17.802,17.802,,338.239992,0.04875,0.04875,0.04875,338.239992,0.04875,0.04875,0.04875,
06/30/1993,79.250999,,,-14.077,,65.174,,-39.948002,,,,25.226,2.188,,0.0,,0.0,-2.188,27.414,-9.87,17.544001,0.0,,,17.544,0.0,17.544001,0.0,,17.544001,17.544001,,364.343994,0.04875,0.04875,,364.343994,0.04875,0.04875,0.04875,
09/30/1993,82.814003,,,-15.439,,67.375003,,-39.717999,,,,27.657,2.885,,0.0,,0.0,-2.885,30.542,-10.995,19.547001,0.0,,,19.547,0.0,19.547001,0.0,,19.547001,19.547001,,363.200012,0.05375,0.05375,,363.200012,0.05375,0.05375,0.05375,
12/31/1993,96.996002,,,-17.570999,,79.425003,,-48.761002,,,,30.664,2.003,,0.0,,0.0,-2.003,32.667,-11.858,20.809,0.0,,,20.809,0.0,20.809,0.0,,20.809,20.809,,369.287994,0.05625,0.05625,,371.544006,0.05625,0.05625,0.05625,
03/31/1994,92.580002,,,-17.063,,75.517002,,-43.265999,,,,32.250999,2.604,,0.0,,0.0,-2.604,34.854999,-12.557,22.298,0.0,,,22.297999,0.0,22.298,0.0,,22.298,22.298,,372.455992,0.06,0.06,0.06,372.455992,0.06,0.06,0.06,
06/30/1994,92.554001,,,-17.308001,,75.246,,-42.909,,,,32.337002,2.344,,0.0,,0.0,-2.344,34.681002,-12.537,22.143999,0.0,,,22.144002,0.0,22.143999,0.0,,22.143999,22.143999,,370.399994,0.06,0.06,,370.399994,0.06,0.06,0.06,
09/30/1994,95.776001,,,-18.216999,,77.559002,,-41.728001,,,,35.831001,2.407,,0.0,,0.0,-2.407,38.238001,-13.673,24.565001,0.0,,,24.565001,0.0,24.565001,0.0,,24.565001,24.565001,,372.399994,0.06625,0.06625,,372.399994,0.06625,0.06625,0.06625,
12/31/1994,107.279999,,,-20.735001,,86.544998,,-49.320999,,,,37.223999,3.027,,0.0,,0.0,-3.027,40.250999,-14.531,25.719999,0.0,,,25.719999,0.0,25.719999,0.0,,25.719999,25.719999,,374.903992,0.06875,0.06875,,374.903992,0.06875,0.06875,0.06875,
03/31/1995,97.749001,,,-19.534,,78.215001,,-38.931,,,,39.284,3.692,,0.0,,0.0,-3.692,42.976,-15.256,27.719999,0.0,,,27.72,0.0,27.719999,0.0,,27.719999,27.719999,,376.135984,0.07375,0.07375,0.07375,376.135984,0.07375,0.07375,0.07375,
06/30/1995,106.943001,,,-20.898001,,86.045,,-48.438999,,,,37.605999,3.757,,0.0,,0.0,-3.757,41.362999,-14.808,26.555,0.0,,,26.554999,0.0,26.555,0.0,,26.555,26.555,,375.40799,0.07125,0.07125,,375.40799,0.07125,0.07125,0.07125,
09/30/1995,109.684998,,,-21.722,,87.962997,,-46.456001,,,,41.507,3.958,,0.0,,0.0,-3.958,45.465,-16.275999,29.188999,0.0,,,29.189001,0.0,29.188999,0.0,,29.188999,29.188999,,375.048004,0.0775,0.0775,,375.048004,0.0775,0.0775,0.0775,
12/31/1995,122.870003,,,-26.08,,96.790003,,-61.664001,,,,35.125999,3.614,,0.0,,0.0,-3.614,38.74,-13.869,24.871,0.0,,,24.870999,0.0,24.871,0.0,,24.871,24.871,,374.839996,0.06625,0.06625,,374.839996,0.06625,0.06625,0.06625,
03/31/1996,107.385002,,,-21.785,,85.600002,,-52.382999,,,,33.216999,3.59,,0.0,,0.0,-3.59,36.806999,-13.177,23.629999,0.0,,,23.629999,0.0,23.629999,0.0,,23.629999,23.629999,,376.424008,0.0625,0.0625,0.0625,376.424008,0.0625,0.0625,0.0625,
06/30/1996,90.316002,,,-19.805,,70.511002,,-62.515999,,,,7.995,23.554001,,0.0,,0.0,-23.554001,31.549001,-9.683,21.865999,0.0,,,21.866001,0.0,21.865999,0.0,,21.865999,21.865999,,373.247986,0.05875,0.05875,0.025,373.247986,0.05875,0.05875,0.025,
09/30/1996,90.181999,,,-22.683001,,67.498999,,-61.386002,,,,6.113,2.009,,0.0,,0.0,-2.009,8.122,-2.549,5.573,0.0,,,5.573,0.0,5.573,0.0,,5.573,5.573,,355.208008,0.01625,0.01625,0.01625,355.208008,0.01625,0.01625,0.01625,
12/31/1996,40.604,,,-20.226999,,20.377001,,-72.295998,,,,-51.918999,2.058,,0.0,,0.0,-2.058,-49.860999,17.548,-32.313,0.0,,,-32.312998,0.0,-32.313,0.0,,-32.313,-32.313,,342.0,-0.095,-0.095,-0.0875,342.0,-0.095,-0.095,-0.0875,
03/31/1997,59.643002,,,-23.159,,36.484002,,-65.987999,,,,-29.504,0.695,,0.0,,0.0,-0.695,-28.809,10.142,-18.667,0.0,,,-18.667,0.0,-18.667,0.0,,-18.667,-18.667,,329.407992,-0.05625,-0.05625,-0.05625,329.407992,-0.05625,-0.05625,-0.05625,
06/30/1997,86.365997,,,-22.304001,,64.061996,,-67.039001,,,,-2.977,3.961,,0.0,,0.0,-3.961,0.984,-0.325,0.659,0.0,,,0.659,0.0,0.659,0.0,,0.659,0.659,,327.799988,0.0025,0.0025,0.0025,335.29599,0.0025,0.0025,0.0025,
09/30/1997,104.460999,,,-25.048,,79.412998,,-63.176998,,,,16.236,6.922,,0.0,,0.0,-6.922,23.158,-7.642,15.516,0.0,,,15.516,0.0,15.516,0.0,,15.516,15.516,,325.303986,0.0475,0.0475,0.0475,334.559998,0.04625,0.04625,0.04625,
12/31/1997,115.942001,,,-27.716,,88.226002,,-73.275002,,,,14.951,14.13,,0.0,,0.0,-14.13,29.081,-9.597,19.483999,0.0,,,19.484,0.0,19.483999,0.0,,19.483999,19.483999,,320.679993,0.06,0.06,0.06,330.287994,0.059,0.059,0.059,
03/31/1998,120.317001,,,-29.344,,90.973001,,-79.778999,,,,11.194,-9.645,,0.0,,0.0,9.645,1.549,-0.511,1.038,0.0,,,1.038,0.0,1.038,0.0,,1.038,1.038,,320.70401,0.0025,0.0025,0.07,341.059998,0.0025,0.0025,0.0675,
06/30/1998,107.065,,,-26.915,,80.15,,-91.262,,,,-11.112,20.699,,0.0,,0.0,-20.699,9.587,-3.164,6.423,0.0,,,6.423,0.0,6.423,0.0,,6.423,6.423,,322.028,0.02,0.02,0.02,339.584,0.02,0.02,0.02,
09/30/1998,127.395,,,-32.39,,95.005,,-101.933,,,,-6.928,21.965,,0.0,,0.0,-21.965,15.037,-4.729,10.308,0.0,,,10.308,0.0,10.308,0.0,,10.308,10.308,,323.08,0.0325,0.0325,0.0325,340.768,0.03,0.03,0.03,
12/31/1998,137.462,,,-34.14,,103.322,,-89.889,,,,13.433,17.22,,0.0,,0.0,-17.22,30.653,-9.135,21.518,0.0,,,21.518,0.0,21.518,0.0,,21.518,21.518,,325.98,0.065,0.065,0.065,344.712,0.0625,0.0625,0.0625,
03/31/1999,174.344,,,-43.032,,131.312,,-93.624,,,,37.688,17.838,,0.0,,0.0,-17.838,55.526,-16.602,38.924,0.0,,,38.924,0.0,38.924,0.0,,38.924,38.924,,331.172,0.1175,0.1175,0.1175,349.016,0.1125,0.1125,0.1125,
06/30/1999,178.793,,,-44.733,,134.06,,-106.625,,,,27.435,8.101,,0.0,,0.0,-8.101,35.536,-10.483,25.053,0.0,,,25.053,0.0,25.053,0.0,,25.053,25.053,,333.444,0.075,0.075,0.075,349.716,0.07,0.07,0.07,
09/30/1999,201.357,,,-50.288,,151.069,,-116.415,,,,34.654,4.947,,0.0,,0.0,-4.947,39.601,-11.651,27.95,0.0,,,27.95,0.0,27.95,0.0,,27.95,27.95,,333.86,0.0825,0.0825,0.0825,350.124,0.08,0.08,0.08,
12/31/1999,234.413,,,-58.671,,175.742,,-137.479,,,,38.263,6.432,,0.0,,0.0,-6.432,44.695,-12.939,31.756,0.0,,,31.756,0.0,31.756,0.0,,31.756,31.756,,335.484,0.095,0.095,0.095,351.204,0.09,0.09,0.09,
03/31/2000,258.259,,,-61.959,,196.3,,-165.684,,,,30.616,6.999,,0.0,,0.0,-6.999,37.615,-9.686,27.929,0.0,,,27.929,0.0,27.929,0.0,,27.929,27.929,,338.032,0.0825,0.0825,0.0825,356.308,0.0775,0.0775,0.0775,
06/30/2000,259.227,,,-63.941,,195.286,,-162.484,,,,32.802,6.664,,0.0,,0.0,-6.664,39.466,-11.208,28.258,0.0,,,28.258,0.0,28.258,0.0,0.0,28.258,28.258,8.736,342.928,0.0825,0.0825,0.1025,360.728,0.0775,0.0775,0.1025,
09/30/2000,280.963013,,,-69.931,,211.032013,,-145.854996,,,,65.177002,6.681,,0.0,,0.0,-6.681,71.858002,-20.120001,51.737999,0.0,,,51.738001,0.0,51.737999,0.0,,51.737999,51.737999,,349.324004,0.1475,0.1475,0.1475,365.384004,0.14,0.14,0.14,
12/31/2000,310.086,,,-73.855,,236.231,,-152.328,,,,83.903,7.643,,0.0,,0.0,-7.643,91.546,-25.633,65.913,0.0,,,65.913,0.0,65.913,0.0,,65.913,65.913,,351.336,0.19,0.19,0.19,368.452,0.18,0.18,0.18,
03/31/2001,324.250987,,,-76.352,,247.898987,,-161.701004,516.662,,-354.960996,86.197998,9.659,,0.0,,0.0,-9.659,95.856998,-26.669999,69.187001,0.0,,,69.186999,0.0,69.187001,0.0,0.0,69.187001,69.187001,,349.056,0.195,0.195,0.195,365.968,0.19,0.19,0.19,
06/30/2001,350.508,,,-83.192,,267.316,,-173.067,,,,94.249,8.614,,0.0,,0.0,-8.614,102.863,-28.817,74.046,0.0,,,74.046,0.0,74.046,0.0,0.0,74.046,74.046,,353.54,0.21,0.21,0.21,369.034,0.2,0.2,0.2,
09/30/2001,376.267,,,-88.993,,287.274,,-184.024,,,,103.25,8.193,,0.0,,0.0,-8.193,111.443,-31.483,79.96,0.0,,,79.96,0.0,79.96,0.0,0.0,79.96,79.96,,354.706,0.225,0.225,0.225,370.158,0.215,0.215,0.215,
12/31/2001,403.1,,,-95.648,,307.452,,-193.525,,,,113.927,8.819,,0.0,,0.0,-8.819,122.746,-35.351,87.395,0.0,,,87.395,0.0,87.395,0.0,0.0,87.395,87.395,,355.906,0.245,0.245,0.245,370.676,0.235,0.235,0.235,
03/31/2002,436.751,,,-103.228,,333.523,,-209.969,,,,123.554,9.572,,0.0,,0.0,-9.572,133.126,-36.573,96.553,0.0,,,96.553,0.0,96.553,0.0,0.0,96.553,96.553,,357.406,0.27,0.27,0.27,371.774,0.26,0.26,0.26,
06/30/2002,467.189,,,-110.673,,356.516,,-205.192,,,,151.324,11.608,,0.0,,0.0,-11.608,162.932,-39.104,123.828,0.0,,,123.828,0.0,123.828,0.0,0.0,123.828,123.828,,358.808,0.345,0.345,0.345,371.506,0.3335,0.3335,0.3335,
09/30/2002,531.599,,,-119.833,,411.766,,-236.213,,,,175.553,13.017,,0.0,,0.0,-13.017,188.57,-45.728,142.842,0.0,,,142.842,0.0,142.842,0.0,0.0,142.842,142.842,,359.606,0.395,0.395,0.395,371.446,0.38,0.38,0.38,
12/31/2002,586.804,,,-134.363,,452.441,,-229.049,,,,223.392,7.078,,0.0,,0.0,-7.078,230.47,-55.889,174.581,0.0,,,174.581,0.0,174.581,0.0,0.0,174.581,174.581,,361.878,0.48,0.48,0.48,375.416,0.47,0.47,0.47,
03/31/2003,621.114,,,-140.053,,481.061,,-249.861,,,,231.2,7.397,,0.0,,0.0,-7.397,238.597,-57.86,180.737,0.0,,,180.737,0.0,180.737,0.0,0.0,180.737,180.737,,363.089,0.5,0.5,0.5,376.135,0.48,0.48,0.48,
06/30/2003,605.748,,,-140.668,,465.08,,-244.841,,,,220.239,8.681,,0.0,,0.0,-8.681,228.92,-49.103,179.817,0.0,,,179.817,0.0,179.817,0.0,0.0,179.817,179.817,,364.098,0.49,0.49,0.49,376.803,0.48,0.48,0.48,
09/30/2003,619.157,,,-137.835,,481.322,,-252.862,,,,228.46,6.368,,0.0,,0.0,-6.368,234.828,-50.371,184.457,0.0,,,184.457,0.0,184.457,0.0,0.0,184.457,184.457,,365.081,0.51,0.51,0.51,375.108,0.49,0.49,0.49,
12/31/2003,700.447,,,-160.866,,539.581,,-258.45,,,,281.131,6.734,,0.0,,0.0,-6.734,287.865,-61.747,226.118,0.0,,,226.118,0.0,226.118,0.0,0.0,226.118,226.118,,365.791,0.62,0.62,0.62,376.507,0.6,0.6,0.6,
03/31/2004,725.08,,,-169.105,,555.975,,-378.825,,,,177.15,0.0,,0.0,,0.0,0.0,177.15,-39.727,145.482,0.0,,,137.423,0.0,145.482,0.0,0.0,145.482,145.482,,368.537,0.39,0.39,0.39,381.088,0.38,0.38,0.38,
06/30/2004,782.396,,,-177.201,,605.195,,-324.588,,,,280.607,10.43,,0.0,,0.0,-10.43,291.037,-61.118,229.919,0.0,,,229.919,0.0,229.919,0.0,0.0,229.919,229.919,,369.796,0.62,0.62,0.62,380.943,0.6,0.6,0.6,
09/30/2004,856.68,,,-191.666,,665.014,,-314.313,,,,350.701,24.554,,0.0,,0.0,-24.554,375.255,-79.929,295.326,0.0,,,295.326,0.0,295.326,0.0,0.0,295.326,295.326,,369.879,0.8,0.8,0.8,375.226,0.79,0.79,0.79,
12/31/2004,818.86,,,-176.431,,642.429,,-320.256,,,,322.173,13.483,,0.0,,0.0,-13.483,335.656,-74.851,260.805,0.0,,,260.805,0.0,260.805,0.0,0.0,260.805,260.805,,364.914,0.71,0.71,0.71,371.638,0.7,0.7,0.7,
03/31/2005,640.598,,,-142.212,,498.386,,-328.217,,,,170.169,12.638,,0.0,,0.0,-12.638,182.807,-130.052,52.755,0.0,,,52.755,0.0,52.755,0.0,0.0,52.755,52.755,,351.023,0.15,0.15,0.41,356.989,0.15,0.15,0.4,
06/30/2005,700.922,,,-158.846,,542.076,,-324.866,,,,217.21,10.844,,0.0,,0.0,-10.844,228.054,-11.477,216.577,0.0,,,216.577,0.0,216.577,0.0,0.0,216.577,216.577,-36.4,343.107,0.63,0.63,0.53,348.043,0.62,0.62,0.52,
09/30/2005,723.936,,,-158.415,,565.521,,-318.71,,,,246.811,12.536,,0.0,,0.0,-12.536,259.347,-54.463,204.884,0.0,,,204.884,0.0,204.884,0.0,0.0,204.884,204.884,,340.531,0.6,0.6,0.6,345.815,0.59,0.59,0.59,
12/31/2005,743.26,,,-165.875,,577.385,,-324.303,,,,253.082,-6.04,,0.0,,0.0,6.04,247.042,-51.879,195.163,0.0,,,195.163,0.0,195.163,0.0,0.0,195.163,195.163,17.033,336.89,0.58,0.58,0.63,340.663,0.57,0.57,0.62,
03/31/2006,743.986,,,-167.86,,576.126,0.0,-453.393,259.016,,194.377,122.733,12.336,,,-12.046,,-0.29,135.069,-43.179,91.89,,,,91.89,,91.89,0.0,0.0,91.89,91.89,,325.491,0.28,0.28,0.28,329.969,0.28,0.28,0.28,
06/30/2006,801.43,,,-175.685,,625.745,,-383.465,,,,242.28,14.908,,0.0,,0.0,-14.908,257.188,-56.581,200.607,0.0,,,200.607,0.0,200.607,0.0,0.0,200.607,200.607,,321.503,0.62,0.62,0.62,325.915,0.62,0.62,0.62,
09/30/2006,827.585,,,-185.098,,642.487,,-352.76,,,,289.727,19.39,,0.0,,0.0,-19.39,309.117,-68.006,241.111,0.0,,,241.111,0.0,241.111,0.0,0.0,241.111,241.111,,317.809,0.76,0.76,0.76,322.581,0.75,0.75,0.75,
12/31/2006,869.345,,,-195.539,,673.806,,-380.655,,,,293.151,23.686,,0.0,,0.0,-23.686,316.837,-66.536,250.301,0.0,,,250.301,0.0,250.301,0.0,0.0,250.301,250.301,,316.2,0.79,0.79,0.79,320.363,0.78,0.78,0.78,
03/31/2007,861.907,,,-189.28,,672.627,,-870.459,,,,-197.832,23.534,-23.87,0.0,-23.87,0.0,0.336,-174.298,-63.618,-237.916,0.0,,,-237.916,0.0,-237.916,0.0,0.0,-237.916,-237.916,476.0,318.614,-0.75,-0.75,0.74,318.614,-0.75,-0.75,0.74,
06/30/2007,895.993,,,-186.24,,709.753,,-398.236,,,,311.517,32.281,,0.0,,0.0,-32.281,343.798,-75.636,268.162,0.0,,,268.162,0.0,268.162,0.0,0.0,268.162,268.162,,319.58,0.84,0.84,0.84,321.921,0.83,0.83,0.83,
09/30/2007,892.65,,,-189.992,,702.658,,-451.177,,,,251.481,26.31,-24.932,0.0,-24.932,0.0,-1.378,277.791,-52.547,225.244,0.0,,,225.244,0.0,225.244,0.0,0.0,225.244,225.244,70.0,315.51,0.71,0.71,0.93,316.852,0.71,0.71,0.93,
12/31/2007,970.851,,,-213.506,,757.345,,-393.898,,,,363.447,27.391,-25.862,0.0,-25.862,0.0,-1.529,390.838,-89.081,301.757,0.0,,,301.757,0.0,301.757,0.0,0.0,301.757,301.757,,312.14,0.97,0.97,0.97,313.107,0.96,0.96,0.96,
03/31/2008,958.808,,,-210.376,,748.432,0.0,-582.507,327.426,,255.081,165.925,32.045,,,-31.148,,-0.897,197.97,-25.2,172.77,,,,172.77,,172.77,,0.0,172.77,172.77,71.5897,311.39,0.55,0.55,0.779903,312.634,0.55,0.55,0.778988,
06/30/2008,947.898,893.745,54.153,-197.34,197.34,750.558,0.0,-455.067,342.955,112.112,0.0,295.491,18.946,-18.23,0.0,-18.23,,-0.716,314.437,-71.517,242.92,0.0,0.0,0.0,242.92,0.0,242.92,0.0,0.0,242.92,267.58632,24.66632,307.493,0.79,0.79,0.870219,308.329,0.79,0.79,0.87,
09/30/2008,972.78,925.57,47.21,-205.001,205.001,767.779,0.0,-472.618,326.261,146.357,0.0,295.161,19.726,-19.194,0.0,-19.194,,-0.532,314.887,-70.801,244.086,0.0,0.0,0.0,244.086,0.0,244.086,0.0,0.0,244.086,244.086,0.0,304.814,0.8,0.8,0.8,305.938,0.8,0.8,0.8,
12/31/2008,972.446,920.013,52.433,-206.654,206.654,765.792,0.0,-569.019,289.968,279.051,0.0,196.773,25.509,-24.235,0.0,-24.235,,-1.274,222.282,-34.307,187.975,0.0,0.0,0.0,187.975,0.0,187.975,0.0,0.0,187.975,187.975,0.0,302.163,0.62,0.62,0.62,302.791,0.62,0.62,0.62,
03/31/2009,951.929,896.726,55.203,-207.684,207.684,744.245,0.0,-638.864,515.09,123.774,0.0,105.381,13.548,-12.751,0.0,-12.751,,-0.797,118.929,-26.166,92.763,0.0,0.0,0.0,92.763,0.0,92.763,0.0,0.0,92.763,229.3029,136.5399,302.976,0.31,0.31,0.756835,303.422,0.31,0.31,0.756835,
06/30/2009,995.951,948.242,47.709,-216.744,216.744,779.207,0.0,-458.933,311.807,147.126,0.0,320.274,12.2,-12.2,0.0,-12.2,,0.0,332.474,-69.576,262.898,0.0,0.0,0.0,262.898,0.0,262.898,0.0,0.0,262.898,262.898,0.0,302.958,0.87,0.87,0.87,303.393,0.87,0.87,0.87,
09/30/2009,1013.304,962.714,50.59,-221.161,221.161,792.143,0.0,-588.003,324.924,263.079,0.0,204.14,50.63,-9.411,0.0,-9.411,,-41.219,254.77,-68.108,186.662,0.0,0.0,0.0,186.662,0.0,186.662,0.0,0.0,186.662,198.8032,12.1412,302.983,0.62,0.62,0.656153,303.53,0.61,0.61,0.65,
12/31/2009,1052.757,997.002,55.755,-247.648,247.648,805.109,0.0,-540.571,306.962,233.609,0.0,264.538,11.923,-7.302,0.0,-7.302,,-4.621,276.461,-66.229,210.232,0.0,0.0,0.0,210.232,0.0,210.232,0.0,0.0,210.232,219.34735,9.11535,303.348,0.69,0.69,0.723088,303.845,0.69,0.69,0.72,
03/31/2010,1049.538,995.566,53.972,-238.793,238.793,810.745,0.0,-730.323,320.576,409.747,0.0,80.422,6.559,-6.559,0.0,-6.559,,0.0,86.981,-64.39,22.591,0.0,0.0,0.0,22.591,0.0,22.591,0.0,0.0,22.591,22.591,0.0,304.262,0.07,0.07,0.07,304.362,0.07,0.07,0.07,
06/30/2010,1059.93,1020.126,39.804,-231.704,231.704,828.226,0.0,-668.026,448.369,219.657,0.0,160.2,7.013,-7.013,0.0,-7.013,,0.0,167.213,-49.736,117.477,0.0,0.0,0.0,117.477,0.0,117.477,0.0,0.0,117.477,234.87714,117.40014,300.95,0.39,0.39,0.780452,301.026,0.39,0.39,0.78,
09/30/2010,1079.666,1037.264,42.402,-246.24,246.24,833.426,0.0,-470.897,316.386,154.511,0.0,362.529,8.493,-8.493,0.0,-8.493,,0.0,371.022,-84.912,286.11,0.0,0.0,0.0,286.11,0.0,286.11,0.0,0.0,286.11,286.11,0.0,287.401,1.0,1.0,1.0,287.491,1.0,1.0,1.0,
12/31/2010,1110.663,1063.878,46.785,-248.428,248.428,862.235,0.0,-486.487,285.662,200.825,0.0,375.748,15.673,-7.098,0.0,-7.098,,-8.575,391.421,-70.714,320.707,0.0,0.0,0.0,320.707,0.0,320.707,0.0,0.0,320.707,320.707,0.0,287.704,1.11,1.11,1.11,287.999,1.11,1.11,1.11,
03/31/2011,1128.772,1091.858,36.914,-237.609,237.609,891.163,0.0,-492.573,351.694,140.879,0.0,398.59,9.49,-6.964,0.0,-6.964,,-2.526,408.08,-85.605,322.475,0.0,0.0,0.0,322.475,0.0,322.475,0.0,0.0,322.475,322.475,0.0,288.371,1.12,1.12,1.12,288.663,1.12,1.12,1.12,
06/30/2011,1144.774,1104.135,40.639,-253.797,253.797,890.977,0.0,-552.52,358.077,194.443,0.0,338.457,7.157,-7.157,0.0,-7.157,,0.0,345.614,-87.477,258.137,0.0,0.0,0.0,258.137,0.0,258.137,0.0,0.0,258.137,258.137,0.0,285.801,0.9,0.9,0.9,286.375,0.9,0.9,0.9,
09/30/2011,1163.829,1130.25,33.579,-263.984,263.984,899.845,0.0,-585.988,388.657,197.331,0.0,313.857,5.25,0.0,0.0,0.0,,-5.25,319.107,-69.294,249.813,0.0,0.0,0.0,249.813,0.0,249.813,0.0,0.0,249.813,249.813,0.0,273.196,0.91,0.91,0.91,273.753,0.91,0.91,0.91,
