Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1993,164.759003,,,,,,,,,,,,,,,,,,,,,,,,,7.336,,,7.336,7.336,,59.543999,0.12,0.12,,59.543999,0.12,0.12,0.12,
12/31/1993,158.656998,,-118.559998,,40.097,,-26.790001,,,13.307,-0.405,,0.661,,0.0,,-0.256,12.902,-5.057,7.845,0.0,,,7.845,0.0,7.845,-0.076,,7.769,7.769,,60.02,0.13,0.13,,60.02,0.13,0.13,0.13,
03/31/1994,173.089996,,-128.229004,,44.860992,,-28.194,,,16.667,-0.62,,0.675,,0.0,,-0.055,16.047,-6.178,9.869,0.0,,,9.869,0.0,9.869,-0.078,,9.791,9.791,,60.990002,0.16,0.16,,60.990002,0.16,0.16,0.16,
06/30/1994,181.602997,,-135.475006,,46.127991,,-28.52,,,17.608,-0.611,,0.705,,0.0,,-0.094,16.997,-6.452,10.545,0.0,,,10.545,0.0,10.545,0.0,,10.545,10.545,,62.403999,0.17,0.17,,62.403999,0.17,0.17,0.17,
09/30/1994,192.498993,,-146.794006,,45.704987,,-29.98,,,15.725,-0.693,,0.786,,0.0,,-0.093,15.032,-5.79,9.242,0.0,,,9.242,0.0,9.242,-0.001,,9.241,9.241,,62.48,0.15,0.15,,62.48,0.15,0.15,0.15,
12/31/1994,192.087997,,-143.630005,,48.457993,,-31.472,,,16.986,-0.765,,0.852,,0.0,,-0.087,16.221,-6.246,9.975,0.0,,,9.975,0.0,9.975,0.0,,9.975,9.975,,62.312,0.16,0.16,,62.312,0.16,0.16,0.16,
03/31/1995,224.695007,,-169.628006,,55.067001,,-35.16,,,19.907,-2.063,,2.101,,0.0,,-0.038,17.844,-7.04,10.804,0.0,,,10.804,0.0,10.804,0.0,,10.804,10.804,,62.304001,0.175,0.175,,62.304001,0.175,0.175,0.175,
06/30/1995,243.828003,,-186.871994,,56.956009,,-36.84,,,20.115999,-2.301,,2.342,,0.0,,-0.041,17.814999,-6.948,10.867,0.0,,,10.866999,0.0,10.867,0.0,,10.867,10.867,,62.085999,0.175,0.175,,62.085999,0.175,0.175,0.175,
09/30/1995,242.266998,,-187.246994,,55.020004,,-36.062,,,18.958,-2.916,,3.092,,0.0,,-0.176,16.042,-6.256,9.786,0.0,,,9.786,0.0,9.786,0.0,,9.786,9.786,,61.768002,0.16,0.16,,61.768002,0.16,0.16,0.16,
12/31/1995,219.362,,-161.203003,,58.158997,,-36.514,,,21.645,-2.636,,2.884,,0.0,,-0.248,19.009,-7.224,11.785,0.0,,,11.785,0.0,11.785,0.0,,11.785,11.785,,61.694,0.19,0.19,,61.694,0.19,0.19,0.19,
03/31/1996,216.477005,,-156.289993,,60.187012,,-37.852001,,,22.334999,-2.55,,2.774,,0.0,,-0.224,19.784999,-7.518,12.267,0.0,,,12.266999,0.0,12.267,0.0,,12.267,12.267,,61.778,0.2,0.2,,61.778,0.2,0.2,0.2,
06/30/1996,216.210999,,-153.647995,,62.563004,,-38.438,,,24.125,-2.31,,2.67,,0.0,,-0.36,21.815,-8.29,13.525,0.0,,,13.525,0.0,13.525,0.0,,13.525,13.525,,62.037998,0.22,0.22,0.22,62.037998,0.22,0.22,0.22,
09/30/1996,224.061005,,-161.061005,,63.0,,-38.948002,,,24.052,-2.192,,2.65,,0.0,,-0.458,21.86,-8.312,13.548,0.0,,,13.548,0.0,13.548,0.0,,13.548,13.548,,61.91,0.22,0.22,,61.91,0.22,0.22,0.22,
12/31/1996,208.317993,,-154.725006,,53.592987,,-39.511002,,,14.082,-1.946,,2.442,,0.0,,-0.496,12.136,-4.737,7.399,0.0,,,7.399,0.0,7.399,0.0,,7.399,7.399,,66.342003,0.11,0.11,0.11,68.150002,0.11,0.11,0.11,
03/31/1997,275.397003,,-209.653,,65.744003,,-48.889,,,16.855,-19.477,,6.804,,0.0,,12.673,-2.622001,-4.569,-7.191,0.0,,,-7.191,0.0,-7.191,0.0,,-7.191,-7.191,,66.531998,-0.11,-0.11,0.08,66.531998,-0.11,-0.11,0.08,
06/30/1997,300.302002,,-225.063004,,75.238998,,-53.027,,,22.212,-11.214,,8.596,,0.0,,2.618,10.998,-4.786,6.212,0.0,,,6.212,0.0,6.212,0.0,,6.212,6.212,,66.713997,0.095,0.095,0.12,68.169998,0.09,0.09,0.12,
09/30/1997,325.675995,,-258.96701,,66.708984,,-55.681999,,,11.027,6.568,,8.945,,0.0,,-15.513,17.595,-7.563,10.032,0.0,,,10.032,-0.351,9.681,0.0,,9.681,9.681,,70.139999,0.14,0.14,0.14,70.139999,0.14,0.14,0.14,
12/31/1997,316.475006,,-234.634003,,81.841003,,-56.223999,,,25.617001,-8.913,9.011,9.011,,0.0,,-0.098,16.704001,-7.062,9.642,0.0,,,9.642001,-0.965,8.677,0.0,,8.677,8.677,,68.832001,0.125,0.125,0.125,70.435997,0.125,0.125,0.125,
03/31/1998,327.854004,,-243.160995,,84.693008,,-56.741001,,,27.952,-8.794,,8.874,,0.0,,-0.08,19.158,-7.942,11.216,0.0,,,11.216,-1.43,9.786,0.0,,9.786,9.786,,69.047997,0.14,0.14,0.14,70.416,0.14,0.14,0.14,
09/30/1998,329.199005,,-240.610001,,88.589005,,-56.359001,,,32.23,-10.351,,8.468,,0.0,,1.883,21.878999,-8.777,13.102,0.0,,,13.101999,-1.345,11.757,0.0,,11.757,11.757,,69.491997,0.17,0.17,0.17,70.057999,0.17,0.165,0.185,
12/31/1998,310.795013,,-224.585999,,86.209015,,-58.831001,,,27.378,-10.256,8.314,8.314,,0.0,,1.942,17.122,-6.923,10.199,0.0,,,10.199,-1.441,8.758,0.0,,8.758,8.758,,69.160004,0.125,0.125,0.145,69.949997,0.125,0.125,0.145,
03/31/1999,312.165985,,-227.830994,,84.334991,,-58.312,,,26.023001,-8.761,,7.78,,0.0,,0.981,17.262001,-6.968,10.294,0.0,,,10.294001,-1.488,8.806,0.0,,8.806,8.806,,69.536003,0.125,0.125,0.135,70.489998,0.125,0.125,0.135,
06/30/1999,330.47699,,-256.688995,,73.787994,,-44.407001,,,29.381001,-10.206,,7.528,,0.0,,2.678,19.175001,-7.621,11.554,0.0,,,11.554001,-1.634,9.92,0.0,,9.92,9.92,,69.708,0.14,0.14,0.165,70.463997,0.14,0.14,0.165,
09/30/1999,358.734009,,-278.907013,,79.826996,,-48.640999,,,31.186001,-8.497,,7.557,,0.0,,0.94,22.689001,-9.043,13.646,0.0,,,13.646,-1.432,12.214,0.0,,12.214,12.214,,70.674004,0.175,0.175,0.185,70.674004,0.175,0.175,0.185,
12/31/1999,345.860992,,-255.470993,,90.389999,,-63.418999,,,26.971001,-10.363,7.994,7.994,,0.0,,2.369,16.608001,-6.837,9.771,0.0,,,9.771001,-1.161,8.61,0.0,,8.61,8.61,,70.052002,0.125,0.125,0.15,70.781998,0.12,0.12,0.145,
03/31/2000,369.940002,,-296.303009,,73.636993,,-48.005001,,,25.632,-61.106998,8.465,8.465,,0.0,,52.641998,-35.474998,3.493,-31.982,0.0,,,-31.981998,-1.274,-33.256001,0.0,0.0,-33.256001,-33.256001,,69.594002,-0.48,-0.48,0.14,69.594002,-0.48,-0.48,0.14,
06/30/2000,370.545013,,-300.915009,,69.630005,,-48.994999,,,20.635,-13.68,8.924,8.924,,0.0,,4.756,6.955,-2.979,3.976,0.0,,,3.976,-1.371,2.605,0.0,0.0,2.605,2.605,,69.375999,0.04,0.04,0.085,69.538002,0.035,0.035,0.085,
09/30/2000,375.982,,-302.995,,72.987,,-44.804,,,28.183,-15.637,10.192,10.192,,0.0,,5.445,12.546,-5.247,7.299,0.0,,,7.299,-1.174,6.125,0.0,,6.125,6.125,,67.446,0.09,0.09,0.14,67.446,0.09,0.09,0.14,
