Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1996,1586.0,,-1181.0,,405.0,,-442.0,,,,-37.0,-16.0,,13.0,,0.0,3.0,-53.0,-12.0,-65.0,0.0,,,-65.0,0.0,-65.0,0.0,,-65.0,-65.0,,202.800003,-0.32,-0.32,-0.32,202.800003,-0.32,-0.32,-0.32,
06/30/1996,1679.0,,-1215.0,,464.0,,-453.0,,,,11.0,-7.0,,13.0,,0.0,-6.0,4.0,-22.0,-18.0,0.0,,,-18.0,0.0,-18.0,0.0,,-18.0,-18.0,,202.800003,-0.09,-0.09,-0.09,202.800003,-0.09,-0.09,-0.09,
09/30/1996,1658.0,,-1176.0,,482.0,,-453.0,,,,29.0,0.0,,14.0,,0.0,-14.0,29.0,-62.0,-33.0,0.0,,,-33.0,0.0,-33.0,0.0,,-33.0,-33.0,,202.800003,-0.16,-0.16,-0.16,202.800003,-0.16,-0.16,-0.16,
12/31/1996,2040.0,,-1425.0,,615.0,,-488.0,,,,127.0,3.0,,16.0,,0.0,-19.0,130.0,-123.0,7.0,0.0,,,7.0,0.0,7.0,0.0,,7.0,7.0,,202.800003,0.035,0.035,0.035,202.800003,0.035,0.035,0.035,
03/31/1997,1389.0,,-1006.0,,383.0,,-401.0,,,,-18.0,3.0,,2.0,,0.0,-5.0,-15.0,-1.0,-16.0,0.0,,,-16.0,0.0,-16.0,0.0,,-16.0,-16.0,,203.0,-0.08,-0.08,-0.08,203.0,-0.08,-0.08,-0.08,
06/30/1997,1645.0,,-1206.0,,439.0,,-458.0,,,,-19.0,21.0,,4.0,,0.0,-25.0,2.0,-6.0,-4.0,0.0,,,-4.0,0.0,-4.0,0.0,,-4.0,-4.0,,204.199997,-0.02,-0.02,-0.02,204.199997,-0.02,-0.02,-0.02,
09/30/1997,1563.0,,-1132.0,,431.0,,-447.0,,,,-16.0,9.0,,4.0,,0.0,-13.0,-7.0,-2.0,-9.0,0.0,,,-9.0,0.0,-9.0,0.0,,-9.0,-9.0,,205.0,-0.045,-0.045,-0.045,205.0,-0.045,-0.045,-0.045,
12/31/1997,1992.0,,-1447.0,,545.0,,-511.0,,,,34.0,13.0,,5.0,,0.0,-18.0,47.0,-11.0,36.0,0.0,,,36.0,0.0,36.0,0.0,,36.0,36.0,,206.0,0.175,0.175,0.175,206.0,0.175,0.175,0.175,
03/31/1998,1309.0,,-955.0,,354.0,,-388.0,,,,-34.0,34.0,,3.0,,0.0,-37.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,206.399994,0.0,0.0,0.0,206.399994,0.0,0.0,0.0,
06/30/1998,1574.0,,-1102.0,,472.0,,-449.0,,,,23.0,69.0,,4.0,,0.0,-73.0,92.0,-44.0,48.0,0.0,,,48.0,0.0,48.0,0.0,,48.0,48.0,,205.199997,0.235,0.235,0.1,208.199997,0.23,0.23,0.095,
09/30/1998,1555.0,,-1094.0,,461.0,,-428.0,,,,33.0,8.0,,2.0,,0.0,-10.0,41.0,-17.0,25.0,0.0,,,24.0,0.0,25.0,0.0,,25.0,25.0,,199.800003,0.125,0.125,0.125,201.399994,0.125,0.125,0.125,
12/31/1998,2067.0,,-1432.0,,635.0,,-505.0,,,,130.0,-52.0,,4.0,,0.0,48.0,78.0,-29.0,49.0,0.0,,,49.0,0.0,49.0,0.0,,49.0,49.0,,196.399994,0.25,0.25,0.39,199.600006,0.245,0.245,0.365,
03/31/1999,1333.0,,-950.0,,383.0,,-391.0,,,,-8.0,13.0,,3.0,,0.0,-16.0,5.0,-2.0,3.0,0.0,,,3.0,0.0,3.0,0.0,0.0,3.0,3.0,,198.0,0.015,0.015,0.015,205.800003,0.015,0.015,0.015,
06/30/1999,1572.0,,-1073.0,,499.0,,-438.0,,,,61.0,13.0,,2.0,,0.0,-15.0,74.0,-28.0,46.0,0.0,,,46.0,0.0,46.0,0.0,0.0,46.0,46.0,,196.600006,0.235,0.235,0.235,204.199997,0.225,0.225,0.225,
09/30/1999,1530.0,,-1067.0,,463.0,,-411.0,,,,52.0,34.0,,3.0,,0.0,-37.0,86.0,-33.0,53.0,0.0,,,53.0,0.0,53.0,0.0,0.0,53.0,53.0,,195.199997,0.27,0.27,0.27,202.199997,0.265,0.265,0.265,
12/31/1999,1761.0,,-1220.0,,541.0,,-568.0,,,,-27.0,97.0,,4.0,-97.0,0.0,-4.0,70.0,165.0,235.0,0.0,,,235.0,0.0,235.0,0.0,0.0,235.0,235.0,,190.600006,1.235,1.235,0.39,192.399994,1.22,1.22,0.375,
03/31/2000,1255.0,,-897.0,,358.0,,-376.0,,,,-18.0,13.0,,2.0,,0.0,-15.0,-5.0,0.0,-5.0,0.0,,,-5.0,0.0,-5.0,0.0,0.0,-5.0,-5.0,,187.800003,-0.025,-0.025,0.03,187.800003,-0.025,-0.025,0.03,
06/30/2000,1448.0,,-978.0,,470.0,,-427.0,,,,43.0,21.0,,3.0,,0.0,-24.0,64.0,-25.0,39.0,0.0,,,39.0,0.0,39.0,0.0,0.0,39.0,39.0,,190.800003,0.205,0.205,0.315,197.600006,0.195,0.195,0.305,
09/30/2000,1464.0,,-1001.0,,463.0,,-396.0,,,,67.0,18.0,,4.0,,0.0,-22.0,85.0,-31.0,54.0,0.0,,,54.0,0.0,54.0,0.0,0.0,54.0,54.0,,192.199997,0.285,0.285,0.305,198.199997,0.275,0.275,0.295,
12/31/2000,1792.0,,-1216.0,,576.0,,-463.0,,,,113.0,18.0,,4.0,,0.0,-22.0,131.0,-41.0,90.0,0.0,,,90.0,0.0,90.0,0.0,0.0,90.0,90.0,,191.800003,0.465,0.465,0.54,199.600006,0.45,0.45,0.525,
03/31/2001,1376.0,,-966.0,,410.0,,-429.0,,,,-19.0,-7.0,,4.0,,0.0,3.0,-26.0,147.0,121.0,4.0,,,117.0,0.0,117.0,0.0,0.0,117.0,117.0,,191.399994,0.61,0.63,0.06,198.600006,0.59,0.61,0.055,
06/30/2001,1499.0,,-1036.0,,463.0,,-404.0,,,,59.0,-6.0,,6.0,,0.0,0.0,53.0,-18.0,35.0,0.0,,,35.0,0.0,35.0,0.0,0.0,35.0,35.0,,193.399994,0.18,0.18,0.19,200.600006,0.175,0.175,0.185,
09/30/2001,1442.0,,-1034.0,,408.0,,-373.0,,,,35.0,-45.0,,6.0,,0.0,39.0,-10.0,4.0,-6.0,0.0,,,-6.0,0.0,-6.0,0.0,0.0,-6.0,-6.0,,194.399994,-0.035,-0.035,0.11,194.399994,-0.035,-0.035,0.11,
12/31/2001,1600.0,,-1087.0,,513.0,,-402.0,,,,111.0,-4.0,,2.0,,0.0,2.0,107.0,-36.0,71.0,0.0,,,71.0,0.0,71.0,0.0,0.0,71.0,71.0,,194.0,0.365,0.365,0.37,198.199997,0.36,0.36,0.365,
03/31/2002,1247.0,,-897.0,,350.0,,-341.0,,,,9.0,-3.0,,2.0,,0.0,1.0,6.0,-2.0,4.0,348.0,,,-344.0,0.0,-344.0,0.0,0.0,-344.0,-344.0,,195.800003,-1.755,0.02,0.02,201.199997,-1.705,0.02,0.02,
06/30/2002,1380.0,,-979.0,,401.0,,-350.0,,,,51.0,-15.0,,4.0,,0.0,11.0,36.0,-10.0,26.0,0.0,,,26.0,0.0,26.0,0.0,0.0,26.0,26.0,,196.800003,0.13,0.13,0.13,201.0,0.125,0.125,0.125,
09/30/2002,1377.0,,-981.0,,396.0,,-343.0,,,,53.0,-15.0,,7.0,,0.0,8.0,38.0,3.0,41.0,0.0,,,41.0,0.0,41.0,0.0,0.0,41.0,41.0,,195.600006,0.21,0.21,0.21,199.199997,0.21,0.21,0.21,
12/31/2002,1581.0,,-1141.0,,440.0,,-364.0,,,,76.0,-25.0,,6.0,,0.0,19.0,51.0,6.0,57.0,0.0,,,57.0,0.0,57.0,0.0,0.0,57.0,57.0,,194.600006,0.29,0.29,0.34,197.600006,0.285,0.285,0.335,
03/31/2003,1234.0,,-927.0,,307.0,,-339.0,,,,-32.0,-5.0,,7.0,,0.0,-2.0,-37.0,10.0,-27.0,0.0,,,-27.0,0.0,-27.0,0.0,0.0,-27.0,-27.0,,192.0,-0.14,-0.14,-0.14,192.0,-0.14,-0.14,-0.14,
06/30/2003,1366.0,,-1007.0,,359.0,,-343.0,,,,16.0,-39.0,,6.0,,0.0,33.0,-23.0,10.0,-13.0,0.0,,,-13.0,0.0,-13.0,0.0,0.0,-13.0,-13.0,,189.600006,-0.07,-0.07,-0.07,189.600006,-0.07,-0.07,-0.07,
09/30/2003,1355.0,,-981.0,,374.0,,-341.0,,,,33.0,-8.0,,7.0,,0.0,1.0,25.0,-7.0,18.0,0.0,,,18.0,0.0,18.0,0.0,0.0,18.0,18.0,,189.199997,0.095,0.095,0.095,190.600006,0.095,0.095,0.095,
12/31/2003,1643.0,,-1149.0,,494.0,,-381.0,,,,113.0,-6.0,,6.0,,0.0,0.0,107.0,-27.0,80.0,0.0,,,80.0,0.0,80.0,0.0,0.0,80.0,80.0,,189.199997,0.4225,0.4225,0.4225,191.199997,0.42,0.42,0.42,
03/31/2004,1290.0,,-968.0,,322.0,,-330.0,,,,-8.0,2.0,,5.0,,0.0,-7.0,-6.0,1.0,-5.0,0.0,,,-5.0,0.0,-5.0,0.0,0.0,-5.0,-5.0,,189.199997,-0.025,-0.025,-0.025,189.199997,-0.025,-0.025,-0.025,
06/30/2004,1452.0,,-1059.0,,393.0,,-340.0,,,,53.0,-2.0,,6.0,,0.0,-4.0,51.0,71.0,122.0,0.0,,,122.0,0.0,122.0,0.0,0.0,122.0,122.0,,188.199997,0.65,0.65,0.185,192.199997,0.63,0.63,0.185,
09/30/2004,1454.0,,-1059.0,,395.0,,-336.0,,,,59.0,-2.0,,6.0,,0.0,-4.0,57.0,-13.0,44.0,0.0,,,44.0,0.0,44.0,0.0,0.0,44.0,44.0,,186.600006,0.235,0.235,0.235,190.399994,0.23,0.23,0.23,
12/31/2004,1788.0,,-1282.0,,506.0,,-377.0,,,,129.0,20.0,,6.0,,0.0,-26.0,149.0,-20.0,129.0,0.0,,,129.0,0.0,129.0,0.0,0.0,129.0,129.0,,186.4,0.69,0.69,0.615,191.2,0.68,0.68,0.59,
03/31/2005,1343.0,,-972.0,,371.0,,-317.0,,,,54.0,-14.0,,6.0,,0.0,8.0,40.0,-10.0,30.0,0.0,,,30.0,0.0,30.0,0.0,0.0,30.0,30.0,,186.399994,0.16,0.16,0.18,191.600006,0.16,0.16,0.18,
06/30/2005,1470.0,,-1074.0,,396.0,,-323.0,,,,73.0,6.0,,6.0,,0.0,-12.0,79.0,48.0,127.0,0.0,,,127.0,0.0,127.0,0.0,0.0,127.0,127.0,,186.199997,0.68,0.68,0.38,190.300003,0.67,0.67,0.37,
09/30/2005,1498.0,,-1062.0,,436.0,,-324.0,,,,112.0,-2.0,,5.0,,0.0,-3.0,110.0,112.0,222.0,0.0,,,222.0,0.0,222.0,0.0,0.0,222.0,222.0,,184.9,1.2,1.2,0.46,188.7,1.18,1.18,0.45,
12/31/2005,1717.0,,-1189.0,,528.0,,-357.0,,,,171.0,-4.0,,6.0,,0.0,-2.0,167.0,-17.0,150.0,0.0,,,150.0,0.0,150.0,0.0,0.0,150.0,150.0,,182.5,0.82,0.82,0.75,185.9,0.81,0.81,0.74,
03/31/2006,1283.0,,-931.0,,352.0,,-305.0,,,,47.0,3.0,,6.0,,0.0,-9.0,50.0,-9.0,41.0,0.0,,,41.0,0.0,41.0,0.0,0.0,41.0,41.0,,181.7,0.23,0.23,0.27,185.0,0.22,0.22,0.26,
