Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
06/30/2004,,,22.851,,47.213,47.213,,,,,,,,,,
09/30/2004,,,58.926998,,58.927,58.927,,,,,,,,,,
12/31/2004,,,-20.878,,-1.446,-1.446,,,,,,,,,,
03/26/2005,,,18.591999,,-6.398,-6.398,,,,,,,,,,
06/25/2005,,,-13.89,,-22.693,-22.693,,,,,,,,,,
09/24/2005,,,9.9,,-4.966,-4.966,,,,,,,,,,
12/31/2005,,,4.95,,-44.083,-44.083,,,,,,,,,,
04/01/2006,,,55.700001,3.10742561157201,-26.096,-26.096,,,,,,,,,,
07/01/2006,,,21.73,-0.756141453926572,26.386,26.386,,,,,,,,,,
09/30/2006,,,41.900002,0.107489384478148,30.366,30.366,,,,,,,,,,
12/30/2006,,53.45,26.290001,-3.30741508140531,57.028,57.028,,,,,,,,,,
03/31/2007,,116.333,59.639,-0.609785819190589,57.487,57.487,,,,,,,,,,
06/30/2007,,48.0,27.436001,0.859264136218514,26.428,26.428,,,,,,,,,,
09/29/2007,,88.95,49.929001,-0.516962337522834,48.998001,48.998001,,,,,,,,,,
12/29/2007,,67.567,51.099998,-4.55614324793747,70.455,70.455,,,,,,,,,,
03/29/2008,,88.525,53.563,-1.82234315442047,62.368,62.368,,,,,,,,,,
06/28/2008,,22.975,19.379999,-1.26866640831026,-895.272,-895.272,,,,,,,,,,
09/27/2008,,44.557,28.816999,-2.02000256127907,-432.695,-432.695,,,,,,,,,,
12/27/2008,,20.417,2.728,-2.68175545219638,-395.996,-395.996,,,,,,,,,,
03/28/2009,,18.75,17.4,-2.31354113438938,13.147,19.047,,,55.1867219917012,,,,,66.0853333333333,,
06/27/2009,,-2.78,-2.3,1.16550258790391,-17.714,4.071,,,,,,,,-14.7841726618705,,
09/26/2009,,23.967,7.178,1.38057553956834,5.656,6.556,,,-4.98220640569396,,,,,-23.7242875620645,,
12/26/2009,,-12.829,-1.681,4.27351264182457,-3.24,-3.472,,,,,,,,24.5849247797958,,
03/27/2010,,29.813,34.148,0.855023671751705,24.779,33.499,,,69.1489361702128,,,,,87.6731627142522,,
06/26/2010,,0.404,10.0,-0.686997037190108,11.761,12.361,,,190.470723306544,,,5.44980230709656,,4214.35643564356,,
09/26/2010,,18.038,20.539,-0.232944542253517,19.966,30.301,,,60.9349177618635,,,4.94801149006758,,83.3850759507706,,
12/25/2010,,16.838,13.856,-1.15820111712461,12.122,8.162,,,24.9138175771586,,,0.437549721559266,,39.0248248010452,,
03/26/2011,,37.8,11.903,0.399766542375086,11.366,11.366,,,-36.7718258793359,,,-2.78625954198473,,-44.7328042328042,,
06/25/2011,,2.014,6.014,0.525686394142769,-3.021,5.979,,,73.7526693845855,,,2.6334632826796,,435.104270109235,,
09/24/2011,,32.744,21.518,-1.70959152342997,21.518,21.518,,,2.21782178217822,,,0.621600621600622,,5.74761788419252,,
12/31/2011,,21.013,14.26,1.8973690053286,2.907,14.407,,,5.97504008924213,,,-2.29610141114565,,9.70351687050872,,
03/31/2012,,23.833,20.258,0.618459224239816,4.858,21.2809,,,38.1410256410256,,,1.21314436025284,,50.1909117610037,,
06/30/2012,,10.845,11.777,-2.17941517611868,10.719,10.719,,,29.050279329609,,,-0.656846360138367,,53.3425541724297,,
09/29/2012,,35.425,23.6,-2.08345961721951,432.986,29.939,,,5.57501939852805,,,1.8918918918919,,10.8087508821454,,
12/29/2012,,21.37,14.4,-2.95834182201671,-33.87,13.83,,,-0.590794919871221,,,2.58585858585859,,3.0276087973795,,
03/30/2013,,33.488,10.1,-3.22241552710517,56.335,10.695,,,-43.0445727071627,,,0.367149758454102,,-49.7491638795987,,
06/29/2013,,5.447,1.767,-1.20693810583731,-10.033,1.61545,,,-6.24999999999999,,,-1.13458528951486,,-20.9105929869653,,
09/28/2013,,30.8,13.6,-0.914343461756843,30.38,13.651,,,-21.5469613259669,,,-4.27480916030535,,-27.4448051948052,,
12/31/2017,,18.4,,,-52.0,-25.25,,,,,,,,,,
06/30/2018,,,,,16.0,30.06,,,,,,,,,,
