Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,Payables Broker Dealers,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1994,7564.785156,403.265991,3982.24707,,,0.0,,0.0,,,,,,2888.245117,-2.731,2885.513916,135.985001,,,,,,0.0,3043.287094,,,,,,6203.083984,527.937988,,,,,,206.494003,,,,,,,,,185.207001,7122.722977,0,162.597,,,-52.217999,,331.663006,442.042007,0,442.042007,7564.764984,
12/31/1994,7917.861816,380.615997,4206.465719,,,0.0,,0.0,,,,,,3013.099121,-3.204,3009.895121,129.104996,,,,,,,3201.675104,,,,,,6670.361816,439.803009,,,,,,145.363007,,,,,,,,,195.320007,7450.847839,0,166.697998,,,-57.967999,,358.284009,467.014008,0,467.014008,7917.861847,
03/31/1995,8271.37793,417.328003,4617.64209,,,0.0,,0.0,,,,,,2918.049072,-3.125,2914.924072,136.238007,,,,,,0.0,3100.16983,,,,,,6813.01709,587.406006,,,,,,171.130005,,,,,,,,,190.044998,7761.598099,0,171.128998,,,-55.004002,,393.655003,509.779999,0,509.779999,8271.378098,
06/30/1995,9066.342773,434.700989,5103.026855,,,0.0,,0.0,,,,,,3128.389893,-3.663,3124.727051,152.063995,,,,,,0.0,3376.550934,,,,,,7510.565918,567.200989,,,,,,196.311996,,,,,,,,,218.095001,8492.173904,0,181.102005,,,-41.707001,,434.773987,574.168991,0,574.168991,9066.342896,
09/30/1995,9583.838867,474.609985,4943.103027,,,0.0,,0.0,,,,,,3702.553955,-4.497,3698.056885,189.983994,,,,,,0.0,3976.141861,,,,,,7870.512207,619.413025,,,,,,216.162003,,,,,,,,,256.372986,8962.46022,0,186.264008,,,-38.973,,474.08799,621.378998,0,621.378998,9583.839218,
12/31/1995,10552.009766,454.996002,5540.141162,,,0.0,,0.0,,,,,,4091.910889,-3.7,4088.210889,243.472,,,,,,,4313.400602,,,,,,8551.996094,820.187012,,,,,,220.145996,,,,,,,,,326.785004,9919.114106,0,182.087006,,,-50.967999,,501.775006,632.894013,0,632.894013,10552.008119,
03/31/1996,11096.969727,518.31897,5874.550781,,,0.0,,0.0,,,,,,4228.403809,-3.91,4224.494141,286.695007,,,,,,0.0,4417.404968,,,,,,8966.97168,841.328003,,,,,,279.970001,,,,,,,,,325.139008,10413.408691,0,187.766998,,,-44.326,,540.122997,683.563995,0,683.563995,11096.972687,
06/30/1996,11214.0,588.236023,5331.371094,,,0.0,,0.0,,,,,,4823.26123,-4.401,4818.859863,279.768005,,,,,,0.0,5014.624878,,,,,,9057.055664,767.872009,,,,,,300.084015,,,,,,,,,331.723999,10456.735687,0,193.076004,,,-41.948002,,606.13599,757.263992,0,757.263992,11213.99968,
09/30/1996,12147.209961,664.585022,6367.241211,,,0.0,,0.0,,,,,,4665.962891,,4665.962891,289.153015,,,,,,0.0,4826.230713,,,,,,9692.231445,1029.871948,,,,,,293.964996,,,,,,,,,316.972992,11333.041382,0,197.445999,,,-39.580002,,656.298019,814.164017,0,814.164017,12147.205399,
12/31/1996,13778.769531,633.317017,7363.836914,,,0.0,,0.0,,,,,,5249.757812,-6.0,5243.757812,315.376007,,,,,,0.0,5466.239594,,,,,,11176.839844,1130.878052,,,,,,255.815994,,,,,,,,,360.683014,12924.216904,0,202.641998,,,-60.277,,712.190025,854.555023,0,854.555023,13778.771927,
03/31/1997,14643.05957,713.395996,7683.541992,,,0.0,,0.0,,,,,,5749.558105,,5749.558105,322.625,,,,,,0.0,5923.496582,,,,,,11792.549805,1081.633057,,,,,,283.316986,,,,,,,,,547.684998,13705.184845,0,224.059998,,,-45.805,,759.620003,937.875,0,937.875,14643.059845,
06/30/1997,14678.299805,733.453979,7224.628906,,,0.0,,0.0,,,,,,6207.300781,,6207.300781,332.664001,,,,,,0.0,6387.552917,,,,,,11768.349609,1262.766968,,,,,,289.179993,,,,,,,,,365.23999,13685.53656,0,229.341995,,,-55.064999,,818.486996,992.763992,0,992.763992,14678.300552,
09/30/1997,15631.480469,857.551025,6764.532227,,,0.0,,0.0,,,,,,7477.199219,,7477.199219,335.753998,,,,,,0.0,7673.643219,,,,,,12288.320312,1490.499023,,,,,,319.980011,,,,,,,,,454.718994,14553.518341,0,238.483002,,,-43.826,,883.312023,1077.969025,0,1077.969025,15631.487366,
12/31/1997,16481.710938,797.447021,7056.592773,,,0.0,,0.0,,,,,,8026.583008,-8.0,8018.583008,342.27301,,55.854,,,,0.0,8229.544132,,,,,,13106.200195,1431.307007,,,,,,321.049011,,,,,,,,,478.032013,15336.588226,0,244.098999,,,-35.401001,,936.419006,1145.117004,0,1145.117004,16481.705231,
03/31/1998,18193.539062,905.202026,8379.87793,,,0.0,,0.0,,,,,,8340.655273,,8340.655273,348.67099,,,,,,0.0,8559.788116,,,,,,14612.629883,1571.370972,,,,,,361.036987,,,,,,,,,471.197998,17016.23584,0,243.578003,,,-36.448002,,970.169987,1177.299988,0,1177.299988,18193.535828,
06/30/1998,18265.140625,915.528015,7341.679199,,,0.0,,0.0,,,,,,9427.089844,,9427.089844,364.518005,,50.791,,,,0.0,9592.624405,,,,,,14622.860352,1565.150024,,,,,,391.003998,,,,,,,,,471.441986,17050.45636,0,212.195999,,,-37.535,,1040.021023,1214.682022,0,1214.682022,18265.138382,
09/30/1998,18846.009766,1020.971985,7978.458008,,,0.0,,0.0,,,,,,9271.638672,,9271.638672,389.783997,,49.27,,,,0.0,9407.525776,,,,,,15347.259766,1350.249023,,,,,,351.002014,,,,,,,,,491.588989,17540.099792,0,203.759003,,,-28.049,,1130.198048,1305.908051,0,1305.908051,18846.007843,
12/31/1998,22264.390625,1155.927979,10485.05957,,,0.0,,0.0,,,,,,9988.473633,-8.0,9980.473633,396.162994,,46.273998,,,,,10180.966084,,,,,,18119.619141,1786.896973,,,,,,311.0,,,,,,,,,618.249023,20835.765137,0,217.330994,,,0.0,,1211.291016,1428.62201,0,1428.62201,22264.387147,
03/31/1999,23439.279,1039.963,9390.416,,,0.0,,0.0,,,,,,12311.085,,12311.085,418.89,,48.852,,,,,12541.158,,,,,,19002.023,1761.235,,,,,,351.08,,,,,,,,,606.009,21720.347,0,410.066,,,0.0,1386.533,-77.667,1718.932,0,1718.932,23439.279,
06/30/1999,23552.061,1467.962,7725.676,,,0.0,,0.0,,,,,,13659.935,,13659.935,454.912,,46.332,,,,,13857.179,,,,,,18948.074,1565.914,,,,,,411.047,,,,,,,,,712.284,21637.319,0,471.117,,,0.0,1522.081,-78.456,1914.742,0,1914.742,23552.061,
09/30/1999,25088.022,1632.556,8710.894,,,0.0,,0.0,,,,,,13980.765,,13980.765,532.145,,46.097,,,,,14166.33,,,,,,20363.468,1477.9,,,,,,465.012,,,,,,,,,725.848,23032.228,0,496.454,,,0.0,1635.272,-75.932,2055.794,0,2055.794,25088.022,
12/31/1999,34322.112,2612.451,10159.341,,,0.0,,0.0,,,,,,20253.843,-20.169,20233.674,678.208,,45.149,,,,0.0,20826.963,,,,,,27627.535,2357.68,,,,,,518.0,,,,,,,,,1243.121,31746.336,0,608.648,,,-96.742,2144.683,-80.813,2575.776,0,2575.776,34322.112,
03/31/2000,33740.454,2227.177,7330.692,,,0.0,,0.0,,,,,,22695.441,,22695.441,667.431,,520.565,,,,,22994.589,,,,,,26203.756,2624.395,,,,,,655.129,,,,,,,,,1114.525,30597.805,0,1159.255,,,0.0,2067.07,-83.676,3142.649,0,3142.649,33740.454,
06/30/2000,34926.378,2659.946,6316.45,,,0.0,,0.0,,,,,,23711.631,-20.2,23691.431,839.15,,515.933,,,,,24594.899,,,,,,26770.157,2173.534,,,,,,829.12,,,,,,,,,1354.859,31127.67,0,1436.325,,,0.0,2462.36,-99.977,3798.708,0,3798.708,34926.378,
09/30/2000,35507.641,2792.176,6180.642,,,0.0,,0.0,,,,,,24223.14,-20.266,24202.874,962.372,,501.94,,,,,25070.511,,,,,,27204.512,2188.046,,,,,,793.293,,,,,,,,,1279.769,31465.62,0,1544.29,,,0.0,2589.562,-91.831,4042.021,0,4042.021,35507.641,
12/31/2000,38153.969,3302.255,12601.31,,,0.0,,0.0,,,,,,19848.036,-20.289,19827.747,1132.602,,508.511,,,,0.0,20609.291,,,,,,29924.106,1952.892,,,,,,770.229,,,,,,,,,1277.03,33924.257,0,1602.154,,,0.0,2713.094,-85.536,4229.712,0,4229.712,38153.969,
03/31/2001,37229.0,2704.0,16461.0,,,0.0,,0.0,,,,,,15517.0,-20.0,15517.0,1176.0,,500.0,500.0,,,,16388.0,,,,,,29481.0,1618.0,,,,,,768.0,,,,,,,,,1057.0,32924.0,0,1634.0,,,-21.0,2795.0,-103.0,4305.0,0,4305.0,37229.0,
06/30/2001,35909.0,2574.0,15179.0,,,0.0,,0.0,,,,,,15637.0,,15637.0,1152.0,,515.0,515.0,,,,16489.0,,,,,,27856.0,1671.0,,,,,,746.0,,,,,,,,,1313.0,31586.0,0,1675.0,,,-128.0,2867.0,-91.0,4323.0,0,4323.0,35909.0,
09/30/2001,37130.0,3761.0,17297.0,,,0.0,,0.0,,,,,,13538.0,-21.0,13538.0,1124.0,,505.0,505.0,,,,14443.0,,,,,,28767.0,2093.0,,,,,,735.0,,,,,,,,,1357.0,32952.0,0,1693.0,,,-278.0,2849.0,-86.0,4178.0,0,4178.0,37130.0,
12/31/2001,40464.0,4407.0,19441.0,,,0.0,,0.0,,,,,,14133.0,-21.0,14112.0,1058.0,,628.0,628.0,,,,14930.0,,,,,,32437.0,1921.0,,,,,,616.0,,,,,,,,,1327.0,36301.0,0,1740.0,,,-295.0,2794.0,-76.0,4163.0,0,4163.0,40464.0,
03/31/2002,38821.0,1850.0,20301.0,,,0.0,,0.0,,,,,,14197.0,-22.0,14175.0,1002.0,,624.0,624.0,,,,15044.0,,,,,,30041.0,2490.0,,,,,,730.0,,,,,,,,,1292.0,34553.0,0,1745.0,,,-252.0,2845.0,-70.0,4268.0,0,4268.0,38821.0,
06/30/2002,37643.0,2498.0,19808.0,,,0.0,,0.0,,,,,,12920.0,-23.0,12897.0,961.0,,626.0,626.0,,,,13750.0,,,,,,29000.0,2377.0,,,,,,751.0,,,,,,,,,1170.0,33298.0,0,1750.0,,,-262.0,2914.0,-57.0,4345.0,0,4345.0,37643.0,
09/30/2002,37568.0,2502.0,21099.0,,,0.0,,0.0,,,,,,11605.0,-23.0,11582.0,917.0,,627.0,627.0,,,,12423.0,,,,,,29476.0,2079.0,,,,,,652.0,,,,,,,,,1218.0,33425.0,0,1751.0,,,-431.0,2882.0,-59.0,4143.0,0,4143.0,37568.0,
12/31/2002,39705.0,3114.0,22721.0,,,,,,,,,,,11646.0,-24.0,11622.0,868.0,,603.0,603.0,,,,12399.0,,,,,,31632.0,2118.0,,,,,,642.0,,,,,,,,,1302.0,35694.0,0,1758.0,,,-465.0,2769.0,-51.0,4011.0,0,4011.0,39705.0,
03/31/2003,40440.0,2388.0,24493.0,,,0.0,,0.0,,,,,,11188.0,-24.0,11164.0,1048.0,,604.0,604.0,,,,11907.0,,,,,,30961.0,3313.0,,,,,,856.0,,,,,,,,,1254.0,36384.0,0,1757.0,,,-416.0,2802.0,-87.0,4056.0,0,4056.0,40440.0,
06/30/2003,41836.0,2099.0,25050.0,,,0.0,,0.0,,,,,,12317.0,-25.0,12292.0,1011.0,,604.0,604.0,,,,13072.0,,,,,,31435.0,4199.0,,,,,,811.0,,,,,,,,,1212.0,37657.0,0,1751.0,,,-387.0,2905.0,-90.0,4179.0,0,4179.0,41836.0,
09/30/2003,43760.0,2515.0,25238.0,,,0.0,,0.0,,,,,,13614.0,-26.0,13588.0,976.0,,605.0,605.0,,,,14426.0,,,,,,32632.0,4722.0,,,,,,776.0,,,,,,,,,1318.0,39448.0,0,1761.0,,,-348.0,3007.0,-108.0,4312.0,0,4312.0,43760.0,
12/31/2003,45866.0,2832.0,25395.0,,,0.0,,0.0,,,,,,14900.0,-27.0,14873.0,956.0,,979.0,835.0,,,,15704.0,,,,,,35492.0,3811.0,,,,,,772.0,,,,,,,,,1330.0,41405.0,0,1763.0,,,-319.0,3125.0,-108.0,4461.0,0,4461.0,45866.0,
03/31/2004,46284.0,2414.0,25096.0,,,0.0,,0.0,,,,,,15814.0,-27.0,15787.0,943.0,,1205.0,1030.0,,,,16626.0,,,,,,35818.0,3770.0,,,,,,779.0,,,,,,,,,1255.0,41622.0,0,1772.0,,,-249.0,3254.0,-115.0,4662.0,0,4662.0,46284.0,
06/30/2004,47321.0,2547.0,25318.0,,,0.0,,0.0,,,,,,16429.0,-28.0,16401.0,942.0,,1201.0,1029.0,,,,17313.0,,,,,,36923.0,3773.0,,,,,,645.0,,,,,,,,,1248.0,42589.0,0,1773.0,,,-235.0,3334.0,-140.0,4732.0,0,4732.0,47321.0,
09/30/2004,45935.0,2096.0,24923.0,,,0.0,,0.0,,,,,,15715.0,-29.0,15686.0,932.0,,958.0,810.0,,,,17026.0,,,,,,36095.0,3245.0,,,,,,611.0,,,,,,,,,1429.0,41380.0,0,1777.0,,,-366.0,3256.0,-112.0,4555.0,0,4555.0,45935.0,
12/31/2004,47133.0,2778.0,24374.0,,,0.0,,0.0,,,,,,17172.0,-27.0,17145.0,903.0,,964.0,811.0,,,,18114.0,,,,,,38272.0,2494.0,,,,,,585.0,,,,,,,,,1396.0,42747.0,0,1783.0,,,-591.0,3258.0,-64.0,4386.0,0,4386.0,47133.0,
03/31/2005,46405.0,2140.0,24034.0,,,0.0,,0.0,,,,,,17450.0,-27.0,17423.0,874.0,,961.0,811.0,,,,18396.0,,,,,,37822.0,2453.0,,,,,,577.0,,,,,,,,,1278.0,42130.0,0,1787.0,,,-811.0,3372.0,-73.0,4275.0,0,4275.0,46405.0,
06/30/2005,46475.0,2616.0,23098.0,,,0.0,,0.0,,,,,,18001.0,-26.0,17975.0,852.0,,959.0,811.0,,,,18950.0,,,,,,37363.0,2957.0,,,,,,565.0,,,,,,,,,1272.0,42157.0,0,1789.0,,,-941.0,3529.0,-59.0,4318.0,0,4318.0,46475.0,
09/30/2005,45373.0,1889.0,21570.0,,,0.0,,0.0,,,,,,19169.0,-28.0,19141.0,825.0,,954.0,809.0,,,,20135.0,,,,,,36848.0,2390.0,,,,,,537.0,,,,,,,,,1249.0,41024.0,0,1804.0,,,-1081.0,3692.0,-66.0,4349.0,0,4349.0,45373.0,
12/31/2005,47351.0,1905.0,19404.0,,,0.0,,0.0,,,,,,13549.0,-3.0,13546.0,699.0,,419.0,419.0,,,,24924.0,,,,,,31669.0,1519.0,,,,,,462.0,,,,,,,,,9251.0,42901.0,0,1841.0,,,-1124.0,3847.0,-114.0,4450.0,0,4450.0,47351.0,
03/31/2006,47622.0,2223.0,22460.0,,,0.0,,0.0,,,,,,20198.0,,20198.0,773.0,,950.0,809.0,,,,21216.0,,,,,,38342.0,2889.0,,,,,,509.0,,,,,,,,,1250.0,42990.0,0,1820.0,,,-1199.0,4058.0,-47.0,4632.0,0,4632.0,47622.0,
06/30/2006,46866.0,3029.0,20609.0,,,0.0,,0.0,,,,,,20492.0,,20492.0,705.0,,947.0,809.0,,,,21576.0,,,,,,37187.0,3332.0,,,,,,466.0,,,,,,,,,1279.0,42264.0,0,1852.0,,,-1459.0,4270.0,-61.0,4602.0,0,4602.0,46866.0,
09/30/2006,47140.0,3873.0,20300.0,,,0.0,,0.0,,,,,,20221.0,,20221.0,698.0,,945.0,809.0,,,,21324.0,,,,,,38118.0,2626.0,,,,,,441.0,,,,,,,,,1321.0,42506.0,0,1881.0,,,-1713.0,4498.0,-32.0,4634.0,0,4634.0,47140.0,
12/31/2006,48992.0,4507.0,17278.0,,,0.0,,0.0,,,,,,13915.0,-4.0,13911.0,602.0,,419.0,419.0,,,,26186.0,,,,,,31641.0,1865.0,,,,,,345.0,,,,,,,,,10133.0,43984.0,0,1882.0,,,-1739.0,4901.0,-36.0,5008.0,0,5008.0,48992.0,
03/31/2007,47278.0,3257.0,17398.0,,,0.0,,0.0,,,,,,13931.0,,13931.0,606.0,,523.0,523.0,,,,25494.0,,,,,,30528.0,2048.0,,,,,,387.0,,,,,,,,,9380.0,42343.0,0,1939.0,,,-2053.0,5078.0,-29.0,4935.0,0,4935.0,47278.0,
06/30/2007,49004.0,3471.0,17440.0,,,0.0,,0.0,,,,,,15088.0,,15088.0,609.0,,524.0,524.0,,,,26960.0,,,,,,30443.0,2445.0,,,,,,384.0,,,,,,,,,10658.0,43930.0,0,1999.0,,,-2177.0,5308.0,-56.0,5074.0,0,5074.0,49004.0,
09/30/2007,39309.0,4869.0,17436.0,,,0.0,,0.0,,,,,,15051.0,,15051.0,604.0,,525.0,525.0,,,,15875.0,,,,,,31399.0,2266.0,,,,,,625.0,,,,,,,,,1625.0,35915.0,0,2089.0,,,-4209.0,5526.0,-12.0,3394.0,0,3394.0,39309.0,
12/31/2007,42286.0,6764.0,0.0,,,0.0,,0.0,,,,,,16533.0,-7.0,16526.0,617.0,,525.0,525.0,,,,34380.0,,,,,,34112.0,1922.0,,,,,,899.0,,,,,,,,,1621.0,38554.0,0,2121.0,,,-4148.0,5776.0,-17.0,3732.0,0,3732.0,42286.0,
03/31/2008,44551.0,4791.0,21333.0,,,0.0,,0.0,,,,,,16360.0,,16360.0,628.0,,528.0,528.0,,,,17271.0,,,,,,35925.0,2639.0,,,,,,903.0,,,,,,,,,1522.0,40989.0,0,2149.0,,,-4476.0,6024.0,-135.0,3562.0,0,3562.0,44551.0,
06/30/2008,48360.0,5239.0,22708.0,,,0.0,,0.0,,,,,,18338.0,-12.0,18326.0,623.0,,528.0,528.0,,,,19262.0,,,,,,39411.0,2787.0,,,,,,882.0,,,,,,,,,1389.0,44469.0,0,2186.0,,,-4414.0,6261.0,-142.0,3891.0,0,3891.0,48360.0,
09/30/2008,52760.0,5323.0,28033.0,,,0.0,,0.0,,,,,,17192.0,-16.0,17176.0,633.0,,528.0,528.0,,,,18243.0,,,,,,43473.0,2446.0,,,,,,881.0,,,,,,,,,1897.0,48697.0,0,2227.0,,,-4375.0,6496.0,-285.0,4063.0,0,4063.0,52760.0,
12/31/2008,51675.0,5442.0,30041.0,,,0.0,,0.0,,,,,,13952.0,-20.0,13932.0,661.0,,528.0,528.0,,,,15003.0,,,,,,44097.0,1100.0,,,,,,883.0,,,,,,,,,1534.0,47614.0,0,2228.0,,,-4349.0,6735.0,-553.0,4061.0,0,4061.0,51675.0,
03/31/2009,54898.0,6535.0,32511.0,15443.0,723.0,,16345.0,,6296.0,2926.0,3171.0,199.0,7377.0,13673.0,-28.0,13645.0,649.0,649.0,528.0,528.0,0.0,,0.0,1030.0,,,,,,47263.0,1159.0,,,,,1159.0,816.0,,,,816.0,,,,,1359.0,50597.0,0,2248.0,14.0,2234.0,-4330.0,6883.0,-500.0,4301.0,0,4301.0,54898.0,
06/30/2009,62261.0,9362.0,35834.0,17249.0,2680.0,,15905.0,7704.0,6560.0,3083.0,3244.0,233.0,679.0,7239.0,-41.0,7198.0,650.0,650.0,528.0,528.0,0.0,,0.0,985.0,,,,,,53306.0,1466.0,,,,,1466.0,1560.0,,,,1560.0,,,,,1315.0,57647.0,0,2267.0,14.0,2253.0,-4310.0,7019.0,-362.0,4614.0,0,4614.0,62261.0,
09/30/2009,67984.0,8116.0,42383.0,21300.0,2979.0,,18104.0,7877.0,6957.0,3209.0,3450.0,298.0,638.0,7595.0,-44.0,7551.0,646.0,646.0,528.0,528.0,0.0,,0.0,883.0,,,,,,58943.0,1245.0,,,,,1245.0,1516.0,,,,1516.0,,,,,1377.0,63081.0,0,2292.0,14.0,2278.0,-4292.0,7149.0,-246.0,4903.0,0,4903.0,67984.0,
