Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,EV/EBITDA,EV/Market Cap,Total Debt/EV,EV/Net Income,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1994,484.709624,-0.482,0.0,0.0,247.927994,732.155617,,,1.510504,0.338627,,484.616241,732.062234,42.471956,,
06/30/1994,482.794011,-0.397,0.0,0.0,282.128998,764.526009,,,1.583545,0.369025,,482.762999,764.494996,44.346896,,
09/30/1994,496.315649,-0.093,0.0,0.0,314.475998,810.698646,,,1.633434,0.387907,,493.938254,808.321252,45.559568,,
12/31/1994,502.437472,-0.919,0.0,0.0,394.436005,895.954477,10.92974,15.141528,1.783216,0.440241,42.389972,502.40624,895.923244,50.341377,,
03/31/1995,535.563505,-3.735,0.0,0.0,377.343002,909.171508,10.244186,14.009885,1.697598,0.415041,41.060947,515.647257,889.25526,43.32359,,
06/30/1995,545.186231,-0.892,0.0,0.0,391.462006,935.756237,9.825554,13.324736,1.716397,0.418338,45.238395,545.099974,935.669979,44.578643,,
09/30/1995,571.32063,-0.012,0.0,0.0,424.136002,995.444631,9.813621,13.275427,1.742357,0.426077,44.077427,571.290521,995.414523,47.417145,,
12/31/1995,569.069996,-0.012,145.375,0.0,405.725998,1120.158994,10.390603,14.048347,1.968403,0.362204,43.919191,569.009972,1120.09897,53.346556,,
03/31/1996,634.093581,-18.794001,149.75,0.0,359.092987,1124.142568,9.932782,13.457789,1.772834,0.319437,36.80886,578.834373,1068.883359,47.045388,,
06/30/1996,688.276888,-5.143,149.75,0.0,366.496994,1199.380882,10.098689,13.675171,1.742585,0.305572,30.110232,688.213112,1199.317106,50.178223,,
09/30/1996,694.789153,-0.543,149.75,0.0,449.406998,1293.403151,10.260137,13.909954,1.861576,0.347461,28.342971,694.510358,1293.124356,54.025049,,
12/31/1996,804.97828,-0.013,149.75,0.0,478.433014,1433.148294,10.947835,14.962293,1.780356,0.333834,28.926778,803.459257,1431.629271,59.709657,,
03/31/1997,945.845054,-2.682,149.75,16.292999,477.415993,1586.622046,11.520218,15.809149,1.677465,0.300901,28.392363,941.37176,1582.148752,57.206001,,
06/30/1997,1055.404129,-15.111,149.75,16.292999,477.14801,1683.484138,11.47671,,1.595109,0.283429,28.670177,1024.520035,1652.600044,57.639656,,
09/30/1997,1083.141937,-0.876,149.75,16.645,523.569,1772.229938,11.446591,,1.636194,0.295429,28.337996,1082.959976,1772.047977,59.124276,,
12/31/1997,1064.104118,-0.018,149.75,16.646,668.520973,1899.003091,11.234046,,1.784603,0.352038,28.124212,1063.426502,1898.325475,61.665767,,
03/31/1998,1167.994814,-14.101,149.75,3.151,768.10498,2074.899795,11.455497,,1.776463,0.370189,30.9225,2318.920436,3225.825417,65.597173,,
06/30/1998,2246.458652,-1.882,149.75,6.978,824.627991,3225.932642,16.693745,,1.436008,0.255625,45.8907,2276.617685,3256.091676,50.917571,,
09/30/1998,1045.601831,-1.691,303.75,97.052002,975.177994,2419.890827,11.309856,,2.314352,0.402984,32.586295,1072.461239,2446.750235,76.312108,,
