Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1994,13401.0,1356.0,1221.0,135.0,1494.0,,,1166.0,,,,,1277.0,,,,,5293.0,3985.0,6027.0,-2042.0,3555.0,,,568.0,,,,,,,568.0,8108.0,,2496.0,2496.0,,,,2001.0,,,,,,1341.0,,,1341.0,5838.0,1471.0,,,,,876.0,,,,876.0,2347.0,8185.0,0.0,1558.0,,,-6282.0,,9940.0,5216.0,0.0,5216.0,13401.0,
09/30/1994,13950.0,1857.0,1753.0,104.0,1375.0,,,1116.0,,,,,1244.0,,,,,5592.0,3996.0,6113.0,-2117.0,3700.0,,,662.0,,,,,,,662.0,8358.0,,2784.0,2784.0,,,,1795.0,,,,,,1364.0,,,1364.0,5943.0,1482.0,,,,,920.0,,,,920.0,2402.0,8345.0,0.0,1576.0,,,-6424.0,,10453.0,5605.0,0.0,5605.0,13950.0,
12/31/1994,13873.0,1531.0,1386.0,145.0,1470.0,,,1047.0,,,,,1157.0,,,,,5205.0,4080.0,6157.0,-2077.0,1163.0,,,3425.0,,,,,,,3425.0,8668.0,,2564.0,2564.0,,,,1792.0,,,,,,1821.0,,,1821.0,6177.0,1426.0,,,,,1035.0,,,,1035.0,2461.0,8638.0,0.0,1600.0,,,-7073.0,,10708.0,5235.0,0.0,5235.0,13873.0,
03/31/1995,13971.0,1432.0,1276.0,156.0,1461.0,,,1188.0,,,,,1256.0,,,,,5337.0,4140.0,6326.0,-2186.0,1110.0,,,3384.0,,,,,,,3384.0,8634.0,,2837.0,2837.0,,,,1900.0,,,,,,1864.0,,,1864.0,6601.0,1225.0,,,,,1011.0,,,,1011.0,2236.0,8837.0,0.0,1624.0,,,-7513.0,,11023.0,5134.0,0.0,5134.0,13971.0,
06/30/1995,15145.0,1800.0,1638.0,162.0,1822.0,,,1327.0,,,,,1421.0,,,,,6370.0,4259.0,6530.0,-2271.0,1192.0,,,3324.0,,,,,,,3324.0,8775.0,,3098.0,3098.0,,,,2842.0,,,,,,1953.0,,,1953.0,7893.0,892.0,,,,,1063.0,,,,1063.0,1955.0,9848.0,0.0,1655.0,,,-7975.0,,11617.0,5297.0,0.0,5297.0,15145.0,
09/30/1995,15094.0,1925.0,1773.0,152.0,1648.0,,,1203.0,,,,,1336.0,,,,,6112.0,4217.0,6512.0,-2295.0,1246.0,,,3519.0,,,,,,,3519.0,8982.0,,3075.0,3075.0,,,,2875.0,,,,,,1865.0,,,1865.0,7815.0,880.0,,,,,1132.0,,,,1132.0,2012.0,9827.0,0.0,1674.0,,,-8490.0,,12083.0,5267.0,0.0,5267.0,15094.0,
12/31/1995,15041.0,1315.0,1167.0,148.0,1695.0,,,1117.0,,,,,1323.0,,,,,5450.0,4336.0,6657.0,-2321.0,1246.0,,,4009.0,,,,,,,4009.0,9591.0,,2894.0,2894.0,,,,552.0,,,,,,3902.0,,,3902.0,7348.0,1141.0,,,,,1160.0,,,,1160.0,2301.0,9649.0,0.0,1719.0,,,-8799.0,,12472.0,5392.0,0.0,5392.0,15041.0,
03/31/1996,15627.0,1756.0,1582.0,174.0,1737.0,,,1190.0,,,,,1281.0,,,,,5964.0,4313.0,6643.0,-2330.0,1264.0,,,4086.0,,,,,,,4086.0,9663.0,,2920.0,2920.0,,,,3141.0,,,,,,1684.0,,,1684.0,7745.0,1149.0,,,,,1193.0,,,,1193.0,2342.0,10087.0,0.0,1751.0,,,-9105.0,,12894.0,5540.0,0.0,5540.0,15627.0,
06/30/1996,16523.0,1937.0,1774.0,163.0,2090.0,,,1291.0,,,,,1252.0,,,,,6570.0,4461.0,6844.0,-2383.0,4479.0,,,1013.0,,,,,,,1013.0,9953.0,,3095.0,3095.0,,,,3328.0,,,,,,1717.0,,,1717.0,8140.0,1144.0,,,,,1303.0,,,,1303.0,2447.0,10587.0,0.0,1789.0,,,-9436.0,,13583.0,5936.0,0.0,5936.0,16523.0,
09/30/1996,15874.0,2313.0,2166.0,147.0,1511.0,,,1075.0,,,,,1461.0,,,,,6360.0,3591.0,5723.0,-2132.0,5346.0,,,577.0,,,,,,,577.0,9514.0,,2912.0,2912.0,,,,3135.0,,,,,,1081.0,,,1081.0,7128.0,1136.0,,,,,1375.0,,,,1375.0,2511.0,9639.0,0.0,1816.0,,,-9751.0,,14170.0,6235.0,0.0,6235.0,15874.0,
12/31/1996,16161.0,1658.0,1433.0,225.0,1641.0,,,952.0,,,,,1659.0,,,,,5910.0,3550.0,5581.0,-2031.0,1779.0,,,4922.0,,,,,,,4922.0,10251.0,,2972.0,2972.0,,,,3397.0,,,,,,1037.0,,,1037.0,7406.0,1116.0,,,,,1483.0,,,,1483.0,2599.0,10005.0,0.0,1916.0,,,-10320.0,,14560.0,6156.0,0.0,6156.0,16161.0,
03/31/1997,16359.0,2237.0,1935.0,302.0,1697.0,,,1051.0,,,,,1355.0,,,,,6340.0,3619.0,5689.0,-2070.0,1754.0,,,4646.0,,,,,,,4646.0,10019.0,,3104.0,3104.0,,,,2839.0,,,,,,1367.0,,,1367.0,7310.0,949.0,,,,,1519.0,,,,1519.0,2468.0,9778.0,0.0,1958.0,,,-10538.0,,15161.0,6581.0,0.0,6581.0,16359.0,
06/30/1997,18323.0,2742.0,2552.0,190.0,1941.0,,,1130.0,,,,,1770.0,,,,,7583.0,3774.0,5894.0,-2120.0,1478.0,,,5488.0,,,,,,,5488.0,10740.0,,3591.0,3591.0,,,,3133.0,,,,,,1616.0,,,1616.0,8340.0,952.0,,,,,1767.0,,,,1767.0,2719.0,11059.0,0.0,2020.0,,,-10725.0,,15969.0,7264.0,0.0,7264.0,18323.0,
09/30/1997,17402.0,2203.0,2110.0,93.0,1758.0,,,1056.0,,,,,1662.0,,,,,6679.0,3764.0,5812.0,-2048.0,1670.0,,,5289.0,,,,,,,5289.0,10723.0,,3565.0,3565.0,,,,2099.0,,,,,,1667.0,,,1667.0,7331.0,947.0,,,,,1843.0,,,,1843.0,2790.0,10121.0,0.0,2071.0,,,-11277.0,,16487.0,7281.0,0.0,7281.0,17402.0,
12/31/1997,16940.0,1843.0,1737.0,106.0,1639.0,,,959.0,,,,,1528.0,,,,,5969.0,3743.0,5771.0,-2028.0,1607.0,,,5621.0,,,,,,,5621.0,10971.0,,3249.0,3249.0,,,,3074.0,,,,,,1056.0,,,1056.0,7379.0,801.0,,,,,1449.0,,,,1449.0,2250.0,9629.0,0.0,2388.0,,,-11582.0,,16505.0,7311.0,0.0,7311.0,16940.0,
03/31/1998,17299.0,2005.0,1888.0,117.0,1580.0,,,949.0,,,,,1602.0,,,,,6136.0,3577.0,5623.0,-2046.0,1605.0,,,5981.0,,,,,,,5981.0,11163.0,,2713.0,2713.0,,,,256.0,,,,,,4531.0,,,4531.0,7500.0,689.0,,,,,1471.0,,,,1471.0,2160.0,9660.0,0.0,2494.0,,,-11876.0,,17021.0,7639.0,0.0,7639.0,17299.0,
06/30/1998,18256.0,2153.0,2027.0,126.0,1706.0,,,919.0,,,,,2152.0,,,,,6930.0,3456.0,5445.0,-1989.0,1656.0,,,6214.0,,,,,,,6214.0,11326.0,,2770.0,2770.0,,,,3971.0,,,,,,1264.0,,,1264.0,8005.0,686.0,,,,,1580.0,,,,1580.0,2266.0,10271.0,0.0,2730.0,,,-12462.0,,17717.0,7985.0,0.0,7985.0,18256.0,
09/30/1998,17871.0,1829.0,1746.0,83.0,1594.0,,,900.0,,,,,1673.0,,,,,5996.0,3566.0,5623.0,-2057.0,1512.0,,,6797.0,613.0,,,,,,6184.0,11875.0,,2863.0,2863.0,,,,3935.0,,,,,,1042.0,,,1042.0,7840.0,688.0,,,,,1482.0,,,,1482.0,2170.0,10010.0,0.0,2796.0,,,-13041.0,,18106.0,7861.0,0.0,7861.0,17871.0,
12/31/1998,19145.0,1807.0,1648.0,159.0,1666.0,,,890.0,,,,,2017.0,,,,,6380.0,3669.0,5685.0,-2016.0,1863.0,,,7233.0,,,,,,,7233.0,12765.0,,3141.0,3141.0,,,,4462.0,,,,,,1037.0,,,1037.0,8640.0,687.0,,,,,1415.0,,,,1415.0,2102.0,10742.0,0.0,3060.0,,,-13145.0,,18488.0,8403.0,0.0,8403.0,19145.0,
03/31/1999,19482.0,1754.0,1593.0,161.0,1601.0,1601.0,,931.0,931.0,,,,1966.0,,,,,6252.0,4137.0,6228.0,-2091.0,1844.0,,,7249.0,762.0,,,,,,6487.0,13230.0,,2932.0,2932.0,,,,4959.0,,,,,,942.0,,,942.0,8833.0,694.0,,,,,1467.0,,,,1467.0,2161.0,10994.0,0.0,3259.0,,,-13150.0,20274.0,-1895.0,8488.0,0.0,8488.0,19482.0,
06/30/1999,21217.0,2364.0,2213.0,151.0,1913.0,,,937.0,937.0,,,,1910.0,,,,,7124.0,4276.0,6439.0,-2163.0,9015.0,,,802.0,802.0,,,,,,0.0,14093.0,,3228.0,3228.0,,,,5103.0,,,,,,1211.0,,,1211.0,9542.0,1104.0,,,,,1498.0,,,,1498.0,2602.0,12144.0,0.0,3318.0,,,-13154.0,,18909.0,9073.0,0.0,9073.0,21217.0,
09/30/1999,21746.0,1637.0,1502.0,135.0,1871.0,,,882.0,882.0,,,,1734.0,,,,,6124.0,4439.0,6691.0,-2252.0,2159.0,,,9024.0,1992.0,,,,,,7032.0,15622.0,,3521.0,3521.0,,,,5218.0,,,,,,947.0,,,947.0,9686.0,1108.0,,,,,1484.0,,,,1484.0,2592.0,12278.0,0.0,3343.0,,,-13154.0,,19279.0,9468.0,0.0,9468.0,21746.0,
12/31/1999,21623.0,1812.0,1611.0,201.0,1798.0,,,1076.0,1076.0,,,,1794.0,,,,,6480.0,4267.0,6471.0,-2204.0,2124.0,,,8752.0,1960.0,,,,,,6792.0,15143.0,,3714.0,3714.0,,,,5373.0,,,,,,769.0,,,769.0,9856.0,854.0,,,,,1400.0,,,,1400.0,2254.0,12110.0,0.0,3451.0,,,-13160.0,,19222.0,9513.0,0.0,9513.0,21623.0,
03/31/2000,22223.0,2684.0,2454.0,230.0,1495.0,1495.0,,1223.0,1223.0,,,,2023.0,,,,,7425.0,4262.0,6609.0,-2347.0,2217.0,,,8319.0,1959.0,,,,,,6360.0,14798.0,,3892.0,3892.0,,,,6512.0,6512.0,0.0,0.0,,,723.0,,,723.0,11127.0,853.0,853.0,0.0,0.0,,1341.0,,,,1341.0,2194.0,13321.0,0.0,3555.0,,,-13268.0,20295.0,-1680.0,8902.0,0.0,8902.0,22223.0,
06/30/2000,23258.0,3069.0,2843.0,226.0,1752.0,1752.0,,1194.0,1194.0,,,,2095.0,,,,,8110.0,4282.0,6697.0,-2415.0,2478.0,,2478.0,8388.0,1953.0,1953.0,0.0,,,6435.0,0.0,15148.0,,4329.0,4329.0,,,,1016.0,1016.0,0.0,0.0,,,6492.0,,,6492.0,11837.0,852.0,852.0,0.0,0.0,,1385.0,,,,1385.0,2237.0,14074.0,0.0,3633.0,,,-13283.0,20799.0,-1965.0,9184.0,0.0,9184.0,23258.0,
09/30/2000,23141.0,3106.0,2945.0,161.0,1802.0,1802.0,,1101.0,1101.0,,,,1990.0,,,,,7999.0,4280.0,6784.0,-2504.0,2383.0,,,8479.0,1953.0,,,,,,6526.0,15142.0,,4520.0,4520.0,,,,5899.0,5899.0,0.0,0.0,,,672.0,,,672.0,11091.0,851.0,851.0,0.0,0.0,,1351.0,,,,1351.0,2202.0,13293.0,0.0,3751.0,,,-13290.0,21446.0,-2059.0,9848.0,0.0,9848.0,23141.0,
12/31/2000,20834.0,1892.0,1819.0,73.0,1757.0,1757.0,,1066.0,,,,,1905.0,,,,,6620.0,4168.0,6614.0,-2446.0,2364.0,,2364.0,7682.0,1917.0,,,,,5765.0,0.0,14214.0,,3905.0,3905.0,,,,4816.0,,,,,,600.0,,,600.0,9321.0,835.0,,,,,1362.0,,,,1362.0,2197.0,11518.0,,4066.0,,,-13293.0,21265.0,-2722.0,9316.0,,9316.0,20834.0,
03/31/2001,22248.0,2678.0,2616.0,62.0,1749.0,1749.0,,1120.0,1120.0,0.0,0.0,0.0,2216.0,,,,,7763.0,4190.0,6707.0,-2517.0,2370.0,,,7925.0,1914.0,,,,,6011.0,0.0,14485.0,,3978.0,3978.0,,,,4745.0,,,,,,768.0,,,768.0,9491.0,1359.0,,,,,1398.0,,,,1398.0,2757.0,12248.0,0.0,4142.0,,,-13365.0,21679.0,-2456.0,10000.0,0.0,10000.0,22248.0,
06/30/2001,22387.0,2666.0,2599.0,67.0,1857.0,1857.0,,1196.0,1196.0,0.0,0.0,0.0,2325.0,,,,,8044.0,4141.0,6683.0,-2542.0,2420.0,,,7782.0,2074.0,,,,,5708.0,0.0,14343.0,,4051.0,4051.0,,,,4092.0,,,,,,1027.0,,,1027.0,9170.0,1356.0,,,,,1454.0,,,,1454.0,2810.0,11980.0,0.0,4308.0,,,-13533.0,22351.0,-2719.0,10407.0,0.0,10407.0,22387.0,
12/31/2001,22417.0,1934.0,1866.0,68.0,1882.0,1882.0,,1055.0,1055.0,0.0,0.0,0.0,2300.0,,,,,7171.0,4453.0,7105.0,-2652.0,294.0,,,10499.0,2579.0,,,,,5422.0,2498.0,15246.0,,2026.0,2026.0,,,,3899.0,3899.0,0.0,0.0,,,2504.0,,,2504.0,8429.0,1219.0,1219.0,0.0,0.0,,1403.0,,,,1403.0,2622.0,11051.0,0.0,4393.0,,,-13682.0,23443.0,-2788.0,11366.0,0.0,11366.0,22417.0,
03/31/2002,23689.0,2397.0,2268.0,129.0,1981.0,1981.0,,1254.0,1254.0,0.0,0.0,0.0,2117.0,,,,,7749.0,5258.0,7988.0,-2730.0,285.0,,,10397.0,3258.0,,,,,4577.0,2562.0,15940.0,,3999.0,3999.0,,,,3400.0,3400.0,0.0,0.0,,,998.0,,,998.0,8397.0,2478.0,2478.0,0.0,0.0,,2286.0,,,,2286.0,4764.0,13161.0,0.0,4440.0,,,-13862.0,22821.0,-2871.0,10528.0,0.0,10528.0,23689.0,
06/30/2002,25287.0,2836.0,2671.0,165.0,2334.0,2334.0,,1385.0,1385.0,0.0,0.0,0.0,1995.0,,,,,8550.0,5466.0,8348.0,-2882.0,275.0,,,10996.0,3429.0,,,,,4804.0,2763.0,16737.0,,4485.0,4485.0,,,,3170.0,3170.0,0.0,0.0,,,1208.0,,,1208.0,8863.0,2774.0,2774.0,0.0,0.0,,2299.0,,,,2299.0,5073.0,13936.0,0.0,4515.0,,,-13986.0,23614.0,-2792.0,11351.0,0.0,11351.0,25287.0,
09/30/2002,25300.0,2793.0,2647.0,146.0,2183.0,2183.0,,1287.0,1287.0,0.0,0.0,0.0,1985.0,,,,,8248.0,5687.0,8690.0,-3003.0,250.0,,3059.0,11115.0,3524.0,,,,,4782.0,2809.0,17052.0,,4311.0,4311.0,,,,2723.0,2723.0,0.0,0.0,,,1077.0,,,1077.0,8111.0,2835.0,2835.0,0.0,0.0,,2742.0,,,,2742.0,5577.0,13688.0,0.0,4509.0,,,-14156.0,24279.0,-3020.0,11612.0,0.0,11612.0,25300.0,
12/31/2002,24501.0,2345.0,2126.0,219.0,2097.0,2097.0,,1294.0,1294.0,0.0,0.0,0.0,1616.0,,,,,7352.0,5911.0,9001.0,-3090.0,254.0,,,10984.0,3710.0,1829.0,1881.0,,,4991.0,2283.0,17149.0,,3692.0,3692.0,,,,2655.0,2655.0,0.0,0.0,,,994.0,,,994.0,7341.0,2701.0,2701.0,0.0,0.0,,2659.0,,,,2659.0,5360.0,12701.0,0.0,4730.0,,,-14389.0,24506.0,-3047.0,11800.0,0.0,11800.0,24501.0,
03/31/2003,26322.0,3193.0,3015.0,178.0,2088.0,2088.0,,1363.0,1363.0,0.0,0.0,0.0,1759.0,,,,,8403.0,6127.0,9358.0,-3231.0,238.0,,,11554.0,3851.0,,,,,4948.0,2755.0,17919.0,,4194.0,4194.0,,,,3386.0,3386.0,0.0,0.0,,,1071.0,,,1071.0,8651.0,2760.0,2760.0,0.0,0.0,,2776.0,,,,2776.0,5536.0,14187.0,0.0,4860.0,,,-14713.0,24799.0,-2811.0,12135.0,0.0,12135.0,26322.0,
06/30/2003,27949.0,3560.0,3324.0,236.0,2341.0,2341.0,,1458.0,1458.0,0.0,0.0,0.0,1866.0,,,,,9225.0,6259.0,9658.0,-3399.0,252.0,,,12213.0,4074.0,2195.0,1879.0,,,5413.0,2726.0,18724.0,,4596.0,4596.0,,,,3286.0,3286.0,0.0,0.0,,,1199.0,,,1199.0,9081.0,2550.0,2550.0,0.0,0.0,,2784.0,,,,2784.0,5334.0,14415.0,0.0,4992.0,,,-14876.0,25617.0,-2199.0,13534.0,0.0,13534.0,27949.0,
09/30/2003,27407.0,3847.0,3656.0,191.0,2142.0,2142.0,,1293.0,1293.0,0.0,0.0,0.0,1762.0,,,,,9044.0,6064.0,9528.0,-3464.0,283.0,,,12016.0,2955.0,,,,,5391.0,3670.0,18363.0,,4663.0,4663.0,,,,3069.0,3069.0,0.0,0.0,,,859.0,,,859.0,8591.0,2479.0,2479.0,0.0,0.0,,2812.0,,,,2812.0,5291.0,13882.0,0.0,5124.0,,,-15325.0,26300.0,-2574.0,13525.0,0.0,13525.0,27407.0,
