Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,3018.600098,,,,,,-2356.0,,,,,662.599976,-119.499994,,146.899994,,,,-27.4,543.099981,-187.800003,355.299988,,,,355.299978,,355.299988,,,355.299988,355.299988,,788.0,0.45,0.45,,788.0,0.45,0.45,0.45,
06/30/1990,3075.5,,,,,,-2389.300049,,,,,686.200012,-135.1,,157.0,,,,-21.9,551.100012,-188.300003,362.799988,,,,362.800009,,362.799988,,,362.799988,362.799988,,786.799988,0.46,0.46,,786.799988,0.46,0.46,0.46,
09/30/1990,3098.699951,,,,,,-2415.800049,,,,,682.900024,-148.299999,,167.5,,,,-19.200001,534.600025,-176.199997,358.399994,,,,358.400028,,358.399994,,,358.399994,358.399994,,786.799988,0.455,0.455,,786.799988,0.455,0.455,0.455,
12/31/1990,3105.199951,,,,,,-2527.300049,,,,,577.900024,-224.600002,,188.300003,,,,36.299999,353.300022,-117.300003,236.0,,,,236.000019,,236.0,,,236.0,236.0,,785.822022,0.005,0.005,0.005,785.822022,0.005,0.005,0.005,
03/31/1991,2995.699951,,,,,,-2325.100098,,,,,670.599976,-144.200006,,174.600006,,,,-30.4,526.399969,-181.5,344.899994,1554.300049,,,-1209.40008,,-1209.400024,,,-1209.400024,-1209.400024,,788.200012,-1.53,0.44,,788.200012,-1.53,0.44,0.44,
06/30/1991,3131.800049,,,,,,-2445.899902,,,,,685.900024,-186.300006,,196.600006,,,,-10.3,499.600019,-174.899994,324.700012,,,,324.700025,,324.700012,,,324.700012,324.700012,,856.599976,0.385,0.385,,856.599976,0.385,0.385,0.385,
09/30/1991,3154.300049,,,,,,-2523.800049,,,,,630.5,-126.299995,,213.399994,,,,-87.099998,504.200005,-172.699997,331.5,,,,331.500008,,331.5,,,331.5,331.5,,859.599976,0.39,0.39,,859.599976,0.39,0.39,0.39,
12/31/1991,3216.5,,,,,,-2678.199951,,,,,538.299988,-173.799995,,222.199997,,,,-48.400002,364.499993,-135.699997,228.800003,0.0,,,228.799996,,228.800003,,,228.800003,228.800003,,825.077026,0.395,0.395,0.395,825.077026,0.395,0.395,0.395,
03/31/1992,3019.199951,,,,,,-2350.100098,,,,,669.099976,-118.900005,,164.100006,,,,-45.200001,550.19997,-183.399994,366.799988,8.3,,,358.499977,,358.5,,,358.5,358.5,,795.400024,0.455,0.465,,795.400024,0.455,0.465,0.465,
06/30/1992,3149.0,,,,,,-2499.0,,,,,650.0,-154.900003,,177.800003,,,,-22.9,495.099997,-180.199997,314.899994,16.799999,,,298.1,,298.100006,,,298.100006,298.100006,,864.799988,0.35,0.37,,864.799988,0.35,0.37,0.37,
