Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2004,2289.389893,0.0,0.0,0.0,326.274994,,,585.510986,,,,0.0,153.451004,,,,,,1065.23999,866.86499,2038.310059,-1171.449951,0.0,,357.290009,80.973,80.973,0.0,276.317009,1224.154999,,95.543999,95.543999,,,,0.0,,,,278.969002,,,,278.969002,374.513,0.0,,,,440.746002,,,440.746002,440.746002,815.259003,0.0,1532.76001,,,0.0,0.0,-58.624001,1474.136009,0.0,1474.136009,2289.395012,
06/30/2004,2261.77002,108.879997,108.879997,0.0,319.834991,,,575.640015,,,,0.0,194.339005,,,,,,1198.689941,897.466003,2064.310059,-1166.849976,0.0,,165.613998,84.154999,80.973,3.181999,81.459,1063.080002,,110.82,110.82,,,,25.0,,,,398.908028,,,,398.908028,534.728027,699.697998,,,,186.416,,,186.416,886.113998,1420.842026,0.0,767.578003,,,0.0,92.530998,-19.177002,840.931999,0.0,840.931999,2261.774025,
09/30/2004,2294.22998,135.447998,135.447998,0.0,336.092987,,,539.844971,128.925995,87.294998,323.623993,0.0,158.248993,,,,,,1169.640015,923.27002,2112.169922,-1188.900024,0.0,,201.328003,83.093002,80.973,2.120003,118.235001,1124.598022,,102.800003,102.800003,,,,0.0,,,,437.423996,,,,437.423996,540.223999,698.80603,,,,151.488007,,,151.488007,850.294037,1390.518036,0.0,768.137024,,,0.0,153.845993,-18.26799,903.715027,0.0,903.715027,2294.233063,
12/31/2004,2342.79,200.133,127.695,72.438,326.356,326.356,,518.324,117.884,70.329,330.111,0.0,153.512,,,,,,1198.325,946.304,2173.933,-1227.629,,,198.161,82.03,80.973,1.057,116.131,1144.465,,101.537,101.537,,,,0.0,,,,434.657,,,,434.657,536.194,698.841,,,,123.836,,,123.836,822.677,1358.871,0.0,792.822,,,0.0,203.322,-12.225,983.919,0.0,983.919,2342.79,
03/31/2005,2421.050049,256.786011,256.786011,0.0,350.548004,350.548004,,523.437988,119.671997,84.203003,319.562988,0.0,171.889999,,,,,,1302.661987,929.822998,2124.670898,-1194.848022,0.0,,188.565002,81.214996,80.973,0.241997,107.350006,1118.388,,104.943001,104.943001,,,,0.0,,,,428.765984,,,,428.765984,533.708984,693.562012,,,,120.571999,,,120.571999,814.13401,1347.842995,0.0,809.359985,,,0.0,280.497009,-16.650024,1073.20697,0.0,1073.20697,2421.049965,
06/30/2005,2549.905029,424.681,424.681,0.0,317.928009,317.928009,,494.789001,119.971001,82.041,292.777008,0.0,161.589996,,,,,,1398.988037,960.726013,2147.49292,-1186.766968,0.0,,190.190994,81.594002,80.973,0.621002,108.596992,1150.917007,,96.778999,96.778999,,,,0.0,,,,453.453972,,,,453.453972,550.232971,698.617981,,,,99.058998,,,99.058998,797.676979,1347.90995,0.0,873.146973,,,0.0,352.528015,-23.680023,1201.994965,0.0,1201.994965,2549.904915,
09/30/2005,2688.506104,477.509003,477.509003,0.0,316.915009,316.915009,,509.208008,128.940994,91.880997,288.385986,0.0,172.570007,,,,,,1476.202026,982.205994,2186.959961,-1204.754028,0.0,,230.098007,104.605003,89.196999,15.408005,125.493004,1212.304001,,128.673004,128.673004,,,,5.038,,,,459.057001,,,,459.057001,592.768005,693.65802,,,,104.794998,,,104.794998,798.453018,1391.221024,0.0,906.299988,,,0.0,412.382996,-21.39801,1297.284973,0.0,1297.284973,2688.505997,
12/31/2005,2789.181885,520.609985,520.609985,0.0,327.145996,327.145996,,510.268005,137.959,71.448997,300.859985,0.0,203.141006,,,,,,1561.165039,990.812988,2181.021973,-1190.208984,0.0,,237.203995,104.123001,89.196999,14.926003,133.080994,1228.016983,,129.865005,129.865005,,,,2.579,,,,463.792017,,,,463.792017,596.236023,695.284973,,,,169.794006,,,169.794006,865.078979,1461.315002,0.0,945.19397,,,0.0,438.959991,-56.286987,1327.866974,0.0,1327.866974,2789.181976,
03/31/2006,2709.844971,331.791992,331.791992,,362.531006,362.531006,,562.379028,131.759995,87.995003,342.623993,,199.897003,,,,,,1456.598999,1008.799988,2200.684082,-1191.884033,,,244.445999,103.640999,89.196999,14.444,140.805,1253.245987,,170.466995,170.466995,,,,6.043,,,,458.984023,,,,458.984023,635.494019,688.171021,,,,171.263,,,171.263,859.434021,1494.92804,,973.202026,,,-224.792999,519.143005,-52.63501,1214.917023,,1214.917023,2709.845062,
06/30/2006,2681.053955,256.445007,256.445007,0.0,364.696014,364.696014,,591.208984,128.276993,86.103996,376.828003,0.0,209.626007,,,,,,1421.975952,1023.208008,2226.875,-1203.666992,0.0,,235.869995,103.158997,89.196999,13.961998,132.710999,1259.078003,,140.037994,140.037994,,,,9.49,,,,394.568014,,,,394.568014,544.096008,687.632019,,,,151.725998,,,151.725998,839.358017,1383.454025,0.0,1009.252014,,,-250.177994,573.29303,-34.767044,1297.600006,0.0,1297.600006,2681.054031,
09/30/2006,2769.776,293.592,293.592,,355.679,355.679,,618.394,132.956,98.314,387.124,0.0,224.038,,,,,,1491.703,1020.938,2246.44,-1225.502,,,257.135,102.677,89.197,13.48,154.458,1278.073,,157.329,157.329,,,,7.817,,,,441.182,,,,441.182,606.328,690.401,,,,155.889,,,155.889,846.29,1452.618,,1023.47,,,-299.766,629.238,-35.784,1317.158,,1317.158,2769.776,
12/31/2006,2847.586914,322.045013,322.045013,0.0,335.334015,335.334015,,626.934021,135.304001,85.848999,405.781006,0.0,238.576996,,,,,,1522.890015,1039.43103,2273.124023,-1233.692993,31.341,,253.925003,108.959999,91.857002,17.102997,144.965004,1324.697033,,130.968002,130.968002,,,,4.532,,,,470.726011,,,,470.726011,606.226013,702.044006,,,,178.227997,,,178.227997,880.272003,1486.498016,0.0,1034.97998,,,-299.765991,676.638977,-50.763977,1361.088989,0.0,1361.088989,2847.587006,
03/31/2007,4974.521,250.22,250.22,0.0,536.977,536.977,,833.321,170.43,144.088,518.803,0.0,223.23,,,,,,1843.748,1242.967,2501.56,-1258.593,40.19,,1847.616,1729.905,1202.226,527.679,117.711,3130.773,,182.187,182.187,,,,101.088,,,,487.283,,,,487.283,770.558,2525.356,,,,309.842,,,309.842,2835.198,3605.756,0.0,1060.673,,,-299.766,649.359,-41.501,1368.765,0.0,1368.765,4974.521,
06/30/2007,5020.493164,203.031006,203.031006,0.0,579.765991,579.765991,,792.942993,157.419006,125.560997,509.963013,0.0,257.973999,,,,,,1833.713989,1243.909058,2530.110107,-1286.20105,38.785,,1904.084961,1762.373047,1223.28894,539.084106,141.711914,3186.779018,,190.227005,190.227005,,,,111.747002,,,,503.840996,,,,503.840996,805.815002,2381.518066,,,,360.127991,,,360.127991,2741.646057,3547.46106,0.0,1091.39502,,,-299.765991,680.036987,1.365997,1473.032013,0.0,1473.032013,5020.493073,
09/30/2007,5080.411133,236.427994,236.427994,0.0,565.987976,565.987976,,820.702026,173.406006,139.893005,507.403015,0.0,245.720993,,,,,,1868.838989,1245.456055,2541.616943,-1296.161011,29.399,,1936.717041,1798.472046,1254.005005,544.467041,138.244995,3211.572096,,188.203995,188.203995,,,,96.556999,,,,530.538017,,,,530.538017,815.299011,2273.944092,,,,374.502014,,,374.502014,2648.446106,3463.745117,0.0,1114.953003,,,-299.765991,739.416016,62.062988,1616.666016,0.0,1616.666016,5080.411133,
12/31/2007,5084.666,241.068,241.068,0.0,558.989,558.989,,766.62,172.97,128.209,465.441,0.0,274.343,,,,,,1841.02,1276.934,2620.186,-1343.252,23.742,,1942.97,1794.847,1240.87,553.977,148.123,3243.646,,190.312,190.312,,,,58.494,,,,545.483,,,,545.483,794.289,2184.385,,,,360.768,,,360.768,2545.153,3339.442,0.0,1161.876,,,-299.766,815.473,67.641,1745.224,0.0,1745.224,5084.666,
03/31/2008,5145.2,232.1,232.1,0.0,588.1,588.1,,806.5,164.9,147.4,494.2,0.0,238.0,,,,,,1864.7,1279.0,2643.0,-1364.0,23.7,,1977.8,1810.7,1259.5,551.2,167.1,3280.5,,196.3,196.3,,,,57.9,,,,472.5,,,,472.5,726.7,2170.6,,,,348.0,,,348.0,2518.6,3245.3,0.0,2382.6,,,-299.8,880.9,-1063.8,1899.9,0.0,1899.9,5145.2,
06/30/2008,5230.1,201.4,201.4,,620.1,620.1,,838.6,173.7,147.9,517.0,0.0,238.6,,,,,,1898.7,1282.9,2649.3,-1366.4,46.4,,2002.1,1801.1,1242.4,558.7,201.0,3331.4,,202.1,202.1,,,,330.0,,,,473.1,,,,473.1,1005.2,1835.7,,,,357.3,,,357.3,2193.0,3198.2,0.0,1212.4,,,-299.8,950.0,169.3,2031.9,0.0,2031.9,5230.1,
09/30/2008,5067.2,287.4,287.4,,618.7,618.7,,854.8,185.2,156.1,513.5,0.0,257.4,,,,,,2018.3,1226.4,2580.1,-1353.7,47.6,,1774.9,1654.7,1181.4,473.3,120.2,3048.9,,193.3,193.3,,,,328.8,,,,447.2,,,,447.2,969.3,1832.6,,,,367.7,,,367.7,2200.3,3169.6,,1226.8,,,-299.8,1031.8,-61.2,1897.6,,1897.6,5067.2,
12/31/2008,5074.1,483.8,483.8,,583.4,583.4,,830.5,189.8,130.6,510.1,0.0,251.6,,,,,,2149.3,1192.1,2540.5,-1348.4,37.6,,1695.1,1571.8,1167.4,404.4,123.3,2924.8,,231.5,231.5,,,,338.3,,,,477.7,,,,477.7,1047.5,1834.0,,,,416.2,,,416.2,2250.2,3297.7,0.0,2471.8,,,-299.8,1136.2,-1531.8,1776.4,0.0,1776.4,5074.1,
03/31/2009,5085.7,529.4,529.4,0.0,553.0,553.0,0.0,834.8,200.0,131.5,503.3,0.0,285.1,,,,68.4,106.2,2202.3,1177.1,2479.9,-1302.8,38.2,38.2,1668.1,1546.5,1157.6,388.9,53.2,2883.4,,659.8,216.6,,,443.2,704.1,704.1,0.0,0.0,8.1,,,23.8,0.0,1372.0,1457.0,1457.0,,,314.8,,194.9,96.1,1771.8,3143.8,,1262.3,1.7,1260.6,-299.8,1301.7,-322.3,1941.9,0.0,1941.9,5085.7,
06/30/2009,5288.9,608.5,608.5,0.0,594.4,594.4,0.0,864.7,215.4,128.8,520.5,0.0,290.7,,,,62.1,92.2,2358.3,1183.2,2524.1,-1340.9,41.3,41.3,1706.1,1589.2,1189.5,399.7,54.8,2930.6,,659.9,200.4,,,459.5,402.0,402.0,,,2.4,,,29.9,0.0,1064.3,1705.8,1705.8,,,324.5,,200.3,94.3,2030.3,3094.6,0.0,1296.5,1.7,1294.8,-299.8,1327.2,-129.6,2194.3,0.0,2194.3,5288.9,
