Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2009,5614.2,920.6,920.6,0.0,594.1,594.1,0.0,849.5,216.8,157.7,475.0,0.0,308.0,,5.2,,24.3,82.1,2672.2,1182.8,2540.3,-1357.5,50.1,50.1,1709.1,1617.8,1213.5,404.3,61.8,2942.0,,764.7,200.1,,,564.6,399.5,399.5,,,11.8,,,23.1,0.0,1176.0,1710.9,1710.9,,,282.2,,167.1,92.0,1993.1,3169.1,0.0,1336.2,1.7,1334.5,-299.8,1443.4,-34.7,2445.1,0.0,2445.1,5614.2,
12/31/2009,5502.9,946.0,946.0,0.0,498.1,498.1,0.0,755.4,206.2,143.9,405.3,0.0,326.7,34.3,1.9,65.0,54.5,35.5,2526.2,1147.8,2465.2,-1317.4,49.3,49.3,1779.6,1649.9,1243.4,406.5,73.3,2976.7,,842.9,229.5,0.0,0.0,613.4,23.6,23.6,0.0,0.0,15.4,0.0,0.0,18.6,13.9,881.9,1707.3,1707.3,0.0,0.0,290.0,0.0,271.4,0.0,1997.3,2879.2,0.0,1411.2,1.7,1409.5,-299.8,1540.1,-27.8,2623.7,0.0,2623.7,5502.9,
03/31/2010,5680.6,646.3,646.3,0.0,647.1,647.1,0.0,773.7,217.4,167.3,389.0,0.0,268.5,37.3,6.4,,69.8,54.9,2335.6,1233.6,2565.9,-1332.3,49.0,49.0,2062.4,1915.4,1407.6,507.8,70.8,3345.0,,789.5,244.7,,,544.8,23.9,23.9,0.0,0.0,2.3,,,21.4,0.0,815.7,1712.7,1712.7,,,296.3,,274.9,0.0,2009.0,2824.7,0.0,1510.7,1.7,1509.0,-299.8,1681.8,-36.8,2855.9,0.0,2855.9,5680.6,
06/30/2010,5731.1,783.3,783.3,0.0,613.0,613.0,0.0,794.2,229.6,184.8,379.8,0.0,320.6,44.4,,,56.2,104.2,2511.1,1211.5,2555.2,-1343.7,50.5,50.5,1958.0,1835.9,1366.1,469.8,65.9,3220.0,,812.3,253.0,,,559.3,23.8,23.8,,,3.5,,,16.3,0.0,839.6,1717.4,1717.4,,,293.5,,277.2,0.0,2010.9,2850.5,0.0,1575.9,1.7,1574.2,-299.8,1765.3,-160.8,2880.6,0.0,2880.6,5731.1,
09/30/2010,6613.3,1149.5,1149.5,0.0,677.2,677.2,0.0,914.8,270.5,181.7,462.6,0.0,303.2,48.1,,,113.4,84.5,3044.7,1259.5,2650.4,-1390.9,59.9,59.9,2249.2,2067.2,1447.0,620.2,68.6,3568.6,,924.5,309.2,,,615.3,528.8,528.8,,,3.8,,,16.4,0.0,1457.1,1714.5,1714.5,,,304.3,,287.9,0.0,2018.8,3475.9,0.0,1617.4,1.8,1615.6,-349.8,1836.7,33.1,3137.4,0.0,3137.4,6613.3,
12/31/2010,6046.3,604.3,604.3,0.0,605.0,605.0,0.0,955.5,266.1,194.3,495.1,0.0,312.7,43.6,1.3,0.0,161.0,101.3,2477.5,1279.2,2690.2,-1411.0,64.7,64.7,2224.9,1998.9,1471.2,527.7,63.7,3568.8,,895.5,320.7,0.0,0.0,574.8,33.5,33.5,0.0,0.0,2.6,0.0,0.0,4.4,0.0,931.6,1714.4,1714.4,0.0,0.0,216.8,0.0,212.4,0.0,1931.2,2862.8,0.0,1643.7,1.8,1641.9,-399.8,1897.3,42.3,3183.5,0.0,3183.5,6046.3,
03/31/2011,6289.9,597.1,597.1,0.0,719.6,719.6,0.0,1072.7,294.5,241.5,536.7,0.0,279.2,43.8,,,174.3,67.4,2668.6,1296.4,2713.7,-1417.3,83.1,83.1,2241.8,2000.4,1491.2,509.2,67.1,3621.3,,889.9,291.1,,,598.8,34.9,34.9,,,6.0,,,4.3,0.0,930.8,1710.6,1710.6,,,194.6,,190.3,0.0,1905.2,2836.0,0.0,1695.3,1.8,1693.5,-399.8,2047.2,111.2,3453.9,0.0,3453.9,6289.9,
06/30/2011,6311.7,601.4,601.4,0.0,593.8,593.8,0.0,1141.6,303.1,277.9,560.6,0.0,266.4,57.1,6.2,,216.5,57.0,2603.2,1346.0,2803.1,-1457.1,91.1,91.1,2271.4,1980.5,1531.7,448.8,68.2,3708.5,,882.9,280.3,,,602.6,43.1,43.1,,,2.1,,,4.5,0.0,928.1,1716.4,1716.4,,,193.5,,189.0,0.0,1909.9,2838.0,0.0,1720.3,1.8,1718.5,-599.8,2190.8,162.4,3473.7,0.0,3473.7,6311.7,
09/30/2011,5936.9,527.4,527.4,0.0,609.9,609.9,0.0,1125.3,307.3,268.5,549.5,0.0,262.5,47.0,,,196.9,47.9,2525.1,1328.0,2787.5,-1459.5,57.1,57.1,2026.7,1713.4,1330.6,382.8,116.4,3411.8,,784.9,230.7,,,554.2,44.2,44.2,,,10.9,,,5.0,0.0,840.0,1713.7,1713.7,,,194.7,,189.7,0.0,1908.4,2748.4,0.0,1732.5,1.8,1730.7,-599.8,2101.9,-46.1,3188.5,0.0,3188.5,5936.9,
12/31/2011,5779.1,597.5,597.5,0.0,639.9,639.9,0.0,1027.0,289.4,259.4,478.2,0.0,306.3,45.9,0.0,0.0,232.2,80.6,2570.7,1355.0,2842.0,-1487.0,48.7,48.7,1804.7,1438.7,1082.9,355.8,133.8,3208.4,,809.9,241.3,0.0,0.0,568.6,36.6,36.6,0.0,0.0,1.3,0.0,0.0,5.7,0.0,847.8,1711.9,1711.9,0.0,0.0,281.4,0.0,275.7,0.0,1993.3,2841.1,0.0,1748.2,1.8,1746.4,-599.8,1887.9,-98.3,2938.0,0.0,2938.0,5779.1,
03/31/2012,5908.7,655.9,655.9,0.0,625.8,625.8,0.0,1065.0,302.8,302.7,459.5,0.0,289.3,49.2,,,244.3,71.5,2636.0,1392.8,2920.1,-1527.3,63.7,63.7,1816.2,1430.6,1088.9,341.7,141.3,3272.7,,814.1,234.4,,,579.7,67.2,67.2,,,2.7,,,5.4,0.0,884.0,1712.0,1712.0,,,273.8,,268.4,0.0,1985.8,2869.8,0.0,1760.0,1.8,1758.2,-599.8,1928.1,-49.4,3038.9,0.0,3038.9,5908.7,
06/30/2012,5914.2,720.3,720.3,0.0,630.8,630.8,0.0,1012.0,272.9,287.6,451.5,0.0,325.8,79.4,,,270.0,89.7,2688.9,1365.2,2919.8,-1554.6,57.1,57.1,1803.0,1390.7,1077.3,313.4,142.3,3225.3,,859.7,226.6,,,633.1,78.4,78.4,,,0.0,,,2.2,0.0,938.1,1711.3,1711.3,,,288.8,,286.6,0.0,2000.1,2938.2,0.0,1772.7,1.8,1770.9,-599.8,1925.7,-122.6,2976.0,0.0,2976.0,5914.2,
09/30/2012,6074.2,841.2,841.2,0.0,585.1,585.1,0.0,1009.2,278.6,278.1,452.5,0.0,354.5,70.6,,,284.1,119.7,2790.0,1405.7,3001.0,-1595.3,64.7,64.7,1813.8,1372.3,1083.8,288.5,157.4,3284.2,,916.4,267.7,,,648.7,87.0,87.0,,,0.8,,,2.8,0.0,1004.2,1708.8,1708.8,,,330.2,,327.4,0.0,2039.0,3043.2,0.0,1784.0,1.8,1782.2,-599.8,1926.8,-80.0,3031.0,0.0,3031.0,6074.2,
12/31/2012,6088.6,772.1,772.1,0.0,646.9,646.9,0.0,997.8,290.0,262.2,445.6,0.0,343.6,53.9,0.0,0.0,296.8,74.7,2760.4,1445.1,3067.5,-1622.4,71.8,71.8,1811.3,1345.9,1079.1,266.8,168.6,3328.2,,999.4,276.0,0.0,0.0,723.4,28.9,28.9,0.0,0.0,0.9,0.0,0.0,4.4,0.0,1029.2,1706.8,1706.8,0.0,0.0,310.9,0.0,306.5,0.0,2017.7,3046.9,0.0,1792.6,1.8,1790.8,-599.8,1932.1,-83.2,3041.7,0.0,3041.7,6088.6,
03/31/2013,6068.5,726.8,726.8,0.0,617.5,617.5,0.0,995.3,286.7,307.7,400.9,0.0,327.5,65.0,,,376.0,78.8,2667.1,1450.5,3072.8,-1622.3,76.1,76.1,1874.8,1332.1,1080.6,251.5,166.7,3401.4,,962.4,258.4,,,704.0,41.1,41.1,,,1.7,,,3.1,0.0,1005.2,1704.5,1704.5,,,375.6,,372.5,0.0,2080.1,3085.3,0.0,1806.7,1.8,1804.9,-599.8,1855.5,-79.2,2983.2,0.0,2983.2,6068.5,
06/30/2013,6014.9,683.2,683.2,0.0,667.5,667.5,0.0,1032.8,298.8,308.1,425.9,0.0,374.5,83.5,,,327.4,90.0,2758.0,1452.8,3093.5,-1640.7,37.3,37.3,1766.8,1281.7,1063.1,218.6,157.7,3256.9,,1010.1,273.0,,,737.1,459.2,459.2,,,0.7,,,3.1,0.0,1470.0,1301.9,1301.9,,,345.9,,342.8,0.0,1647.8,3117.8,0.0,1819.5,1.8,1817.7,-599.8,1888.4,-211.0,2897.1,0.0,2897.1,6014.9,
09/30/2013,6032.2,631.8,631.8,0.0,630.1,630.1,0.0,1071.4,322.1,320.7,428.6,0.0,376.4,85.9,,,399.7,100.5,2709.7,1487.0,3170.0,-1683.0,35.8,35.8,1799.7,1250.6,1058.6,192.0,149.4,3322.5,,937.4,255.4,,,682.0,74.1,74.1,,,2.5,,,3.6,0.0,1014.0,1747.4,1747.4,,,359.6,,356.0,0.0,2107.0,3121.0,0.0,1836.6,1.8,1834.8,-599.8,1890.3,-215.9,2911.2,0.0,2911.2,6032.2,
12/31/2013,6178.9,798.1,798.1,0.0,574.3,574.3,0.0,1066.2,329.8,294.1,442.3,0.0,399.9,90.0,0.0,,358.9,98.5,2838.5,1574.2,3286.2,-1712.0,33.1,33.1,1733.1,1229.9,1057.7,172.2,144.3,3340.4,,1071.3,329.2,0.0,0.0,742.1,93.7,93.7,0.0,0.0,0.1,0.0,0.0,3.2,0.0,1165.1,1747.0,1747.0,0.0,0.0,304.9,0.0,301.7,0.0,2051.9,3217.0,0.0,1839.9,1.8,1838.1,-599.8,1923.8,-202.0,2961.9,0.0,2961.9,6178.9,
03/31/2014,6157.7,677.1,677.1,0.0,555.7,555.7,0.0,1138.3,351.5,295.4,491.4,0.0,432.9,68.6,,,316.7,141.9,2804.0,1616.4,3369.1,-1752.7,36.2,36.2,1701.1,1231.9,1070.3,161.6,152.5,3353.7,,1034.7,339.5,,,695.2,31.9,31.9,,,1.0,,,5.5,0.0,1067.6,1747.5,1747.5,,,246.5,,241.0,0.0,1994.0,3061.6,0.0,1876.2,1.8,1874.4,-599.8,1991.7,-172.0,3096.1,0.0,3096.1,6157.7,
06/30/2014,6401.8,796.5,796.5,0.0,649.5,649.5,0.0,1167.8,331.7,303.1,533.0,0.0,446.9,81.8,,,296.7,143.1,3060.7,1655.6,3429.4,-1773.8,44.3,44.3,1641.2,1210.2,1070.9,139.3,134.3,3341.1,,1168.7,349.2,,,819.5,19.9,19.9,,,2.9,,,6.8,0.0,1191.5,1748.9,1748.9,,,210.8,,204.0,0.0,1959.7,3151.2,0.0,1946.5,1.8,1944.7,-599.8,2062.6,-158.7,3250.6,0.0,3250.6,6401.8,
09/30/2014,6493.1,541.4,541.4,0.0,610.2,610.2,0.0,1190.0,318.1,358.5,513.4,0.0,417.6,71.3,,,314.6,123.5,2759.2,1787.7,3563.4,-1775.7,257.1,257.1,1689.1,1238.1,1093.0,145.1,136.4,3733.9,,1155.6,356.1,,,799.5,12.9,12.9,,,1.4,,,6.9,0.0,1169.9,1749.2,1749.2,,,222.3,,215.4,0.0,1971.5,3141.4,0.0,1986.0,1.8,1984.2,-599.8,2221.2,-255.7,3351.7,0.0,3351.7,6493.1,
12/31/2014,6650.0,802.4,802.4,0.0,601.9,601.9,0.0,1133.3,286.9,324.7,521.7,0.0,416.6,69.3,0.0,,295.4,114.3,2954.2,1816.7,3607.2,-1790.5,252.2,252.2,1626.9,1212.5,1089.1,123.4,119.0,3695.8,,1292.7,414.5,0.0,0.0,878.2,6.8,6.8,0.0,0.0,0.6,0.0,0.0,5.4,0.0,1300.1,1749.2,1749.2,0.0,0.0,264.1,0.0,258.7,0.0,2013.3,3313.4,0.0,2046.3,1.8,2044.5,-599.8,2257.0,-366.9,3336.6,0.0,3336.6,6650.0,
03/31/2015,6549.6,643.7,643.7,0.0,595.8,595.8,0.0,1181.0,279.0,384.7,517.3,0.0,367.9,64.0,,,312.9,96.6,2788.4,1852.7,3651.8,-1799.1,257.2,257.2,1651.3,1210.3,1083.9,126.4,128.1,3761.2,,1116.2,359.6,,,756.6,4.8,4.8,,,3.3,,,4.5,0.0,1124.3,1754.2,1754.2,,,234.5,,230.0,0.0,1988.7,3113.0,0.0,2132.9,1.8,2131.1,-599.8,2332.6,-429.1,3436.6,0.0,3436.6,6549.6,
06/30/2015,6783.8,819.9,819.9,0.0,588.0,588.0,0.0,1222.4,286.0,374.2,562.2,0.0,379.4,73.5,,,287.3,107.8,3009.7,1909.3,3755.3,-1846.0,255.0,255.0,1609.8,1190.3,1073.7,116.6,132.2,3774.1,,1189.6,378.0,,,811.6,2.8,2.8,,,0.3,,,4.4,0.0,1192.7,1748.1,1748.1,,,229.4,,225.0,0.0,1977.5,3170.2,0.0,2159.0,1.8,2157.2,-599.8,2477.7,-423.3,3613.6,0.0,3613.6,6783.8,
