Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2009,12.1,2.5,,,,4.1,,,1.757255,0.363069,,,0.69174,0.142921,,,
06/30/2009,3.7,0.7,,,,3.1,,,0.482639,0.09131,,,0.200903,0.038009,,,
09/30/2009,15.8,,,,,2.0,,,2.008147,,,,0.818879,,,,
03/31/2010,24.672,,40.149,64.821,,0.557,,0.557,2.705589,,4.402834,7.108423,1.078788,,1.755523,2.834311,
06/30/2010,10.485,,,10.485,,3.85,,3.85,1.07055,,,1.07055,0.455674,,,0.455674,
09/30/2010,39.259,,,39.259,,0.06,,0.06,3.714247,,,3.714247,1.612752,,,1.612752,
12/31/2010,95.524,,,95.524,,,16.45,16.45,8.841949,,,8.841949,3.619673,,,3.619673,
03/31/2011,44.424,,,44.424,,,,,3.771115,,,3.771115,1.680412,,,1.680412,
06/30/2011,57.262,,,57.262,,,,,4.577181,,,4.577181,1.930877,,,1.930877,
09/30/2011,23.811,,,23.811,,7.644,,7.644,1.96505,,,1.96505,0.754585,,,0.754585,
12/31/2011,22.927,,,22.927,,,9.921,9.921,1.868159,,,1.868159,0.721635,,,0.721635,
03/31/2012,30.682,,,30.682,,,,12.005,2.310847,,,2.310847,0.936788,,,0.936788,
06/30/2012,54.631,,,54.631,,,10.266,10.266,3.932619,,,3.932619,1.634849,,,1.634849,
09/30/2012,16.671,0.483,0.0,17.154,0.0,0.0,22.861,22.861,1.116717,0.032354,0.0,1.149071,0.488657,0.014158,0.0,0.502815,
12/31/2012,31.827,,,31.827,,,18.511,18.511,2.043699,,,2.043699,0.89736,,,0.89736,
03/31/2013,13.201,,,13.201,,,,15.807,0.812135,,,0.812135,0.372677,,,0.372677,
06/30/2013,18.461,,,18.461,,,,16.559,1.119226,,,1.119226,0.510194,,,0.510194,
09/30/2013,64.027,,,64.027,,,13.943,13.943,3.716595,,,3.716595,1.665146,,,1.665146,
12/31/2013,67.58,0.0,0.0,67.58,0.0,0.0,12.527,12.527,3.823397,0.0,0.0,3.823397,1.738181,0.0,0.0,1.738181,
03/31/2014,43.411,0.0,0.0,43.411,0.0,0.0,17.482,17.482,2.431244,0.0,0.0,2.431244,1.123014,0.0,0.0,1.123014,
06/30/2014,,,,,,,,,0.0,,,0.0,0.0,,,0.0,
09/30/2014,42.464,0.0,,42.464,0.0,0.0,28.806,28.806,2.258499,0.0,,2.258499,0.955184,0.0,,0.955184,
12/31/2014,22.616,0.515,0.0,23.131,0.0,2.408,19.941,22.349,1.179646,0.026862,0.0,1.206509,0.517138,0.011776,0.0,0.528914,
03/31/2015,38.399,1.057,0.0,39.456,0.0,0.0,28.423,28.423,1.969172,0.054205,0.0,2.023377,0.875987,0.024113,0.0,0.9001,
