Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
06/30/2017,,6769.671619,7094.371372,5836.913879,3.50254,,,,,,,21.61,5971.371299,
09/30/2017,,6299.401926,7117.660905,5658.565566,4.241405,,,,,,,27.52,7119.218895,
12/31/2017,2111.634922,7567.623371,8473.653944,6890.353977,4.508177,2.878207,33.481425,45.976332,3.496123,29.370633,76.223034,33.93,8304.575756,
03/31/2018,124.562023,8187.34057,8838.53849,7573.46912,3.859729,2.382741,23.195475,28.814416,3.084469,22.717927,47.823548,30.68,7752.197147,
06/30/2018,25.393276,7927.624,8527.980863,7232.377472,3.729149,2.275909,15.796782,18.27842,2.853138,13.608885,20.336914,29.39,7425.007458,
09/30/2018,22.279979,7143.319756,7455.596558,6537.654645,3.472924,2.163265,13.776108,15.772456,2.696433,12.536063,18.41842,28.34,7124.24475,
12/31/2018,14.091398,6367.706553,7077.581766,5246.890984,2.418003,1.532675,9.273372,10.507666,2.046053,8.828158,12.423191,20.45,5503.473535,
03/31/2019,19.167823,6454.075991,7059.451586,5541.437127,3.214616,2.083746,12.37156,14.127368,2.606927,11.029939,16.128683,27.81,7013.938269,
06/30/2019,24.99944,7936.628505,8676.911559,6816.894461,3.952158,2.635612,18.367483,21.540432,3.178467,13.844896,20.652792,34.6,8427.388288,
09/30/2019,21.869388,7650.864462,8406.514255,6835.346801,3.231798,2.238851,14.666363,17.018279,2.750052,12.521799,19.374564,28.29,7036.833918,
12/31/2019,35.218672,7959.376391,8811.483105,6763.030709,4.022574,3.043996,21.764664,24.905298,3.542482,18.332232,31.393504,36.68,8685.81149,
03/31/2020,22.395668,9512.569454,14794.92009,7892.893643,1.189318,2.091474,15.59067,17.481058,5.09263,38.487233,104.452491,24.8,13401.254644,
06/30/2020,44.265619,14886.99905,17663.842211,12645.490209,1.367348,2.383681,14.93676,16.337416,4.442902,45.945147,9676.047949,28.12,14514.071923,
09/06/2020,55.5838927507824,,,,1.71696507603766,2.9931647199199,18.7559396107898,20.5147289003942,5.36168609958063,55.4465215261475,11677.0374334067,35.31,17515.55615011,
09/30/2020,24.7442186405046,,,,6.37364620938628,2.73177328350988,18.832,,3.24917639752072,16.4990493022237,27.3418254207838,,,
12/31/2020,23.3223249669749,,,,5.90468227424749,2.67145022353762,17.6992481203008,,3.17742803396828,15.5774376965992,24.4484186850476,,,
