Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
12/31/1993,101.549004,97.112999,0.0,5.065,-0.629,,,0.0,,,,,,,,,,,,,,
03/31/1994,38.200001,17.804001,0.0,19.421,0.975,,,0.0,,,,,,,,,,,,,,
06/30/1994,110.494003,-205.272995,0.0,330.691986,-14.925,,,0.0,,,,,,,,,,,,,,
09/30/1994,86.603996,44.678001,0.0,38.150002,3.776,0.0,,0.0,,,,,,,,,,,,,86.603996,
12/31/1994,146.738998,1.37,0.0,143.468002,1.901,,,0.0,,,,,,,,,,,,,,
03/31/1995,62.436001,51.925999,0.0,17.254999,-6.745,,,0.0,,,,,,,,,,,,,,
06/30/1995,149.727005,97.425003,0.0,50.007999,2.294,,,0.0,,,,,,,,,,,,,,
09/30/1995,78.121002,86.845001,0.0,-4.587,-4.137,0.0,,0.0,,,,,,,,,,,,,78.121002,
12/31/1995,145.175003,93.536003,0.0,53.923,-2.284,,,0.0,,,,,,,,,,,,,,
03/31/1996,168.067001,56.803001,0.0,127.160004,-15.896,,,0.0,,,,,,,,,,,,,,
06/30/1996,130.266006,52.476002,0.0,128.145004,-50.355,,,0.0,,,,,,,,,,,,,,
09/30/1996,177.852005,86.917999,0.0,7.631,83.303001,0.0,,0.0,,,,,,,,,,,,,177.852005,
12/31/1996,86.761002,125.740997,,-34.710999,-4.269,,,0.0,,,,,,,,,,,,,,
03/31/1997,129.987,77.948997,,60.333,-8.295,,,0.0,,,,,,,,,,,,,,
06/30/1997,40.643002,130.037994,,-15.019,-74.375999,,,0.0,,,,,,,,,,,,,,
09/30/1997,24.732,127.625999,,-115.724998,12.831,0.0,,0.0,,,,,,,,,,,,,24.732,
12/31/1997,51.712002,122.209999,,-70.498001,,,,,,,,,,,,,,,,,,
03/31/1998,135.951996,247.901001,,-111.948997,,,,0.0,,,,,,,,,,,,,,
06/30/1998,73.151,171.463,6.998,-107.267,1.957,-616.422,,,-2338.671,2347.637,-625.388,594.228,-13.011,0.0,,,607.239,0.0,,,50.957,
09/30/1998,-121.154999,13.512,,-134.667007,,,,0.0,,,,,,,,,,,,,,
03/31/1999,-76.793,129.019,4.42,-54.604,-155.628,114.713,0.0,0.0,-4633.93,4754.108,-5.465,-12.458,-17.429,0.0,0.0,0.0,4.971,0.0,0.0,0.0,25.462,
06/30/1999,147.863,69.122,4.514,-222.207,296.434,4.499,0.0,0.0,-6422.447,6380.292,46.654,386.05,-17.445,0.0,400.0,0.0,3.495,0.0,0.0,0.0,538.412,
09/30/1999,-356.441,14.793,17.474,-388.708,,,,,,,,,,,,,,,,,,
12/31/1999,-175.481,152.029,18.942,10.229,-356.681,90.277,,,-3411.464,3503.446,-1.705,1047.99,-21.617,-1229.23,2298.668,,0.169,0.0,,,962.786,
03/31/2000,-84.008,174.513,19.646,-141.665,-136.502,332.577,0.0,0.0,-2973.09,3296.79,8.877,-39.88,-23.917,-316.522,300.0,0.0,0.559,0.0,0.0,0.0,208.689,
06/30/2000,-119.869,113.928,19.324,-182.916,-70.205,121.798,0.0,0.0,-2708.454,2846.975,-16.723,-125.273,-26.286,-406.212,0.0,0.0,317.103,0.0,0.0,-9.878,-123.344,
09/30/2000,-170.641,140.753,19.919,-331.313,,,,,,,,,,,,,,,,,,
12/31/2000,-52.654,113.788,19.931,-186.373,,,,,,,,,,,,,,,,,-52.654,
03/31/2001,388.679,118.394,19.88,-44.189,294.594,-258.844,,,-4375.124,4144.5,-28.22,-54.832,-36.41,7.103,,,9.755,-35.28,,,75.003,
06/30/2001,84.666,131.517,19.872,-57.214,-9.509,-80.73,,,-3467.437,3376.182,10.525,-9.689,-36.495,31.677,,,9.529,-14.4,,,-5.753,
09/30/2001,487.977,-442.59,19.912,84.627,826.028,-296.047,,,-3313.695,3044.013,-26.365,-114.661,-40.625,48.181,,,7.549,-129.766,,,77.269,
12/31/2001,391.683,46.265,19.907,-87.738,413.249,-1550.977,0.0,0.0,-5902.604,4418.655,-67.031,1076.087,-40.881,-30.817,0.0,0.0,1147.785,0.0,0.0,0.0,-83.207,
03/31/2002,143.857,197.805,,-5.408,-48.54,-386.811,,,-4213.679,3786.643,40.225,391.582,-45.394,-96.079,499.155,,33.9,,,,148.628,
06/30/2002,427.238,103.9,0.0,53.197,270.141,93.638,,,-4628.11,4811.295,-89.547,-463.106,-45.7,-174.965,,-249.825,7.384,,,,57.77,
09/30/2002,449.712,-56.51,0.0,1029.528,1046.547,-950.471,,,-4064.619,3230.437,-116.289,-298.346,-50.998,-4.084,,-150.175,6.911,,,,-799.105,
12/31/2002,1404.181,-168.646,,-963.016,965.99,-697.959,,,-5262.267,4567.969,-3.661,627.927,-51.04,275.128,300.0,,3.839,,,100.0,1334.149,
03/31/2003,600.637,247.444,,-283.243,636.436,-742.575,,,-4547.413,3842.148,-37.31,-44.048,-51.074,0.498,,,6.528,,,,-185.986,
06/30/2003,978.266,370.468,,166.776,441.022,-1406.381,,,-4981.498,3568.374,6.743,526.52,-51.387,-0.399,,,578.306,,,,98.405,
09/30/2003,1041.041,354.965,,15.137,670.939,-1156.618,,,-5036.922,3891.704,-11.4,-29.076,-64.111,-0.059,556.887,,,,,19.193,-144.653,
12/31/2003,1585.429,444.605,,1140.824,0.0,,,,,,,,,,,,,,,,1585.429,
03/31/2004,1172.122,446.825,,-27.947,753.244,-1093.566,,,-6100.298,5000.677,6.055,-26.32,-64.395,-0.014,,,38.089,,,,52.236,
06/30/2004,1088.091,423.0,,6.785,657.735,-1497.67,0.0,0.0,-8419.938,6069.323,852.945,458.343,-64.605,0.014,500.0,0.0,26.911,0.0,0.0,-3.977,48.764,
09/30/2004,2982.909,4.0,,516.644,2462.265,-2416.33,0.0,0.0,-9748.062,8307.677,-975.945,-551.343,-134.395,-400.014,0.0,-75.0,53.089,0.0,0.0,4.977,15.236,
12/31/2004,867.589,278.0,0.0,-216.015,805.343,-951.965,0.0,0.0,-8306.943,6439.769,915.209,-40.672,-71.977,0.568,0.0,0.0,11.041,0.0,0.0,20.131,-125.048,
03/31/2005,1210.312,433.028,0.0,124.279,653.005,-1138.963,0.0,0.0,-6208.794,5099.957,-30.126,-31.226,-70.952,0.764,0.0,0.0,42.777,0.0,0.0,-3.815,40.123,
06/30/2005,1092.475,467.0,,17.462,608.013,-949.923,0.0,0.0,-8352.359,7412.31,-9.874,-65.774,-71.048,0.236,0.0,0.0,21.223,0.0,0.0,-16.185,76.778,
09/30/2005,2406.525,-112.0,,399.112,2119.413,-2496.077,0.0,0.0,-14274.641,11807.69,-29.126,-76.226,-148.952,-0.236,10.0,0.0,70.777,0.0,0.0,-7.815,-165.778,
12/31/2005,809.0,237.0,,12.0,560.0,-2147.0,0.0,0.0,-10336.0,8277.0,-88.0,1441.0,-78.0,-147.0,252.0,-103.0,1521.0,0.0,0.0,-4.0,103.0,
03/31/2006,1086.0,489.0,0.0,-12.0,609.0,-1146.0,0.0,0.0,-10888.0,9804.0,-62.0,-54.0,-84.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,-114.0,
06/30/2006,1968.0,1062.0,,3.0,903.0,-2098.0,,,-22805.0,20731.0,-24.0,170.0,-170.0,,298.0,,37.0,,,5.0,40.0,
09/30/2006,1333.0,578.0,,108.0,647.0,-976.0,0.0,0.0,-9529.0,9039.0,-486.0,-365.0,-93.0,-300.0,0.0,0.0,21.0,0.0,0.0,7.0,-8.0,
12/31/2006,4105.0,2305.0,,51.0,1749.0,-3770.0,,,-42569.0,38818.0,-19.0,-282.0,-357.0,-300.0,298.0,,75.0,,,2.0,53.0,
03/31/2007,1236.0,701.0,,-105.0,640.0,-1590.0,0.0,0.0,-11246.0,9730.0,-74.0,428.0,-92.0,0.0,500.0,0.0,16.0,0.0,0.0,4.0,74.0,
06/30/2007,1158.0,649.0,,41.0,468.0,-612.0,0.0,0.0,-12118.0,11534.0,-28.0,-564.0,-93.0,-500.0,0.0,0.0,30.0,0.0,0.0,-1.0,-18.0,
09/30/2007,1475.0,656.0,,7.0,812.0,-1530.0,0.0,0.0,-13322.0,11937.0,-145.0,-69.0,-101.0,0.0,0.0,0.0,17.0,0.0,0.0,15.0,-124.0,
12/31/2007,832.0,572.0,,127.0,133.0,-798.0,0.0,0.0,-12685.0,12075.0,-188.0,-21.0,-100.0,35.0,0.0,0.0,35.0,0.0,0.0,9.0,13.0,
03/31/2008,1015.0,377.0,,285.0,353.0,-2257.0,0.0,0.0,-14585.0,12507.0,-179.0,1243.0,-100.0,965.0,300.0,0.0,59.0,0.0,0.0,19.0,1.0,
06/30/2008,1067.0,746.0,,53.0,268.0,-947.0,0.0,0.0,-9558.0,11433.0,-2822.0,-49.0,-102.0,-295.0,895.0,0.0,31.0,-575.0,0.0,-3.0,71.0,
09/30/2008,1058.0,54.0,,472.0,532.0,-336.0,0.0,0.0,-10424.0,10100.0,-12.0,-825.0,-98.0,-705.0,0.0,0.0,8.0,0.0,0.0,-30.0,-103.0,
12/31/2008,961.0,20.0,,496.0,445.0,-584.0,0.0,0.0,-10276.0,9776.0,-84.0,11.0,-86.0,-54.0,50.0,0.0,21.0,0.0,0.0,80.0,388.0,
03/31/2009,562.0,567.0,,30.0,-35.0,-496.0,0.0,0.0,-10168.0,9700.0,-28.0,-89.0,-91.0,0.0,0.0,0.0,6.0,0.0,0.0,-4.0,-23.0,
06/30/2009,760.0,535.0,,67.0,158.0,-1119.0,0.0,0.0,-13509.0,12453.0,-63.0,169.0,-88.0,-250.0,500.0,0.0,8.0,0.0,0.0,-1.0,-190.0,
09/30/2009,1010.0,494.0,,122.0,394.0,-822.0,0.0,0.0,-7868.0,7051.0,-5.0,-100.0,-104.0,-16.0,0.0,0.0,5.0,0.0,0.0,15.0,88.0,
12/31/2009,1003.0,953.0,,-298.0,348.0,-787.0,0.0,0.0,-6541.0,5651.0,103.0,-289.0,-105.0,-200.0,0.0,0.0,14.0,0.0,0.0,2.0,-73.0,
03/31/2010,823.0,755.0,,-291.0,359.0,-666.0,0.0,0.0,-8753.0,8203.0,-116.0,-100.0,-105.0,0.0,0.0,0.0,12.0,0.0,0.0,-7.0,57.0,
06/30/2010,868.0,677.0,,-40.0,231.0,-801.0,0.0,0.0,-8952.0,8004.0,147.0,-125.0,-105.0,0.0,0.0,0.0,7.0,0.0,0.0,-27.0,-58.0,
09/30/2010,1084.0,675.0,,119.0,290.0,-1201.0,0.0,0.0,-7035.0,6118.0,-284.0,-64.0,-113.0,0.0,0.0,0.0,22.0,0.0,0.0,27.0,-181.0,
12/31/2010,771.0,1001.0,,-152.0,-78.0,-1513.0,0.0,0.0,-7926.0,7741.0,-1328.0,1027.0,-112.0,1141.0,699.0,-500.0,21.0,-235.0,0.0,13.0,285.0,
03/31/2011,1003.0,250.0,,37.0,716.0,-631.0,0.0,0.0,-7553.0,7082.0,-160.0,-29.0,-112.0,100.0,0.0,0.0,43.0,-68.0,0.0,8.0,343.0,
06/30/2011,1060.0,594.0,,52.0,414.0,-1268.0,0.0,0.0,-6534.0,5664.0,-398.0,-74.0,-111.0,0.0,0.0,0.0,33.0,0.0,0.0,4.0,-282.0,
09/30/2011,935.0,-39.0,,758.0,216.0,-631.0,0.0,0.0,-6055.0,5510.0,-86.0,-371.0,-119.0,-150.0,0.0,0.0,6.0,-100.0,0.0,-8.0,-67.0,
12/31/2011,472.0,735.0,,-7.0,-256.0,-506.0,0.0,0.0,-5085.0,5090.0,-511.0,-118.0,-117.0,0.0,0.0,0.0,57.0,-27.0,0.0,-31.0,-152.0,
03/31/2012,572.0,973.0,,-288.0,-113.0,-615.0,,,-5534.0,5242.0,-323.0,144.0,-159.0,281.0,,,28.0,-11.0,,5.0,101.0,
06/30/2012,811.0,328.0,,367.0,116.0,-635.0,0.0,0.0,-6382.0,5842.0,-95.0,-274.0,-159.0,-130.0,0.0,0.0,27.0,0.0,0.0,-12.0,-98.0,
09/30/2012,1642.0,640.0,,62.0,940.0,-1432.0,0.0,0.0,-6071.0,5016.0,-377.0,-137.0,-166.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,73.0,
12/31/2012,970.0,765.0,,-346.0,551.0,-757.0,0.0,0.0,-6380.0,5762.0,-139.0,-288.0,-331.0,-1.0,0.0,0.0,53.0,0.0,0.0,-9.0,-75.0,
03/31/2013,913.0,953.0,,-226.0,186.0,-1466.0,,0.0,-6401.0,5302.0,-367.0,793.0,-2.0,1.0,947.0,0.0,21.0,-154.0,0.0,-20.0,240.0,
06/30/2013,895.0,891.0,,-120.0,124.0,-910.0,0.0,0.0,-5033.0,5176.0,-1053.0,-161.0,-167.0,-1.0,0.0,0.0,41.0,-58.0,0.0,24.0,-176.0,
09/30/2013,928.0,916.0,,-19.0,31.0,-763.0,0.0,0.0,-5046.0,4404.0,-121.0,-76.0,-174.0,1.0,0.0,0.0,50.0,-21.0,0.0,68.0,89.0,
12/31/2013,4022.0,3758.0,,-499.0,763.0,-4442.0,0.0,0.0,-22109.0,19508.0,-1841.0,384.0,-517.0,0.0,947.0,0.0,135.0,-287.0,0.0,106.0,-36.0,
03/31/2014,1250.0,734.0,,58.0,458.0,-503.0,0.0,0.0,-4354.0,3997.0,-146.0,-479.0,-214.0,0.0,0.0,0.0,40.0,-335.0,0.0,30.0,268.0,
06/30/2014,846.0,779.0,,123.0,-56.0,-956.0,0.0,0.0,-3799.0,3467.0,-624.0,-143.0,-214.0,0.0,699.0,-500.0,35.0,-222.0,0.0,59.0,-253.0,
09/30/2014,1126.0,785.0,,10.0,331.0,-229.0,0.0,0.0,-5105.0,4595.0,281.0,-685.0,-218.0,0.0,0.0,-1.0,19.0,-450.0,0.0,-35.0,212.0,
12/31/2014,1274.0,555.0,,252.0,467.0,-816.0,0.0,0.0,-2813.0,2778.0,-781.0,-609.0,-216.0,1.0,0.0,0.0,33.0,-422.0,0.0,-5.0,-151.0,
03/31/2015,1075.0,681.0,,4.0,390.0,-1020.0,0.0,0.0,-4651.0,3835.0,-204.0,238.0,-214.0,0.0,800.0,0.0,39.0,-347.0,61.0,-101.0,293.0,
06/30/2015,816.0,942.0,,-98.0,-28.0,0.0,0.0,0.0,-4653.0,4070.0,583.0,-974.0,-213.0,0.0,0.0,-450.0,7.0,-403.0,67.0,18.0,-158.0,
09/30/2015,808.0,528.0,,268.0,12.0,-405.0,0.0,0.0,-3917.0,3287.0,225.0,-155.0,-217.0,1.0,0.0,-1.0,43.0,-8.0,64.0,-37.0,248.0,
12/31/2015,1165.0,683.0,,253.0,229.0,-4869.0,0.0,0.0,-4245.0,,-624.0,4441.0,-218.0,1.0,5290.0,-699.0,42.0,0.0,90.0,-65.0,737.0,
03/31/2016,1020.0,439.0,,46.0,535.0,-1615.0,0.0,0.0,-8214.0,20824.0,-14225.0,-89.0,-218.0,0.0,0.0,,51.0,0.0,69.0,9.0,-684.0,
06/30/2016,1133.0,726.0,,1041.0,-634.0,-1057.0,0.0,0.0,-9062.0,8040.0,-35.0,-156.0,-312.0,2.0,0.0,0.0,41.0,0.0,102.0,11.0,-80.0,
09/30/2016,1684.0,1360.0,,67.0,257.0,-1602.0,0.0,0.0,-6850.0,1565.0,3683.0,-223.0,-321.0,0.0,0.0,0.0,25.0,0.0,55.0,18.0,-141.0,
12/31/2016,1455.0,1610.0,,-47.0,-108.0,-1041.0,0.0,0.0,-7117.0,17945.0,-11869.0,-299.0,-322.0,-3.0,0.0,0.0,50.0,0.0,43.0,-67.0,115.0,
03/31/2017,1013.0,1093.0,64.0,5.0,-149.0,-66.0,0.0,0.0,-6444.0,6456.0,-78.0,-875.0,-324.0,1.0,0.0,-500.0,42.0,-128.0,51.0,-17.0,72.0,
06/30/2017,627.0,1305.0,65.0,-37.0,-706.0,189.0,0.0,0.0,-6110.0,6098.0,201.0,-557.0,-322.0,4.0,0.0,0.0,47.0,-347.0,33.0,28.0,259.0,
09/30/2017,1771.0,-70.0,65.0,67.0,1709.0,-1464.0,0.0,0.0,-6311.0,5156.0,-309.0,-533.0,-332.0,0.0,0.0,0.0,20.0,-232.0,17.0,-6.0,-226.0,
12/31/2017,1092.0,1533.0,66.0,-269.0,-238.0,-1081.0,0.0,0.0,-7407.0,6499.0,-173.0,-353.0,-330.0,0.0,0.0,-1.0,42.0,-94.0,34.0,-4.0,-342.0,
03/31/2018,551.0,1082.0,85.0,80.0,-696.0,-881.0,0.0,0.0,-6189.0,5453.0,-145.0,1592.0,-330.0,4.0,2175.0,-300.0,34.0,-29.0,13.0,25.0,1262.0,
06/30/2018,1646.0,1294.0,85.0,-69.0,336.0,-379.0,0.0,0.0,-6530.0,6140.0,11.0,-2279.0,-331.0,1.0,,-1604.0,26.0,-318.0,10.0,-63.0,-1012.0,
