Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/27/2008,325.0,402.8,33.4,761.2,,,,,19.016969,23.569339,1.954359,44.540667,11.81131,14.638756,1.213839,27.663905,
12/27/2008,240.0,409.2,6.6,655.8,,,,,24.640657,42.01232,0.677618,67.330595,12.868633,21.941019,0.353887,35.163539,
03/28/2009,252.6,389.6,4.3,646.5,,,,,27.899271,43.030705,0.474928,71.404904,15.007129,23.146388,0.255466,38.408983,
06/27/2009,262.5,396.7,2.8,662.0,,,,,28.089888,42.450508,0.299625,70.840021,15.736467,23.781548,0.167856,39.68587,
10/03/2009,253.9,399.6,2.1,655.6,,,,,27.763805,43.696009,0.229634,71.689448,15.4131,24.257877,0.127481,39.798458,
01/02/2010,405.2,276.4,2.1,683.7,,,,,44.818051,30.571839,0.232275,75.622166,24.594841,16.776935,0.127466,41.499241,
04/03/2010,421.6,262.9,,684.5,,,,,46.365336,28.91235,,75.277686,25.655693,15.998296,,41.653989,
07/03/2010,353.0,213.1,,566.1,,,,,38.846704,23.451084,,62.297788,20.720826,12.508805,,33.229631,
10/02/2010,369.1,216.0,,585.1,,,,,40.002168,23.409559,,63.411726,21.027745,12.305589,,33.333333,
01/01/2011,407.8,204.0,,611.8,,,,,42.603427,21.31216,,63.915587,22.275632,11.143279,,33.418911,
04/02/2011,416.1,241.9,,658.0,,,,,40.133102,23.331404,,63.464506,21.739812,12.638454,,34.378265,
07/02/2011,417.8,247.7,,665.5,,,,,39.215318,23.249484,,62.464802,21.417953,12.698006,,34.115958,
10/01/2011,444.4,227.6,,672.0,,,,,41.723782,21.368886,,63.092667,23.46233,12.016261,,35.478591,
12/31/2011,452.6,243.7,,696.3,,,,,42.51362,22.891227,,65.404847,23.628295,12.722527,,36.350822,
03/31/2012,404.8,294.2,,699.0,,,,,37.789395,27.464526,,65.253921,21.083333,15.322917,,36.40625,
06/30/2012,407.3,286.5,,693.8,,,,,39.208702,27.5799,,66.788602,21.786574,15.324953,,37.111527,
