Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Unregulated Electric Revenue,Other Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Purchased Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,391.326996,300.785004,,,,85.737,,0.0,4.805,-137.542007,81.362,70.097,11.265,56.18,,,,253.784988,-160.011002,33.019001,35.562,17.187,74.242996,93.774002,-8.498001,,,1.641,,20.613001,22.261,-1.648,,-10.474,85.276001,-30.15,55.125999,0.0,,,55.126002,0.0,55.125999,-1.482,,53.643999,53.643999,,202.074005,0.266667,0.266667,0.266667,202.074005,0.266667,0.266667,0.266667,
06/30/1990,337.787994,296.269989,,,,39.109001,,0.0,2.409,-105.797997,80.940999,65.764999,15.176,24.857,,,,231.989998,-161.608002,31.4,35.962002,16.969,77.277,70.382004,-9.999,,,1.299,,20.649,21.955,-1.306,,-9.351,60.383003,-20.516001,39.867001,0.0,,,39.867003,0.0,39.867001,-1.482,,38.385001,38.385001,,202.074005,0.19,0.19,0.19,202.074005,0.19,0.19,0.19,
09/30/1990,341.235992,314.502014,,,,25.476,,0.0,1.258,-94.795998,78.263003,65.925003,12.338,16.533001,,,,246.439995,-160.664993,30.24,36.456001,17.02,76.948997,85.775002,-9.307,,,1.4,,20.469999,22.073,-1.603,,-9.763,76.468002,-26.658001,49.810001,0.0,,,49.810001,0.0,49.810001,-1.482,,48.328001,48.328001,,202.074005,0.24,0.24,0.24,202.074005,0.24,0.24,0.24,
12/31/1990,372.151001,296.488007,,,,72.009003,,0.0,3.654,-121.386002,74.239001,62.102001,12.137,47.146999,,,,250.764999,-168.188995,39.037998,36.740002,16.395,76.015999,82.575996,-10.665,,,1.577,,20.903999,22.594999,-1.691,,-8.662,71.910997,-24.063999,47.847,0.0,,,47.846998,0.0,47.847,-1.482,,46.365,46.365,,202.074005,0.23,0.23,0.23,202.074005,0.23,0.23,0.23,
03/31/1991,417.699005,318.03299,,,,94.426003,,0.0,5.24,-148.546997,88.170998,75.336998,12.834,60.375999,,,,269.152008,-169.949005,36.835999,35.990002,15.917,81.206001,99.203003,-13.649,,,1.703,,21.031,22.709,-1.678,,-5.679,85.554003,-29.802,55.751999,0.0,,,55.752003,0.0,55.751999,-1.482,,54.269999,54.269999,,202.074005,0.27,0.27,0.27,202.074005,0.27,0.27,0.27,
06/30/1991,355.242004,318.54599,,,,34.431999,,0.0,2.264,-112.157997,90.702997,71.143997,19.559,21.455,,,,243.084007,-172.0,37.395,36.033001,15.766,82.806,71.084,-13.631001,,,2.057,,21.044001,22.533001,-1.489,,-5.356,57.452999,-19.136999,38.316002,0.0,,,38.316,0.0,38.316002,-1.482,,36.834002,36.834002,,202.074005,0.183333,0.183333,0.183333,202.074005,0.183333,0.183333,0.183333,
09/30/1991,364.20401,336.460999,,,,26.421,,0.0,1.322,-107.144997,90.130001,72.845001,17.285,17.014999,,,,257.059013,-167.182999,31.612,37.095001,15.234,83.241997,89.875999,-13.676,,,1.765,,21.014999,22.378,-1.363,,-5.574,76.2,-24.691,51.508999,0.0,,,51.509,0.0,51.508999,-1.482,,50.026999,50.026999,,202.074005,0.246667,0.246667,0.246667,202.074005,0.246667,0.246667,0.246667,
12/31/1991,401.769989,319.769012,,,,77.841003,,0.0,4.16,-137.067993,87.528,71.945,15.583,49.540001,,,,264.701996,-174.656998,36.354,37.577999,14.923,85.802002,90.044998,-14.335001,,,1.898,,21.783001,23.194,-1.411,,-5.55,75.709997,-26.052,49.658001,0.0,,,49.657997,0.0,49.658001,-1.482,,48.176001,48.176001,,202.074005,0.236667,0.236667,0.236667,202.074005,0.236667,0.236667,0.236667,
03/31/1992,422.102997,330.319,,,,86.139999,,0.0,5.644,-139.317001,86.585999,73.641998,12.944,52.730999,,,,282.785995,-183.108002,37.542,39.131001,18.643999,87.791,99.678001,-14.564,,,1.929,,21.782,23.181999,-1.4,,-5.289,85.114002,-29.681,55.432999,0.0,,,55.433002,0.0,55.432999,-1.482,,53.950999,53.950999,,202.074005,0.266667,0.266667,0.266667,202.074005,0.266667,0.266667,0.266667,
06/30/1992,357.445007,312.90799,,,,42.282001,,0.0,2.255,-109.027,82.799,62.278,20.521,26.228001,,,,248.418007,-187.498001,39.865002,39.803001,18.341,89.488998,60.919998,-14.140999,,,2.032,,21.9,23.33,-1.43,,-5.727,46.778999,-14.826,31.952999,0.0,,,31.952999,0.0,31.952999,-1.482,,30.470999,30.470999,,202.074005,0.15,0.15,0.15,202.074005,0.15,0.15,0.15,
09/30/1992,358.321014,328.204987,,,,28.947001,,0.0,1.169,-97.677002,78.365,62.077999,16.287001,19.312,,,,260.644012,-185.216995,33.466,42.250999,18.097,91.403,75.427002,-16.57,,,1.547,,22.576,23.735001,-1.159,,-4.459,58.857002,-19.714001,39.143002,0.0,,,39.143001,0.0,39.143002,-1.482,,37.661002,37.661002,,203.945999,0.185,0.185,0.185,203.945999,0.185,0.185,0.185,
12/31/1992,413.937988,327.290985,,,,82.622002,,0.0,4.025,-135.988007,82.711002,68.718002,13.993,53.277,,,,277.949981,-186.024002,38.763,41.528,17.778,87.955002,91.926003,-17.291001,,,1.46,,23.148001,24.266001,-1.118,,-4.397,74.635002,-25.597,49.037998,0.0,,,49.038002,0.0,49.037998,-1.47,,47.567998,47.567998,,206.817994,0.23,0.23,0.23,206.817994,0.23,0.23,0.23,
03/31/1993,463.571014,333.90799,,,,123.919998,,0.0,5.743,-158.684006,82.124996,68.186996,13.938,76.558998,,,,304.887009,-191.257996,37.432999,40.245998,19.082001,94.497002,113.628998,-17.721999,,,2.007,,26.726999,28.141001,-1.414,,-6.998,95.906999,-34.007999,61.898998,0.0,,,61.898999,0.0,61.898998,-1.447,,60.451998,60.451998,,210.024002,0.29,0.29,0.29,210.024002,0.29,0.29,0.29,
06/30/1993,383.497986,320.708008,,,,60.082001,,0.0,2.708,-118.164001,77.290001,60.354,16.936001,40.874001,,,,265.333984,-204.203995,41.402,41.673,18.737,102.391998,61.130001,-17.668001,,,2.17,,24.988001,26.545,-1.557,,-5.15,43.462,-13.914,29.548,0.0,,,29.548001,0.0,29.548,-1.446,,28.102,28.102,,211.197998,0.135,0.135,0.135,211.197998,0.135,0.135,0.135,
09/30/1993,397.856995,354.126007,,,,42.421001,,0.0,1.31,-109.101997,79.356004,66.799004,12.557,29.746,,,,288.754997,-197.830994,34.230999,42.893002,18.775999,101.931,90.924004,-17.087,,,1.948,,25.159,26.612,-1.453,,-6.124,73.837003,-26.319,47.518002,0.0,,,47.518003,0.0,47.518002,-1.094,,46.424002,46.424002,,212.350006,0.22,0.22,0.22,212.350006,0.22,0.22,0.22,
12/31/1993,448.30899,339.10199,,,,104.877998,,0.0,4.329,-146.446969,79.49401,68.04501,11.449,66.953005,,,,301.862021,-203.646041,43.019009,42.253994,18.058,100.31501,98.215984,-65.436001,,,2.332,,26.123002,27.917,-1.794,,41.644999,32.779983,-23.979002,55.546993,0.0,,,8.800981,0.0,55.546993,-0.39,,55.156993,55.156993,,210.134002,0.26,0.26,0.26,210.134002,0.26,0.26,0.26,
03/31/1994,509.681,355.239014,,,,147.578995,,0.0,6.863,-175.223007,84.069998,72.475998,11.594,91.153,,,,334.457993,-279.996002,33.515999,44.039001,21.068001,181.373001,54.462002,-20.348001,,,1.253,,26.735001,27.893999,-1.159,,-5.134,34.114001,-10.903,23.211,0.0,,,23.211001,0.0,23.211,-0.389,,22.822,22.822,,214.475998,0.105,0.105,0.105,214.475998,0.105,0.105,0.105,
06/30/1994,400.339996,339.274994,,,,58.501999,,0.0,2.563,-118.809998,81.525001,71.485001,10.04,37.285,,,,281.529999,-193.313995,30.42,43.349998,19.347,100.196999,88.216003,-20.394999,,,1.508,,26.587999,27.950001,-1.362,,-4.685,67.821004,-24.031,43.790001,0.0,,,43.790004,0.0,43.790001,-0.36,,43.430001,43.430001,,215.615997,0.2,0.2,0.2,215.615997,0.2,0.2,0.2,
09/30/1994,400.511993,361.734985,,,,37.563,,0.0,1.214,-107.931999,84.782997,73.060997,11.722,23.149,,,,292.579994,-192.264008,29.593,44.910999,18.57,99.190002,100.316002,-19.227,,,1.358,,26.837999,28.191999,-1.354,,-6.253,81.089002,-29.298,51.791,0.0,,,51.791002,0.0,51.791,-0.301,,51.49,51.49,,216.628006,0.24,0.24,0.24,216.628006,0.24,0.24,0.24,
12/31/1994,431.658997,347.312988,,,,80.705002,,0.0,3.641,-126.030998,78.106996,68.839996,9.267,47.924,,,,305.627999,-185.587997,31.073,45.313999,17.049999,92.151001,120.040001,-22.262,,,0.866,,27.858,29.066999,-1.209,,-4.73,97.778001,-34.351002,63.426998,0.0,,,63.426999,0.0,63.426998,-0.301,,63.125998,63.125998,,217.440002,0.29,0.29,0.29,217.440002,0.29,0.29,0.29,
03/31/1995,471.122009,343.919006,,,,121.099998,,0.0,6.103,-159.697998,86.895,67.819,19.076,72.803001,,,,311.424011,-190.223007,28.372,44.712002,19.379,97.760002,121.200996,-22.041999,,,0.825,,27.830999,29.072001,-1.241,,-4.964,99.158997,-36.324001,62.834999,0.0,,,62.834996,0.0,62.834999,-0.301,,62.533999,62.533999,,218.266006,0.285,0.285,0.285,218.266006,0.285,0.285,0.285,
