Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,2184.704,92.484,92.484,0.0,92.202,92.202,,853.127,0.0,0.0,853.127,0.0,68.81,,,,,1106.623,987.941,1349.332,-361.391,28.047,,,62.093,49.499,49.499,0.0,12.594,1078.081,,393.916,393.916,,,,25.315,25.315,0.0,0.0,,,121.976,,,,121.976,541.207,75.311,75.311,0.0,0.0,,75.623,,,,,75.623,150.934,692.141,0.0,429.852,,,0.0,1062.711,0.0,1492.563,0.0,1492.563,2184.704,
09/30/2007,2260.55,109.783,109.783,0.0,90.654,90.654,,856.586,0.0,0.0,856.586,0.0,68.812,,,,,1125.835,1045.943,1416.573,-370.63,26.765,,,62.007,49.857,49.857,0.0,12.15,1134.715,,401.308,401.308,,,,25.317,25.317,0.0,0.0,,,127.327,,,,127.327,553.952,75.23,75.23,0.0,0.0,,78.197,,,,,78.197,153.427,707.379,0.0,437.373,,,0.0,1115.798,0.0,1553.171,0.0,1553.171,2260.55,
12/31/2007,2279.737,47.555,47.555,0.0,84.242,84.242,,881.761,0.0,0.0,881.761,0.0,88.746,,,,,1102.304,1090.16,1479.779,-389.619,25.437,,,61.836,50.447,50.447,0.0,11.389,1177.433,,380.683,380.683,,,,25.32,25.32,0.0,0.0,,,122.973,,,,122.973,528.976,75.149,75.149,0.0,0.0,,83.135,,,,,83.135,158.284,687.26,0.0,442.884,,,0.0,1156.393,-6.8,1592.477,0.0,1592.477,2279.737,
03/31/2008,2397.736,113.287,113.287,0.0,93.123,93.123,,892.583,0.0,0.0,892.583,0.0,67.624,,,,,1166.617,1125.963,1534.819,-408.856,24.253,,,80.903,50.583,50.583,0.0,30.32,1231.119,,417.128,417.128,,,,25.323,25.323,0.0,0.0,,,145.875,,,,145.875,588.326,75.068,75.068,0.0,0.0,,83.329,,,,,83.329,158.397,746.723,0.0,449.328,,,0.0,1202.724,-1.039,1651.013,0.0,1651.013,2397.736,
06/30/2008,2462.767,117.214,117.214,0.0,97.186,97.186,,904.152,0.0,0.0,904.152,0.0,62.753,,,,,1181.305,1171.777,1601.18,-429.403,24.1,,,85.585,51.145,51.145,0.0,34.44,1281.462,,446.013,446.013,,,,0.311,0.311,0.0,0.0,,,136.586,,,,136.586,582.91,75.0,75.0,0.0,0.0,,87.618,,,,,87.618,162.618,745.528,0.0,458.199,,,0.0,1258.512,0.528,1717.239,0.0,1717.239,2462.767,
09/30/2008,4025.147,26.41,26.41,0.0,108.661,108.661,,1517.744,0.0,0.0,1517.744,0.0,149.534,,,,,1802.349,1404.737,1860.55,-455.813,22.877,,,795.184,655.886,655.886,0.0,139.298,2222.798,,757.08,757.08,,,,8.257,8.257,0.0,0.0,,,287.866,,,,287.866,1053.203,657.131,657.131,0.0,0.0,,124.32,,,,,124.32,781.451,1834.654,0.0,891.566,,,0.0,1299.911,-0.984,2190.493,0.0,2190.493,4025.147,
12/31/2008,4193.317,31.301,31.301,0.0,105.985,105.985,,1570.144,0.0,0.0,1570.144,0.0,168.003,,,,,1875.433,1449.893,1939.532,-489.639,21.548,,,846.443,720.508,720.508,0.0,125.935,2317.884,,736.986,736.986,,,,8.131,,,,,,308.384,,,,308.384,1053.501,724.564,,,,,133.034,,,,,133.034,857.598,1911.099,0.0,951.106,,,0.0,1342.625,-11.513,2282.218,0.0,2282.218,4193.317,
03/31/2009,4377.794,37.404,37.404,0.0,109.878,109.878,0.0,1626.199,,,,,183.088,,,21.244,107.484,1956.569,1572.588,2095.397,-522.809,14.192,,14.192,834.445,722.306,722.306,0.0,90.895,2421.225,,882.025,760.613,26.579,,94.833,8.31,0.0,,,,8.31,206.514,,,,206.514,1096.849,782.658,768.373,14.285,14.285,,132.811,,,,,132.811,915.469,2012.318,0.0,971.448,1.354,970.094,0.0,1405.46,-11.432,2365.476,0.0,2365.476,4377.794,
06/30/2009,4567.482,41.024,41.024,0.0,118.538,118.538,0.0,1736.14,,,,,190.068,,,15.129,97.449,2085.77,1624.094,2180.931,-556.837,16.082,,16.082,841.536,744.749,744.749,0.0,81.658,2481.712,,915.964,818.873,6.901,,90.19,10.752,0.0,,,,10.752,223.669,,,,223.669,1150.385,785.868,766.644,19.224,19.224,,153.789,,,,,153.789,939.657,2090.042,0.0,996.15,1.361,994.789,0.0,1490.975,-9.685,2477.44,0.0,2477.44,4567.482,
09/30/2009,4681.111,29.535,29.535,0.0,111.862,111.862,0.0,1856.049,,,,,177.214,,,,100.87,2174.66,1672.236,2263.873,-591.637,13.282,,13.282,820.933,744.375,744.375,0.0,76.558,2506.451,,988.362,889.03,,,99.332,10.157,0.0,,,,10.157,218.792,,,4.928,218.792,1217.311,693.516,675.75,17.766,17.766,,171.037,,,,,166.109,864.553,2081.864,0.0,1030.386,1.371,1029.015,0.0,1578.2,-9.339,2599.247,0.0,2599.247,4681.111,
12/31/2009,4781.471,26.935,26.935,0.0,107.887,107.887,0.0,1913.218,,,,,178.679,,0.0,31.375,92.745,2226.719,1726.379,2353.24,-626.861,12.481,,12.481,815.892,744.313,744.313,0.0,40.204,2554.752,,913.306,818.153,8.068,0.0,87.085,106.708,0.0,0.0,0.0,,106.708,199.129,0.0,0.0,18.321,194.989,1219.143,684.04,684.04,0.0,0.0,,192.423,0.0,0.0,0.0,0.0,174.102,876.463,2095.606,0.0,1043.704,1.375,1042.329,0.0,1650.123,-7.962,2685.865,0.0,2685.865,4781.471,
03/31/2010,4837.865,29.872,29.872,0.0,123.539,123.539,0.0,1903.108,,,,,175.039,,,,100.983,2231.558,1784.301,2448.289,-663.988,11.208,,11.208,810.798,743.824,743.824,0.0,66.974,2606.307,,932.049,794.676,35.06,,102.313,105.79,0.0,,,,105.79,216.965,,,23.726,216.965,1254.804,596.71,587.943,8.767,8.767,,186.033,,,,,162.307,782.743,2037.547,0.0,1059.786,1.379,1058.407,0.0,1747.599,-7.067,2800.318,0.0,2800.318,4837.865,
06/30/2010,4916.519,31.611,31.611,0.0,129.769,129.769,0.0,1932.479,,,,,163.638,,,,101.05,2257.497,1830.745,2532.342,-701.597,21.084,,21.084,807.193,743.78,743.78,0.0,63.413,2659.022,,976.886,854.659,23.635,,98.592,105.15,0.0,,,,105.15,227.068,,,26.582,227.068,1309.104,479.233,472.495,6.738,6.738,,197.73,,,,,171.148,676.963,1986.067,0.0,1088.724,1.387,1087.337,0.0,1847.194,-5.466,2930.452,0.0,2930.452,4916.519,
09/30/2010,5023.419,43.193,43.193,0.0,125.906,125.906,0.0,1997.718,,,,,142.779,2.735,,,100.783,2309.596,1891.56,2629.835,-738.275,19.151,,19.151,803.112,743.921,743.921,0.0,59.191,2713.823,,1034.251,943.147,,,91.104,104.698,0.0,,,,104.698,244.313,,,57.446,244.313,1383.262,326.554,320.458,6.096,6.096,,239.332,,,,,181.886,565.886,1949.148,0.0,1114.63,1.393,1113.237,0.0,1963.736,-4.095,3074.271,0.0,3074.271,5023.419,
12/31/2010,5047.827,29.721,29.721,0.0,121.807,121.807,0.0,2023.488,,,,,126.236,,0.0,,92.359,2301.252,1930.095,2705.434,-775.339,18.047,,18.047,798.433,743.975,743.975,0.0,54.458,2746.575,,998.83,895.736,4.827,0.0,98.267,1.431,0.0,0.0,0.0,,1.431,228.697,0.0,0.0,68.736,228.697,1228.958,357.273,357.273,0.0,0.0,,251.911,0.0,0.0,0.0,0.0,183.175,609.184,1838.142,0.0,1143.159,1.41,1141.749,0.0,2069.496,-2.97,3209.685,0.0,3209.685,5047.827,
03/31/2011,5248.086,230.048,230.048,0.0,128.224,128.224,0.0,2001.314,,,,,107.825,,,,97.807,2467.411,1972.42,2785.032,-812.612,16.379,,16.379,791.876,743.895,743.895,0.0,47.981,2780.675,,1091.35,977.627,30.87,,82.853,1.208,0.0,,,,1.208,225.416,,,63.083,225.416,1317.974,497.641,495.351,2.29,2.29,,244.621,,,,,181.538,742.262,2060.236,0.0,1139.636,1.387,1138.249,0.0,2048.214,0.0,3187.85,0.0,3187.85,5248.086,
06/30/2011,5365.902,268.792,268.792,0.0,136.184,136.184,0.0,2035.282,,,,,113.926,,,,97.688,2554.184,2008.594,2860.595,-852.001,13.292,,13.292,789.832,744.028,744.028,0.0,45.804,2811.718,,1224.297,1115.252,25.432,,83.613,1.005,0.0,,,,1.005,232.941,,,73.701,232.941,1458.243,497.547,495.642,1.905,1.905,,256.727,,,,,183.026,754.274,2212.517,0.0,1137.095,1.36,1135.735,0.0,2016.29,0.0,3153.385,0.0,3153.385,5365.902,
09/30/2011,5396.783,276.717,276.717,0.0,136.52,136.52,0.0,2009.407,,,,,113.87,,,,93.047,2536.514,2057.875,2951.367,-893.492,11.961,,11.961,790.433,743.943,743.943,0.0,46.49,2860.269,,1292.46,1190.842,12.126,,89.492,0.804,0.0,,,,0.804,212.783,,,76.919,212.783,1506.047,796.962,795.411,1.551,1.551,,263.226,,,,,186.307,1060.188,2566.235,0.0,1099.301,1.284,1098.017,0.0,1731.247,0.0,2830.548,0.0,2830.548,5396.783,
12/31/2011,5500.501,361.552,361.552,0.0,135.149,135.149,0.0,1985.748,,,,,125.161,,0.0,,125.161,2607.61,2093.767,3026.996,-933.229,10.889,,10.889,788.235,743.907,743.907,0.0,44.328,2892.891,,1373.271,1279.294,0.0,0.0,93.977,0.662,0.0,,,,0.662,206.077,0.0,0.0,88.864,204.087,1580.01,796.912,795.655,1.257,1.257,,278.728,0.0,0.0,0.0,0.0,189.864,1075.64,2655.65,0.0,1111.377,1.272,1110.105,0.0,1733.474,0.0,2844.851,0.0,2844.851,5500.501,
03/31/2012,5754.125,575.196,575.196,0.0,144.822,144.822,0.0,2004.917,,,,,105.447,,,,105.447,2830.382,2126.599,3101.72,-975.121,9.817,,9.817,787.327,744.031,744.031,0.0,43.296,2923.743,,1596.744,1469.31,37.146,,90.288,0.625,0.0,,,,0.625,204.287,,,92.316,200.616,1801.656,796.863,795.791,1.072,1.072,,283.759,,,,,191.443,1080.622,2882.278,0.0,1129.207,1.26,1127.947,0.0,1742.64,0.0,2871.847,0.0,2871.847,5754.125,
06/30/2012,5710.092,367.717,367.717,0.0,151.936,151.936,0.0,2145.339,,,,,99.0,,,,99.0,2763.992,2152.785,3166.389,-1013.604,7.404,,7.404,785.911,744.131,744.131,0.0,41.78,2946.1,,1797.34,1699.817,,,97.523,0.522,0.0,,,,0.522,215.036,,,93.713,213.52,2012.898,796.884,795.995,0.889,0.889,,287.658,,,,,193.945,1084.542,3097.44,0.0,1123.234,1.22,1122.014,0.0,1489.418,0.0,2612.652,0.0,2612.652,5710.092,
09/30/2012,5849.356,422.705,422.705,0.0,152.532,152.532,0.0,2207.454,,,,,100.159,,,,100.159,2882.85,2174.084,3190.321,-1016.237,6.39,,6.39,786.032,744.153,744.153,0.0,41.879,2966.506,,1973.471,1863.353,11.702,,98.416,0.353,0.0,,,,0.353,221.585,,,107.987,220.306,2195.409,1095.672,1095.157,0.515,0.515,,299.752,,,,,191.765,1395.424,3590.833,0.0,1089.963,1.161,1088.802,0.0,1168.56,0.0,2258.523,0.0,2258.523,5849.356,
12/31/2012,5749.187,248.128,248.128,0.0,122.989,122.989,0.0,2276.331,,,,,85.5,,0.0,,85.5,2732.948,2211.59,3269.57,-1057.98,5.347,,5.347,799.302,758.41,758.41,0.0,40.892,3016.239,,2037.581,1929.112,5.932,0.0,102.537,0.222,0.0,,,,0.222,235.062,0.0,0.0,79.544,215.59,2272.865,1095.734,1095.534,0.2,0.2,,272.281,0.0,0.0,0.0,0.0,192.737,1368.015,3640.88,0.0,1085.04,1.13,1083.91,0.0,1023.267,0.0,2108.307,0.0,2108.307,5749.187,
03/31/2013,5789.541,205.41,205.41,0.0,153.189,153.189,0.0,2295.846,,,,,86.743,,,,86.743,2741.188,2244.074,3342.371,-1098.297,4.318,,4.318,799.961,758.578,758.578,0.0,41.383,3048.353,,2118.742,1967.0,56.004,,95.738,0.083,0.0,,,,0.083,230.197,,,83.13,217.001,2349.022,1095.852,1095.675,0.177,0.177,,272.142,,,,,189.012,1367.994,3717.016,0.0,1099.038,1.11,1097.928,0.0,973.487,0.0,2072.525,0.0,2072.525,5789.541,
06/30/2013,6123.646,365.93,365.93,0.0,175.877,175.877,0.0,2345.377,,,,,117.973,,,,117.973,3005.157,2302.271,3431.756,-1129.485,16.295,,16.295,799.923,758.537,758.537,0.0,41.386,3118.489,,2171.894,2058.859,11.075,,101.96,0.069,0.0,,,,0.069,258.335,,,86.854,246.253,2430.298,1395.922,1395.791,0.131,0.131,,291.283,,,,,204.429,1687.205,4117.503,0.0,1103.989,1.089,1102.9,0.0,902.154,0.0,2006.143,0.0,2006.143,6123.646,
09/30/2013,6167.176,363.008,363.008,0.0,141.928,141.928,0.0,2364.538,,,,,106.299,,,,106.299,2975.773,2378.398,3524.762,-1146.364,14.556,,14.556,798.449,758.523,758.523,0.0,39.926,3191.403,,2180.77,2075.525,0.0,,105.245,0.068,0.0,,,,0.068,258.218,,,96.549,247.25,2439.056,1396.031,1395.917,0.114,0.114,,296.202,,,,,199.653,1692.233,4131.289,0.0,1116.787,1.077,1115.71,0.0,919.1,0.0,2035.887,0.0,2035.887,6167.176,
12/31/2013,6067.208,231.318,231.318,0.0,131.504,131.504,0.0,2375.047,,,,,97.332,,0.0,,97.332,2835.201,2425.103,3606.837,-1181.734,13.066,,13.066,793.838,756.225,756.225,0.0,37.613,3232.007,,2163.303,2056.521,0.0,0.0,106.782,0.067,0.0,,,,0.067,259.64,0.0,0.0,80.713,239.418,2423.01,1396.141,1396.041,0.1,0.1,,281.736,0.0,0.0,0.0,0.0,201.023,1677.877,4100.887,0.0,1119.988,1.059,1118.929,0.0,846.333,0.0,1966.321,0.0,1966.321,6067.208,
03/31/2014,6429.773,511.831,511.831,0.0,142.703,142.703,0.0,2397.042,,,,,109.697,,,,109.697,3161.273,2463.099,3676.061,-1212.962,12.165,,12.165,793.236,756.225,756.225,0.0,37.011,3268.5,,2319.746,2160.897,51.971,,106.878,0.074,0.0,,,,0.074,278.03,,,75.162,256.053,2597.85,1396.242,1396.162,0.08,0.08,,272.457,,,,,197.295,1668.699,4266.549,0.0,1163.476,1.063,1162.413,0.0,999.748,0.0,2163.224,0.0,2163.224,6429.773,
06/30/2014,6507.876,453.431,453.431,0.0,156.605,156.605,0.0,2462.781,,,,,99.15,,,,99.15,3171.967,2528.936,3784.741,-1255.805,15.218,,15.218,791.755,756.349,756.349,0.0,35.406,3335.909,,2436.75,2302.282,15.46,,119.008,0.062,0.0,,,,0.062,290.305,,,66.065,268.121,2727.117,1396.362,1396.3,0.062,0.062,,266.816,,,,,200.751,1663.178,4390.295,0.0,1169.063,1.047,1168.016,0.0,948.518,0.0,2117.581,0.0,2117.581,6507.876,
09/30/2014,6475.176,298.283,298.283,0.0,152.779,152.779,0.0,2517.927,,,,,101.762,,,,101.762,3070.751,2601.112,3895.165,-1294.053,14.283,,14.283,789.03,756.335,756.335,0.0,32.695,3404.425,,2557.752,2409.054,18.645,,130.053,0.044,0.0,,,,0.044,288.146,,,61.789,267.107,2845.942,1396.488,1396.444,0.044,0.044,,256.34,,,,,194.551,1652.828,4498.77,0.0,1169.765,1.024,1168.741,0.0,806.641,0.0,1976.406,0.0,1976.406,6475.176,
12/31/2014,6532.083,250.56,250.56,0.0,143.9,143.9,0.0,2554.789,,,,,116.131,,0.0,,116.131,3065.38,2658.56,3993.509,-1334.949,28.727,15.378,13.349,779.416,756.384,756.384,0.0,23.032,3466.703,,2558.555,2417.167,0.0,0.0,141.388,0.025,0.0,,,,0.025,254.718,5.6,0.0,102.422,250.418,2813.298,1388.397,1388.397,,,,311.97,0.0,0.0,0.0,0.0,203.948,1700.367,4513.665,0.0,1195.945,1.016,1194.929,0.0,822.473,0.0,2018.418,0.0,2018.418,6532.083,
03/31/2015,6785.71,473.646,473.646,0.0,162.02,162.02,0.0,2527.982,,,,,110.473,,,,110.473,3274.121,2698.848,4080.35,-1381.502,12.414,,12.414,800.327,756.384,756.384,0.0,43.943,3511.589,,2667.16,2470.749,78.939,,117.472,0.006,0.0,,,,0.006,285.215,,,81.33,268.564,2952.381,1396.741,1396.735,0.006,0.006,,293.088,,,,,211.758,1689.829,4642.21,0.0,1235.146,1.013,1234.133,0.0,908.354,0.0,2143.5,0.0,2143.5,6785.71,
06/30/2015,6668.147,260.042,260.042,0.0,175.289,175.289,0.0,2560.975,,,,,112.727,,,,112.727,3109.033,2743.816,4166.557,-1422.741,15.311,,15.311,799.987,756.852,756.852,0.0,43.135,3559.114,,2701.632,2535.971,29.13,,136.531,0.0,0.0,,,,0.0,305.237,,,77.279,295.42,3006.869,1396.868,1396.868,0.0,0.0,,294.425,,,,,217.146,1691.293,4698.162,0.0,1243.806,0.996,1242.81,0.0,726.179,0.0,1969.985,0.0,1969.985,6668.147,
09/30/2015,6775.266,276.916,276.916,0.0,163.889,163.889,0.0,2606.813,,,,,109.946,,,,109.946,3157.564,2805.15,4275.349,-1470.199,14.265,,14.265,798.287,757.093,757.093,0.0,41.194,3617.702,,2793.005,2626.126,17.574,,149.305,0.0,0.0,,,,0.0,310.907,,,72.197,303.462,3103.912,1396.995,1396.995,,,,272.273,,,,,200.076,1669.268,4773.18,0.0,1269.344,0.987,1268.357,0.0,732.742,0.0,2002.086,0.0,2002.086,6775.266,
12/31/2015,6676.684,116.301,116.301,0.0,161.078,161.078,0.0,2631.015,,,,,101.632,,0.0,,101.632,3010.026,2861.556,4372.25,-1510.694,15.119,1.9,13.219,789.983,757.142,757.142,0.0,32.841,3666.658,,2740.979,2608.231,1.444,,131.304,0.0,0.0,0.0,0.0,,0.0,305.419,11.2,0.0,79.772,298.219,3046.398,1390.018,1390.018,0.0,0.0,,278.954,0.0,0.0,0.0,0.0,187.982,1668.972,4715.37,0.0,1282.474,0.977,1281.497,0.0,678.84,0.0,1961.314,0.0,1961.314,6676.684,
03/31/2016,7419.773,716.008,716.008,0.0,178.282,178.282,0.0,2701.76,,,,,105.413,,,,105.413,3701.463,2913.927,4473.747,-1559.82,12.172,,12.172,792.211,757.13,757.13,0.0,35.081,3718.31,,3012.947,2782.609,114.321,,116.017,0.0,0.0,,,,,302.73,,,76.45,302.73,3315.677,1885.877,1885.877,,,,278.378,,,,,201.928,2164.255,5479.932,0.0,1302.024,0.967,1301.057,0.0,637.817,0.0,1939.841,0.0,1939.841,7419.773,
06/30/2016,7210.64,398.259,398.259,0.0,186.192,186.192,0.0,2741.03,,,,,112.652,,,,112.652,3438.133,2979.24,4587.944,-1608.704,0.0,,0.0,793.267,757.13,757.13,0.0,36.137,3772.507,,3037.203,2914.641,0.0,,122.562,0.0,0.0,,,,,329.472,,,72.961,329.472,3366.675,1886.324,1886.324,,,,267.631,,,,,194.67,2153.955,5520.63,0.0,1310.39,0.949,1309.441,0.0,379.62,0.0,1690.01,0.0,1690.01,7210.64,
09/30/2016,7522.34,560.32,560.32,0.0,190.908,190.908,0.0,2789.892,,,,,128.644,,,,128.644,3669.764,3058.684,4720.225,-1661.541,0.0,,0.0,793.892,757.251,757.251,0.0,36.641,3852.576,,3139.538,2999.08,0.0,,140.458,0.0,0.0,,,,,325.89,,,84.211,325.89,3465.428,1886.501,1886.501,,,,269.648,,,,,185.437,2156.149,5621.577,0.0,1340.459,0.947,1339.512,0.0,560.304,0.0,1900.763,0.0,1900.763,7522.34,
12/31/2016,7204.189,146.598,146.598,0.0,197.274,197.274,0.0,2778.976,,,,,135.127,,0.0,,135.127,3257.975,3123.431,4832.342,-1708.911,1.9,1.9,0.0,820.883,785.399,785.399,0.0,35.484,3946.214,,3082.827,2936.656,0.0,,146.171,0.0,0.0,0.0,0.0,,0.0,317.822,12.7,0.0,90.166,313.022,3400.649,1887.019,1887.019,0.0,0.0,,289.385,0.0,0.0,0.0,0.0,186.519,2176.404,5577.053,0.0,1337.636,0.929,1336.707,0.0,289.5,0.0,1627.136,0.0,1627.136,7204.189,
03/31/2017,7203.724,27.539,27.539,0.0,195.651,195.651,0.0,2872.646,,,,,109.697,,,,109.697,3205.533,3174.65,4935.126,-1760.476,0.0,,0.0,823.541,785.568,785.568,0.0,37.973,3998.191,,3202.479,2987.996,89.64,,124.843,0.0,0.0,,,,,303.284,,,92.61,303.284,3505.763,1977.539,1977.539,,,,297.826,,,,,205.216,2275.365,5781.128,0.0,1332.329,0.913,1331.416,0.0,90.267,0.0,1422.596,0.0,1422.596,7203.724,
06/30/2017,7345.698,26.528,26.528,0.0,203.673,203.673,0.0,2959.315,,,,,100.073,,,,100.073,3289.589,3229.398,5035.242,-1805.844,0.0,,,826.711,786.938,786.938,0.0,39.773,4056.109,,3253.328,3091.888,31.803,,129.637,0.0,0.0,,,,,312.805,,,98.048,312.805,3566.133,2604.062,2604.062,,,,306.191,,,,,208.143,2910.253,6476.386,0.0,1297.554,0.88,1296.674,0.0,-428.242,0.0,869.312,0.0,869.312,7345.698,
09/30/2017,7479.328,37.287,37.287,0.0,219.631,219.631,0.0,2987.592,,,,,113.971,,,,113.971,3358.481,3292.681,5114.804,-1822.123,0.0,,,828.166,787.21,787.21,0.0,40.956,4120.847,,3306.952,3154.25,6.175,,146.527,0.0,0.0,,,,,321.548,,,131.847,321.548,3628.5,2900.816,2900.816,,,,335.833,,,,,203.986,3236.649,6865.149,0.0,1268.663,0.853,1267.81,0.0,-654.484,0.0,614.179,0.0,614.179,7479.328,
12/31/2017,7571.885,46.348,46.348,0.0,216.251,216.251,0.0,3009.8,,,,,125.273,,0.0,,125.273,3397.672,3343.806,5191.135,-1847.329,3.6,3.6,0.0,826.807,789.058,789.058,0.0,37.749,4174.213,,3336.484,3190.029,0.0,,146.455,0.0,0.0,0.0,0.0,,0.0,310.882,17.6,0.0,85.406,306.182,3647.366,2978.39,2978.39,0.0,0.0,,293.083,0.0,0.0,0.0,0.0,190.077,3271.473,6918.839,0.0,1265.886,0.843,1265.043,0.0,-612.84,0.0,653.046,0.0,653.046,7571.885,
03/31/2018,7666.657,38.525,38.525,0.0,224.386,224.386,0.0,3052.748,,,,,130.752,,,,130.752,3446.411,3389.763,5292.431,-1902.668,0.0,,0.0,830.483,789.104,789.104,0.0,41.379,4220.246,,3436.417,3222.785,66.618,,147.014,0.0,0.0,,,,,311.764,,,89.776,311.764,3748.181,3193.066,3193.066,,,,301.582,,,,,211.806,3494.648,7242.829,0.0,1248.189,0.823,1247.366,0.0,-824.361,0.0,423.828,0.0,423.828,7666.657,
06/30/2018,7766.74,36.868,36.868,0.0,241.142,241.142,0.0,3091.719,,,,,130.988,,,,130.988,3500.717,3434.884,5384.634,-1949.75,0.0,,,831.139,789.104,789.104,0.0,42.035,4266.023,,3482.598,3314.671,13.676,,154.251,0.0,0.0,,,,,336.32,,,94.43,336.32,3818.918,3253.538,3253.538,,,,309.294,,,,,214.864,3562.832,7381.75,0.0,1248.647,0.81,1247.837,0.0,-863.657,0.0,384.99,0.0,384.99,7766.74,
09/30/2018,7894.714,40.019,40.019,0.0,242.692,242.692,0.0,3139.621,,,,,137.699,,,,137.699,3560.031,3501.933,5512.325,-2010.392,0.0,,,832.75,789.178,789.178,0.0,43.572,4334.683,,3556.932,3384.098,0.0,,172.834,0.0,0.0,,,,,348.149,,,102.64,348.149,3905.081,3174.327,3174.327,,,,316.927,,,,,214.287,3491.254,7396.335,0.0,1266.63,0.803,1265.827,0.0,-768.251,0.0,498.379,0.0,498.379,7894.714,
12/31/2018,7980.789,31.315,31.315,0.0,192.026,192.026,0.0,3193.344,,,,,126.417,,0.0,,126.417,3543.102,3587.002,5645.552,-2058.55,1.7,1.7,0.0,848.985,807.26,807.26,0.0,41.725,4437.687,,3563.018,3376.403,11.013,,175.602,0.0,0.0,,,,0.0,331.002,15.9,0.0,105.566,326.702,3894.02,3417.122,3417.122,,,,315.98,0.0,0.0,0.0,0.0,194.514,3733.102,7627.122,0.0,1262.853,0.79,1262.063,0.0,-909.186,0.0,353.667,0.0,353.667,7980.789,
03/31/2019,10061.562,56.717,56.717,0.0,250.68,250.68,0.0,3228.901,,,,,113.348,,,,113.348,3649.646,5563.074,7648.093,-2085.019,0.0,,,848.842,808.717,808.717,0.0,40.125,6411.916,,3690.793,3438.679,92.816,,159.298,296.605,0.0,296.605,,296.605,,338.934,,,109.48,338.934,4326.332,5090.232,3460.921,1629.311,,1629.311,272.633,,,,,163.153,5362.865,9689.197,0.0,1268.815,0.783,1268.032,0.0,-896.45,,372.365,0.0,372.365,10061.562,
06/30/2019,10201.943,55.809,55.809,0.0,262.227,262.227,0.0,3262.426,,,,,120.111,,,,120.111,3700.573,5649.45,7780.606,-2131.156,0.0,,,851.92,808.391,808.391,0.0,43.529,6501.37,,3688.307,3516.15,9.507,,162.65,304.034,0.0,304.034,,304.034,,368.051,,,113.533,368.051,4360.392,5415.457,3783.738,1631.719,,1631.719,281.412,,,,,167.879,5696.869,10057.261,0.0,1259.697,0.767,1258.93,0.0,-1115.015,0.0,144.682,0.0,144.682,10201.943,
09/30/2019,10372.724,42.804,42.804,0.0,224.033,224.033,0.0,3348.631,,,,,109.021,,,,109.021,3724.489,5779.638,7962.237,-2182.599,0.0,,,868.597,808.259,808.259,0.0,60.338,6648.235,,3898.59,3606.571,100.472,,191.547,308.726,0.0,308.726,,308.726,,373.538,,,117.551,373.538,4580.854,5345.806,3703.628,1642.178,,1642.178,279.845,,,,,162.294,5625.651,10206.505,0.0,1260.301,0.757,1259.544,0.0,-1094.082,0.0,166.219,0.0,166.219,10372.724,
12/31/2019,10717.16,40.406,40.406,0.0,214.915,214.915,0.0,3454.092,,,,,124.249,,0.0,,124.249,3833.662,5876.572,8119.796,-2243.224,5.8,5.8,0.0,1001.126,936.814,936.814,0.0,64.312,6883.498,,3804.077,3604.722,0.0,,199.355,316.061,0.0,316.061,,316.061,0.0,349.289,15.6,0.0,133.28,345.189,4469.427,5545.824,3890.527,1655.297,,1655.297,304.569,0.0,0.0,0.0,0.0,155.689,5850.393,10319.82,0.0,1281.516,0.756,1280.76,0.0,-889.066,4.89,397.34,0.0,397.34,10717.16,
